,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,id
772,1974-75,32,CHI,NBA,SG,78,2577,14.4,.487,.298,7.3,14.7,11.0,9.6,3.2,0.4,,2.2,4.7,7.0,.130,,-0.2,2.3,2.1,2.7,sloanje01
773,1975-76,33,CHI,NBA,SG,22,617,11.2,.456,.371,6.1,13.3,9.5,5.5,2.1,0.5,,0.2,0.7,0.9,.068,,-2.6,0.1,-2.5,-0.1,sloanje01
774,1974-75,23,PHI,NBA,SG,54,538,12.6,.428,.065,2.6,3.0,2.8,14.7,1.7,0.3,,-0.2,0.3,0.0,.004,,-3.0,-4.2,-7.2,-0.7,smithdo02
775,1968-69,22,MIL,NBA,PF,79,2207,12.1,.472,.253,,,,8.0,,,,0.8,1.9,2.7,.058,,,,,,smithgr01
776,1969-70,23,MIL,NBA,PF,82,2368,12.5,.542,.262,,,,7.8,,,,2.8,2.7,5.5,.111,,,,,,smithgr01
777,1970-71,24,MIL,NBA,PF,82,2428,14.1,.537,.267,,,11.5,11.2,,,,3.8,2.9,6.8,.134,,,,,,smithgr01
778,1971-72,25,TOT,NBA,SF,82,2256,11.6,.489,.250,,,9.9,12.5,,,,1.1,3.4,4.5,.096,,,,,,smithgr01
779,1971-72,25,MIL,NBA,SF,28,737,11.7,.526,.293,,,10.6,10.3,,,,0.8,1.0,1.8,.118,,,,,,smithgr01
780,1971-72,25,HOU,NBA,SF,54,1519,11.6,.474,.233,,,9.6,13.6,,,,0.3,2.3,2.7,.085,,,,,,smithgr01
781,1972-73,26,TOT,NBA,SF-PG,76,1610,11.5,.502,.264,,,11.5,9.9,,,,1.3,0.6,1.9,.056,,,,,,smithgr01
782,1972-73,26,HOU,NBA,PG,4,41,4.7,.313,.000,,,9.1,14.6,,,,-0.1,0.0,-0.1,-0.112,,,,,,smithgr01
783,1972-73,26,POR,NBA,SF,72,1569,11.6,.507,.273,,,11.6,9.8,,,,1.5,0.5,2.0,.061,,,,,,smithgr01
784,1973-74,27,POR,NBA,SF,67,878,10.6,.468,.346,7.4,14.7,11.0,11.2,2.1,0.4,,0.0,0.4,0.4,.020,,-2.8,-0.6,-3.4,-0.3,smithgr01
785,1974-75,28,POR,NBA,SF,55,519,10.4,.521,.329,6.1,11.6,9.0,7.2,1.9,0.6,,0.1,0.5,0.6,.058,,-2.9,-0.7,-3.6,-0.2,smithgr01
786,1975-76,29,POR,NBA,SF,1,3,-18.2,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.709,,-20.6,-5.1,-25.7,0.0,smithgr01
787,1974-75,21,ATL,NBA,C,73,2129,14.1,.507,.188,8.5,21.7,14.7,6.4,0.7,1.4,,2.7,1.9,4.7,.106,,-1.1,-0.1,-1.2,0.4,sojoumi01
788,1975-76,22,ATL,NBA,C,67,1602,13.1,.500,.227,7.9,21.4,14.5,5.3,1.1,1.3,,1.3,1.3,2.7,.079,,-2.3,-0.6,-2.9,-0.4,sojoumi01
789,1976-77,23,ATL,NBA,PF,51,551,13.5,.506,.281,9.3,19.1,14.1,5.8,1.2,0.9,,0.4,0.5,0.9,.079,,-2.5,-1.4,-4.0,-0.3,sojoumi01
790,1972-73,23,SEA,NBA,SF,77,1225,9.3,.421,.218,,,8.7,6.7,,,,-1.3,0.4,-0.9,-0.036,,,,,,stallbu01
791,1973-74,24,SEA,NBA,SF,67,1019,8.4,.413,.161,4.6,12.3,8.3,4.5,0.9,0.6,,-0.9,0.6,-0.3,-0.014,,-5.7,-2.8,-8.5,-1.7,stallbu01
792,1974-75,25,NOJ,NBA,SF,73,1668,10.2,.456,.256,4.5,10.4,7.4,4.2,1.6,0.4,,-0.6,1.0,0.4,.012,,-4.2,-2.0,-6.1,-1.7,stallbu01
793,1975-76,26,NOJ,NBA,SF,56,1051,12.2,.472,.257,3.9,9.8,6.9,7.9,1.3,0.9,,0.1,0.9,1.1,.049,,-2.7,-1.8,-4.5,-0.7,stallbu01
794,1976-77,27,NOJ,NBA,SF,40,526,12.2,.472,.107,3.5,9.4,6.5,6.9,1.6,1.1,,-0.1,0.5,0.4,.040,,-3.4,-2.1,-5.5,-0.5,stallbu01
795,1965-66,24,NYK,NBA,SF,80,1893,16.3,.509,.459,,,,13.5,,,,3.2,0.5,3.7,.095,,,,,,stallda01
796,1966-67,25,NYK,NBA,SF,76,1889,15.8,.517,.392,,,,10.4,,,,3.1,0.7,3.9,.098,,,,,,stallda01
797,1969-70,28,NYK,NBA,SF,82,1375,14.2,.487,.404,,,,12.8,,,,0.6,2.8,3.4,.119,,,,,,stallda01
798,1970-71,29,NYK,NBA,SF,81,1565,14.8,.483,.336,,,10.3,9.3,,,,1.0,2.8,3.8,.116,,,,,,stallda01
799,1971-72,30,TOT,NBA,SF,78,2040,12.9,.479,.242,,,10.0,10.8,,,,0.7,2.1,2.8,.066,,,,,,stallda01
800,1971-72,30,NYK,NBA,SF,14,225,12.1,.459,.398,,,7.6,15.0,,,,0.0,0.3,0.2,.053,,,,,,stallda01
801,1971-72,30,BAL,NBA,SF,64,1815,13.0,.481,.222,,,10.3,10.2,,,,0.7,1.8,2.5,.067,,,,,,stallda01
802,1972-73,31,BAL,NBA,SF,73,1217,11.7,.457,.232,,,9.1,11.8,,,,0.0,1.7,1.7,.065,,,,,,stallda01
803,1973-74,32,CAP,NBA,SF,45,458,15.0,.466,.294,10.7,15.4,13.0,7.6,2.8,0.4,,0.3,0.8,1.1,.117,,-1.2,0.4,-0.9,0.1,stallda01
804,1974-75,33,NYK,NBA,SF,7,57,7.6,.278,.000,10.8,26.0,18.3,4.6,2.4,2.8,,-0.2,0.1,0.0,-0.040,,-8.2,1.4,-6.8,-0.1,stallda01
805,1976-77,22,CHI,NBA,SG,17,65,3.7,.281,.083,9.5,6.5,8.0,12.7,0.7,0.0,,-0.2,0.0,-0.2,-0.111,,-7.5,-2.2,-9.8,-0.1,starrke01
806,1975-76,22,DET,NBA,PF,28,136,16.3,.495,.446,11.2,16.2,13.7,3.2,1.3,0.8,,0.1,0.1,0.2,.082,,-1.5,-4.6,-6.1,-0.1,thomate01
807,1963-64,22,SFW,NBA,PF,76,1966,12.1,.423,.312,,,,,,,,-0.9,4.4,3.5,.085,,,,,,thurmna01
808,,23,SFW,NBA,PF,77,3173,16.5,.456,.288,,,,7.1,,,,1.0,5.1,6.1,.092,,,,,,thurmna01
809,,24,SFW,NBA,C,73,2891,15.0,.454,.382,,,,5.0,,,,0.3,4.0,4.3,.072,,,,,,thurmna01
810,,25,SFW,NBA,C,65,2761,17.4,.480,.417,,,,7.5,,,,1.7,5.6,7.2,.125,,,,,,thurmna01
811,,26,SFW,NBA,C,51,2222,19.0,.466,.471,,,,13.0,,,,0.5,4.7,5.2,.112,,,,,,thurmna01
812,1968-69,27,SFW,NBA,C,71,3208,18.4,.457,.445,,,,11.6,,,,0.5,6.1,6.5,.098,,,,,,thurmna01
813,,28,SFW,NBA,C,43,1919,18.2,.483,.420,,,,10.9,,,,0.7,3.0,3.7,.093,,,,,,thurmna01
814,1970-71,29,SFW,NBA,C,82,3351,18.5,.501,.386,,,14.8,11.1,,,,3.8,3.4,7.2,.103,,,,,,thurmna01
815,1971-72,30,GSW,NBA,C,78,3362,18.7,.492,.386,,,16.6,9.8,,,,2.6,6.4,9.0,.128,,,,,,thurmna01
816,,31,GSW,NBA,C,79,3419,17.3,.499,.379,,,18.0,10.4,,,,3.2,6.7,9.9,.140,,,,,,thurmna01
817,,32,GSW,NBA,C,62,2463,15.0,.492,.414,9.8,23.6,16.8,8.2,0.7,3.6,,2.6,3.4,6.0,.117,,-1.0,2.5,1.5,2.2,thurmna01
818,1974-75,33,CHI,NBA,C,80,2756,13.4,.403,.327,10.0,24.5,17.3,16.9,0.8,4.0,,-0.8,5.4,4.7,.081,,-2.3,4.5,2.3,3.0,thurmna01
819,1975-76,34,TOT,NBA,C,78,1393,12.0,.442,.365,8.2,23.0,15.3,8.9,0.7,3.9,,0.2,2.2,2.4,.082,,-3.6,2.6,-1.1,0.3,thurmna01
820,1975-76,34,CHI,NBA,C,13,260,11.4,.454,.400,5.1,23.7,13.8,14.1,0.7,2.6,,0.1,0.4,0.4,.081,,-4.5,2.7,-1.8,0.0,thurmna01
821,1975-76,34,CLE,NBA,C,65,1133,12.1,.441,.360,8.9,22.8,15.6,7.7,0.8,4.2,,0.1,1.9,1.9,.082,,-3.4,2.5,-0.9,0.3,thurmna01
822,1976-77,35,CLE,NBA,C,49,997,14.3,.458,.431,11.9,26.7,19.1,10.8,0.8,4.4,,0.5,1.8,2.3,.113,,-1.9,3.4,1.5,0.9,thurmna01
823,1971-72,23,ATL,NBA,PF,60,890,10.2,.437,.358,,,10.0,8.0,,,,-0.7,0.5,-0.2,-0.012,,,,,,trappge01
824,1972-73,24,ATL,NBA,PF,77,1853,13.1,.477,.235,,,11.7,9.3,,,,0.9,1.6,2.4,.063,,,,,,trappge01
825,1973-74,25,DET,NBA,PF,82,1489,14.8,.509,.193,6.7,14.9,10.8,8.4,1.4,1.2,,1.3,2.2,3.5,.113,,-1.0,-0.8,-1.8,0.1,trappge01
826,1974-75,26,DET,NBA,PF,78,1472,12.3,.476,.201,5.4,15.2,10.3,6.7,1.2,0.5,,0.1,0.9,1.0,.033,,-2.9,-2.8,-5.7,-1.4,trappge01
827,1975-76,27,DET,NBA,PF,76,1091,15.6,.483,.146,7.4,14.5,10.8,7.2,1.4,1.1,,0.8,0.8,1.5,.068,,-1.0,-2.7,-3.7,-0.5,trappge01
828,1976-77,28,DET,NBA,PF,6,68,11.5,.536,.138,6.1,9.1,7.6,6.0,0.0,0.8,,0.1,0.0,0.1,.062,,-1.8,-3.7,-5.5,-0.1,trappge01
829,1972-73,22,ATL,NBA,SF,10,94,4.6,.359,.100,,,10.6,8.1,,,,-0.2,0.1,-0.2,-0.081,,,,,,tschojo01
830,1973-74,23,ATL,NBA,SF,64,499,7.2,.369,.102,6.5,8.8,7.7,8.3,1.5,2.1,,-0.6,0.4,-0.3,-0.025,,-6.1,-0.4,-6.5,-0.6,tschojo01
831,1974-75,24,PHI,NBA,SF,39,623,7.8,.377,.149,8.4,9.7,9.0,6.4,1.9,2.1,,-0.5,0.6,0.1,.011,,-5.0,1.5,-3.5,-0.2,tschojo01
832,1965-66,22,NYK,NBA,SG,79,2289,11.7,.488,.419,,,,10.5,,,,2.1,0.5,2.6,.055,,,,,,vanardi01
833,1966-67,23,NYK,NBA,SG,79,2892,13.3,.524,.558,,,,10.8,,,,4.3,1.0,5.2,.087,,,,,,vanardi01
834,1967-68,24,NYK,NBA,SG,78,2348,11.7,.491,.468,,,,12.4,,,,1.7,2.1,3.8,.077,,,,,,vanardi01
835,,25,PHO,NBA,SG,80,3388,15.1,.503,.465,,,,15.9,,,,4.7,1.0,5.6,.080,,,,,,vanardi01
836,,26,PHO,NBA,SG,77,2966,16.0,.579,.493,,,,15.6,,,,8.0,0.9,9.0,.145,,,,,,vanardi01
837,,27,PHO,NBA,SG,81,3157,16.5,.538,.507,,,4.6,15.0,,,,7.1,3.1,10.2,.155,,,,,,vanardi01
838,1971-72,28,PHO,NBA,SG,82,3096,16.0,.557,.531,,,5.2,13.2,,,,7.4,3.0,10.4,.161,,,,,,vanardi01
839,1972-73,29,PHO,NBA,SG,81,2979,15.4,.558,.444,,,5.3,12.2,,,,7.4,1.4,8.7,.141,,,,,,vanardi01
840,1973-74,30,PHO,NBA,SG,78,2832,15.5,.572,.411,2.4,5.5,3.9,15.9,1.5,0.3,,6.6,0.5,7.0,.119,,2.0,-1.8,0.2,1.6,vanardi01
841,1974-75,31,PHO,NBA,SG,70,2419,14.3,.538,.379,2.2,5.9,4.0,11.9,1.5,0.2,,4.6,1.2,5.9,.116,,0.2,-1.4,-1.2,0.5,vanardi01
842,1975-76,32,PHO,NBA,SG,58,1870,12.4,.555,.412,2.3,5.6,4.0,10.5,1.3,0.3,,3.1,0.9,4.0,.102,,-1.2,-1.3,-2.5,-0.2,vanardi01
843,1976-77,33,PHO,NBA,SG,78,1535,11.1,.524,.333,2.2,6.0,4.1,10.9,1.0,0.2,,1.7,1.1,2.7,.086,,-2.9,-1.5,-4.4,-0.9,vanardi01
844,1965-66,22,DET,NBA,SG,79,2041,10.6,.433,.348,,,,13.4,,,,-0.7,2.1,1.4,.033,,,,,,vanarto01
845,1966-67,23,DET,NBA,SG,79,2134,12.6,.465,.391,,,,12.3,,,,0.7,2.4,3.1,.069,,,,,,vanarto01
846,1967-68,24,TOT,NBA,SG-SF,77,1514,10.6,.465,.462,,,,12.8,,,,0.3,0.7,1.0,.032,,,,,,vanarto01
847,1967-68,24,DET,NBA,SG,50,832,9.9,.448,.443,,,,11.7,,,,-0.2,0.6,0.4,.024,,,,,,vanarto01
848,1967-68,24,CIN,NBA,SF,27,682,11.5,.486,.487,,,,14.2,,,,0.5,0.1,0.6,.043,,,,,,vanarto01
849,1968-69,25,CIN,NBA,SG,77,3059,12.7,.508,.432,,,,9.4,,,,4.4,0.4,4.8,.075,,,,,,vanarto01
850,,26,CIN,NBA,SF,71,2544,16.3,.509,.358,,,,8.7,,,,3.1,1.8,5.0,.093,,,,,,vanarto01
851,,27,CIN,NBA,SF,82,3146,15.0,.501,.319,,,7.1,8.0,,,,3.8,1.7,5.5,.084,,,,,,vanarto01
852,,28,CIN,NBA,SF,73,2598,14.7,.507,.329,,,6.7,11.6,,,,3.3,0.7,4.0,.073,,,,,,vanarto01
853,1972-73,29,TOT,NBA,SF,79,2311,13.3,.484,.295,,,7.5,9.3,,,,1.6,0.5,2.2,.045,,,,,,vanarto01
854,1972-73,29,KCO,NBA,SF,49,1282,13.0,.501,.256,,,7.0,9.7,,,,1.4,0.1,1.5,.057,,,,,,vanarto01
855,1972-73,29,PHI,NBA,SF,30,1029,13.6,.465,.339,,,8.0,8.7,,,,0.2,0.5,0.6,.030,,,,,,vanarto01
856,1973-74,30,PHI,NBA,SF,78,3041,12.5,.481,.244,2.7,10.1,6.2,10.3,0.9,0.1,,1.3,1.4,2.7,.043,,-1.3,-1.7,-2.9,-0.7,vanarto01
857,1974-75,31,TOT,NBA,SF,82,2843,13.8,.480,.306,2.5,7.3,4.8,12.0,1.5,0.1,,3.1,1.2,4.4,.074,,0.0,-1.9,-1.9,0.1,vanarto01
858,1974-75,31,PHI,NBA,SF,9,273,12.7,.470,.353,2.6,8.2,5.4,8.9,2.2,0.0,,0.1,0.2,0.3,.051,,-2.2,-1.7,-3.9,-0.1,vanarto01
859,1974-75,31,ATL,NBA,SF,73,2570,13.9,.481,.302,2.5,7.2,4.7,12.3,1.4,0.1,,3.1,1.0,4.1,.076,,0.2,-1.9,-1.7,0.2,vanarto01
860,1975-76,32,ATL,NBA,SF,75,2026,11.1,.477,.211,1.7,7.9,4.7,10.9,1.3,0.2,,1.1,0.5,1.6,.038,,-2.2,-1.9,-4.0,-1.0,vanarto01
861,1976-77,33,PHO,NBA,SF,77,1425,7.7,.484,.367,3.6,10.3,7.0,6.3,0.6,0.1,,0.0,1.1,1.1,.037,,-4.8,-1.1,-5.9,-1.4,vanarto01
862,1969-70,21,PHO,NBA,C,82,1394,14.0,.512,.442,,,,7.7,,,,1.4,0.7,2.1,.071,,,,,,walkne01
863,1970-71,22,PHO,NBA,C,82,2033,16.1,.497,.284,,,15.2,8.5,,,,2.1,3.1,5.1,.121,,,,,,walkne01
864,1971-72,23,PHO,NBA,C,81,2142,18.4,.525,.325,,,14.9,10.5,,,,3.9,3.2,7.1,.159,,,,,,walkne01
865,1972-73,24,PHO,NBA,C,81,3114,18.0,.507,.244,,,15.7,13.2,,,,4.3,2.5,6.8,.105,,,,,,walkne01
866,1973-74,25,PHO,NBA,C,82,2549,19.1,.502,.239,9.4,23.7,16.6,19.2,1.3,1.1,,3.8,2.3,6.1,.115,,2.6,0.4,3.0,3.2,walkne01
867,1974-75,26,TOT,NBA,C,67,1125,14.8,.464,.222,7.9,23.0,15.2,16.5,1.5,1.1,,-0.1,1.3,1.2,.053,,-1.0,0.3,-0.7,0.4,walkne01
868,1974-75,26,NOJ,NBA,C,37,851,15.4,.465,.223,8.3,23.0,15.4,18.0,1.5,1.2,,0.0,1.0,1.0,.055,,-0.6,0.9,0.2,0.5,walkne01
869,1974-75,26,NYK,NBA,C,30,274,13.0,.460,.217,6.8,22.8,14.7,11.8,1.2,0.6,,0.0,0.3,0.3,.046,,-2.2,-1.3,-3.5,-0.1,walkne01
870,1975-76,27,NYK,NBA,C,82,1340,14.5,.463,.163,7.4,22.7,14.9,13.2,0.9,0.9,,0.2,1.5,1.7,.060,,-1.1,-0.5,-1.6,0.1,walkne01
871,1976-77,28,NYK,NBA,C,11,135,12.6,.516,.123,4.0,16.8,10.5,6.2,1.3,1.2,,0.1,0.1,0.2,.070,,-3.0,-1.3,-4.4,-0.1,walkne01
872,1976-77,21,NOJ,NBA,SF,40,438,13.0,.509,.301,5.2,11.3,8.3,10.3,2.0,0.8,,0.2,0.5,0.7,.081,,-2.0,-0.4,-2.4,0.0,walkean01
873,1962-63,22,SYR,NBA,SF,78,1992,14.8,.526,.482,,,,,,,,3.3,2.0,5.3,.129,,,,,,walkech01
874,,23,PHI,NBA,SF,76,2775,15.2,.497,.415,,,,,,,,3.5,1.9,5.4,.094,,,,,,walkech01
875,1964-65,24,PHI,NBA,SF,79,2187,14.3,.471,.415,,,,8.5,,,,1.8,1.9,3.7,.081,,,,,,walkech01
876,,25,PHI,NBA,SF,80,2603,15.3,.514,.477,,,,9.9,,,,4.2,3.5,7.8,.143,,,,,,walkech01
877,,26,PHI,NBA,SF,81,2691,17.9,.557,.505,,,,8.8,,,,7.4,2.7,10.1,.181,,,,,,walkech01
878,1967-68,27,PHI,NBA,SF,82,2623,15.9,.521,.455,,,,7.5,,,,4.5,3.7,8.2,.150,,,,,,walkech01
879,1968-69,28,PHI,NBA,SF,82,2753,16.7,.548,.401,,,,7.0,,,,6.8,2.9,9.8,.170,,,,,,walkech01
880,,29,CHI,NBA,SF,78,2726,18.8,.559,.455,,,,10.2,,,,7.0,2.7,9.8,.172,,,,,,walkech01
881,,30,CHI,NBA,SF,81,2927,18.9,.541,.400,,,9.5,9.4,,,,7.5,3.4,10.9,.178,,,,,,walkech01
882,1971-72,31,CHI,NBA,SF,78,2588,21.8,.583,.464,,,8.7,10.5,,,,10.0,4.5,14.5,.268,,,,,,walkech01
883,,32,CHI,NBA,SF,79,2455,20.3,.543,.362,,,8.1,11.5,,,,7.2,3.6,10.9,.213,,,,,,walkech01
884,,33,CHI,NBA,SF,82,2661,18.5,.566,.426,5.0,10.9,7.9,12.2,1.2,0.1,,7.4,3.2,10.6,.191,,3.1,-0.6,2.5,3.0,walkech01
885,1974-75,34,CHI,NBA,SF,76,2452,19.5,.568,.446,4.9,13.6,9.3,11.8,1.0,0.1,,7.6,2.9,10.5,.205,,3.4,-1.3,2.1,2.5,walkech01
886,1967-68,23,DET,NBA,SG,81,1585,10.9,.440,.239,,,,18.6,,,,-0.7,1.1,0.4,.012,,,,,,walkeji01
887,1968-69,24,DET,NBA,SG,69,1639,14.9,.523,.342,,,,18.6,,,,3.1,0.5,3.6,.105,,,,,,walkeji01
888,,25,DET,NBA,SG,81,2869,16.4,.531,.316,,,,13.0,,,,5.3,0.9,6.2,.104,,,,,,walkeji01
889,1970-71,26,DET,NBA,SG,79,2765,14.5,.503,.345,,,3.6,14.2,,,,3.4,1.7,5.1,.088,,,,,,walkeji01
890,,27,DET,NBA,SG,78,3083,15.6,.521,.346,,,3.6,15.2,,,,5.1,0.4,5.5,.085,,,,,,walkeji01
891,1972-73,28,HOU,NBA,PG,81,3079,14.7,.511,.212,,,4.1,18.8,,,,4.3,1.8,6.1,.095,,,,,,walkeji01
892,1973-74,29,TOT,NBA,SG,75,2958,14.5,.518,.269,1.4,5.8,3.6,15.8,1.2,0.2,,4.1,0.7,4.8,.077,,0.4,-2.0,-1.6,0.3,walkeji01
893,1973-74,29,HOU,NBA,SG,3,38,10.0,.563,.083,0.0,5.6,2.8,14.8,0.0,0.0,,0.0,0.0,0.0,.051,,-3.1,-4.5,-7.7,-0.1,walkeji01
894,1973-74,29,KCO,NBA,SG,72,2920,14.6,.518,.270,1.4,5.8,3.6,15.8,1.3,0.2,,4.0,0.7,4.7,.078,,0.5,-2.0,-1.5,0.4,walkeji01
895,1974-75,30,KCO,NBA,SG,81,3122,12.7,.524,.248,1.7,6.2,4.0,11.2,1.3,0.2,,4.3,1.9,6.2,.095,,-0.6,-1.1,-1.7,0.2,walkeji01
896,1975-76,31,KCK,NBA,SG,73,2490,13.6,.538,.281,2.0,5.3,3.6,10.7,1.6,0.3,,4.3,0.9,5.2,.101,,-0.3,-1.6,-1.8,0.1,walkeji01
897,1974-75,22,PHI,NBA,PG,5,70,3.1,.229,.095,2.9,8.8,5.8,29.2,0.0,0.0,,-0.3,0.0,-0.3,-0.178,,-8.1,-3.3,-11.4,-0.2,warbipe01
898,1970-71,22,BUF,NBA,C,65,1293,11.1,.445,.380,,,15.9,5.5,,,,-0.4,1.1,0.6,.024,,,,,,warneco01
899,1971-72,23,BUF,NBA,PF,62,1239,11.8,.477,.213,,,14.8,6.0,,,,0.3,0.4,0.6,.025,,,,,,warneco01
900,1972-73,24,TOT,NBA,C,72,1370,11.9,.442,.214,,,18.5,7.1,,,,-0.5,2.2,1.7,.059,,,,,,warneco01
901,1972-73,24,BUF,NBA,C,4,47,14.5,.475,.118,,,14.9,17.6,,,,0.0,0.0,0.0,.036,,,,,,warneco01
902,1972-73,24,CLE,NBA,C,68,1323,11.8,.440,.218,,,18.6,6.7,,,,-0.5,2.2,1.7,.060,,,,,,warneco01
903,1973-74,25,TOT,NBA,C,72,1405,11.9,.542,.327,8.2,19.8,14.4,6.2,0.9,1.5,,1.2,2.3,3.5,.119,,-2.2,0.8,-1.4,0.2,warneco01
904,1973-74,25,CLE,NBA,C,5,49,6.4,.271,.308,9.9,26.7,17.8,9.9,0.0,2.2,,-0.1,0.0,-0.1,-0.061,,-8.5,-0.2,-8.7,-0.1,warneco01
905,1973-74,25,MIL,NBA,C,67,1356,12.1,.553,.327,8.1,19.6,14.2,6.1,0.9,1.5,,1.3,2.2,3.5,.125,,-1.9,0.8,-1.1,0.3,warneco01
906,1974-75,26,MIL,NBA,PF,79,2519,11.4,.494,.287,10.2,23.0,16.8,6.5,0.9,1.1,,1.6,3.1,4.7,.090,,-2.2,1.4,-0.7,0.8,warneco01
907,1975-76,27,LAL,NBA,PF,81,2512,10.2,.509,.244,8.8,18.4,13.8,5.3,1.0,0.9,,1.8,2.6,4.3,.083,,-2.6,0.9,-1.6,0.2,warneco01
908,1976-77,28,LAL,NBA,PF,14,170,12.4,.485,.113,12.9,28.1,20.7,8.3,0.3,0.6,,0.1,0.2,0.3,.091,,-2.7,-1.0,-3.6,-0.1,warneco01
909,1969-70,22,NYK,NBA,SG,44,272,9.8,.454,.324,,,,13.8,,,,-0.1,0.4,0.3,.060,,,,,,warrejo01
910,1970-71,23,CLE,NBA,PG,82,2610,11.4,.473,.241,,,6.4,19.2,,,,0.8,0.8,1.7,.031,,,,,,warrejo01
911,1971-72,24,CLE,NBA,SG,68,969,9.9,.455,.168,,,6.7,12.9,,,,-0.2,0.7,0.5,.026,,,,,,warrejo01
912,1972-73,25,CLE,NBA,SG,40,290,14.0,.528,.171,,,7.0,17.3,,,,0.5,0.3,0.8,.136,,,,,,warrejo01
913,1973-74,26,CLE,NBA,SG,69,790,11.3,.484,.141,5.2,11.9,8.3,11.2,1.6,0.4,,0.4,0.5,0.9,.054,,-2.3,-1.3,-3.5,-0.3,warrejo01
914,1965-66,22,STL,NBA,PF,65,1104,10.0,.431,.305,,,,5.3,,,,-0.5,1.0,0.5,.023,,,,,,washiji01
915,1966-67,23,CHI,NBA,PF,77,1475,11.4,.439,.263,,,,5.1,,,,-0.6,1.9,1.3,.041,,,,,,washiji01
916,1967-68,24,CHI,NBA,C,82,2525,14.7,.494,.299,,,,6.3,,,,2.0,2.9,4.9,.093,,,,,,washiji01
917,1968-69,25,CHI,NBA,SF,80,2705,14.7,.475,.348,,,,5.6,,,,1.5,4.0,5.4,.097,,,,,,washiji01
918,1969-70,26,PHI,NBA,PF,79,2459,13.0,.523,.324,,,,5.1,,,,2.5,2.9,5.5,.107,,,,,,washiji01
919,1970-71,27,PHI,NBA,PF,78,2501,14.3,.536,.410,,,13.4,5.1,,,,3.9,2.8,6.7,.129,,,,,,washiji01
920,1971-72,28,TOT,NBA,PF,84,2961,12.0,.507,.365,,,12.0,6.5,,,,2.4,1.9,4.3,.070,,,,,,washiji01
921,1971-72,28,PHI,NBA,PF,17,545,11.5,.515,.429,,,11.2,5.9,,,,0.5,0.4,0.9,.084,,,,,,washiji01
922,1971-72,28,ATL,NBA,PF,67,2416,12.2,.506,.351,,,12.1,6.7,,,,1.9,1.5,3.4,.067,,,,,,washiji01
923,1972-73,29,ATL,NBA,PF,75,2833,10.7,.480,.314,,,13.5,7.5,,,,1.0,2.6,3.6,.060,,,,,,washiji01
924,1973-74,30,ATL,NBA,PF,73,2519,11.9,.521,.320,8.1,21.5,14.7,7.8,0.8,1.5,,2.2,2.5,4.7,.090,,-2.0,1.3,-0.7,0.8,washiji01
925,1974-75,31,TOT,NBA,PF,80,1579,10.8,.481,.221,6.9,17.9,12.3,9.3,1.0,0.8,,1.0,1.4,2.4,.072,,-2.7,0.5,-2.2,-0.1,washiji01
926,1974-75,31,ATL,NBA,PF,38,905,10.9,.475,.212,5.3,16.1,10.4,10.2,1.1,0.8,,0.7,0.7,1.3,.071,,-2.5,0.5,-1.9,0.0,washiji01
927,1974-75,31,BUF,NBA,PF,42,674,10.6,.490,.235,9.1,20.2,14.9,8.1,0.7,1.0,,0.3,0.7,1.0,.074,,-3.0,0.3,-2.6,-0.1,washiji01
928,1975-76,32,BUF,NBA,PF,1,7,3.7,.000,.000,15.4,0.0,7.5,16.2,0.0,0.0,,0.0,0.0,0.0,-0.017,,-7.4,-1.3,-8.7,0.0,washiji01
929,1974-75,23,WSB,NBA,SG,1,4,-10.3,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.195,,-16.0,-1.8,-17.8,0.0,washist01
930,1965-66,23,PHI,NBA,,7,30,3.5,.333,.000,,,,15.7,,,,-0.1,0.0,0.0,-0.010,,,,,,weissbo01
931,1966-67,24,PHI,NBA,PG,6,29,14.3,.492,.500,,,,41.6,,,,0.0,0.0,0.1,.122,,,,,,weissbo01
932,1967-68,25,SEA,NBA,PG,82,1614,15.8,.503,.370,,,,27.5,,,,2.1,0.9,2.9,.086,,,,,,weissbo01
933,1968-69,26,TOT,NBA,PG,77,1478,10.7,.444,.321,,,,18.5,,,,-0.1,1.7,1.7,.054,,,,,,weissbo01
934,1968-69,26,MIL,NBA,PG,15,242,8.6,.384,.298,,,,14.9,,,,-0.5,0.1,-0.3,-0.066,,,,,,weissbo01
935,1968-69,26,CHI,NBA,PG,62,1236,11.1,.462,.327,,,,19.2,,,,0.4,1.6,2.0,.078,,,,,,weissbo01
936,1969-70,27,CHI,NBA,PG,82,2544,12.5,.488,.296,,,,24.4,,,,1.1,2.4,3.6,.068,,,,,,weissbo01
937,1970-71,28,CHI,NBA,PG,82,2237,12.6,.503,.408,,,4.0,23.0,,,,2.2,2.6,4.7,.102,,,,,,weissbo01
938,1971-72,29,CHI,NBA,PG,82,2450,12.4,.492,.305,,,3.3,20.6,,,,1.7,3.9,5.6,.110,,,,,,weissbo01
