,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,ws-dum,ows,dws,ws,ws_per_48,id
2497,1958-59,25,CIN,NBA,PG,21,440,13.4,.437,.313,,,,,,0.2,0.2,0.4,.044,rolliph01
2498,1959-60,26,CIN,NBA,PG,72,1235,11.6,.445,.329,,,,,,0.7,0.3,1.1,.041,rolliph01
2499,1960-61,27,TOT,NBA,SG,61,816,8.9,.416,.300,,,,,,-0.2,0.3,0.1,.007,rolliph01
2500,1960-61,27,STL,NBA,,7,71,5.2,.414,.200,,,,,,0.0,0.1,0.1,.043,rolliph01
2501,1960-61,27,CIN,NBA,SG,14,86,5.3,.356,.219,,,,,,-0.1,0.0,-0.1,-0.070,rolliph01
2502,1960-61,27,NYK,NBA,SG,40,659,9.8,.424,.320,,,,,,0.0,0.2,0.2,.013,rolliph01
2503,1946-47,28,PHW,BAA,,51,,,.243,.171,,,,,,-1.5,1.1,-0.4,,rosenpe01
2504,1957-58,25,PHW,NBA,SF,53,373,14.3,.389,.317,,,,,,-0.5,0.4,-0.1,-0.014,rosenle01
2505,1958-59,26,PHW,NBA,SF,29,205,8.9,.339,.200,,,,,,-0.8,0.2,-0.6,-0.135,rosenle01
2506,1946-47,26,TOT,BAA,,60,,,.391,.577,,,,,,3.9,0.7,4.6,,rosenha01
2507,1946-47,26,NYK,BAA,,31,,,.356,.655,,,,,,1.1,0.7,1.8,,rosenha01
2508,1946-47,26,PRO,BAA,,29,,,.412,.531,,,,,,2.8,0.0,2.8,,rosenha01
2509,1954-55,25,FTW,NBA,SF,67,1406,13.7,.435,.346,,,,,,0.7,1.7,2.4,.081,rosendi01
2510,1956-57,27,FTW,NBA,SF,18,188,6.8,.295,.215,,,,,,-0.6,0.2,-0.5,-0.124,rosendi01
2511,1946-47,25,CLR,BAA,,29,,,.267,.323,,,,,,-0.5,0.3,-0.2,,rotheir01
2512,1947-48,26,TOT,BAA,,49,,,.341,.412,,,,,,1.1,1.2,2.3,,rotheir01
2513,1947-48,26,WSC,BAA,,11,,,.332,.350,,,,,,0.1,0.3,0.4,,rotheir01
2514,1947-48,26,BLB,BAA,,14,,,.317,.267,,,,,,0.0,0.1,0.2,,rotheir01
2515,1947-48,26,STB,BAA,,24,,,.351,.486,,,,,,0.9,0.8,1.7,,rotheir01
2516,1948-49,27,NYK,BAA,,53,,,.354,.474,,,,,,-0.1,1.7,1.6,,rotheir01
2517,1946-47,27,CHS,BAA,,56,,,.307,.121,,,,,,0.8,2.2,3.0,,rottnmi01
2518,1947-48,28,CHS,BAA,,44,,,.294,.185,,,,,,0.0,0.8,0.7,,rottnmi01
2519,1946-47,23,STB,BAA,,60,,,.323,.335,,,,,,1.1,2.3,3.4,,rouxgi01
2520,1947-48,24,STB,BAA,,46,,,.306,.264,,,,,,-0.1,0.9,0.8,,rouxgi01
2521,1948-49,25,TOT,BAA,,45,,,.317,.373,,,,,,-0.4,0.0,-0.5,,rouxgi01
2522,1948-49,25,STB,BAA,,19,,,.359,.386,,,,,,0.0,0.0,0.0,,rouxgi01
2523,1948-49,25,PRO,BAA,,26,,,.291,.365,,,,,,-0.4,0.0,-0.5,,rouxgi01
2524,1949-50,22,DNN,NBA,,42,,,.384,.251,,,,,,0.3,-0.3,0.0,,royerbo01
2525,1962-63,22,NYK,NBA,SF,56,572,12.3,.414,.309,,,,,,-0.8,0.3,-0.5,-0.038,rudomjo01
2526,1963-64,23,NYK,NBA,SF,52,696,16.5,.524,.356,,,,,,1.5,0.0,1.6,.108,rudomjo01
2527,1964-65,24,TOT,NBA,SF,23,376,8.9,.392,.325,,,,5.9,,-0.5,0.4,-0.1,-0.012,rudomjo01
2528,1964-65,24,NYK,NBA,SF,1,22,5.5,.375,.000,,,,0.0,,0.0,0.0,0.0,-0.042,rudomjo01
2529,1964-65,24,SFW,NBA,SF,22,354,9.2,.393,.342,,,,6.3,,-0.5,0.4,-0.1,-0.010,rudomjo01
2530,1959-60,21,PHW,NBA,PF,39,384,13.3,.426,.168,,,,,,0.0,0.7,0.6,.081,ruklijo01
2531,1960-61,22,PHW,NBA,PF,29,223,7.8,.374,.108,,,,,,-0.4,0.2,-0.2,-0.035,ruklijo01
2532,1961-62,23,PHW,NBA,PF,46,302,5.3,.341,.177,,,,,,-0.8,0.3,-0.5,-0.080,ruklijo01
2533,1946-47,23,PHW,BAA,,50,,,.326,.270,,,,,,0.5,0.9,1.5,,rulloje01
2534,1947-48,24,BLB,BAA,,2,,,.000,.000,,,,,,-0.1,0.0,-0.1,,rulloje01
2535,1948-49,25,PHW,BAA,,39,,,.338,.246,,,,,,-0.2,0.8,0.6,,rulloje01
2536,1949-50,26,PHW,NBA,,4,,,.371,.111,,,,,,0.0,0.0,0.0,,rulloje01
2537,1956-57,22,BOS,NBA,C,48,1695,20.9,.450,.476,,,,,,1.6,4.6,6.2,.176,russebi01
2538,,23,BOS,NBA,C,69,2640,22.8,.465,.429,,,,,,3.7,7.7,11.3,.206,russebi01
2539,,24,BOS,NBA,C,70,2979,20.7,.493,.429,,,,,,4.7,8.2,12.9,.208,russebi01
2540,,25,BOS,NBA,C,74,3146,20.1,.496,.330,,,,,,4.9,8.9,13.8,.211,russebi01
2541,,26,BOS,NBA,C,78,3458,18.1,.454,.375,,,,,,1.7,11.3,13.0,.181,russebi01
2542,,27,BOS,NBA,C,76,3433,19.4,.489,.382,,,,,,3.9,11.6,15.5,.217,russebi01
2543,,28,BOS,NBA,C,78,3500,18.2,.464,.437,,,,,,1.0,12.6,13.5,.185,russebi01
2544,,29,BOS,NBA,C,78,3482,19.3,.461,.398,,,,,,1.3,16.0,17.3,.238,russebi01
2545,,30,BOS,NBA,C,78,3466,19.5,.472,.435,,,,14.8,,2.4,14.4,16.9,.234,russebi01
2546,,31,BOS,NBA,C,78,3386,17.3,.448,.429,,,,13.8,,0.3,11.4,11.7,.165,russebi01
2547,,32,BOS,NBA,C,81,3297,18.6,.500,.537,,,,17.3,,3.0,9.2,12.2,.178,russebi01
2548,,33,BOS,NBA,C,78,2953,17.0,.461,.536,,,,14.9,,0.4,7.8,8.2,.133,russebi01
2549,,34,BOS,NBA,C,77,3291,15.2,.467,.602,,,,13.9,,1.0,9.9,10.9,.159,russebi01
2550,1972-73,23,CHI,NBA,SG,23,131,14.5,.436,.234,,,6.5,17.4,,-0.1,0.2,0.1,.030,russefr01
2551,1946-47,29,TOT,BAA,,53,,,.424,.368,,,,,,10.8,1.0,11.8,,sadowed01
2552,1946-47,29,TRH,BAA,,10,,,.401,.316,,,,,,2.1,0.3,2.3,,sadowed01
2553,1946-47,29,CLR,BAA,,43,,,.430,.384,,,,,,8.7,0.7,9.5,,sadowed01
2554,1947-48,30,BOS,BAA,,47,,,.400,.443,,,,,,8.9,0.5,9.3,,sadowed01
2555,1948-49,31,PHW,BAA,,60,,,.463,.417,,,,,,7.5,3.2,10.7,,sadowed01
2556,1949-50,32,TOT,NBA,,69,,,.401,.405,,,,,,1.8,2.5,4.3,,sadowed01
2557,1949-50,32,PHW,NBA,,17,,,.392,.490,,,,,,0.3,0.9,1.2,,sadowed01
2558,1949-50,32,BLB,NBA,,52,,,.403,.388,,,,,,1.5,1.6,3.1,,sadowed01
2559,1946-47,26,CLR,BAA,,58,,,.348,.270,,,,,,4.0,1.1,5.2,,sailoke01
2560,1947-48,27,TOT,BAA,,44,,,.345,.231,,,,,,2.3,-0.5,1.7,,sailoke01
2561,1947-48,27,CHS,BAA,,1,,,.000,.000,,,,,,-0.1,0.0,-0.1,,sailoke01
2562,1947-48,27,PHW,BAA,,2,,,.667,.000,,,,,,0.1,0.1,0.1,,sailoke01
2563,1947-48,27,PRO,BAA,,41,,,.345,.233,,,,,,2.2,-0.6,1.6,,sailoke01
2564,1948-49,28,PRO,BAA,,57,,,.421,.405,,,,,,5.1,-0.2,4.9,,sailoke01
2565,1949-50,29,DNN,NBA,,57,,,.431,.483,,,,,,4.8,-1.0,3.7,,sailoke01
2566,1950-51,30,TOT,NBA,,60,,,.403,.338,,,,,,0.5,1.0,1.6,,sailoke01
2567,1950-51,30,BOS,NBA,,10,,,.281,.640,,,,,,-0.2,0.0,-0.2,,sailoke01
2568,1950-51,30,BLB,NBA,,50,,,.409,.323,,,,,,0.8,1.0,1.8,,sailoke01
2569,1960-61,22,BOS,NBA,SF,68,1084,11.7,.458,.284,,,,,,0.5,2.5,3.0,.132,sandeto01
2570,1961-62,23,BOS,NBA,SF,80,2325,12.4,.488,.327,,,,,,2.2,5.1,7.2,.149,sandeto01
2571,1962-63,24,BOS,NBA,SF,80,2148,12.6,.505,.339,,,,,,2.3,4.5,6.8,.152,sandeto01
2572,1963-64,25,BOS,NBA,PF,80,2370,12.7,.475,.335,,,,,,1.5,6.1,7.6,.154,sandeto01
2573,1964-65,26,BOS,NBA,PF,80,2459,12.2,.478,.297,,,,4.8,,1.9,5.5,7.5,.146,sandeto01
2574,1965-66,27,BOS,NBA,PF,72,1896,13.6,.485,.338,,,,6.6,,1.8,3.7,5.5,.139,sandeto01
2575,1966-67,28,BOS,NBA,SF,81,1926,11.2,.484,.289,,,,6.0,,1.3,2.7,4.0,.100,sandeto01
2576,1967-68,29,BOS,NBA,SF,78,1981,11.4,.493,.369,,,,6.4,,1.5,2.9,4.3,.105,sandeto01
2577,1968-69,30,BOS,NBA,SF,82,2184,12.8,.477,.301,,,,6.8,,1.3,4.1,5.4,.119,sandeto01
2578,1969-70,31,BOS,NBA,SF,57,1616,11.6,.514,.330,,,,7.4,,1.5,1.5,3.0,.090,sandeto01
2579,1970-71,32,BOS,NBA,SF,17,121,6.1,.410,.182,,,6.1,11.0,,-0.1,0.1,0.0,.006,sandeto01
2580,1971-72,33,BOS,NBA,SF,82,1631,8.9,.463,.260,,,9.9,7.2,,-0.1,2.4,2.4,.070,sandeto01
2581,1972-73,34,BOS,NBA,SF,59,423,4.9,.356,.235,,,9.4,7.5,,-1.0,0.8,-0.2,-0.021,sandeto01
2582,1955-56,20,NYK,NBA,,4,23,12.7,.506,.200,,,,,,0.1,0.0,0.1,.127,santibo01
2583,1949-50,25,ROC,NBA,SG,49,,,.447,.257,,,,,,1.0,0.5,1.5,,saulpe01
2584,1950-51,26,ROC,NBA,SG,65,,,.396,.339,,,,,,0.1,0.5,0.6,,saulpe01
2585,1951-52,27,TOT,NBA,,64,1479,,.430,.351,,,,,,,,,,saulpe01
2586,1951-52,27,BLB,NBA,,39,720,,,,,,,,,,,,,saulpe01
2587,1951-52,27,MNL,NBA,,25,759,,,,,,,,,,,,,saulpe01
2588,1952-53,28,MNL,NBA,SG,70,1796,11.1,.462,.425,,,,,,2.2,2.0,4.2,.111,saulpe01
2589,1953-54,29,MNL,NBA,SG,71,1805,9.7,.417,.364,,,,,,0.6,2.2,2.8,.075,saulpe01
2590,1954-55,30,MLH,NBA,SG,65,1139,8.1,.402,.406,,,,,,-0.3,1.1,0.8,.032,saulpe01
2591,1957-58,23,PHW,NBA,PF,71,2377,10.7,.387,.201,,,,,,-2.2,2.5,0.3,.007,sauldwo01
2592,,24,PHW,NBA,C,72,2743,10.8,.381,.128,,,,,,-3.8,3.3,-0.6,-0.010,sauldwo01
2593,1959-60,25,PHW,NBA,PF,71,1848,7.2,.346,.106,,,,,,-4.5,2.6,-1.8,-0.048,sauldwo01
2594,1960-61,26,STL,NBA,PF,69,1491,6.1,.318,.130,,,,,,-5.1,2.2,-2.8,-0.091,sauldwo01
2595,1961-62,27,TOT,NBA,,63,1765,,.366,.142,,,,,,,,,,sauldwo01
2596,1961-62,27,STL,NBA,,14,,,,,,,,,,,,,,sauldwo01
2597,1961-62,27,CHP,NBA,,49,,,,,,,,,,,,,,sauldwo01
2598,1962-63,28,TOT,NBA,PF,77,2034,9.1,.404,.169,,,,,,-3.0,0.8,-2.2,-0.052,sauldwo01
2599,1962-63,28,CHZ,NBA,,54,1664,9.7,.410,.164,,,,,,-2.1,0.4,-1.8,-0.052,sauldwo01
2600,1962-63,28,STL,NBA,PF,23,370,6.5,.377,.190,,,,,,-0.9,0.4,-0.4,-0.056,sauldwo01
2601,1965-66,31,BOS,NBA,PF,39,530,4.6,.331,.088,,,,3.7,,-1.8,1.0,-0.8,-0.072,sauldwo01
2602,1951-52,23,SYR,NBA,,12,118,7.2,.325,.651,,,,,,-0.3,0.2,-0.1,-0.053,savagdo01
2603,1956-57,28,SYR,NBA,,5,55,7.2,.408,.368,,,,,,0.0,0.0,0.0,.022,savagdo01
2604,1950-51,23,WSC,NBA,,33,,,.422,.213,,,,,,0.4,0.4,0.9,,sawyeal01
2605,1972-73,23,KCO,NBA,PG,9,76,5.8,.519,.857,,,4.1,14.8,,0.0,0.0,0.0,.031,schadfr01
2606,1947-48,23,CHS,BAA,,37,,,.230,.112,,,,,,-0.8,0.4,-0.5,,schadbe01
2607,1948-49,30,MNL,BAA,,58,,,.452,.372,,,,,,5.1,1.7,6.8,,schaehe01
2608,1949-50,31,MNL,NBA,,65,,,.460,.322,,,,,,2.9,2.4,5.4,,schaehe01
2609,1955-56,,TOT,NBA,SG,54,578,7.5,.366,.300,,,,,,-1.1,0.5,-0.6,-0.046,schafbo01
2610,1955-56,,PHW,NBA,SG,12,82,8.4,.385,.343,,,,,,-0.1,0.1,0.0,-0.017,schafbo01
2611,1955-56,,STL,NBA,SG,42,496,7.4,.364,.294,,,,,,-1.0,0.5,-0.5,-0.051,schafbo01
2612,1956-57,,SYR,NBA,SG,11,167,5.2,.342,.197,,,,,,-0.3,0.1,-0.2,-0.055,schafbo01
2613,1946-47,29,CLR,BAA,,51,,,.270,.358,,,,,,-0.4,0.3,-0.1,,scharbe01
2614,1948-49,31,PRO,BAA,,1,,,.000,1.000,,,,,,0.0,0.0,0.0,,scharbe01
2615,1949-50,22,BLB,NBA,,34,,,.293,.287,,,,,,-1.3,0.4,-0.9,,schatma01
2616,1949-50,24,FTW,NBA,,68,,,.426,.331,,,,,,4.0,4.3,8.4,,schaufr01
2617,,25,FTW,NBA,,68,,,.454,.527,,,,,,5.1,3.4,8.5,,schaufr01
2618,1951-52,26,FTW,NBA,SF,62,2581,16.4,.463,.478,,,,,,4.5,2.3,6.8,.127,schaufr01
2619,1952-53,27,FTW,NBA,SF,69,2541,13.2,.426,.412,,,,,,1.3,2.7,4.0,.076,schaufr01
2620,1953-54,28,TOT,NBA,SF,67,1515,14.3,.474,.470,,,,,,2.6,1.1,3.7,.118,schaufr01
2621,1953-54,28,FTW,NBA,,23,272,16.5,.518,.794,,,,,,0.8,0.3,1.0,.185,schaufr01
2622,1953-54,28,NYK,NBA,SF,44,1243,13.8,.465,.412,,,,,,1.9,0.8,2.7,.103,schaufr01
2623,1949-50,21,SYR,NBA,,64,,,.480,.538,,,,,,8.8,4.0,12.8,,schaydo01
2624,,22,SYR,NBA,,66,,,.468,.654,,,,,,6.5,3.8,10.3,,schaydo01
2625,,23,SYR,NBA,PF,63,2004,23.7,.468,.573,,,,,,4.4,4.0,8.5,.203,schaydo01
2626,,24,SYR,NBA,PF,71,2668,25.4,.495,.618,,,,,,8.0,5.1,13.1,.236,schaydo01
2627,,25,SYR,NBA,C,72,2655,24.3,.498,.606,,,,,,8.4,6.3,14.8,.267,schaydo01
2628,,26,SYR,NBA,PF,72,2526,23.0,.490,.532,,,,,,6.4,5.7,12.0,.229,schaydo01
2629,,27,SYR,NBA,PF,72,2517,23.7,.497,.526,,,,,,6.9,4.9,11.8,.225,schaydo01
2630,,28,SYR,NBA,PF,72,2851,24.4,.502,.528,,,,,,8.8,3.7,12.5,.211,schaydo01
2631,,29,SYR,NBA,PF,72,2918,24.2,.508,.477,,,,,,9.7,4.0,13.7,.226,schaydo01
2632,,30,SYR,NBA,PF,72,2645,21.0,.488,.467,,,,,,5.8,3.6,9.4,.171,schaydo01
2633,,31,SYR,NBA,PF,75,2741,20.5,.496,.415,,,,,,6.2,3.3,9.5,.167,schaydo01
2634,,32,SYR,NBA,PF,79,3007,19.2,.482,.491,,,,,,5.0,3.5,8.5,.136,schaydo01
2635,,33,SYR,NBA,PF,56,1480,15.8,.461,.425,,,,,,0.9,2.1,3.1,.099,schaydo01
2636,1962-63,34,SYR,NBA,PF,66,1438,14.2,.471,.358,,,,,,0.7,1.7,2.4,.081,schaydo01
2637,1963-64,35,PHI,NBA,PF,24,350,11.5,.399,.399,,,,,,-0.4,0.3,-0.1,-0.010,schaydo01
2638,1946-47,27,NYK,BAA,,54,,,.326,.304,,,,,,2.2,2.0,4.3,,schecos01
2639,1966-67,22,CHI,NBA,PG,31,212,8.9,.389,.198,,,,14.9,,-0.4,0.2,-0.2,-0.045,schelda01
2640,1967-68,23,CHI,NBA,PG,42,301,8.3,.368,.275,,,,17.0,,-0.8,0.3,-0.4,-0.072,schelda01
2641,1950-51,22,TRI,NBA,C,20,,,.342,.417,,,,,,-0.4,0.3,-0.1,,scherhe01
2642,1951-52,23,NYK,NBA,C,12,167,3.9,.330,.215,,,,,,-0.4,0.1,-0.3,-0.092,scherhe01
2643,1948-49,25,TOT,BAA,,43,,,.406,.475,,,,,,1.3,0.0,1.2,,schneot01
2644,1948-49,25,PRO,BAA,,23,,,.360,.458,,,,,,0.0,0.0,0.0,,schneot01
2645,1948-49,25,STB,BAA,,20,,,.440,.488,,,,,,1.3,0.0,1.3,,schneot01
2646,1950-51,22,WSC,NBA,SF,29,,,.543,.679,,,,,,3.0,0.5,3.5,,schnidi01
2647,1953-54,25,MNL,NBA,SF,71,1040,11.9,.452,.430,,,,,,1.2,1.6,2.8,.129,schnidi01
2648,1954-55,26,MNL,NBA,SF,72,1798,15.4,.505,.621,,,,,,4.2,2.1,6.2,.166,schnidi01
2649,1955-56,27,MNL,NBA,SF,72,1930,13.9,.505,.549,,,,,,4.2,1.1,5.3,.132,schnidi01
2650,1956-57,28,MNL,NBA,SF,70,997,11.1,.443,.550,,,,,,0.8,0.9,1.6,.078,schnidi01
2651,1957-58,29,MNL,NBA,SF,50,979,15.4,.495,.664,,,,,,2.2,0.3,2.6,.125,schnidi01
2652,1969-70,21,PHI,NBA,,1,1,67.6,1.000,.000,,,,0.0,,0.0,0.0,0.0,1.316,scholda01
2653,1946-47,24,DTF,BAA,,41,,,.256,.402,,,,,,-1.0,1.4,0.3,,schoomi01
2654,1949-50,27,SHE,NBA,,62,,,.498,.820,,,,,,4.3,-0.3,4.0,,schoomi01
2655,1949-50,27,TOT,NBA,PF,67,,,.348,.420,,,,,,-1.6,4.6,3.0,,schulho01
2656,1949-50,27,AND,NBA,PF,35,,,.366,.506,,,,,,-0.2,2.6,2.5,,schulho01
2657,1949-50,27,FTW,NBA,PF,32,,,.332,.344,,,,,,-1.4,2.0,0.5,,schulho01
2658,1951-52,29,MNL,NBA,PF,66,1301,8.1,.365,.378,,,,,,-0.9,2.9,2.0,.074,schulho01
2659,1952-53,30,MNL,NBA,PF,40,474,7.6,.388,.689,,,,,,-0.1,0.7,0.6,.059,schulho01
2660,1946-47,30,TOT,BAA,,57,,,.291,.252,,,,,,-0.4,0.9,0.6,,schuldi01
2661,1946-47,30,CLR,BAA,,16,,,.279,.176,,,,,,-0.3,0.2,-0.1,,schuldi01
2662,1946-47,30,TRH,BAA,,41,,,.296,.288,,,,,,-0.1,0.7,0.7,,schuldi01
2663,1947-48,31,BLB,BAA,,48,,,.355,.341,,,,,,2.1,0.9,2.9,,schuldi01
2664,1948-49,32,WSC,BAA,,50,,,.307,.327,,,,,,-1.2,1.3,0.0,,schuldi01
2665,1949-50,33,TOT,NBA,,50,,,.401,.519,,,,,,0.6,0.2,0.8,,schuldi01
2666,1949-50,33,WSC,NBA,,13,,,.375,.622,,,,,,0.0,0.2,0.2,,schuldi01
2667,1949-50,33,TRI,NBA,,8,,,.378,.467,,,,,,0.0,0.1,0.1,,schuldi01
2668,1949-50,33,SHE,NBA,,29,,,.420,.500,,,,,,0.6,-0.1,0.4,,schuldi01
2669,1946-47,24,WSC,BAA,PG,58,,,.341,.182,,,,,,3.9,4.6,8.5,,scolafr01
2670,1947-48,25,WSC,BAA,PG,47,,,.343,.229,,,,,,2.5,3.1,5.6,,scolafr01
2671,1948-49,26,WSC,BAA,PG,48,,,.377,.289,,,,,,0.9,2.1,3.1,,scolafr01
2672,1949-50,27,WSC,NBA,PG,66,,,.415,.315,,,,,,3.1,2.3,5.4,,scolafr01
2673,1950-51,28,TOT,NBA,,66,,,.413,.359,,,,,,,,,,scolafr01
2674,1950-51,28,WSC,NBA,,35,,,,,,,,,,,,,,scolafr01
2675,1950-51,28,SYR,NBA,,31,,,,,,,,,,,,,,scolafr01
2676,,29,BLB,NBA,PG,64,2242,16.1,.443,.488,,,,,,3.4,1.1,4.5,.096,scolafr01
2677,,30,TOT,NBA,PG,62,2123,14.3,.436,.404,,,,,,1.9,0.7,2.7,.060,scolafr01
2678,,30,BLB,NBA,PG,46,1618,14.6,.428,.400,,,,,,1.1,0.3,1.5,.044,scolafr01
2679,,30,FTW,NBA,PG,16,505,13.3,.464,.420,,,,,,0.8,0.4,1.2,.111,scolafr01
2680,1953-54,31,FTW,NBA,PG,64,1589,9.8,.405,.367,,,,,,0.0,1.2,1.2,.035,scolafr01
2681,1954-55,32,BOS,NBA,PG,59,619,7.8,.353,.197,,,,,,-1.0,0.3,-0.7,-0.057,scolafr01
2682,1955-56,22,NYK,NBA,PF,70,2069,17.8,.515,.445,,,,,,4.8,1.4,6.2,.144,searske01
2683,1956-57,23,NYK,NBA,SF,72,2516,16.6,.517,.591,,,,,,6.4,1.6,8.0,.153,searske01
2684,,24,NYK,NBA,PF,72,2685,18.5,.534,.542,,,,,,8.3,1.7,10.0,.179,searske01
2685,,25,NYK,NBA,PF,71,2498,22.6,.590,.587,,,,,,11.9,1.5,13.3,.256,searske01
2686,1959-60,26,NYK,NBA,PF,64,2099,21.8,.567,.484,,,,,,7.6,1.2,8.8,.201,searske01
2687,1960-61,27,NYK,NBA,SF,52,1396,16.1,.527,.572,,,,,,3.6,0.4,4.0,.138,searske01
2688,1962-63,29,TOT,NBA,SF,77,1141,13.8,.599,.553,,,,,,2.9,0.7,3.7,.155,searske01
2689,1962-63,29,NYK,NBA,,23,359,13.3,.543,.500,,,,,,0.6,0.2,0.8,.104,searske01
2690,1962-63,29,SFW,NBA,SF,54,782,14.1,.623,.575,,,,,,2.4,0.5,2.9,.178,searske01
2691,1963-64,30,SFW,NBA,SF,51,519,12.1,.549,.658,,,,,,1.0,0.8,1.8,.165,searske01
2692,1949-50,26,WAT,NBA,,61,,,.442,.446,,,,,,2.0,-0.4,1.6,,seewa01
2693,1949-50,23,SHE,NBA,,13,,,.329,.569,,,,,,-0.2,0.0,-0.2,,selbogl01
2694,1949-50,26,AND,NBA,,34,,,.375,.337,,,,,,0.0,1.8,1.8,,seltzro01
2695,,22,TOT,NBA,,71,2668,,.461,.510,,,,,,,,,,selvyfr01
2696,1954-55,22,BLB,NBA,,,,,,,,,,,,,,,,selvyfr01
2697,1954-55,22,MLH,NBA,,,,,,,,,,,,,,,,selvyfr01
2698,1955-56,23,STL,NBA,SG,17,444,12.0,.436,.388,,,,,,0.2,0.4,0.6,.064,selvyfr01
2699,1957-58,25,TOT,NBA,SG,38,426,7.0,.336,.461,,,,,,-0.9,0.3,-0.6,-0.068,selvyfr01
2700,1957-58,25,STL,NBA,,26,195,4.9,.283,.578,,,,,,-0.8,0.2,-0.6,-0.143,selvyfr01
2701,1957-58,25,MNL,NBA,SG,12,231,8.8,.393,.345,,,,,,-0.1,0.1,0.0,-0.006,selvyfr01
2702,1958-59,26,NYK,NBA,SG,68,1448,13.8,.463,.433,,,,,,1.7,0.7,2.4,.079,selvyfr01
2703,1959-60,27,TOT,NBA,SG,62,1308,12.4,.460,.399,,,,,,1.2,1.1,2.3,.084,selvyfr01
2704,1959-60,27,SYR,NBA,SG,19,217,14.4,.447,.511,,,,,,0.2,0.2,0.4,.085,selvyfr01
2705,1959-60,27,MNL,NBA,SG,43,1091,12.0,.462,.375,,,,,,1.0,0.9,1.9,.083,selvyfr01
2706,1960-61,28,LAL,NBA,SG,77,2153,11.8,.468,.364,,,,,,1.9,2.2,4.1,.092,selvyfr01
2707,,29,LAL,NBA,SG,79,2806,13.1,.481,.391,,,,,,2.9,2.6,5.5,.094,selvyfr01
2708,1962-63,30,LAL,NBA,SG,80,2369,11.5,.477,.360,,,,,,1.3,2.3,3.6,.074,selvyfr01
2709,1963-64,31,LAL,NBA,SG,73,1286,9.0,.417,.288,,,,,,-0.7,0.7,0.0,.000,selvyfr01
2710,1946-47,24,CHS,BAA,,60,,,.341,.222,,,,,,2.4,2.1,4.5,,seminji01
2711,1947-48,25,CHS,BAA,,48,,,.350,.276,,,,,,1.9,1.5,3.4,,seminji01
2712,1948-49,26,BOS,BAA,,58,,,.392,.450,,,,,,2.2,3.1,5.4,,seminji01
2713,1949-50,27,BOS,NBA,,65,,,.427,.664,,,,,,2.3,1.4,3.6,,seminji01
2714,1946-47,24,PHW,BAA,PG,58,,,.313,.234,,,,,,0.7,1.6,2.3,,senesge01
2715,1947-48,25,PHW,BAA,PG,47,,,.326,.258,,,,,,1.0,2.6,3.6,,senesge01
2716,1948-49,26,PHW,BAA,PG,60,,,.332,.295,,,,,,-0.4,2.4,2.0,,senesge01
2717,1949-50,27,PHW,NBA,PG,68,,,.379,.315,,,,,,0.7,3.7,4.4,,senesge01
2718,1950-51,28,PHW,NBA,PG,65,,,.420,.339,,,,,,2.3,3.9,6.2,,senesge01
2719,1951-52,29,PHW,NBA,PG,57,1925,13.3,.439,.427,,,,,,1.9,0.7,2.6,.066,senesge01
2720,1952-53,30,PHW,NBA,PG,69,2336,9.0,.376,.301,,,,,,-0.9,1.2,0.3,.006,senesge01
2721,1953-54,31,PHW,NBA,PG,58,771,7.3,.390,.445,,,,,,0.0,0.5,0.5,.032,senesge01
2722,1947-48,20,BLB,BAA,,22,,,.324,.366,,,,,,0.1,0.2,0.4,,seymopa01
2723,1949-50,22,SYR,NBA,,62,,,.396,.336,,,,,,1.1,2.7,3.8,,seymopa01
2724,1950-51,23,SYR,NBA,,51,,,.403,.413,,,,,,0.7,1.2,1.8,,seymopa01
2725,1951-52,24,SYR,NBA,SG,66,2209,10.9,.414,.398,,,,,,0.8,2.4,3.2,.069,seymopa01
2726,,25,SYR,NBA,SG,67,2684,16.0,.485,.521,,,,,,5.8,2.9,8.7,.155,seymopa01
2727,,26,SYR,NBA,SG,71,2727,16.2,.466,.439,,,,,,5.0,4.3,9.3,.164,seymopa01
2728,,27,SYR,NBA,SG,72,2950,15.1,.438,.357,,,,,,2.1,4.5,6.7,.108,seymopa01
2729,1955-56,28,SYR,NBA,SG,57,1826,12.1,.416,.348,,,,,,0.0,2.2,2.3,.059,seymopa01
2730,1956-57,29,SYR,NBA,PG,65,1235,11.3,.390,.278,,,,,,-0.4,1.2,0.8,.033,seymopa01
2731,1957-58,30,SYR,NBA,PG,64,763,9.9,.390,.200,,,,,,-0.4,0.8,0.5,.028,seymopa01
2732,1958-59,31,SYR,NBA,SG,21,266,11.0,.406,.296,,,,,,0.0,0.3,0.3,.046,seymopa01
2733,1959-60,32,SYR,NBA,,4,7,-17.1,.000,.000,,,,,,-0.1,0.0,-0.1,-0.596,seymopa01
2734,1946-47,28,CLR,BAA,,53,,,.296,.138,,,,,,-0.2,0.4,0.3,,shabani01
2735,1949-50,25,INO,NBA,,43,,,.405,.356,,,,,,0.4,0.4,0.8,,shaefca01
2736,1950-51,26,INO,NBA,,10,,,.322,.136,,,,,,-0.1,0.1,-0.1,,shaefca01
2737,1961-62,22,SYR,NBA,SF,75,2083,15.4,.481,.263,,,,,,2.6,2.4,5.0,.115,shaffle01
