,season,school_name,conf_abbr,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,ft_per_poss,fta_per_poss,ft_pct,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,poss-dum,off_rtg,def_rtg,id,cbb_id
1005,2011-12,Georgia Tech,ACC,21,10,628,10.3,22.5,.457,7.3,13.4,.541,3.0,9.1,.333,4.0,6.6,.606,14.2,4.8,2.8,1.8,4.8,5.0,27.6,,105.9,95.3,ricegl02,glen-rice-jr-1
1006,2011-12,Tennessee,SEC,34,9,543,4.1,11.5,.353,3.0,7.2,.422,1.0,4.3,.237,1.8,2.8,.640,5.3,2.7,2.0,2.1,3.6,6.9,10.9,,83.5,101.8,richajo01,josh-richardson-2
1007,2012-13,Tennessee,SEC,33,33,1013,6.2,13.2,.469,5.6,10.6,.533,0.6,2.6,.214,3.4,4.9,.692,8.9,3.2,2.2,1.4,3.4,5.1,16.3,,103.5,99.6,richajo01,josh-richardson-2
1008,2013-14,Tennessee,SEC,37,36,1124,7.9,16.6,.474,6.0,10.9,.544,1.9,5.7,.340,3.9,4.9,.793,6.0,3.2,1.5,1.7,2.1,4.5,21.6,,122.2,101.5,richajo01,josh-richardson-2
1009,2014-15,Tennessee,SEC,32,32,1162,10.4,22.4,.461,7.8,15.2,.509,2.6,7.2,.359,5.6,7.0,.798,8.0,6.5,3.8,0.9,4.8,4.4,28.9,,112.9,103.1,richajo01,josh-richardson-2
1010,2015-16,Syracuse,ACC,37,37,1272,7.4,19.9,.369,3.5,9.1,.388,3.8,10.8,.353,5.5,7.6,.720,7.6,3.7,2.0,0.5,3.8,4.4,24.0,,102.6,102.3,richama01,malachi-richardson-1
1011,2011-12,Duke,ACC,34,33,1129,9.0,20.8,.433,6.0,12.6,.477,3.0,8.2,.365,6.3,9.5,.658,6.0,3.7,1.7,0.1,4.1,3.9,27.3,,107.8,104.7,riverau01,austin-rivers-1
1012,2010-11,Colorado,Big 12,38,0,847,6.9,11.9,.580,6.1,9.5,.640,0.8,2.4,.343,2.9,5.2,.553,20.3,2.3,3.5,2.9,3.0,7.6,17.5,,122.0,95.8,roberan03,andre-roberson-1
1013,2011-12,Colorado,Pac-12,36,35,1087,8.3,16.3,.510,7.2,13.5,.537,1.1,2.8,.380,5.7,9.3,.614,22.4,2.3,2.6,3.7,3.6,4.7,23.4,,112.6,85.0,roberan03,andre-roberson-1
1014,2012-13,Colorado,Pac-12,31,30,1036,7.8,16.2,.480,6.6,12.8,.521,1.1,3.4,.328,3.2,5.8,.551,20.4,2.6,3.9,2.4,4.4,4.5,19.8,,102.1,84.5,roberan03,andre-roberson-1
1015,2012-13,Michigan,Big Ten,39,39,1312,7.9,13.9,.572,6.8,10.5,.652,1.1,3.4,.324,3.4,5.0,.676,10.0,2.0,1.9,0.5,1.5,2.1,20.3,,131.8,101.4,robingl02,glenn-robinson-2
1016,2013-14,Michigan,Big Ten,37,37,1194,9.8,20.0,.488,8.0,14.2,.562,1.8,5.8,.306,4.7,6.2,.757,8.8,2.4,1.9,0.6,2.5,3.0,26.0,,116.2,105.9,robingl02,glenn-robinson-2
1017,2009-10,Kansas,Big 12,33,1,236,8.1,16.6,.485,8.1,16.6,.485,0.0,0.0,,4.2,10.5,.395,21.5,2.2,1.7,4.4,6.4,10.5,20.3,,91.2,86.5,robinth01,thomas-robinson-2
1018,2010-11,Kansas,Big 12,33,2,482,12.0,20.0,.601,12.0,20.0,.601,0.0,0.0,,5.8,11.4,.510,25.2,2.4,1.7,2.6,5.1,8.0,29.9,,112.7,85.8,robinth01,thomas-robinson-2
1019,2011-12,Kansas,Big 12,39,39,1242,12.5,24.7,.505,12.1,24.1,.505,0.3,0.7,.500,7.8,11.4,.682,22.1,3.4,2.0,1.6,5.0,5.1,33.1,,109.8,84.6,robinth01,thomas-robinson-2
1020,2010-11,Washington,Pac-10,34,4,593,9.6,21.5,.443,5.4,9.8,.552,4.1,11.7,.352,2.3,3.1,.758,9.0,3.1,1.8,1.1,2.2,6.5,25.6,,119.3,99.6,rosste01,terrence-ross-1
1021,2011-12,Washington,Pac-12,35,35,1088,11.2,24.4,.457,7.4,14.4,.518,3.7,10.1,.371,3.7,4.9,.766,11.7,2.5,2.3,1.7,3.6,5.1,29.9,,113.6,96.8,rosste01,terrence-ross-1
1022,2013-14,Louisville,AAC,37,10,699,7.7,19.2,.401,4.7,11.2,.422,3.0,8.0,.371,3.1,4.3,.712,9.5,5.6,3.2,0.2,1.8,4.5,21.5,,118.0,89.6,roziete01,terry-rozier-1
1023,2014-15,Louisville,ACC,36,35,1260,10.4,25.2,.411,8.0,17.6,.456,2.3,7.6,.306,6.7,8.5,.790,9.7,5.2,3.5,0.3,3.8,3.0,29.8,,108.3,90.4,roziete01,terry-rozier-1
1024,2014-15,Ohio State,Big Ten,35,34,1188,11.8,26.3,.449,6.9,14.5,.479,4.8,11.8,.411,6.0,8.0,.756,10.1,8.9,2.8,0.6,5.2,3.8,34.4,,115.7,94.5,russeda01,dangelo-russell-1
1025,2014-15,Gonzaga,WCC,38,1,822,10.8,16.2,.668,10.8,16.2,.668,0.0,0.0,,5.9,8.9,.664,20.0,2.5,1.3,0.9,4.4,7.8,27.6,,123.9,91.3,sabondo01,domantas-sabonis-1
1026,2015-16,Gonzaga,WCC,36,31,1149,12.2,20.0,.611,12.0,19.3,.621,0.3,0.7,.357,7.7,10.0,.769,21.8,3.3,1.1,1.6,4.7,5.9,32.3,,124.6,91.2,sabondo01,domantas-sabonis-1
1027,2007-08,Gonzaga,WCC,29,10,269,,,.444,,,.444,,,,,,.634,,,,,,,,,,,sacrero01,robert-sacre-1
1028,2008-09,Gonzaga,WCC,5,0,44,,,.714,,,.714,,,,,,.625,,,,,,,,,,,sacrero01,robert-sacre-1
1029,2009-10,Gonzaga,WCC,34,33,859,8.1,15.4,.526,8.1,15.4,.524,0.1,0.1,1.000,7.2,11.4,.629,12.3,1.3,1.5,4.4,4.6,6.6,23.5,,105.4,94.2,sacrero01,robert-sacre-1
1030,2010-11,Gonzaga,WCC,35,35,906,8.9,18.3,.488,8.9,18.2,.489,0.0,0.1,.000,10.5,12.8,.823,14.3,2.6,1.7,4.3,4.8,6.1,28.3,,115.2,93.3,sacrero01,robert-sacre-1
1031,2011-12,Gonzaga,WCC,33,33,868,8.1,15.9,.511,8.1,15.7,.515,0.0,0.1,.000,10.4,13.7,.761,14.4,1.7,0.8,3.3,4.2,5.0,26.6,,116.8,95.1,sacrero01,robert-sacre-1
1032,2012-13,St. John's (NY),Big East,33,32,1040,11.5,25.7,.449,11.5,25.2,.457,0.0,0.5,.000,5.0,7.8,.640,12.4,2.0,2.1,2.1,3.8,5.2,28.0,,96.7,97.5,sampsja02,jakarr-sampson-1
1033,2013-14,St. John's (NY),Big East,33,32,957,11.2,22.7,.495,11.2,22.4,.499,0.1,0.3,.200,3.8,6.7,.565,12.5,2.4,1.3,2.0,3.2,5.7,26.3,,103.8,100.7,sampsja02,jakarr-sampson-1
1034,2007-08,Virginia,ACC,32,21,579,,,.441,,,.444,,,.400,,,.703,,,,,,,,,,,scottmi01,mike-scott-4
1035,2008-09,Virginia,ACC,28,19,774,,,.544,,,.551,,,.333,,,.741,,,,,,,,,,,scottmi01,mike-scott-4
1036,2009-10,Virginia,ACC,28,25,768,11.7,23.2,.505,11.5,22.6,.507,0.2,0.6,.429,3.8,5.2,.719,16.5,2.9,1.4,0.7,3.8,4.4,27.5,,106.3,98.8,scottmi01,mike-scott-4
1037,2010-11,Virginia,ACC,10,9,337,10.2,21.2,.482,10.0,21.0,.477,0.2,0.2,1.000,10.0,11.4,.881,19.6,3.1,0.6,1.3,4.6,3.1,30.6,,114.3,100.3,scottmi01,mike-scott-4
1038,2011-12,Virginia,ACC,32,32,999,14.1,25.0,.563,13.7,23.7,.577,0.4,1.3,.300,9.1,11.3,.808,17.4,2.4,1.4,1.0,4.4,3.7,37.7,,118.4,87.4,scottmi01,mike-scott-4
1039,2010-11,Kansas,Big 12,26,11,530,7.8,20.9,.373,4.1,10.7,.384,3.7,10.2,.362,3.0,4.0,.757,6.3,6.1,2.3,0.1,5.7,4.8,22.3,,95.5,96.5,selbyjo01,josh-selby-1
1040,2013-14,Kansas,Big 12,35,35,1023,6.9,15.8,.437,4.5,8.5,.530,2.4,7.3,.328,3.2,5.1,.629,5.2,5.0,1.4,0.6,3.8,4.0,19.4,,107.1,107.9,seldewa01,wayne-selden-1
1041,2014-15,Kansas,Big 12,36,36,1060,6.3,16.6,.382,3.7,9.4,.395,2.6,7.1,.365,3.9,5.9,.657,5.7,5.4,1.2,1.1,4.2,4.2,19.2,,100.2,103.7,seldewa01,wayne-selden-1
1042,2015-16,Kansas,Big 12,38,37,1134,9.6,20.2,.474,5.8,10.6,.548,3.7,9.6,.392,3.6,5.9,.612,6.6,5.1,1.4,0.6,3.6,3.9,26.4,,113.9,100.9,seldewa01,wayne-selden-1
1043,2008-09,Georgia Tech,ACC,31,31,981,,,.391,,,.438,,,.314,,,.656,,,,,,,,,,,shumpim01,iman-shumpert-1
1044,2009-10,Georgia Tech,ACC,30,29,904,6.5,17.0,.385,4.2,10.0,.421,2.3,7.0,.333,3.4,4.7,.720,6.8,7.5,3.6,0.3,5.8,4.3,18.8,,96.6,93.9,shumpim01,iman-shumpert-1
1045,2010-11,Georgia Tech,ACC,31,31,992,10.3,25.4,.406,7.9,16.6,.474,2.4,8.8,.278,8.2,10.2,.806,10.7,6.3,5.0,0.3,4.2,5.0,31.3,,109.8,92.8,shumpim01,iman-shumpert-1
1046,2014-15,New Mexico State,WAC,34,27,1048,10.1,17.6,.572,10.1,17.5,.576,0.0,0.1,.000,6.3,8.3,.759,15.9,2.7,1.7,3.7,3.9,5.3,26.4,,122.7,92.0,siakapa01,pascal-siakam-1
1047,2015-16,New Mexico State,WAC,34,34,1176,14.0,26.0,.539,13.9,25.3,.549,0.2,0.8,.200,7.0,10.3,.678,20.2,3.0,1.7,3.8,3.4,4.7,35.2,,119.6,86.7,siakapa01,pascal-siakam-1
1048,2006-07,Colorado,Big 12,25,17,736,,,.401,,,.416,,,.383,,,.688,,,,,,,,,,,silasxa01,xavier-silas-1
1049,2007-08,Colorado,Big 12,23,19,678,,,.388,,,.425,,,.317,,,.678,,,,,,,,,,,silasxa01,xavier-silas-1
1050,2009-10,Northern Illinois,MAC,25,25,789,10.3,27.0,.382,6.5,15.2,.430,3.8,11.9,.321,11.6,14.4,.811,9.7,3.0,1.5,0.9,4.4,5.9,36.1,,110.6,104.9,silasxa01,xavier-silas-1
1051,2010-11,Northern Illinois,MAC,26,26,831,12.4,27.0,.459,8.8,18.2,.481,3.6,8.8,.413,11.9,14.0,.851,8.3,3.3,2.2,0.5,7.2,4.9,40.2,,108.0,105.4,silasxa01,xavier-silas-1
1052,2015-16,LSU,SEC,33,32,1151,10.3,18.4,.560,10.3,18.3,.561,0.0,0.1,.333,9.5,14.2,.670,18.5,7.5,3.1,1.3,5.3,4.4,30.1,,117.2,98.4,simmobe01,ben-simmons-1
1053,2011-12,Houston,CUSA,30,29,902,10.1,19.7,.512,8.0,14.3,.560,2.1,5.4,.386,6.6,9.2,.716,9.8,4.3,1.4,0.7,6.6,4.9,28.9,,106.4,107.1,simmojo02,jonathon-simmons-1
1054,2016-17,Arizona,Pac-12,37,19,871,7.6,19.2,.395,5.4,12.5,.432,2.2,6.7,.327,4.7,6.1,.775,4.1,5.0,1.6,0.2,3.1,4.8,22.0,,106.2,103.6,simmoko01,kobi-simmons-1
1055,2008-09,Georgetown,Big East,28,0,275,,,.404,,,.475,,,.167,,,.588,,,,,,,,,,,simshe01,henry-sims-1
1056,2009-10,Georgetown,Big East,28,0,190,4.1,8.2,.500,4.1,7.3,.565,0.0,0.9,.000,4.1,7.3,.565,12.0,2.2,0.9,3.8,5.4,8.2,12.3,,87.0,99.2,simshe01,henry-sims-1
1057,2010-11,Georgetown,Big East,32,1,449,6.6,11.4,.578,6.6,11.3,.585,0.0,0.1,.000,2.6,5.2,.500,13.9,5.2,1.2,2.9,4.8,9.2,15.8,,102.5,100.5,simshe01,henry-sims-1
1058,2011-12,Georgetown,Big East,33,33,908,9.2,19.9,.462,9.2,19.8,.463,0.0,0.1,.000,8.3,11.7,.708,13.8,7.9,1.5,3.1,6.5,6.3,26.6,,104.7,91.4,simshe01,henry-sims-1
1059,2007-08,Duke,ACC,34,34,972,,,.457,,,.545,,,.340,,,.774,,,,,,,,,,,singlky01,kyle-singler-1
1060,2008-09,Duke,ACC,37,36,1193,,,.441,,,.476,,,.383,,,.713,,,,,,,,,,,singlky01,kyle-singler-1
1061,2009-10,Duke,ACC,40,40,1436,9.5,23.0,.415,6.0,14.1,.424,3.6,8.9,.399,7.0,8.7,.798,11.7,4.0,1.7,1.3,3.3,3.6,29.6,,120.6,93.0,singlky01,kyle-singler-1
1062,2010-11,Duke,ACC,37,37,1286,9.7,22.6,.430,7.0,14.0,.497,2.7,8.6,.321,5.5,6.9,.806,11.2,2.7,1.5,0.5,3.1,4.3,27.7,,114.8,95.1,singlky01,kyle-singler-1
1063,2008-09,Florida State,ACC,35,34,942,,,.409,,,.469,,,.333,,,.611,,,,,,,,,,,singlch01,chris-singleton-1
1064,2009-10,Florida State,ACC,32,32,1005,6.9,16.7,.412,4.8,9.8,.494,2.1,6.9,.297,3.4,6.8,.496,13.1,4.1,4.2,2.8,5.7,5.6,19.2,,92.1,83.2,singlch01,chris-singleton-1
1065,2010-11,Florida State,ACC,28,25,814,8.8,20.3,.434,6.3,13.6,.466,2.5,6.7,.368,6.0,8.9,.667,13.6,2.3,3.9,2.9,4.3,6.4,26.0,,105.6,84.2,singlch01,chris-singleton-1
1066,2009-10,Louisville,Big East,31,0,349,6.4,14.9,.432,3.2,6.9,.463,3.2,7.9,.404,4.2,6.9,.610,4.4,9.5,5.2,0.3,7.8,11.1,20.3,,97.3,99.0,sivape01,peyton-siva-1
1067,2010-11,Louisville,Big East,35,35,975,6.9,15.5,.445,5.4,9.9,.543,1.5,5.6,.272,5.7,8.4,.681,6.6,11.0,4.2,0.4,6.1,5.8,21.0,,104.9,93.0,sivape01,peyton-siva-1
1068,2011-12,Louisville,Big East,38,38,1203,6.0,14.9,.402,5.2,11.5,.448,0.8,3.4,.246,4.4,5.9,.739,6.0,10.5,3.2,0.2,6.5,5.7,17.2,,93.9,93.0,sivape01,peyton-siva-1
1069,2012-13,Louisville,Big East,40,40,1247,6.7,16.6,.404,4.9,10.2,.476,1.8,6.4,.288,4.1,4.7,.867,4.5,11.0,4.3,0.3,5.1,5.0,19.4,,106.6,89.1,sivape01,peyton-siva-1
1070,2012-13,Oklahoma State,Big 12,33,32,1106,8.1,20.1,.404,6.1,13.1,.465,2.0,7.0,.290,9.0,11.6,.777,10.3,7.5,5.3,1.2,6.0,4.9,27.2,,105.3,86.4,smartma01,marcus-smart-1
1071,2013-14,Oklahoma State,Big 12,31,31,1014,9.2,21.9,.422,6.5,12.6,.514,2.8,9.3,.299,10.3,14.2,.728,10.4,8.4,5.0,1.0,4.7,5.2,31.6,,114.3,92.3,smartma01,marcus-smart-1
1072,2007-08,Manhattan,MAAC,21,15,520,,,.404,,,.456,,,.281,,,.625,,,,,,,,,,,smithch05,chris-smith-4
1073,2008-09,Manhattan,MAAC,29,27,946,,,.362,,,.408,,,.288,,,.728,,,,,,,,,,,smithch05,chris-smith-4
1074,2010-11,Louisville,Big East,35,20,909,7.5,16.4,.458,5.1,10.3,.491,2.5,6.1,.404,3.8,5.5,.682,10.5,5.7,2.1,0.2,3.8,3.2,21.3,,113.0,96.9,smithch05,chris-smith-4
1075,2011-12,Louisville,Big East,40,38,1099,6.6,16.4,.404,3.0,7.3,.410,3.6,9.1,.399,4.1,5.5,.735,7.8,4.1,1.8,0.0,2.4,3.1,21.0,,117.1,95.8,smithch05,chris-smith-4
1076,2016-17,North Carolina State,ACC,32,32,1114,9.5,21.0,.455,6.8,13.3,.509,2.7,7.6,.359,7.1,10.0,.715,7.3,9.8,3.1,0.7,5.4,3.3,29.0,,112.2,109.1,smithde03,dennis-smithjr-1
1077,2009-10,Fresno State,WAC,33,33,913,9.7,16.8,.576,9.7,16.8,.576,0.0,0.0,,5.6,9.5,.586,12.6,2.6,1.8,2.6,4.5,6.5,25.0,,107.2,100.6,smithgr02,greg-smith-3
1078,2010-11,Fresno State,WAC,31,30,942,8.7,15.2,.574,8.7,15.2,.577,0.0,0.1,.000,5.4,9.9,.544,15.8,3.4,2.2,2.2,3.6,5.1,22.9,,110.9,96.3,smithgr02,greg-smith-3
1079,2007-08,Duke,ACC,34,1,500,,,.467,,,.516,,,.386,,,.769,,,,,,,,,,,smithno01,nolan-smith-1
1080,2008-09,Duke,ACC,34,21,734,,,.426,,,.467,,,.346,,,.849,,,,,,,,,,,smithno01,nolan-smith-1
1081,2009-10,Duke,ACC,38,38,1349,10.7,24.2,.441,8.0,17.3,.460,2.7,6.8,.392,5.4,7.1,.767,4.7,5.1,2.1,0.4,3.1,3.0,29.4,,117.9,97.3,smithno01,nolan-smith-1
1082,2010-11,Duke,ACC,37,37,1259,11.8,25.7,.458,9.2,18.3,.501,2.6,7.4,.350,8.5,10.4,.813,7.5,8.6,2.0,0.1,5.3,3.3,34.6,,116.8,96.0,smithno01,nolan-smith-1
1083,2010-11,Louisville,Big East,17,0,96,8.6,25.2,.341,4.3,14.8,.292,4.3,10.4,.412,1.8,3.1,.600,4.3,8.6,8.0,0.6,8.0,10.4,23.4,,84.1,86.1,smithru01,russ-smith-1
1084,2011-12,Louisville,Big East,39,7,837,10.6,29.9,.356,7.7,20.3,.379,2.9,9.6,.306,7.8,10.3,.764,7.0,5.4,6.2,0.1,6.4,7.8,32.0,,93.9,86.1,smithru01,russ-smith-1
1085,2012-13,Louisville,Big East,40,37,1211,11.5,27.8,.414,8.5,18.4,.458,3.1,9.4,.328,11.0,13.7,.804,6.6,5.8,4.1,0.1,5.4,5.1,37.2,,112.3,89.2,smithru01,russ-smith-1
1086,2013-14,Louisville,AAC,37,36,1084,12.0,25.7,.468,8.3,16.0,.517,3.7,9.7,.387,8.2,11.6,.705,6.5,9.2,4.0,0.2,5.6,4.9,36.0,,116.9,89.8,smithru01,russ-smith-1
1087,2010-11,New Mexico,MWC,34,7,595,4.7,13.0,.364,1.8,4.5,.400,2.9,8.5,.345,2.5,3.4,.735,6.5,3.0,0.6,0.6,2.9,3.7,14.9,,102.0,103.6,snellto01,tony-snell-1
1088,2011-12,New Mexico,MWC,35,34,895,8.1,18.1,.448,3.2,5.5,.585,4.9,12.5,.387,3.6,4.4,.831,6.3,5.5,1.2,0.9,3.6,2.6,24.7,,117.8,94.8,snellto01,tony-snell-1
1089,2012-13,New Mexico,MWC,35,35,1093,8.1,19.3,.422,4.5,10.0,.452,3.6,9.3,.390,4.9,5.8,.843,5.2,5.7,1.6,1.0,4.1,2.6,24.8,,107.0,99.5,snellto01,tony-snell-1
1090,2009-10,Syracuse,Big East,13,0,97,9.3,22.7,.410,5.2,8.7,.600,4.1,13.9,.292,1.2,2.3,.500,9.3,2.9,4.6,4.1,4.6,3.5,23.8,,95.1,87.7,southja01,james-southerland-1
1091,2010-11,Syracuse,Big East,28,2,396,8.0,18.5,.430,4.1,8.1,.509,3.8,10.4,.368,1.1,1.5,.700,9.6,2.0,2.1,2.4,0.9,5.4,20.8,,120.8,96.6,southja01,james-southerland-1
1092,2011-12,Syracuse,Big East,37,0,593,9.9,21.3,.466,6.1,9.9,.615,3.8,11.4,.336,2.4,3.4,.697,11.9,1.4,3.2,3.5,1.3,5.1,26.1,,123.2,90.8,southja01,james-southerland-1
1093,2012-13,Syracuse,Big East,34,11,1003,9.8,21.9,.450,4.7,9.0,.524,5.1,12.9,.398,2.8,3.5,.789,10.8,2.2,3.0,1.7,2.4,4.8,27.6,,121.9,89.3,southja01,james-southerland-1
1094,2012-13,Michigan,Big Ten,39,33,1190,7.2,15.6,.463,3.0,6.1,.500,4.2,9.5,.440,3.9,4.6,.851,6.1,2.7,1.2,0.5,2.3,1.4,22.5,,125.2,104.0,stausni01,nik-stauskas-1
1095,2013-14,Michigan,Big Ten,36,36,1281,9.2,19.7,.470,4.6,9.3,.500,4.6,10.4,.442,8.4,10.2,.824,5.2,5.9,1.0,0.5,3.3,2.3,31.5,,127.9,109.0,stausni01,nik-stauskas-1
1096,2009-10,Memphis,CUSA,33,3,261,5.3,9.1,.575,5.0,8.7,.579,0.2,0.5,.500,3.2,5.5,.583,14.6,1.4,1.8,1.8,0.9,5.7,13.9,,139.0,100.0,stephdj01,dj-stephens-1
1097,2010-11,Memphis,CUSA,32,4,358,8.1,12.6,.641,7.9,12.3,.645,0.2,0.3,.500,1.8,3.2,.550,13.6,2.3,2.6,4.2,2.4,6.3,18.1,,123.9,95.8,stephdj01,dj-stephens-1
1098,2011-12,Memphis,CUSA,28,0,233,6.9,10.7,.643,6.4,9.2,.694,0.5,1.5,.333,2.8,4.1,.688,12.5,0.3,2.0,5.4,1.5,8.2,17.1,,131.0,90.8,stephdj01,dj-stephens-1
1099,2012-13,Memphis,CUSA,36,28,851,7.2,11.5,.629,6.4,9.1,.701,0.9,2.4,.361,3.0,4.6,.662,16.2,1.6,2.2,6.4,1.6,4.5,18.4,,134.9,87.3,stephdj01,dj-stephens-1
1100,2006-07,UNC,ACC,38,0,242,,,.500,,,.500,,,,,,.514,,,,,,,,,,,stephal01,alex-stepheson-1
1101,2007-08,UNC,ACC,37,0,536,,,.539,,,.539,,,,,,.447,,,,,,,,,,,stephal01,alex-stepheson-1
1102,2009-10,USC,Pac-10,28,26,723,8.4,17.7,.475,8.4,17.7,.475,0.0,0.0,,3.9,7.8,.494,17.7,0.7,0.4,3.9,4.3,5.8,20.7,,96.9,90.7,stephal01,alex-stepheson-1
1103,2010-11,USC,Pac-10,34,34,1118,7.6,13.8,.552,7.6,13.8,.552,0.0,0.0,,3.3,6.4,.513,17.4,0.3,0.7,2.2,2.9,4.3,18.5,,108.0,96.7,stephal01,alex-stepheson-1
1104,2010-11,Gonzaga,WCC,34,0,531,5.1,11.0,.460,3.0,4.7,.628,2.1,6.3,.333,3.4,4.1,.838,5.0,8.0,3.5,0.2,4.1,7.0,15.6,,112.8,96.7,stockda01,david-stockton-1
1105,2011-12,Gonzaga,WCC,33,1,554,4.0,10.4,.385,1.8,4.9,.378,2.2,5.5,.392,3.2,5.3,.592,3.7,8.6,2.9,0.2,5.3,4.1,13.4,,96.0,98.9,stockda01,david-stockton-1
1106,2012-13,Gonzaga,WCC,35,2,654,4.5,11.1,.407,3.1,6.2,.500,1.4,4.9,.288,1.6,2.9,.548,5.6,11.1,5.0,0.1,4.0,4.4,12.0,,106.0,90.6,stockda01,david-stockton-1
1107,2013-14,Gonzaga,WCC,36,36,1002,5.4,12.4,.434,4.5,8.4,.531,0.9,4.0,.232,4.0,5.3,.756,5.0,8.9,3.2,0.4,4.3,4.7,15.7,,106.0,99.9,stockda01,david-stockton-1
1108,2011-12,Tennessee,SEC,17,14,436,8.8,16.7,.529,8.8,16.3,.543,0.0,0.4,.000,5.2,9.1,.569,17.7,1.7,2.2,3.2,4.9,5.5,22.9,,101.6,93.0,stokeja01,jarnell-stokes-1
1109,2012-13,Tennessee,SEC,33,33,952,9.9,18.8,.528,9.9,18.8,.528,0.0,0.0,,7.3,12.9,.567,21.2,2.8,1.5,2.5,4.5,5.2,27.2,,111.7,95.3,stokeja01,jarnell-stokes-1
1110,2013-14,Tennessee,SEC,37,37,1199,10.6,19.9,.531,10.6,19.9,.531,0.0,0.0,,8.5,12.2,.696,20.8,4.0,1.4,1.8,4.1,3.9,29.6,,121.9,95.4,stokeja01,jarnell-stokes-1
1111,2015-16,Maryland,Big Ten,35,22,807,12.3,21.6,.568,12.3,21.6,.568,0.0,0.0,,7.5,9.8,.761,13.8,1.1,1.3,4.0,3.9,5.9,32.0,,118.3,97.9,stonedi01,diamond-stone-1
1112,2007-08,UTEP,CUSA,33,25,720,,,.341,,,.417,,,.235,,,.566,,,,,,,,,,,stoneju01,julyan-stone-1
1113,2008-09,UTEP,CUSA,37,36,1247,,,.358,,,.416,,,.262,,,.691,,,,,,,,,,,stoneju01,julyan-stone-1
1114,2009-10,UTEP,CUSA,33,33,1015,3.6,8.4,.430,2.8,5.6,.495,0.8,2.8,.300,3.3,5.2,.641,9.5,10.2,2.9,0.8,3.8,4.1,11.4,,106.4,90.1,stoneju01,julyan-stone-1
1115,2010-11,UTEP,CUSA,35,35,1279,4.8,9.3,.510,4.2,7.0,.596,0.6,2.4,.255,3.6,6.4,.561,12.1,8.5,2.4,1.0,3.0,3.8,13.7,,113.6,90.8,stoneju01,julyan-stone-1
1116,2010-11,Ohio State,Big Ten,37,36,1172,11.8,21.8,.541,11.7,21.2,.550,0.2,0.6,.250,10.0,14.2,.704,20.1,2.3,2.0,1.1,3.1,4.8,33.8,,126.0,89.6,sullija01,jared-sullinger-1
1117,2011-12,Ohio State,Big Ten,37,36,1123,12.2,23.4,.519,11.3,21.3,.531,0.9,2.1,.400,9.3,12.2,.768,18.1,2.5,2.3,2.1,3.8,5.8,34.5,,121.8,86.0,sullija01,jared-sullinger-1
1118,2015-16,Purdue,Big Ten,34,34,875,8.8,19.0,.461,7.4,14.2,.519,1.4,4.9,.292,4.5,6.3,.713,19.0,4.1,0.8,0.5,6.1,5.1,23.5,,98.0,93.8,swanica01,caleb-swanigan-1
1119,2016-17,Purdue,Big Ten,35,35,1139,11.1,21.1,.527,9.2,16.8,.548,1.9,4.3,.447,8.2,10.5,.781,21.9,5.4,0.8,1.4,5.9,4.9,32.4,,116.0,92.7,swanica01,caleb-swanigan-1
1120,2016-17,Duke,ACC,29,27,966,9.8,21.6,.452,7.4,14.7,.504,2.4,6.9,.342,7.0,8.2,.849,12.6,3.7,2.3,2.0,4.5,5.1,28.9,,111.3,97.8,tatumja01,jayson-tatum-1
1121,2013-14,Texas,Big 12,35,35,1055,7.9,20.2,.391,7.6,19.1,.398,0.3,1.0,.263,8.3,11.1,.748,6.3,7.7,2.0,0.2,4.6,4.9,24.4,,103.6,105.7,taylois01,isaiah-taylor-1
1122,2014-15,Texas,Big 12,24,24,757,9.2,22.8,.401,8.2,19.6,.421,0.9,3.3,.282,7.1,8.5,.842,6.4,9.2,1.9,0.2,5.3,4.2,26.4,,104.7,99.5,taylois01,isaiah-taylor-1
1123,2015-16,Texas,Big 12,33,33,1019,9.3,22.3,.420,8.2,18.7,.440,1.1,3.6,.311,9.3,11.5,.811,5.4,9.6,1.7,0.4,3.6,5.2,29.1,,115.2,105.7,taylois01,isaiah-taylor-1
1124,2008-09,Vanderbilt,SEC,31,31,805,,,.502,,,.552,,,.220,,,.691,,,,,,,,,,,tayloje03,jeffery-taylor-1
1125,2009-10,Vanderbilt,SEC,33,33,883,9.6,19.5,.493,9.5,18.7,.509,0.1,0.7,.091,9.1,12.3,.746,11.2,3.7,2.3,0.8,4.8,5.6,28.4,,111.3,98.4,tayloje03,jeffery-taylor-1
1126,2010-11,Vanderbilt,SEC,34,33,1078,9.4,20.9,.449,7.2,14.7,.493,2.1,6.2,.345,6.6,9.2,.719,10.3,4.4,1.9,1.0,4.8,4.6,27.5,,108.2,100.1,tayloje03,jeffery-taylor-1
1127,2011-12,Vanderbilt,SEC,36,36,1157,11.1,22.5,.493,7.6,14.2,.533,3.5,8.2,.423,5.0,8.3,.605,10.6,3.3,2.4,0.8,4.2,3.5,30.7,,114.4,99.8,tayloje03,jeffery-taylor-1
