,season,school_name,conf_abbr,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,ft_per_poss,fta_per_poss,ft_pct,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,poss-dum,off_rtg,def_rtg,id,cbb_id
332,2010-11,Vanderbilt,SEC,34,34,799,11.2,19.0,.588,11.2,19.0,.588,0.0,0.0,,10.4,16.0,.648,15.8,0.4,1.5,6.5,4.4,7.7,32.7,,118.4,94.6,ezelife01,festus-ezeli-1
333,2011-12,Vanderbilt,SEC,26,22,603,9.0,16.7,.539,9.0,16.7,.539,0.0,0.0,,8.5,14.1,.604,15.6,0.8,1.1,5.3,5.9,8.3,26.5,,103.4,96.1,ezelife01,festus-ezeli-1
334,2007-08,Morehead State,OVC,30,20,605,,,.516,,,.522,,,.000,,,.580,,,,,,,,,,,farieke01,kenneth-faried-1
335,2008-09,Morehead State,OVC,36,36,1083,,,.556,,,.558,,,.400,,,.577,,,,,,,,,,,farieke01,kenneth-faried-1
336,2009-10,Morehead State,OVC,35,32,1060,12.8,22.6,.564,12.7,22.4,.567,0.1,0.2,.250,8.0,13.5,.595,26.0,1.1,3.2,3.8,4.8,6.6,33.6,,114.3,83.7,farieke01,kenneth-faried-1
337,2010-11,Morehead State,OVC,35,34,1216,11.9,19.1,.623,11.9,19.1,.623,0.0,0.0,,7.1,12.3,.577,26.0,1.9,3.4,4.2,4.7,5.5,31.0,,121.0,84.0,farieke01,kenneth-faried-1
338,2013-14,Oakland,Horizon,33,33,1068,5.5,13.8,.402,4.5,10.4,.427,1.1,3.4,.323,4.9,6.5,.756,7.0,11.5,1.6,0.2,5.1,5.4,17.1,,103.0,114.2,feldeka01,kahlil-felder-1
339,2014-15,Oakland,Horizon,33,32,1272,8.6,20.5,.422,6.4,13.9,.461,2.2,6.6,.338,8.7,10.6,.826,7.4,11.9,3.1,0.4,6.5,3.9,28.2,,110.6,109.4,feldeka01,kahlil-felder-1
340,2015-16,Oakland,Horizon,35,35,1286,11.2,25.4,.440,8.0,16.5,.485,3.2,8.9,.355,9.9,11.7,.848,6.2,13.5,2.9,0.3,5.0,4.3,35.4,,122.8,105.8,feldeka01,kahlil-felder-1
341,2010-11,Arizona State,Pac-10,30,8,436,7.1,18.2,.391,5.8,12.0,.488,1.3,6.3,.205,4.3,5.7,.750,6.8,4.3,2.0,1.9,3.4,6.3,19.8,,97.0,106.1,felixca01,carrick-felix-1
342,2011-12,Arizona State,Pac-12,29,27,955,6.7,16.0,.421,4.2,8.0,.529,2.5,8.0,.314,4.2,5.6,.741,7.7,2.5,2.1,1.5,4.5,5.0,20.2,,98.1,107.0,felixca01,carrick-felix-1
343,2012-13,Arizona State,Pac-12,35,34,1235,9.1,18.1,.500,6.6,11.5,.573,2.5,6.7,.374,3.9,5.9,.664,13.7,2.7,2.4,1.9,3.4,5.0,24.5,,112.7,96.2,felixca01,carrick-felix-1
344,2012-13,Indiana,Big Ten,36,36,1012,5.4,13.3,.403,4.0,8.8,.453,1.4,4.5,.303,3.9,4.9,.798,5.9,8.7,1.6,0.4,4.4,3.5,16.0,,107.3,97.7,ferreyo01,kevin-ferrell-1
345,2013-14,Indiana,Big Ten,32,32,1083,9.1,22.0,.413,4.4,10.2,.429,4.7,11.8,.400,6.8,8.2,.824,5.1,6.7,1.3,0.1,4.5,2.9,29.7,,117.1,104.1,ferreyo01,kevin-ferrell-1
346,2014-15,Indiana,Big Ten,34,34,1186,9.1,20.8,.439,5.0,10.8,.460,4.1,9.9,.416,5.6,6.5,.860,5.5,8.4,1.2,0.1,3.3,3.0,28.0,,126.8,111.8,ferreyo01,kevin-ferrell-1
347,2015-16,Indiana,Big Ten,35,35,1215,9.3,20.4,.458,5.6,11.4,.488,3.8,9.0,.420,6.5,7.8,.829,6.3,9.3,1.8,0.0,4.2,2.8,28.9,,127.5,105.5,ferreyo01,kevin-ferrell-1
348,2011-12,Virginia Tech,ACC,33,30,957,4.6,13.8,.332,2.9,9.1,.314,1.7,4.7,.366,3.0,5.1,.584,15.4,4.1,1.6,1.5,3.8,5.9,13.9,,95.1,97.7,finnedo01,dorian-finney-smith-1
349,2013-14,Florida,SEC,37,2,950,7.0,18.9,.371,4.4,10.1,.437,2.6,8.8,.295,5.0,7.7,.643,16.5,5.1,1.1,1.1,4.1,5.4,21.6,,106.2,92.9,finnedo01,dorian-finney-smith-1
350,2014-15,Florida,SEC,28,23,782,11.2,23.6,.472,7.2,14.3,.503,4.0,9.4,.426,3.6,6.1,.587,14.2,3.6,2.6,2.0,4.4,6.0,29.9,,109.9,93.4,finnedo01,dorian-finney-smith-1
351,2015-16,Florida,SEC,36,36,1145,8.4,19.3,.437,4.9,9.7,.505,3.5,9.6,.368,6.0,8.2,.733,15.0,3.7,1.6,1.4,3.4,3.9,26.4,,116.7,96.8,finnedo01,dorian-finney-smith-1
352,2012-13,Cleveland State,Horizon,32,18,904,9.2,21.2,.433,5.1,10.6,.478,4.1,10.6,.389,5.0,6.2,.804,7.5,2.6,1.7,0.1,3.6,3.9,27.5,,110.5,110.5,forbebr01,bryn-forbes-1
353,2013-14,Cleveland State,Horizon,32,32,1102,8.6,19.9,.434,4.1,9.2,.445,4.5,10.7,.424,6.1,7.4,.826,5.6,3.0,1.4,0.1,2.8,2.8,28.0,,120.7,106.8,forbebr01,bryn-forbes-1
354,2014-15,Michigan State,Big Ten,39,24,1022,6.8,15.3,.447,2.5,5.1,.488,4.3,10.2,.427,2.6,3.2,.808,3.5,2.4,1.4,0.3,1.9,3.8,20.6,,119.8,104.9,forbebr01,bryn-forbes-1
355,2015-16,Michigan State,Big Ten,35,34,982,10.0,20.9,.481,3.2,6.7,.482,6.8,14.2,.481,3.8,4.6,.840,4.4,3.2,0.9,0.1,1.8,3.1,30.7,,134.5,103.0,forbebr01,bryn-forbes-1
356,2016-17,Kentucky,SEC,36,34,1064,10.8,22.6,.479,9.9,19.1,.521,0.9,3.5,.246,7.9,10.7,.736,7.2,8.3,2.7,0.4,4.4,4.5,30.4,,113.4,96.8,foxde01,deaaron-fox-1
357,2010-11,San Diego State,MWC,21,0,171,8.8,17.6,.500,6.2,9.9,.630,2.6,7.7,.333,3.3,6.2,.529,14.7,3.7,1.5,1.8,4.8,6.6,23.5,,109.6,92.8,frankja01,jamaal-franklin-1
358,2011-12,San Diego State,MWC,32,22,969,10.7,24.8,.433,7.6,15.1,.502,3.2,9.7,.325,9.9,12.4,.800,15.6,2.9,1.9,1.2,5.9,5.0,34.5,,107.7,91.2,frankja01,jamaal-franklin-1
359,2012-13,San Diego State,MWC,32,32,1058,9.4,22.8,.411,7.1,14.4,.492,2.3,8.3,.272,9.7,12.4,.781,17.3,6.0,2.9,1.5,6.2,4.7,30.7,,104.9,85.7,frankja01,jamaal-franklin-1
360,2009-10,Penn State,Big Ten,31,10,570,5.7,14.7,.389,4.7,12.0,.393,1.0,2.7,.375,4.8,7.2,.672,8.0,8.2,2.6,0.2,5.8,7.2,17.3,,91.6,102.7,fraziti01,tim-frazier-1
361,2010-11,Penn State,Big Ten,34,33,1048,4.5,10.5,.430,3.8,8.5,.451,0.7,2.0,.344,3.9,5.2,.753,8.4,11.0,2.2,0.3,5.2,5.7,13.7,,103.3,105.0,fraziti01,tim-frazier-1
362,2011-12,Penn State,Big Ten,32,32,1188,11.0,26.3,.419,9.6,21.8,.440,1.4,4.6,.314,8.4,10.6,.791,7.9,10.5,4.0,0.4,6.2,5.0,31.9,,106.6,102.7,fraziti01,tim-frazier-1
363,2012-13,Penn State,Big Ten,4,4,130,7.2,20.1,.357,6.2,14.8,.419,1.0,5.3,.182,15.8,18.6,.846,8.6,7.2,4.3,0.5,5.7,3.8,31.0,,110.3,104.4,fraziti01,tim-frazier-1
364,2013-14,Penn State,Big Ten,34,34,1196,8.2,19.1,.430,7.0,14.8,.471,1.3,4.3,.291,7.9,10.1,.785,7.6,9.2,2.7,0.3,4.6,4.4,25.6,,110.8,105.8,fraziti01,tim-frazier-1
365,2007-08,BYU,MWC,35,0,647,,,.407,,,.526,,,.336,,,.854,,,,,,,,,,,fredeji01,jimmer-fredette-1
366,2008-09,BYU,MWC,33,32,1090,,,.480,,,.534,,,.382,,,.847,,,,,,,,,,,fredeji01,jimmer-fredette-1
367,2009-10,BYU,MWC,34,33,1059,12.0,26.1,.458,7.9,16.8,.468,4.1,9.3,.440,11.9,13.3,.892,5.6,8.5,2.2,0.3,4.9,1.9,39.9,,124.7,98.0,fredeji01,jimmer-fredette-1
368,2010-11,BYU,MWC,37,37,1323,14.7,32.5,.452,9.4,19.2,.491,5.3,13.3,.396,10.7,12.0,.894,5.4,6.8,2.1,0.0,5.6,2.1,45.4,,118.0,100.0,fredeji01,jimmer-fredette-1
369,2016-17,Washington,Pac-12,25,25,892,12.9,27.1,.476,9.7,19.3,.502,3.2,7.8,.413,6.7,10.4,.649,8.8,9.1,2.5,1.8,4.9,3.9,35.7,,116.3,110.8,fultzma01,markelle-fultz-1
370,2010-11,St. Joseph's,A-10,33,33,1132,7.5,18.7,.399,3.9,9.5,.407,3.6,9.2,.392,4.8,5.4,.887,10.1,5.3,3.1,1.0,2.2,4.5,23.3,,117.3,106.5,gallola01,langston-galloway-1
371,2011-12,St. Joseph's,A-10,34,33,1215,9.1,18.6,.488,4.6,9.0,.511,4.5,9.6,.466,3.6,4.6,.785,7.6,3.8,1.7,1.0,2.0,4.5,26.2,,127.5,105.0,gallola01,langston-galloway-1
372,2012-13,St. Joseph's,A-10,32,32,1142,8.3,20.1,.414,3.9,8.8,.440,4.4,11.2,.394,3.4,4.4,.772,6.4,4.0,2.4,0.6,2.6,4.1,24.4,,112.7,104.0,gallola01,langston-galloway-1
373,2013-14,St. Joseph's,A-10,34,34,1231,9.3,21.1,.444,4.0,9.1,.446,5.3,12.0,.443,5.6,6.8,.826,7.1,2.6,1.8,0.8,1.4,4.0,29.6,,128.3,104.4,gallola01,langston-galloway-1
374,2012-13,George Washington,A-10,30,30,806,7.0,16.4,.427,5.8,12.3,.473,1.2,4.1,.286,4.2,6.4,.648,7.4,4.5,5.0,0.9,5.6,6.6,19.3,,92.3,93.8,garinpa01,patricio-garino-1
375,2013-14,George Washington,A-10,26,14,747,9.1,16.1,.561,8.1,13.4,.606,0.9,2.8,.343,5.8,9.7,.593,9.0,4.0,3.2,1.7,4.0,5.0,24.8,,114.3,97.8,garinpa01,patricio-garino-1
376,2014-15,George Washington,A-10,35,35,1107,8.7,16.4,.531,7.8,13.3,.585,0.9,3.1,.296,6.3,8.6,.735,10.5,3.0,3.4,1.6,5.1,4.6,24.7,,110.5,95.2,garinpa01,patricio-garino-1
377,2015-16,George Washington,A-10,38,38,1217,9.9,19.4,.510,7.1,12.8,.551,2.8,6.6,.430,3.6,5.2,.689,7.8,2.7,2.5,1.5,3.5,4.8,26.2,,114.9,101.8,garinpa01,patricio-garino-1
378,2007-08,Iowa State,Big 12,32,4,711,,,.351,,,.387,,,.220,,,.699,,,,,,,,,,,garredi02,diante-garrett-1
379,2008-09,Iowa State,Big 12,32,32,1054,,,.407,,,.448,,,.220,,,.707,,,,,,,,,,,garredi02,diante-garrett-1
380,2009-10,Iowa State,Big 12,32,32,1012,6.4,14.7,.438,5.4,11.6,.461,1.1,3.1,.352,2.9,4.1,.694,4.6,9.3,2.3,0.4,4.7,3.6,16.8,,101.3,103.0,garredi02,diante-garrett-1
381,2010-11,Iowa State,Big 12,32,31,1175,10.3,24.9,.413,7.5,16.0,.465,2.8,8.9,.319,3.2,3.9,.825,5.7,9.4,2.6,0.3,5.1,2.6,26.6,,101.7,100.6,garredi02,diante-garrett-1
382,2011-12,Duke,ACC,19,0,111,5.8,10.5,.550,3.7,5.3,.700,2.1,5.3,.400,3.7,3.7,1.000,8.4,1.6,1.6,0.5,4.2,10.0,17.4,,115.2,103.2,gbinimi01,michael-gbinije-1
383,2013-14,Syracuse,ACC,34,0,497,4.7,12.2,.380,2.7,6.5,.408,2.0,5.7,.349,4.1,6.4,.646,8.0,5.5,3.3,0.9,2.3,7.5,15.4,,114.9,98.6,gbinimi01,michael-gbinije-1
384,2014-15,Syracuse,ACC,30,24,1050,8.0,17.3,.460,5.1,10.1,.509,2.8,7.2,.392,3.2,5.7,.571,8.7,6.2,3.2,0.6,3.7,4.8,22.0,,108.0,96.1,gbinimi01,michael-gbinije-1
385,2015-16,Syracuse,ACC,37,37,1403,9.9,21.4,.461,5.9,11.2,.525,4.0,10.2,.391,4.7,7.0,.663,6.6,7.0,3.1,0.6,4.6,4.3,28.4,,113.3,101.7,gbinimi01,michael-gbinije-1
386,2012-13,Georgia Tech,ACC,31,30,896,8.3,19.5,.426,6.1,13.0,.472,2.2,6.5,.333,3.8,6.0,.629,10.2,3.1,1.6,0.2,2.4,4.4,22.5,,108.3,97.9,georgma01,marcus-georges-hunt-1
387,2013-14,Georgia Tech,ACC,33,33,1028,8.0,19.2,.416,6.2,14.1,.443,1.7,5.1,.341,5.5,8.1,.674,8.5,4.1,1.6,0.3,3.2,5.0,23.2,,106.0,106.5,georgma01,marcus-georges-hunt-1
388,2014-15,Georgia Tech,ACC,30,30,926,9.1,21.2,.431,7.7,16.2,.475,1.4,4.9,.288,7.8,10.3,.763,11.1,3.6,2.6,0.3,4.0,4.3,27.5,,110.5,99.8,georgma01,marcus-georges-hunt-1
389,2015-16,Georgia Tech,ACC,36,36,1167,9.1,20.1,.454,7.1,14.1,.502,2.0,6.0,.342,10.5,12.8,.823,6.2,6.1,1.6,0.8,3.7,4.8,30.8,,123.8,108.9,georgma01,marcus-georges-hunt-1
390,2012-13,Kentucky,SEC,33,33,1048,9.0,20.4,.440,8.0,16.7,.478,1.0,3.7,.266,7.7,12.1,.637,8.7,5.0,2.1,0.9,5.8,5.5,26.6,,100.1,99.1,goodwar01,archie-goodwin-1
391,2013-14,Arizona,Pac-12,38,38,1187,9.9,20.1,.495,9.1,17.7,.513,0.8,2.4,.356,4.0,9.5,.422,15.9,3.9,1.8,2.1,2.9,4.7,24.7,,108.9,88.6,gordoaa01,aaron-gordon-1
392,2008-09,UCLA,Pac-10,34,0,369,,,.565,,,.565,,,,,,.500,,,,,,,,,,,gordodr01,drew-gordon-1
393,2009-10,UCLA,Pac-10,6,6,147,12.1,21.3,.569,12.1,20.5,.592,0.0,0.8,.000,3.8,5.9,.643,13.4,2.1,1.3,5.0,2.5,8.8,28.0,,117.2,102.7,gordodr01,drew-gordon-1
394,2010-11,New Mexico,MWC,26,19,729,11.3,21.5,.527,11.3,21.5,.527,0.0,0.0,,5.0,7.4,.678,22.4,1.3,1.2,2.8,5.0,7.1,27.7,,105.6,92.1,gordodr01,drew-gordon-1
395,2011-12,New Mexico,MWC,35,34,1078,10.5,19.4,.542,10.4,19.3,.539,0.1,0.1,1.000,5.8,7.7,.752,21.7,2.4,2.2,2.0,4.6,4.4,26.9,,112.0,82.2,gordodr01,drew-gordon-1
396,2007-08,College of Charleston,Southern,33,18,956,,,.466,,,.508,,,.422,,,.871,,,,,,,,,,,goudean01,andrew-goudelock-1
397,2008-09,College of Charleston,Southern,36,35,1120,,,.459,,,.475,,,.440,,,.867,,,,,,,,,,,goudean01,andrew-goudelock-1
398,2009-10,College of Charleston,Southern,34,34,1210,12.0,26.5,.451,7.3,14.7,.498,4.6,11.8,.393,2.9,3.5,.824,7.1,6.3,1.8,0.6,3.3,2.8,31.5,,114.1,107.7,goudean01,andrew-goudelock-1
399,2010-11,College of Charleston,Southern,37,37,1302,14.4,31.8,.455,8.5,17.1,.496,6.0,14.6,.407,5.0,6.1,.821,6.5,7.1,1.5,0.3,5.4,3.0,39.8,,115.1,105.7,goudean01,andrew-goudelock-1
400,2011-12,VCU,CAA,36,0,604,7.6,19.6,.389,5.0,11.2,.445,2.6,8.4,.313,7.7,12.2,.633,11.8,2.0,2.7,0.9,3.5,6.9,25.6,,106.5,93.4,grahatr01,treveon-graham-1
401,2012-13,VCU,A-10,36,36,995,10.9,24.2,.450,7.9,15.9,.494,3.0,8.3,.366,7.0,9.6,.732,12.3,3.3,1.9,0.3,3.3,4.7,31.9,,119.6,97.9,grahatr01,treveon-graham-1
402,2013-14,VCU,A-10,35,33,989,10.6,24.3,.437,7.3,14.4,.506,3.3,9.9,.337,7.2,10.4,.694,14.1,4.0,1.8,0.3,3.6,4.8,31.8,,114.4,93.1,grahatr01,treveon-graham-1
403,2014-15,VCU,A-10,33,33,970,10.7,25.0,.428,6.7,14.5,.462,4.0,10.4,.381,7.8,11.2,.691,14.6,3.3,1.2,0.6,2.4,4.2,33.1,,118.8,99.1,grahatr01,treveon-graham-1
404,2012-13,Syracuse,Big East,40,9,572,5.8,12.5,.462,5.1,10.9,.471,0.6,1.6,.400,4.4,7.8,.562,12.7,1.9,1.8,1.9,2.8,5.8,16.6,,107.1,92.2,grantje01,jerami-grant-1
405,2013-14,Syracuse,ACC,32,20,1005,8.8,17.6,.496,8.8,17.3,.506,0.0,0.3,.000,7.9,11.7,.674,14.3,2.9,1.7,1.2,2.4,4.9,25.4,,120.4,98.7,grantje01,jerami-grant-1
406,2011-12,Notre Dame,Big East,34,33,1232,6.5,17.2,.380,3.5,8.7,.406,3.0,8.5,.354,6.0,7.3,.819,5.1,8.9,2.3,0.3,3.3,3.1,22.0,,113.9,103.2,grantje02,jerian-grant-1
407,2012-13,Notre Dame,Big East,35,34,1270,7.9,19.5,.406,5.3,11.8,.446,2.6,7.7,.344,5.1,7.0,.737,5.1,9.9,2.2,0.4,5.1,3.1,23.6,,105.4,103.6,grantje02,jerian-grant-1
408,2013-14,Notre Dame,ACC,12,12,427,10.5,20.3,.518,7.6,13.2,.578,2.9,7.2,.408,9.4,10.8,.865,4.4,10.8,3.5,0.6,3.2,3.5,33.4,,136.3,108.9,grantje02,jerian-grant-1
409,2014-15,Notre Dame,ACC,38,38,1408,9.1,19.0,.478,6.9,12.0,.572,2.2,7.0,.316,7.6,9.7,.780,5.1,11.3,2.8,0.8,3.7,3.3,28.0,,125.6,104.0,grantje02,jerian-grant-1
410,2008-09,Michigan State,Big Ten,37,0,422,,,.556,,,.563,,,.000,,,.615,,,,,,,,,,,greendr01,draymond-green-1
411,2009-10,Michigan State,Big Ten,37,3,945,8.9,17.0,.525,8.8,16.0,.550,0.1,1.0,.125,5.5,8.2,.672,18.4,7.2,2.9,2.2,4.0,7.1,23.5,,117.6,89.7,greendr01,draymond-green-1
412,2010-11,Michigan State,Big Ten,34,27,1023,8.7,20.5,.426,6.5,14.5,.451,2.2,6.0,.366,5.7,8.4,.683,17.4,8.4,3.6,2.3,4.7,6.8,25.4,,110.1,92.5,greendr01,draymond-green-1
413,2011-12,Michigan State,Big Ten,37,36,1229,10.6,23.6,.449,8.0,16.9,.473,2.6,6.7,.388,6.3,8.7,.723,19.7,7.1,2.7,1.8,5.6,5.3,30.1,,109.6,83.6,greendr01,draymond-green-1
414,2009-10,Virginia Tech,ACC,34,1,423,4.0,13.7,.293,2.5,8.1,.305,1.5,5.5,.275,2.6,3.9,.679,4.3,4.3,2.3,1.0,3.4,5.2,12.1,,83.7,97.8,greener01,erick-green-1
415,2010-11,Virginia Tech,ACC,32,26,988,8.1,19.7,.414,6.5,13.2,.495,1.6,6.5,.248,4.9,6.4,.777,4.5,5.3,3.5,0.6,2.3,4.6,22.8,,110.7,96.4,greener01,erick-green-1
416,2011-12,Virginia Tech,ACC,31,30,1071,10.1,23.0,.438,7.6,16.3,.464,2.5,6.6,.375,6.0,7.2,.828,6.0,5.2,2.4,0.2,2.7,3.1,28.6,,115.7,101.5,greener01,erick-green-1
417,2012-13,Virginia Tech,ACC,32,32,1166,13.2,27.8,.475,10.1,19.9,.509,3.1,7.9,.389,11.0,13.5,.816,6.4,6.1,2.1,0.3,3.5,2.2,40.5,,123.6,111.4,greener01,erick-green-1
418,2008-09,Alabama,SEC,32,31,795,,,.538,,,.541,,,.000,,,.710,,,,,,,,,,,greenja01,jamychal-green-1
419,2009-10,Alabama,SEC,31,28,837,11.8,23.8,.495,11.8,23.4,.503,0.0,0.4,.000,8.3,11.9,.695,16.1,2.4,2.0,3.8,5.7,7.1,31.8,,104.8,95.2,greenja01,jamychal-green-1
420,2010-11,Alabama,SEC,34,33,948,12.3,24.1,.508,12.2,24.1,.507,0.1,0.1,1.000,9.4,12.8,.737,16.5,3.2,3.2,4.5,6.1,7.2,34.0,,109.5,85.4,greenja01,jamychal-green-1
421,2011-12,Alabama,SEC,26,22,760,11.4,20.8,.546,11.2,20.0,.561,0.2,0.8,.200,7.5,10.8,.690,16.1,3.9,1.6,3.3,5.9,6.9,30.4,,108.7,89.4,greenja01,jamychal-green-1
422,2008-09,University of California,Pac-10,33,0,618,,,.452,,,.490,,,.308,,,.642,,,,,,,,,,,gutiejo01,jorge-gutierrez-1
423,2009-10,University of California,Pac-10,30,13,641,5.1,12.0,.420,3.6,8.5,.424,1.5,3.6,.410,3.5,5.8,.603,8.2,7.4,2.6,0.2,4.0,6.6,15.1,,104.4,100.5,gutiejo01,jorge-gutierrez-1
424,2010-11,University of California,Pac-10,33,33,1104,7.6,18.4,.411,5.7,12.6,.448,1.9,5.8,.330,8.5,10.6,.801,6.6,7.8,2.8,0.4,5.3,4.7,25.6,,106.4,104.1,gutiejo01,jorge-gutierrez-1
425,2011-12,University of California,Pac-12,33,33,1062,8.9,20.1,.444,7.5,15.8,.475,1.4,4.3,.329,5.1,6.9,.744,9.9,7.7,2.2,0.2,4.4,4.5,24.4,,106.1,93.7,gutiejo01,jorge-gutierrez-1
426,2011-12,UNC,ACC,37,0,482,7.0,22.6,.308,2.6,6.7,.390,4.3,15.9,.273,5.9,7.1,.839,9.3,3.2,1.6,0.7,3.1,6.2,24.2,,106.4,96.8,hairspj02,pj-hairston-1
427,2012-13,UNC,ACC,34,14,804,11.0,25.6,.431,4.9,10.0,.486,6.2,15.6,.396,6.1,7.9,.779,10.2,3.2,3.0,1.0,2.7,4.4,34.4,,123.2,98.1,hairspj02,pj-hairston-1
428,2014-15,UConn,AAC,35,35,1100,8.2,21.5,.380,5.5,13.6,.401,2.7,7.9,.343,3.3,4.9,.667,15.7,7.5,1.9,0.8,4.8,5.1,22.3,,97.5,92.7,hamilda02,daniel-hamilton-1
429,2015-16,UConn,AAC,36,36,1147,8.4,21.6,.387,5.9,14.2,.416,2.5,7.5,.331,4.5,5.3,.860,16.9,8.9,2.0,0.8,4.5,3.5,23.7,,103.9,89.7,hamilda02,daniel-hamilton-1
430,2009-10,Texas,Big 12,34,0,676,9.9,24.1,.410,5.2,11.3,.461,4.7,12.8,.365,3.0,5.1,.578,10.1,4.0,2.2,1.0,3.8,3.5,27.4,,108.6,95.7,hamiljo02,jordan-hamilton-2
431,2010-11,Texas,Big 12,36,36,1159,12.4,28.1,.440,7.8,16.2,.481,4.6,11.9,.385,4.8,6.2,.779,14.1,3.9,1.6,1.2,3.9,3.3,34.2,,115.5,90.6,hamiljo02,jordan-hamilton-2
432,2008-09,Iowa State,Big 12,32,18,438,,,.570,,,.570,,,,,,.656,,,,,,,,,,,hamilju01,justin-hamilton-2
433,2009-10,Iowa State,Big 12,31,31,663,6.4,10.4,.617,6.4,10.4,.617,0.0,0.0,,4.3,6.1,.700,14.5,0.9,0.7,2.9,2.6,6.2,17.1,,124.7,101.1,hamilju01,justin-hamilton-2
434,2011-12,LSU,SEC,33,32,990,9.6,19.5,.494,9.5,18.8,.503,0.2,0.7,.250,6.5,8.4,.781,14.5,1.8,1.5,2.6,3.5,5.1,26.0,,113.1,96.5,hamilju01,justin-hamilton-2
435,2012-13,Purdue,Big Ten,34,27,786,10.9,21.9,.495,10.9,21.9,.495,0.0,0.0,,6.1,9.0,.681,15.8,1.6,0.9,5.2,4.3,5.3,27.8,,106.1,97.1,hammoaj01,aj-hammons-1
436,2013-14,Purdue,Big Ten,31,25,775,8.9,17.3,.513,8.9,17.0,.525,0.0,0.4,.000,7.7,11.0,.701,17.5,1.1,1.0,7.3,5.9,6.9,25.5,,101.8,96.6,hammoaj01,aj-hammons-1
437,2014-15,Purdue,Big Ten,34,23,827,11.7,21.7,.540,11.7,21.1,.553,0.0,0.5,.000,6.8,10.1,.669,16.8,2.3,1.3,7.1,5.4,6.5,30.2,,107.3,92.7,hammoaj01,aj-hammons-1
438,2015-16,Purdue,Big Ten,33,20,813,14.4,24.4,.592,14.0,23.6,.594,0.4,0.8,.545,6.5,9.2,.709,19.6,2.7,0.7,6.1,4.7,5.7,35.9,,117.7,88.7,hammoaj01,aj-hammons-1
439,2006-07,Mississippi State,SEC,35,9,827,,,.429,,,.459,,,.412,,,.784,,,,,,,,,,,hansbbe01,ben-hansbrough-1
440,2007-08,Mississippi State,SEC,30,28,1005,,,.415,,,.571,,,.358,,,.789,,,,,,,,,,,hansbbe01,ben-hansbrough-1
441,2009-10,Notre Dame,Big East,35,35,1241,6.5,14.3,.454,3.1,6.1,.508,3.4,8.2,.414,4.7,6.5,.729,6.8,7.7,1.9,0.3,3.2,4.1,21.1,,123.8,109.0,hansbbe01,ben-hansbrough-1
442,2010-11,Notre Dame,Big East,34,34,1202,10.0,21.0,.479,5.5,10.6,.522,4.5,10.4,.435,7.8,9.5,.815,6.8,7.5,2.1,0.2,4.2,4.6,32.4,,124.9,103.2,hansbbe01,ben-hansbrough-1
443,2010-11,Michigan,Big Ten,35,35,1074,9.5,22.7,.420,5.0,10.3,.483,4.6,12.4,.367,5.5,7.1,.765,8.0,3.5,2.0,0.3,2.7,4.1,29.1,,111.8,101.0,hardati02,tim-hardaway-jr-1
444,2011-12,Michigan,Big Ten,34,34,1162,9.4,22.5,.418,6.4,12.0,.535,3.0,10.5,.283,6.1,8.5,.715,7.3,4.1,0.9,0.6,3.7,4.0,27.8,,105.6,103.9,hardati02,tim-hardaway-jr-1
445,2012-13,Michigan,Big Ten,38,38,1324,9.5,21.7,.437,6.0,12.5,.483,3.4,9.2,.374,3.6,5.2,.694,8.3,4.4,1.2,0.8,3.3,3.4,26.0,,108.5,100.7,hardati02,tim-hardaway-jr-1
446,2011-12,St. John's (NY),Big East,32,32,1155,9.9,22.0,.452,9.1,17.9,.506,0.9,4.1,.215,4.8,7.2,.676,14.2,2.4,2.6,2.3,4.1,3.8,25.6,,102.3,102.0,harklma01,maurice-harkless-1
447,2007-08,Richmond,A-10,29,0,249,,,.450,,,.541,,,.372,,,.412,,,,,,,,,,,harpeju01,justin-harper-1
448,2008-09,Richmond,A-10,36,24,832,,,.411,,,.477,,,.336,,,.675,,,,,,,,,,,harpeju01,justin-harper-1
449,2009-10,Richmond,A-10,35,35,874,9.9,20.4,.483,6.9,11.8,.583,3.0,8.6,.344,3.4,5.1,.681,13.3,2.5,1.9,2.2,3.4,5.8,26.1,,110.8,93.6,harpeju01,justin-harper-1
450,2010-11,Richmond,A-10,37,37,1178,13.2,24.7,.534,9.0,15.4,.585,4.1,9.2,.448,5.1,6.3,.797,13.8,2.3,1.2,2.5,3.0,4.4,35.5,,123.6,94.9,harpeju01,justin-harper-1
451,2012-13,Louisville,Big East,40,3,649,9.0,15.6,.577,9.0,15.6,.577,0.0,0.0,,3.0,5.8,.508,13.5,0.7,1.9,2.5,2.1,4.7,21.0,,117.8,89.3,harremo01,montrezl-harrell-1
452,2013-14,Louisville,AAC,37,37,1083,11.9,19.6,.609,11.8,19.4,.609,0.1,0.2,.667,3.8,8.2,.464,16.6,2.4,2.0,2.6,2.8,4.8,27.8,,121.4,87.1,harremo01,montrezl-harrell-1
