,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,id
336,1974-75,25,DET,NBA,PF,82,2787,13.0,.521,.260,6.9,16.1,11.5,6.4,0.9,0.9,,,,3.6,1.6,5.2,.090,,-1.3,-0.6,-1.8,0.1,rowecu01
337,,26,DET,NBA,PF,80,2998,14.7,.513,.311,7.8,16.3,12.0,8.5,0.7,0.8,,,,4.5,1.7,6.2,.099,,0.4,-0.2,0.2,1.7,rowecu01
338,1976-77,27,BOS,NBA,PF,79,2190,12.6,.542,.380,8.5,16.7,12.6,6.7,0.5,1.1,,,,2.7,2.5,5.2,.114,,-1.5,0.5,-1.0,0.6,rowecu01
339,1977-78,28,BOS,NBA,PF,51,911,9.7,.500,.326,8.5,14.1,11.3,6.6,0.7,0.4,19.6,16.5,,0.2,0.7,0.9,.046,,-2.8,-1.0,-3.7,-0.4,rowecu01
340,1978-79,29,BOS,NBA,PF,53,1222,7.7,.467,.217,7.1,14.9,11.0,7.3,0.6,0.6,18.8,14.9,,-0.5,0.6,0.0,.001,,-3.5,-0.8,-4.3,-0.7,rowecu01
341,1978-79,23,NYK,NBA,SF,58,723,8.2,.529,.699,10.2,14.7,12.4,5.7,1.1,0.6,25.3,12.6,,0.1,0.5,0.6,.040,,-3.0,-0.4,-3.4,-0.3,ruddjo01
342,1966-67,22,NYK,NBA,SF,77,1696,14.2,.487,.289,,,,15.1,,,,,,1.6,0.6,2.2,.061,,,,,,russeca01
343,1967-68,23,NYK,NBA,SF,82,2296,16.7,.514,.293,,,,12.4,,,,,,4.0,1.9,5.9,.124,,,,,,russeca01
344,1968-69,24,NYK,NBA,SF,50,1645,15.2,.503,.299,,,,10.1,,,,,,2.6,1.5,4.1,.119,,,,,,russeca01
345,1969-70,25,NYK,NBA,SF,78,1563,16.9,.530,.207,,,,12.0,,,,,,2.8,2.4,5.2,.161,,,,,,russeca01
346,1970-71,26,NYK,NBA,SF,57,1056,14.7,.471,.236,,,8.3,10.2,,,,,,0.3,1.7,2.0,.093,,,,,,russeca01
347,,27,GSW,NBA,SF,79,2902,17.3,.504,.250,,,6.6,13.3,,,,,,3.7,3.5,7.3,.120,,,,,,russeca01
348,1972-73,28,GSW,NBA,SF,80,2429,15.0,.494,.168,,,6.6,10.7,,,,,,2.5,2.7,5.2,.104,,,,,,russeca01
349,1973-74,29,GSW,NBA,SF,82,2574,17.6,.513,.163,5.3,7.6,6.5,11.3,0.9,0.3,,,,6.0,1.1,7.1,.133,,1.8,-3.0,-1.2,0.5,russeca01
350,1974-75,30,LAL,NBA,SF,40,1055,16.5,.499,.195,3.1,7.3,5.2,17.0,1.2,0.1,,,,1.6,0.2,1.8,.083,,0.3,-3.2,-2.9,-0.2,russeca01
351,1975-76,31,LAL,NBA,SF,74,1625,14.7,.504,.185,3.1,7.6,5.4,11.2,1.4,0.1,,,,2.2,0.9,3.0,.090,,-1.0,-2.7,-3.7,-0.7,russeca01
352,1976-77,32,LAL,NBA,SF,82,2583,15.3,.527,.186,3.5,8.0,5.8,11.6,1.5,0.1,,,,4.9,1.7,6.6,.123,,0.6,-1.4,-0.8,0.8,russeca01
353,1977-78,33,CHI,NBA,SF,36,789,11.6,.479,.188,4.3,7.1,5.7,11.5,1.1,0.3,9.6,18.6,,0.8,0.3,1.1,.070,,-0.9,-2.3,-3.2,-0.2,russeca01
354,1974-75,23,PHO,NBA,SF,69,1059,13.2,.467,.234,7.8,16.8,12.3,11.0,1.8,0.8,,,,0.2,1.1,1.3,.060,,-2.0,-0.4,-2.5,-0.1,saundfr01
355,1975-76,24,PHO,NBA,SF,17,146,12.7,.450,.172,8.3,19.1,13.8,13.3,1.6,0.4,,,,-0.1,0.2,0.1,.026,,-3.0,-1.5,-4.5,-0.1,saundfr01
356,1976-77,25,BOS,NBA,SF,68,1051,10.9,.482,.134,6.9,13.9,10.4,11.6,1.1,0.3,,,,0.0,1.2,1.2,.054,,-2.3,-0.3,-2.6,-0.2,saundfr01
357,1977-78,26,TOT,NBA,SF,56,643,8.9,.448,.154,5.9,10.9,8.5,9.7,1.5,1.1,14.4,17.4,,-0.1,0.6,0.5,.039,,-3.1,-0.5,-3.7,-0.3,saundfr01
358,1977-78,26,BOS,NBA,SF,26,243,4.1,.376,.187,4.7,10.6,7.7,6.0,1.3,0.8,16.9,18.9,,-0.5,0.2,-0.3,-0.050,,-6.6,-1.4,-8.0,-0.4,saundfr01
359,1977-78,26,NOJ,NBA,SF,30,400,11.8,.496,.133,6.6,11.1,8.9,12.0,1.6,1.2,12.7,16.4,,0.4,0.4,0.8,.092,,-1.0,0.0,-1.0,0.1,saundfr01
360,1968-69,23,SFW,NBA,C,31,559,12.6,.469,.522,,,,7.3,,,,,,0.2,0.9,1.1,.095,,,,,,schluda01
361,1969-70,24,SFW,NBA,C,63,685,11.8,.534,.581,,,,4.7,,,,,,0.7,0.9,1.6,.113,,,,,,schluda01
362,1970-71,25,POR,NBA,C,80,1823,14.0,.527,.414,,,15.0,13.2,,,,,,2.3,2.2,4.4,.116,,,,,,schluda01
363,1971-72,26,POR,NBA,C,81,2693,15.8,.581,.485,,,15.0,14.2,,,,,,5.4,0.9,6.3,.112,,,,,,schluda01
364,1972-73,27,PHI,NBA,C,78,1136,15.3,.563,.388,,,13.9,12.4,,,,,,2.2,0.8,3.0,.126,,,,,,schluda01
365,1973-74,28,ATL,NBA,C,57,547,13.3,.522,.370,9.8,18.9,14.3,10.3,2.0,2.1,,,,0.4,0.7,1.1,.098,,-1.8,1.3,-0.6,0.2,schluda01
366,1974-75,29,BUF,NBA,C,76,962,13.1,.579,.680,8.6,18.9,14.0,13.4,0.8,2.2,,,,0.9,1.1,2.0,.102,,-0.5,1.2,0.7,0.7,schluda01
367,1975-76,30,BUF,NBA,C,71,773,10.7,.558,.664,8.1,21.7,15.1,12.9,0.7,1.1,,,,0.3,0.9,1.2,.076,,-2.3,0.7,-1.7,0.1,schluda01
368,1976-77,31,PHO,NBA,C,39,337,8.5,.409,.431,9.6,15.9,12.8,14.3,1.1,1.3,,,,-0.4,0.4,0.1,.009,,-4.4,1.0,-3.4,-0.1,schluda01
369,1977-78,32,POR,NBA,C,10,109,6.0,.464,.947,4.9,15.0,10.0,19.9,1.3,1.0,35.8,15.2,,-0.2,0.2,0.0,-0.006,,-5.0,0.9,-4.1,-0.1,schluda01
370,1977-78,23,CHI,NBA,SF,64,698,11.5,.480,.214,10.5,9.9,10.2,9.2,0.9,0.2,13.8,19.2,,0.5,0.3,0.8,.054,,-1.1,-2.5,-3.7,-0.3,sheppst01
371,1978-79,24,TOT,NBA,SF,42,279,9.2,.506,.447,9.5,8.5,9.0,8.9,1.3,0.2,21.6,16.4,,0.0,0.2,0.1,.023,,-2.8,-1.4,-4.3,-0.2,sheppst01
372,1978-79,24,CHI,NBA,SF,22,203,7.4,.505,.373,8.7,6.4,7.5,9.7,1.1,0.0,26.1,15.8,,-0.1,0.1,0.0,-0.007,,-3.6,-1.5,-5.1,-0.2,sheppst01
373,1978-79,24,DET,NBA,SF,20,76,14.2,.506,.600,11.9,14.1,13.0,6.8,1.8,0.7,11.2,17.8,,0.1,0.1,0.2,.103,,-0.8,-1.2,-2.1,0.0,sheppst01
374,1977-78,22,SAS,NBA,PG,12,95,5.2,.460,.577,5.8,8.5,7.2,24.7,1.4,0.0,36.8,21.0,,-0.2,0.1,-0.2,-0.088,,-5.8,-2.2,-8.0,-0.1,simssc01
375,1971-72,22,BUF,NBA,C,78,3186,15.0,.471,.285,,,18.0,5.1,,,,,,0.4,1.1,1.5,.022,,,,,,smithel01
376,1972-73,23,BUF,NBA,C,76,2829,16.5,.498,.271,,,15.6,9.9,,,,,,3.0,0.9,3.9,.067,,,,,,smithel01
377,1973-74,24,LAL,NBA,C,81,2922,14.5,.479,.262,6.6,21.1,14.2,6.9,1.0,6.4,,,,0.5,5.4,5.9,.097,,-3.5,3.7,0.2,1.6,smithel01
378,1974-75,25,LAL,NBA,C,74,2341,15.9,.500,.329,8.6,24.3,16.5,8.7,1.6,4.6,,,,1.0,3.7,4.7,.097,,-2.0,3.1,1.1,1.8,smithel01
379,1975-76,26,MIL,NBA,C,78,2809,17.7,.545,.365,7.7,24.9,16.6,5.0,1.3,4.4,,,,4.1,4.7,8.7,.149,,-0.6,2.0,1.4,2.4,smithel01
380,1976-77,27,TOT,NBA,C,70,1464,14.9,.499,.420,7.8,23.2,15.4,3.9,1.1,5.2,,,,0.7,2.2,2.9,.094,,-2.9,0.9,-2.1,0.0,smithel01
381,1976-77,27,MIL,NBA,C,34,789,12.6,.480,.415,6.8,20.6,13.6,4.8,1.1,4.4,,,,0.0,0.8,0.8,.051,,-3.6,0.9,-2.7,-0.1,smithel01
382,1976-77,27,CLE,NBA,C,36,675,17.6,.517,.425,9.0,26.3,17.4,2.8,1.1,6.0,,,,0.7,1.4,2.0,.145,,-2.2,0.9,-1.4,0.1,smithel01
383,1977-78,28,CLE,NBA,C,81,1996,19.9,.534,.382,8.9,25.6,17.2,4.2,1.2,4.6,13.0,21.6,,3.0,3.8,6.8,.164,,-0.8,1.3,0.5,1.2,smithel01
384,1978-79,29,CLE,NBA,C,24,332,14.5,.551,.200,14.0,21.4,17.5,5.6,1.0,2.7,22.9,22.0,,0.0,0.3,0.3,.046,,-2.2,-1.2,-3.4,-0.1,smithel01
385,1966-67,22,STL,NBA,SG,55,676,12.3,.464,.183,,,,12.6,,,,,,0.2,0.4,0.6,.045,,,,,,snydedi01
386,1967-68,23,STL,NBA,SG,75,1622,10.4,.468,.272,,,,14.0,,,,,,0.4,1.3,1.8,.052,,,,,,snydedi01
387,1968-69,24,PHO,NBA,SF,81,2108,13.9,.513,.301,,,,14.2,,,,,,3.2,0.6,3.7,.085,,,,,,snydedi01
388,1969-70,25,TOT,NBA,SG,82,2437,14.3,.566,.241,,,,18.7,,,,,,4.9,1.3,6.2,.121,,,,,,snydedi01
389,1969-70,25,PHO,NBA,,6,147,8.3,.526,.178,,,,7.9,,,,,,0.1,0.0,0.2,.058,,,,,,snydedi01
390,1969-70,25,SEA,NBA,SG,76,2290,14.7,.568,.244,,,,19.4,,,,,,4.8,1.2,6.0,.125,,,,,,snydedi01
391,1970-71,26,SEA,NBA,SG,82,2824,17.4,.579,.297,,,4.2,17.8,,,,,,8.8,1.2,10.0,.170,,,,,,snydedi01
392,1971-72,27,SEA,NBA,SG,73,2534,15.8,.576,.276,,,4.3,16.4,,,,,,6.7,1.3,8.0,.152,,,,,,snydedi01
393,1972-73,28,SEA,NBA,SG,82,3060,12.0,.507,.211,,,5.0,14.2,,,,,,3.2,0.9,4.1,.065,,,,,,snydedi01
394,1973-74,29,SEA,NBA,SG,74,2670,14.5,.520,.188,3.1,8.2,5.6,14.3,1.5,0.5,,,,4.4,1.6,6.0,.107,,0.8,-0.7,0.1,1.4,snydedi01
395,1974-75,30,CLE,NBA,SG,82,2590,15.1,.541,.197,1.5,8.3,4.9,16.3,1.3,0.9,,,,4.6,1.8,6.4,.118,,1.0,-0.6,0.4,1.6,snydedi01
396,1975-76,31,CLE,NBA,SG,82,2274,14.7,.538,.213,2.2,6.9,4.5,14.0,1.2,0.8,,,,4.4,1.8,6.2,.131,,1.1,-0.8,0.3,1.3,snydedi01
397,1976-77,32,CLE,NBA,SG,82,1685,13.3,.500,.215,2.7,6.4,4.5,13.9,1.3,1.0,,,,2.2,1.2,3.4,.097,,-0.4,-1.2,-1.6,0.2,snydedi01
398,1977-78,33,CLE,NBA,SG,58,660,12.0,.500,.254,1.4,6.2,3.8,12.0,1.6,1.5,14.6,19.7,,0.3,0.6,0.9,.067,,-2.3,-0.9,-3.2,-0.2,snydedi01
399,1978-79,34,SEA,NBA,SG,56,536,10.8,.489,.273,2.9,6.5,4.7,16.0,1.2,0.6,14.7,17.9,,0.3,0.6,0.9,.080,,-2.6,-1.4,-4.1,-0.3,snydedi01
400,1976-77,22,PHO,NBA,SF,78,1751,12.8,.534,.323,6.1,17.7,11.9,8.3,1.1,1.5,,,,1.3,2.3,3.6,.097,,-2.4,0.7,-1.7,0.1,terreir01
401,1978-79,24,TOT,NBA,SF,49,732,9.3,.499,.268,6.2,13.9,10.1,7.4,1.3,1.9,19.3,14.4,,-0.1,0.7,0.6,.037,,-3.5,0.3,-3.1,-0.2,terreir01
402,1978-79,24,NOJ,NBA,SF,31,572,8.0,.476,.264,6.0,12.4,9.3,5.8,1.2,1.9,18.3,13.1,,-0.2,0.4,0.3,.023,,-3.9,0.3,-3.7,-0.2,terreir01
403,1978-79,24,POR,NBA,SF,18,160,14.1,.561,.278,6.9,19.0,12.8,13.2,2.0,2.1,21.9,19.1,,0.1,0.2,0.3,.087,,-1.9,0.5,-1.3,0.0,terreir01
404,1974-75,23,SEA,NBA,PF,19,87,17.6,.483,.459,14.1,11.8,13.0,8.3,2.1,3.6,,,,0.1,0.1,0.2,.097,,-0.1,-0.5,-0.6,0.0,tolsode01
405,1976-77,25,SEA,NBA,PF,60,587,20.8,.575,.657,12.3,15.4,13.8,7.2,2.4,1.9,,,,1.2,0.8,2.0,.166,,2.7,-0.9,1.9,0.6,tolsode01
406,1977-78,26,SEA,NBA,PF,1,7,-7.1,.000,.000,0.0,0.0,0.0,32.8,0.0,0.0,50.0,10.9,,0.0,0.0,0.0,-0.196,,-14.4,-8.7,-23.1,0.0,tolsode01
407,1969-70,22,CIN,NBA,PG,81,2895,9.8,.454,.299,,,,20.5,,,,,,-0.4,2.5,2.1,.035,,,,,,vanlino01
408,1970-71,23,CIN,NBA,SG,82,3324,16.2,.494,.387,,,7.9,30.7,,,,,,3.0,3.0,6.0,.086,,,,,,vanlino01
409,1971-72,24,TOT,NBA,PG,79,2415,16.0,.507,.394,,,7.1,29.8,,,,,,2.6,5.1,7.7,.152,,,,,,vanlino01
410,1971-72,24,CIN,NBA,PG,10,275,9.9,.366,.244,,,10.5,24.1,,,,,,-0.5,0.1,-0.4,-0.070,,,,,,vanlino01
411,1971-72,24,CHI,NBA,PG,69,2140,16.8,.524,.414,,,6.7,30.5,,,,,,3.1,4.9,8.1,.181,,,,,,vanlino01
412,1972-73,25,CHI,NBA,PG,80,2882,15.7,.481,.198,,,7.6,27.6,,,,,,2.0,5.7,7.7,.129,,,,,,vanlino01
413,,26,CHI,NBA,PG,80,2863,15.5,.470,.352,4.1,9.7,6.8,28.0,2.6,0.1,,,,0.8,4.4,5.2,.087,,1.6,1.4,3.0,3.6,vanlino01
414,1974-75,27,CHI,NBA,PG,70,2590,15.5,.477,.307,3.5,9.8,6.7,24.3,2.6,0.3,,,,1.8,3.8,5.6,.104,,1.5,1.1,2.6,3.0,vanlino01
415,,28,CHI,NBA,PG,76,3026,13.0,.424,.323,4.3,9.7,6.8,24.8,2.4,0.5,,,,-0.2,3.3,3.2,.051,,0.1,1.5,1.5,2.7,vanlino01
416,,29,CHI,NBA,PG,82,3097,13.4,.485,.420,3.6,8.9,6.2,28.4,2.0,0.3,,,,1.9,3.6,5.5,.085,,0.0,0.9,0.9,2.3,vanlino01
417,1977-78,30,CHI,NBA,PG,78,2524,11.7,.495,.480,3.7,8.5,6.1,27.6,2.7,0.1,25.7,12.4,,1.8,2.0,3.8,.073,,-0.5,0.2,-0.3,1.1,vanlino01
418,1978-79,31,MIL,NBA,PG,38,555,11.0,.536,.675,1.6,6.4,4.0,30.7,3.5,0.3,32.9,10.4,,0.5,0.6,1.1,.093,,-2.4,-0.7,-3.2,-0.2,vanlino01
419,1977-78,21,WSB,NBA,SG,40,384,9.0,.438,.596,5.4,8.0,6.7,18.6,1.6,0.6,23.4,26.0,,-0.7,0.3,-0.4,-0.045,,-4.4,-1.6,-6.0,-0.4,walkeph01
420,1977-78,22,TOT,NBA,PF,38,561,11.4,.499,.257,8.3,19.2,13.5,2.5,1.4,3.4,21.6,19.3,,-0.5,0.8,0.3,.026,,-4.6,0.2,-4.4,-0.3,washiwi01
421,1977-78,22,PHI,NBA,PF,14,38,5.5,.439,.316,5.5,30.9,18.7,3.7,1.2,2.7,31.6,31.5,,-0.2,0.1,-0.1,-0.184,,-13.2,-2.5,-15.7,-0.1,washiwi01
422,1977-78,22,NJN,NBA,PF,24,523,11.9,.506,.251,8.5,18.3,13.2,2.4,1.4,3.5,20.3,18.4,,-0.3,0.7,0.4,.041,,-4.0,0.4,-3.6,-0.2,washiwi01
423,1978-79,23,NJN,NBA,PF,62,1139,12.9,.523,.240,7.8,19.8,13.6,6.0,1.2,3.2,17.0,19.0,,0.2,1.7,1.8,.077,,-3.0,0.5,-2.5,-0.1,washiwi01
424,1973-74,22,SEA,NBA,PG,62,1424,14.7,.429,.304,4.7,7.9,6.2,32.1,3.5,0.5,,,,-0.5,1.6,1.2,.039,,0.5,0.5,1.0,1.1,wattssl01
425,1974-75,23,SEA,NBA,PG,82,2056,15.2,.450,.278,4.7,8.4,6.5,31.8,4.2,0.3,,,,-0.1,2.8,2.7,.063,,0.6,1.5,2.1,2.1,wattssl01
426,1975-76,24,SEA,NBA,PG,82,2776,17.2,.457,.339,4.1,9.6,6.8,32.2,4.2,0.3,,,,0.9,3.8,4.7,.080,,2.2,1.8,4.0,4.2,wattssl01
427,1976-77,25,SEA,NBA,PG,79,2627,16.3,.449,.289,3.0,9.2,6.0,34.0,3.7,0.5,,,,-0.3,3.6,3.3,.060,,1.5,1.3,2.8,3.2,wattssl01
428,1977-78,26,TOT,NBA,PG,71,1584,10.9,.423,.280,3.7,7.6,5.6,24.8,3.1,1.0,21.1,19.1,,-1.3,2.1,0.8,.025,,-2.6,0.8,-1.8,0.1,wattssl01
429,1977-78,26,SEA,NBA,PG,32,809,9.3,.423,.195,2.5,7.9,5.1,22.4,3.0,0.9,23.8,18.2,,-1.0,1.2,0.2,.009,,-3.4,1.1,-2.4,-0.1,wattssl01
430,1977-78,26,NOJ,NBA,PG,39,775,12.7,.423,.360,4.9,7.2,6.1,27.3,3.1,1.1,18.7,19.9,,-0.3,0.9,0.7,.041,,-1.6,0.5,-1.2,0.2,wattssl01
431,1978-79,27,HOU,NBA,PG,61,1046,11.3,.439,.295,3.7,7.0,5.4,27.2,3.2,0.7,21.7,12.3,,0.4,0.8,1.2,.057,,-1.4,0.3,-1.1,0.2,wattssl01
432,1974-75,23,PHO,NBA,C,79,1040,15.2,.422,.261,15.2,30.1,22.5,13.1,1.2,1.7,,,,-0.5,1.6,1.0,.048,,-2.1,0.5,-1.6,0.1,williea01
433,1975-76,24,DET,NBA,C,46,562,15.2,.490,.289,18.6,27.7,23.1,4.2,1.8,1.9,,,,0.5,0.8,1.3,.114,,-1.3,0.0,-1.3,0.1,williea01
434,1976-77,25,NYN,NBA,C,1,7,11.2,.323,3.000,13.8,15.3,14.5,18.2,0.0,8.0,,,,-0.1,0.0,0.0,-0.328,,-5.0,-0.2,-5.2,0.0,williea01
435,1978-79,27,BOS,NBA,C,20,273,15.3,.457,.195,16.5,26.2,21.4,6.3,2.0,1.7,13.0,22.0,,0.0,0.4,0.4,.069,,-2.2,-1.0,-3.1,-0.1,williea01
436,1971-72,21,CIN,NBA,SG,81,2173,11.2,.461,.178,,,8.5,11.8,,,,,,-0.2,0.7,0.4,.009,,,,,,willina01
437,1972-73,22,KCO,NBA,SG,80,1979,12.9,.504,.152,,,8.9,9.2,,,,,,2.3,0.1,2.5,.060,,,,,,willina01
438,1973-74,23,KCO,NBA,SF,82,2513,15.5,.500,.203,4.9,9.4,7.2,11.3,2.7,0.7,,,,1.9,2.1,4.0,.077,,0.4,-0.4,-0.1,1.2,willina01
439,1974-75,24,TOT,NBA,SG,85,1945,17.5,.520,.223,5.3,12.5,8.8,12.7,2.2,0.8,,,,2.4,2.1,4.5,.112,,1.0,-0.9,0.0,1.0,willina01
440,1974-75,24,KCO,NBA,SG,50,1131,16.1,.493,.202,5.3,11.1,8.2,11.7,2.2,1.1,,,,0.8,1.3,2.1,.087,,-0.1,-1.2,-1.3,0.2,willina01
441,1974-75,24,NOJ,NBA,SG,35,814,19.5,.559,.252,5.2,14.5,9.7,14.2,2.4,0.4,,,,1.7,0.8,2.5,.146,,2.5,-0.6,1.9,0.8,willina01
442,1975-76,25,NOJ,NBA,SF,81,1935,15.9,.493,.252,6.9,11.7,9.3,8.8,2.5,0.5,,,,1.8,2.4,4.3,.106,,0.0,-0.6,-0.6,0.7,willina01
443,1976-77,26,NOJ,NBA,SF,79,1776,14.7,.486,.212,5.9,10.7,8.3,8.1,1.9,0.5,,,,1.0,1.8,2.8,.077,,-1.3,-1.5,-2.8,-0.4,willina01
444,1977-78,27,TOT,NBA,SG,73,1249,14.8,.466,.167,5.1,11.1,8.1,9.0,2.1,1.4,9.6,26.7,,0.4,1.5,1.9,.073,,-1.6,-1.6,-3.2,-0.4,willina01
445,1977-78,27,NOJ,NBA,SG,27,434,14.4,.458,.173,6.1,13.7,10.0,11.3,2.1,1.4,9.8,22.3,,0.3,0.5,0.8,.091,,-1.3,-0.2,-1.5,0.1,willina01
446,1977-78,27,GSW,NBA,SG,46,815,15.0,.470,.165,4.6,9.7,7.1,7.8,2.0,1.4,9.6,29.1,,0.1,0.9,1.1,.063,,-1.8,-2.3,-4.1,-0.4,willina01
447,1978-79,28,GSW,NBA,SG,81,1299,14.7,.542,.206,5.6,11.6,8.6,6.7,2.0,0.2,13.1,22.2,,1.4,1.5,2.9,.107,,-0.9,-1.1,-2.0,0.0,willina01
448,1974-75,24,CHI,NBA,SG,48,425,20.4,.551,.258,4.5,8.4,6.4,16.1,2.5,0.1,,,,1.0,0.6,1.6,.181,,3.2,-2.1,1.1,0.3,wilsobo03
449,1975-76,25,CHI,NBA,SG,58,856,11.5,.425,.119,3.5,7.8,5.5,10.9,1.4,0.1,,,,-0.4,0.6,0.2,.013,,-2.8,-3.2,-5.9,-0.9,wilsobo03
450,1976-77,26,BOS,NBA,SG,25,131,6.8,.379,.220,2.3,4.5,3.4,14.7,1.0,0.0,,,,-0.2,0.1,-0.1,-0.055,,-6.3,-3.3,-9.6,-0.3,wilsobo03
451,1977-78,27,IND,NBA,SG,12,86,6.6,.402,.083,6.6,7.0,6.8,12.9,1.0,0.6,13.9,18.9,,-0.1,0.0,0.0,-0.015,,-3.8,-2.5,-6.3,-0.1,wilsobo03
452,1971-72,22,PHI,NBA,PG,79,1628,11.1,.488,.363,,,4.2,18.6,,,,,,1.0,1.2,2.1,.063,,,,,,wohlda01
453,1972-73,23,TOT,NBA,PG,78,1933,10.4,.488,.234,,,2.7,22.0,,,,,,1.3,0.4,1.7,.042,,,,,,wohlda01
454,1972-73,23,POR,NBA,PG,22,393,9.6,.459,.289,,,2.5,21.9,,,,,,0.1,0.1,0.2,.019,,,,,,wohlda01
455,1972-73,23,BUF,NBA,PG,56,1540,10.6,.495,.220,,,2.7,22.0,,,,,,1.2,0.3,1.5,.048,,,,,,wohlda01
456,1973-74,24,TOT,NBA,PG,67,1055,13.0,.492,.368,1.1,3.3,2.2,27.9,3.2,0.1,,,,0.3,0.7,1.0,.043,,-1.5,-2.7,-4.2,-0.6,wohlda01
457,1973-74,24,BUF,NBA,PG,41,606,10.8,.459,.400,1.2,3.5,2.4,24.9,2.3,0.1,,,,-0.2,0.3,0.1,.008,,-3.0,-3.0,-6.0,-0.6,wohlda01
458,1973-74,24,HOU,NBA,PG,26,449,16.0,.533,.331,1.0,3.1,2.0,31.9,4.3,0.1,,,,0.4,0.4,0.8,.090,,0.6,-2.3,-1.7,0.0,wohlda01
459,1974-75,25,HOU,NBA,PG,75,1722,12.0,.477,.229,1.7,5.6,3.6,26.2,2.0,0.3,,,,0.5,0.9,1.4,.039,,-1.7,-1.9,-3.6,-0.7,wohlda01
460,1975-76,26,HOU,NBA,PG,50,700,8.8,.461,.301,1.4,7.1,4.3,19.9,1.7,0.1,,,,-0.2,0.2,0.0,-0.003,,-3.6,-2.1,-5.7,-0.7,wohlda01
461,1976-77,27,TOT,NBA,PG,51,986,10.3,.445,.307,1.6,7.0,4.2,21.3,1.8,0.3,,,,-0.6,0.8,0.2,.008,,-3.0,-0.9,-4.0,-0.5,wohlda01
462,1976-77,27,HOU,NBA,PG,14,62,9.2,.480,.235,1.8,6.8,4.4,31.0,0.0,0.0,,,,0.0,0.0,0.0,-0.031,,-1.5,-4.9,-6.4,-0.1,wohlda01
463,1976-77,27,NYN,NBA,PG,37,924,10.4,.443,.311,1.6,7.0,4.2,20.6,2.0,0.4,,,,-0.6,0.8,0.2,.010,,-3.1,-0.7,-3.8,-0.4,wohlda01
464,1977-78,28,NJN,NBA,PG,10,118,1.5,.446,.353,0.8,2.6,1.6,14.0,1.1,0.0,28.9,17.3,,-0.2,0.0,-0.2,-0.079,,-7.1,-3.1,-10.1,-0.2,wohlda01
