,season,school_name,conf_abbr,g,gs,mp,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
1071,1953-54,San Francisco,CBA,21,,,.509,,.686,,,,,,,,russebi01,bill-russell-1
1072,1954-55,San Francisco,CBA,29,,,.560,,.657,,,,,,,,russebi01,bill-russell-1
1073,1955-56,San Francisco,CBA,29,,,.514,,.442,,,,,,,,russebi01,bill-russell-1
1074,1972-73,Michigan,Big Ten,24,24,,.479,,.300,,,,,,,,russeca02,campy-russell-1
1075,1973-74,Michigan,Big Ten,27,27,,.513,,.315,,,,,,,,russeca02,campy-russell-1
1076,1947-48,Seton Hall,Ind,,,,,,,,,,,,,,saulpe01,frank-saul-1
1077,1948-49,Seton Hall,Ind,24,,,.422,,.356,,,,,,,,saulpe01,frank-saul-1
1078,1977-78,LSU,SEC,26,,599,.465,,.156,,,,,,,,scalede01,dewayne-scales-1
1079,1978-79,LSU,SEC,26,,801,.571,,.207,,,,,,,,scalede01,dewayne-scales-1
1080,1979-80,LSU,SEC,32,,929,.556,,.201,,,,,,,,scalede01,dewayne-scales-1
1081,1973-74,Purdue,Big Ten,29,0,393,.550,,.479,,,,,,,,schefto01,tom-scheffler-1
1082,1974-75,Purdue,Big Ten,28,7,344,.546,,.520,,,,,,,,schefto01,tom-scheffler-1
1083,1975-76,Purdue,Big Ten,25,,588,.610,,.576,,,,,,,,schefto01,tom-scheffler-1
1084,1976-77,Purdue,Big Ten,28,28,532,.581,,.475,,,,,,,,schefto01,tom-scheffler-1
1085,1973-74,Oral Roberts,Ind,4,,,.424,,1.000,,,,,,,,scottal01,alvin-scott-1
1086,1974-75,Oral Roberts,Ind,28,,,.490,,.427,,,,,,,,scottal01,alvin-scott-1
1087,1975-76,Oral Roberts,Ind,26,,,.600,,.245,,,,,,,,scottal01,alvin-scott-1
1088,1976-77,Oral Roberts,Ind,28,,,.485,,.250,,,,,,,,scottal01,alvin-scott-1
1089,1967-68,UNC,ACC,32,,,.505,,.288,,,,,,,,scottch01,charlie-scott-1
1090,1968-69,UNC,ACC,32,,,.535,,.331,,,,,,,,scottch01,charlie-scott-1
1091,1969-70,UNC,ACC,27,,,.513,,.352,,,,,,,,scottch01,charlie-scott-1
1092,1951-52,Santa Clara,Ind,25,,,.442,,.186,,,,,,,,searske01,ken-sears-1
1093,1952-53,Santa Clara,CBA,27,,,.428,,.359,,,,,,,,searske01,ken-sears-1
1094,1953-54,Santa Clara,CBA,27,,,.509,,.566,,,,,,,,searske01,ken-sears-1
1095,1954-55,Santa Clara,CBA,24,,,.596,,.697,,,,,,,,searske01,ken-sears-1
1096,1946-47,USC,PCC,10,,,,,,,,,,,,,sharmbi01,bill-sharman-1
1097,1947-48,USC,PCC,24,,,,,,,,,,,,,sharmbi01,bill-sharman-1
1098,1948-49,USC,PCC,24,,,,,,,,,,,,,sharmbi01,bill-sharman-1
1099,1949-50,USC,PCC,24,,,,,,,,,,,,,sharmbi01,bill-sharman-1
1100,1976-77,Georgetown,Ind,7,,,.469,,.355,,,,,,,,sheltcr01,craig-shelton-1
1101,1977-78,Georgetown,Ind,26,,818,.594,,.369,,,,,,,,sheltcr01,craig-shelton-1
1102,1978-79,Georgetown,Ind,29,,952,.639,,.416,,,,,,16.3,,sheltcr01,craig-shelton-1
1103,1979-80,Georgetown,Big East,31,31,1027,.648,,.462,,,,,,13.4,,sheltcr01,craig-shelton-1
1104,1973-74,Oregon State,Pac-8,26,,,.538,,.288,,,,,,,,sheltlo01,lonnie-shelton-1
1105,1974-75,Oregon State,Pac-8,31,,,.564,,.301,,,,,,10.8,,sheltlo01,lonnie-shelton-1
1106,1975-76,Oregon State,Pac-8,23,,,.588,,.375,,,,,,18.1,,sheltlo01,lonnie-shelton-1
1107,1977-78,Jackson State,SWAC,22,,,.553,,.207,,,,,,,,shortpu01,purvis-short-1
1108,1951-52,Maryland,Southern,21,,,.419,,.297,,,,,,,,shuege01,gene-shue-1
1109,1952-53,Maryland,Southern,23,,,.528,,.595,,,,,,,,shuege01,gene-shue-1
1110,1953-54,Maryland,ACC,28,,,.567,,.477,,,,,,,,shuege01,gene-shue-1
1111,1972-73,Notre Dame,Ind,30,,,.608,,.412,,,,,,,,shumajo01,john-shumate-1
1112,1973-74,Notre Dame,Ind,29,,1029,.648,,.437,,,,,,,,shumajo01,john-shumate-1
1113,1975-76,Purdue,Big Ten,27,0,436,.585,,.309,,,,,,,,sichtje01,jerry-sichting-1
1114,1976-77,Purdue,Big Ten,28,0,536,.620,,.527,,,,,,,,sichtje01,jerry-sichting-1
1115,1977-78,Purdue,Big Ten,21,27,975,.577,,.386,,3.2,23.4,,0.0,,,sichtje01,jerry-sichting-1
1116,1978-79,Purdue,Big Ten,35,35,1202,.561,,.322,,,,,,,,sichtje01,jerry-sichting-1
1117,1961-62,Creighton,Ind,25,,,.440,,.410,,,,,,,,silaspa01,paul-silas-1
1118,1962-63,Creighton,Ind,27,,,.448,,.429,,,,,,,,silaspa01,paul-silas-1
1119,1963-64,Creighton,Ind,29,,,.432,,.367,,,,,,,,silaspa01,paul-silas-1
1120,1969-70,Michigan State,Big Ten,23,,,.499,,.287,,,,,,,,simpsra01,ralph-simpson-1
1121,1971-72,UMass,Yankee,26,,799,.566,,.586,,,,,,,,skinnal01,al-skinner-1
1122,1972-73,UMass,Yankee,27,,900,.565,,.344,,,,,,,,skinnal01,al-skinner-1
1123,1973-74,UMass,Yankee,26,,917,.651,,.392,,,,,,,,skinnal01,al-skinner-1
1124,1966-67,Tulsa,MVC,27,,,.522,,.261,,,,,,,,smithbi02,bingo-smith-1
1125,1967-68,Tulsa,MVC,23,,,.446,,.162,,,,,,,,smithbi02,bingo-smith-1
1126,1968-69,Tulsa,MVC,27,,,.518,,.216,,,,,,,,smithbi02,bingo-smith-1
1127,1977-78,Alcorn State,SWAC,22,,,.599,,.320,,,,,,,,smithla01,larry-smith-1
1128,1978-79,Alcorn State,SWAC,29,,,.600,,.394,,,,,,11.9,,smithla01,larry-smith-1
1129,1979-80,Alcorn State,SWAC,26,,849,.609,,.532,,,,,,13.5,,smithla01,larry-smith-1
1130,1971-72,San Francisco,WCAC,28,,,.567,,.525,,,,,,,,smithph01,phil-smith-1
1131,1972-73,San Francisco,WCAC,28,,,.532,,.289,,,,,,,,smithph01,phil-smith-1
1132,1973-74,San Francisco,WCAC,28,,,.500,,.282,,,,,,,,smithph01,phil-smith-1
1133,1974-75,UNLV,WCAC,29,,659,.561,,.310,,,,,,20.8,,smithro01,robert-smith-1
1134,1975-76,UNLV,Ind,31,,739,.531,,.335,,,,,,17.4,,smithro01,robert-smith-1
1135,1976-77,UNLV,Ind,32,,896,.554,,.333,,,,,,13.2,,smithro01,robert-smith-1
1136,1975-76,UNLV,Ind,31,,724,.546,,.255,,,,,,8.9,,smithsa02,sam-smith-1
1137,1976-77,UNLV,Ind,29,,731,.546,,.203,,,,,,9.8,,smithsa02,sam-smith-1
1138,1974-75,Missouri,Big 8,27,,,.505,,.255,,,,,,,,smithwi02,willie-smith-1
1139,1975-76,Missouri,Big 8,31,,,.525,,.362,,,,,,,,smithwi02,willie-smith-1
1140,1973-74,UNLV,WCAC,25,,,.496,,.221,,,,,,,,soberri01,ricky-sobers-1
1141,1974-75,UNLV,WCAC,29,,1002,.543,,.302,,,,,,20.0,,soberri01,ricky-sobers-1
1142,1975-76,Duke,ACC,23,,,.579,,.443,,,,,,,,spanaji01,jim-spanarkel-1
1143,1976-77,Duke,ACC,27,,,.603,,.631,,,,,,,,spanaji01,jim-spanarkel-1
1144,1977-78,Duke,ACC,34,,,.609,,.554,,,,,,,,spanaji01,jim-spanarkel-1
1145,1978-79,Duke,ACC,30,,,.556,,.382,,,,,,,,spanaji01,jim-spanarkel-1
1146,1976-77,Villanova,ECBL,33,,,.545,,.218,,,,,,,,sparrro01,rory-sparrow-1
1147,1977-78,Villanova,EAA,32,,1036,.549,,.371,,,,,,,,sparrro01,rory-sparrow-1
1148,1978-79,Villanova,EAA,28,,877,.547,,.216,,,,,,,,sparrro01,rory-sparrow-1
1149,1979-80,Villanova,EAA,31,,937,.601,,.317,,,,,,,,sparrro01,rory-sparrow-1
1150,1970-71,Holy Cross,Ind,26,,,.516,,.474,,,,,,,,stacoke01,kevin-stacom-1
1151,1971-72,Providence,Ind,,,,,,,,,,,,,,stacoke01,kevin-stacom-1
1152,1972-73,Providence,Ind,31,,1111,.583,,.202,,,,,,,,stacoke01,kevin-stacom-1
1153,1973-74,Providence,Ind,32,,1140,.530,,.158,,,,,,,,stacoke01,kevin-stacom-1
1154,1968-69,Kentucky,SEC,28,,863,.481,,.269,,,,,,,,steella01,larry-steele-1
1155,1969-70,Kentucky,SEC,23,,653,.535,,.262,,,,,,,,steella01,larry-steele-1
1156,1970-71,Kentucky,SEC,24,,779,.553,,.373,,9.0,,,,,,steella01,larry-steele-1
1157,1976-77,Montana,Big Sky,19,,,.491,,.818,,,,,,,,stroejo01,john-stroeder-1
1158,1977-78,Montana,Big Sky,28,,,.563,,.329,,,,,,,,stroejo01,john-stroeder-1
1159,1978-79,Montana,Big Sky,27,27,,.542,,.435,,,,,,11.2,,stroejo01,john-stroeder-1
1160,1979-80,Montana,Big Sky,24,22,653,.528,,.408,,,,,,14.9,,stroejo01,john-stroeder-1
1161,1976-77,Ole Miss,SEC,26,,,.503,,.346,,,,,,,,stroujo01,john-stroud-1
1162,1977-78,Ole Miss,SEC,27,,,.516,,.230,,,,,,,,stroujo01,john-stroud-1
1163,1978-79,Ole Miss,SEC,27,27,1052,.621,,.405,,,,,,,,stroujo01,john-stroud-1
1164,1979-80,Ole Miss,SEC,30,,1123,.621,,.623,,12.9,5.9,,,,,stroujo01,john-stroud-1
1165,1972-73,Marquette,Ind,16,,,.423,,.192,,,,,,,,tatumea01,earl-tatum-1
1166,1973-74,Marquette,Ind,31,,,.480,,.229,,,,,,,,tatumea01,earl-tatum-1
1167,1974-75,Marquette,Ind,27,,,.508,,.234,,,,,,,,tatumea01,earl-tatum-1
1168,1975-76,Marquette,Ind,29,,1003,.507,,.130,,,,,,,,tatumea01,earl-tatum-1
1169,1970-71,Princeton,Ivy,24,,,.521,,.214,,,,,,,,taylobr01,brian-taylor-1
1170,1971-72,Princeton,Ivy,27,,,.568,,.376,,,,,,,,taylobr01,brian-taylor-1
1171,1975-76,UNLV,Ind,31,,496,.480,,.368,,,,,,25.9,,theusre01,reggie-theus-1
1172,1976-77,UNLV,Ind,32,,814,.551,,.369,,,,,,16.3,,theusre01,reggie-theus-1
1173,1977-78,UNLV,Ind,28,,990,.543,,.532,,,,,,19.2,,theusre01,reggie-theus-1
1174,1972-73,North Carolina State,ACC,27,,,.611,,.341,,,,,,,,thompda01,david-thompson-1
1175,1973-74,North Carolina State,ACC,31,,1097,.581,,.350,,,,,,,,thompda01,david-thompson-1
1176,1974-75,North Carolina State,ACC,28,,,.575,,.310,,,,,,,,thompda01,david-thompson-1
1177,1974-75,Minnesota,Big Ten,23,,,.569,,.363,,,,,,,,thompmy01,mychal-thompson-1
1178,1975-76,Minnesota,Big Ten,25,,,.597,,.371,,,,,,,,thompmy01,mychal-thompson-1
1179,1976-77,Minnesota,Big Ten,27,,,.624,,.319,,,,,,,,thompmy01,mychal-thompson-1
1180,1977-78,Minnesota,Big Ten,21,,,.553,,.329,,,,,,,,thompmy01,mychal-thompson-1
1181,1960-61,Bowling Green State,MAC,24,,,.437,,.302,,,,,,,,thurmna01,nate-thurmond-1
1182,1961-62,Bowling Green State,MAC,25,,,.477,,.316,,,,,,,,thurmna01,nate-thurmond-1
1183,1962-63,Bowling Green State,MAC,27,,,.479,,.423,,,,,,,,thurmna01,nate-thurmond-1
1184,1967-68,Michigan,Big Ten,24,23,,.485,,.175,,,,,,,,tomjaru01,rudy-tomjanovich-1
1185,1968-69,Michigan,Big Ten,24,24,,.511,,.242,,,,,,,,tomjaru01,rudy-tomjanovich-1
1186,1969-70,Michigan,Big Ten,24,23,,.516,,.331,,,,,,,,tomjaru01,rudy-tomjanovich-1
1187,1975-76,Marquette,Ind,29,,352,.619,,.355,,,,,,,,toonebe01,bernard-toone-1
1188,1976-77,Marquette,Ind,32,,438,.449,,.273,,,,,,,,toonebe01,bernard-toone-1
1189,1977-78,Marquette,Ind,28,,687,.520,,.136,,,,,,,,toonebe01,bernard-toone-1
1190,1978-79,Marquette,Ind,29,,918,.520,,.172,,,,,,,,toonebe01,bernard-toone-1
1191,1972-73,North Carolina State,ACC,27,,,.493,,.192,,,,,,,,towemo01,monte-towe-1
1192,1973-74,North Carolina State,ACC,31,,992,.550,,.228,,,,,,,,towemo01,monte-towe-1
1193,1974-75,North Carolina State,ACC,28,,,.499,,.246,,,,,,,,towemo01,monte-towe-1
1194,1974-75,UCLA,Pac-8,20,,,.439,,.231,,,,,,,,townsra01,raymond-townsend-1
1195,1975-76,UCLA,Pac-8,32,,,.529,,.192,,,,,,,,townsra01,raymond-townsend-1
1196,1976-77,UCLA,Pac-8,22,,469,.441,,.172,,,,,,,,townsra01,raymond-townsend-1
1197,1977-78,UCLA,Pac-8,27,,862,.560,,.142,,,,,,,,townsra01,raymond-townsend-1
1198,1951-52,Cincinnati,MAC,16,,,.350,,.325,,,,,,,,twymaja01,jack-twyman-1
1199,1952-53,Cincinnati,MAC,24,,716,.462,,.443,,,,,,,,twymaja01,jack-twyman-1
1200,1953-54,Cincinnati,Ind,21,,777,.447,,.327,,,,,,,,twymaja01,jack-twyman-1
1201,1954-55,Cincinnati,Ind,29,,1097,.495,,.306,,,,,,,,twymaja01,jack-twyman-1
1202,1965-66,Louisville,MVC,26,,,.551,,.540,,,,,,,,unselwe01,wes-unseld-1
1203,1966-67,Louisville,MVC,28,,,.571,,.473,,,,,,,,unselwe01,wes-unseld-1
1204,1967-68,Louisville,MVC,28,,,.629,,.720,,,,,,,,unselwe01,wes-unseld-1
1205,1976-77,Old Dominion,Ind,29,,,.544,,.160,,,,,,,,valenro01,ronnie-valentine-1
1206,1977-78,Old Dominion,Ind,22,,,.522,,.198,,,,,,,,valenro01,ronnie-valentine-1
1207,1978-79,Old Dominion,Ind,20,,677,.548,,.299,,,,,,,,valenro01,ronnie-valentine-1
1208,1979-80,Old Dominion,ECACS,30,,974,.535,,.189,,,,,,,,valenro01,ronnie-valentine-1
1209,1971-72,Vanderbilt,SEC,26,,893,.522,,.855,,,,,,,,vanbrja01,jan-van-breda-kolff-1
1210,1972-73,Vanderbilt,SEC,26,,911,.433,,.370,,,,,,,,vanbrja01,jan-van-breda-kolff-1
1211,1973-74,Vanderbilt,SEC,28,,982,.519,,.273,,,,,,,,vanbrja01,jan-van-breda-kolff-1
1212,1976-77,UCLA,Pac-8,23,,230,.525,,.243,,,,,,,,vandeki01,kiki-vandeweghe-1
1213,1977-78,UCLA,Pac-8,28,,592,.575,,.364,,,,,,,,vandeki01,kiki-vandeweghe-1
1214,1978-79,UCLA,Pac-10,30,,916,.662,,.438,,,,,,15.0,,vandeki01,kiki-vandeweghe-1
1215,1979-80,UCLA,Pac-10,32,,1081,.607,,.467,,,,,,11.9,,vandeki01,kiki-vandeweghe-1
1216,1974-75,UCLA,Pac-8,13,,,.485,,.765,,,,,,,,vromabr01,brett-vroman-1
1217,1975-76,UCLA,Pac-8,22,,,.525,,.613,,,,,,,,vromabr01,brett-vroman-1
1218,1976-77,UCLA,Pac-8,29,,457,.566,,.260,,,,,,,,vromabr01,brett-vroman-1
1219,1977-78,UNLV,Ind,,,,,,,,,,,,,,vromabr01,brett-vroman-1
1220,1978-79,UNLV,Ind,29,,696,.494,,.257,,,,,,16.4,,vromabr01,brett-vroman-1
1221,1959-60,Bradley,MVC,29,,,.578,,.537,,,,,,,,walkech01,chet-walker-1
1222,1960-61,Bradley,MVC,26,,,.605,,.591,,,,,,,,walkech01,chet-walker-1
1223,1961-62,Bradley,MVC,26,,,.561,,.472,,,,,,,,walkech01,chet-walker-1
1224,1972-73,Virginia,ACC,23,,662,.586,,.194,,,,,,13.2,,walkewa01,wally-walker-1
1225,1973-74,Virginia,ACC,26,,806,.521,,.173,,,,,,12.2,,walkewa01,wally-walker-1
1226,1974-75,Virginia,ACC,25,,756,.509,,.176,,,,,,15.1,,walkewa01,wally-walker-1
1227,1975-76,Virginia,ACC,30,,1007,.586,,.389,,,,,,13.8,,walkewa01,wally-walker-1
1228,1971-72,UCLA,Pac-8,30,,,.662,,.599,,,,,,,,waltobi01,bill-walton-1
1229,1972-73,UCLA,Pac-8,30,,,.645,,.239,,,,,,,,waltobi01,bill-walton-1
1230,1973-74,UCLA,Pac-8,27,,,.658,,.287,,,,,,,,waltobi01,bill-walton-1
1231,1973-74,Marquette,Ind,31,,,.464,,.245,,,,,,,,waltoll01,lloyd-walton-1
1232,1974-75,Marquette,Ind,27,,,.494,,.244,,,,,,,,waltoll01,lloyd-walton-1
1233,1975-76,Marquette,Ind,29,,1052,.458,,.185,,,,,,,,waltoll01,lloyd-walton-1
1234,1970-71,American,Mid-Atl,25,,,.509,,.495,,,,,,,,washike01,kermit-washington-1
1235,1971-72,American,Mid-Atl,23,,,.569,,.406,,,,,,,,washike01,kermit-washington-1
1236,1972-73,American,Mid-Atl,25,,899,.532,,.310,,,,,,,,washike01,kermit-washington-1
1237,1973-74,UCLA,Pac-8,24,,,.515,,.425,,,,,,,,washiri01,richard-washington-1
1238,1974-75,UCLA,Pac-8,31,,,.601,,.328,,,,,,,,washiri01,richard-washington-1
1239,1975-76,UCLA,Pac-8,32,,,.539,,.232,,,,,,,,washiri01,richard-washington-1
1240,1970-71,Illinois,Big Ten,23,,,.493,,.329,,,,,,,,weathni01,nick-weatherspoon-1
1241,1971-72,Illinois,Big Ten,24,24,,.462,,.281,,,,,,,,weathni01,nick-weatherspoon-1
1242,1972-73,Illinois,Big Ten,24,23,880,.491,,.276,,,,,,,,weathni01,nick-weatherspoon-1
1243,1971-72,Colorado,Big 8,26,,,.488,,.354,,,,,,,,wedmasc01,scott-wedman-1
1244,1972-73,Colorado,Big 8,26,,,.528,,.290,,,,,,,,wedmasc01,scott-wedman-1
1245,1973-74,Colorado,Big 8,23,,,.549,,.261,,,,,,,,wedmasc01,scott-wedman-1
1246,1957-58,West Virginia,Southern,28,,799,.552,,.540,,,,,,,,westje01,jerry-west-1
1247,1958-59,West Virginia,Southern,34,,1210,.559,,.488,,,,,,,,westje01,jerry-west-1
1248,1959-60,West Virginia,Southern,31,,1129,.564,,.522,,,,,,,,westje01,jerry-west-1
1249,1969-70,USC,Pac-8,26,,,.574,,.397,,,,,,,,westppa01,paul-westphal-1
1250,1970-71,USC,Pac-8,26,,,.530,,.457,,,,,,,,westppa01,paul-westphal-1
1251,1971-72,USC,Pac-8,14,,,.538,,.434,,,,,,,,westppa01,paul-westphal-1
1252,1965-66,Kansas,Big 8,9,,,.410,,.232,,,,,,,,whitejo01,jo-jo-white-1
1253,1966-67,Kansas,Big 8,27,,,.443,,.173,,,,,,,,whitejo01,jo-jo-white-1
1254,1967-68,Kansas,Big 8,30,,,.444,,.249,,,,,,,,whitejo01,jo-jo-white-1
1255,1968-69,Kansas,Big 8,18,,,.504,,.276,,,,,,,,whitejo01,jo-jo-white-1
1256,1972-73,Arizona State,WAC,28,,373,.592,,.308,,,,,,,,whiteru01,rudy-white-1
1257,1974-75,Arizona State,WAC,29,19,739,.538,,.249,,,,,,,,whiteru01,rudy-white-1
1258,1975-76,Marquette,Ind,29,,766,.545,,.265,,,,,,,,whiteje01,jerome-whitehead-1
1259,1976-77,Marquette,Ind,32,,1022,.526,,.214,,,,,,,,whiteje01,jerome-whitehead-1
1260,1977-78,Marquette,Ind,28,,884,.609,,.351,,,,,,,,whiteje01,jerome-whitehead-1
1261,1976-77,North Carolina State,ACC,28,,,.518,,.169,,,,,,,,whitnha02,hawkeye-whitney-1
1262,1977-78,North Carolina State,ACC,31,,,.488,,.324,,,,,,,,whitnha02,hawkeye-whitney-1
1263,1978-79,North Carolina State,ACC,30,,,.559,,.265,,,,,,,,whitnha02,hawkeye-whitney-1
1264,1979-80,North Carolina State,ACC,28,,,.557,,.375,,,,,,,,whitnha02,hawkeye-whitney-1
1265,1968-69,UCLA,Pac-8,30,,,.470,,.518,,,,,,,,wickssi01,sidney-wicks-1
1266,1969-70,UCLA,Pac-8,30,,,.556,,.446,,,,,,,,wickssi01,sidney-wicks-1
1267,1970-71,UCLA,Pac-8,30,,,.556,,.487,,,,,,,,wickssi01,sidney-wicks-1
1268,1976-77,Long Beach State,PCAA,29,,653,.551,,.311,,,,,,,,wileymi01,michael-wiley-1
1269,1977-78,Long Beach State,PCAA,29,,964,.615,,.355,,,,,,,,wileymi01,michael-wiley-1
1270,1978-79,Long Beach State,PCAA,28,,926,.594,,.371,,,,,,,,wileymi01,michael-wiley-1
1271,1979-80,Long Beach State,PCAA,34,,1057,.604,,.292,,,,,,,,wileymi01,michael-wiley-1
1272,1957-58,Providence,Ind,24,,,.474,,.411,,,,,,,,wilkele01,lenny-wilkens-1
1273,1958-59,Providence,Ind,27,,,.461,,.369,,,,,,,,wilkele01,lenny-wilkens-1
1274,1959-60,Providence,Ind,29,,,.481,,.387,,,,,,,,wilkele01,lenny-wilkens-1
1275,1973-74,Indiana,Big Ten,28,,400,.416,,.196,,,,,,25.5,,wilkebo01,bob-wilkerson-1
1276,1974-75,Indiana,Big Ten,32,,864,.473,,.244,,,,,,22.7,,wilkebo01,bob-wilkerson-1
1277,1975-76,Indiana,Big Ten,32,,896,.508,,.204,,,,,,28.8,,wilkebo01,bob-wilkerson-1
1278,1971-72,UCLA,Pac-8,30,,,.555,,.286,,,,,,,,wilkeja01,jamaal-wilkes-1
1279,1972-73,UCLA,Pac-8,30,,,.537,,.173,,,,,,,,wilkeja01,jamaal-wilkes-1
1280,1973-74,UCLA,Pac-8,30,,,.531,,.221,,,,,,,,wilkeja01,jamaal-wilkes-1
1281,1976-77,UCLA,Pac-8,20,,99,.348,,.261,,,,,,,,wilkeja02,james-wilkes-1
1282,1977-78,UCLA,Pac-8,28,,575,.555,,.404,,,,,,,,wilkeja02,james-wilkes-1
1283,1978-79,UCLA,Pac-10,30,,595,.529,,.349,,,,,,26.1,,wilkeja02,james-wilkes-1
1284,1979-80,UCLA,Pac-10,32,,719,.534,,.412,,,,,,23.5,,wilkeja02,james-wilkes-1
1285,1974-75,Illinois State,Ind,25,,,.438,,.215,,,,,,,,wilkije01,jeff-wilkins-1
1286,1975-76,Illinois State,Ind,27,,,.480,,.229,,,,,,,,wilkije01,jeff-wilkins-1
1287,1976-77,Illinois State,Ind,29,,,.556,,.314,,,,,,,,wilkije01,jeff-wilkins-1
1288,1974-75,Notre Dame,Ind,27,,338,.424,,.188,,,,,,,,willidu01,duck-williams-1
1289,1975-76,Notre Dame,Ind,29,,725,.517,,.277,,,,,,,,willidu01,duck-williams-1
1290,1976-77,Notre Dame,Ind,29,,930,.698,,.420,,,,,,,,willidu01,duck-williams-1
1291,1977-78,Notre Dame,Ind,30,,924,.525,,.270,,,,,,,,willidu01,duck-williams-1
1292,1974-75,Portland State,Ind,26,,,.460,,.186,,,,,,,,willifr01,freeman-williams-1
1293,1975-76,Portland State,Ind,27,,,.488,,.198,,,,,,,,willifr01,freeman-williams-1
1294,1976-77,Portland State,Ind,26,,,.536,,.264,,,,,,,,willifr01,freeman-williams-1
1295,1977-78,Portland State,Ind,27,,996,.503,,.219,,,,,,,,willifr01,freeman-williams-1
1296,1972-73,USC,Pac-8,28,,,.475,,.222,,,,,,,,willigu01,gus-williams-1
1297,1973-74,USC,Pac-8,29,,,.506,,.266,,,,,,,,willigu01,gus-williams-1
1298,1974-75,USC,Pac-8,25,,,.512,,.261,,,,,,,,willigu01,gus-williams-1
1299,1975-76,Minnesota,Big Ten,25,,,.515,,.350,,,,,,,,willira01,ray-williams-1
1300,1976-77,Minnesota,Big Ten,27,,,.525,,.359,,,,,,,,willira01,ray-williams-1
1301,1974-75,New Mexico,WAC,21,,,.455,,.544,,,,,,,,williri01,rickey-williams-1
1302,1975-76,New Mexico,WAC,26,,,.530,,.360,,,,,,,,williri01,rickey-williams-1
1303,1977-78,Long Beach State,PCAA,28,,885,.538,,.396,,,,,,,,williri01,rickey-williams-1
1304,1978-79,Long Beach State,PCAA,28,,943,.527,,.389,,,,,,,,williri01,rickey-williams-1
1305,1976-77,Rhode Island,Ind,26,,919,.464,,.272,,,,,,15.7,,willisl01,sly-williams-1
1306,1977-78,Rhode Island,Ind,29,,906,.569,,.404,,,,,,16.4,,willisl01,sly-williams-1
1307,1978-79,Rhode Island,Ind,29,,1025,.559,,.350,,,,,,14.1,,willisl01,sly-williams-1
1308,1971-72,New Mexico State,MVC,25,,,.520,,.290,,,,,,,,willijo01,john-williamson-1
1309,1972-73,New Mexico State,MVC,18,,640,.536,,.275,,,,,,,,willijo01,john-williamson-1
1310,1976-77,Western Carolina,Southern,24,,,.538,,.206,,,,,,,,wilsobu01,bubba-wilson-1
1311,1977-78,Western Carolina,Southern,24,,,.547,,.284,,,,,,10.7,,wilsobu01,bubba-wilson-1
1312,1974-75,Louisville,MVC,27,,306,.551,,.329,,,,,,34.3,,wilsori01,rick-wilson-1
1313,1975-76,Louisville,Metro,28,,941,.573,,.164,,,,,,25.6,,wilsori01,rick-wilson-1
1314,1976-77,Louisville,Metro,28,,878,.530,,.198,,,,,,19.2,,wilsori01,rick-wilson-1
1315,1977-78,Louisville,Metro,30,,996,.569,,.277,,,,,,17.7,,wilsori01,rick-wilson-1
1316,1971-72,South Carolina,Ind,29,,692,.575,,.406,,5.5,12.4,,0.4,,,wintebr01,brian-winters-1
1317,1972-73,South Carolina,Ind,26,,834,.504,,.314,,,,,,,,wintebr01,brian-winters-1
1318,1973-74,South Carolina,Ind,27,,1016,.547,,.224,,,,,,,,wintebr01,brian-winters-1
1319,1976-77,Indiana,Big Ten,27,,891,.552,,.236,,,,,,17.5,,woodsmi01,mike-woodson-1
1320,1977-78,Indiana,Big Ten,29,28,1044,.555,,.262,,,,,,15.7,,woodsmi01,mike-woodson-1
1321,1978-79,Indiana,Big Ten,34,33,1224,.552,,.453,,,,,,15.5,,woodsmi01,mike-woodson-1
1322,1979-80,Indiana,Big Ten,14,14,490,.514,,.351,,,,,,11.5,,woodsmi01,mike-woodson-1
1323,1978-79,Marquette,Ind,29,,1035,.557,,.343,,,,,,,,worthsa01,sam-worthen-1
1324,1979-80,Marquette,Ind,27,27,,.522,,.309,,,,,,,,worthsa01,sam-worthen-1
1325,1947-48,Stanford,PCC,18,,,,,,,,,,,,,yardlge01,george-yardley-1
1326,1948-49,Stanford,PCC,28,,,.393,,.347,,,,,,,,yardlge01,george-yardley-1
1327,1949-50,Stanford,PCC,25,,,.412,,.288,,,,,,,,yardlge01,george-yardley-1
1328,1976-77,UNC,ACC,32,,,.539,,.407,,,,,,,,yonakri01,rich-yonakor-1
1329,1977-78,UNC,ACC,21,,,.490,,.239,,,,,,,,yonakri01,rich-yonakor-1
1330,1978-79,UNC,ACC,29,,,.620,,.602,,,,,,,,yonakri01,rich-yonakor-1
1331,1979-80,UNC,ACC,28,,523,.527,,.508,,,,,,17.4,,yonakri01,rich-yonakor-1
1332,1945-46,St. John's (NY),Metro NY,18,,,,,,,,,,,,,zasloma01,max-zaslofsky-1
1333,1975-76,Arizona State,WAC,27,2,461,.488,,.174,,,,,,,,zenoto01,tony-zeno-1
1334,1976-77,Arizona State,WAC,28,22,762,.484,,.231,,,,,,,,zenoto01,tony-zeno-1
1335,1977-78,Arizona State,WAC,27,22,746,.503,,.249,,,,,,,,zenoto01,tony-zeno-1
1336,1978-79,Arizona State,Pac-10,30,25,814,.509,,.225,,,,,,16.1,,zenoto01,tony-zeno-1
