,season,school_name,conf_abbr,g,gs,mp,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
0,1966-67,UCLA,AAWU,30,,,.670,,.528,,,,,,,,abdulka01,kareem-abdul-jabbar-1
1,1967-68,UCLA,AAWU,28,,,.619,,.494,,,,,,,,abdulka01,kareem-abdul-jabbar-1
2,1968-69,UCLA,Pac-8,30,,,.637,,.394,,,,,,,,abdulka01,kareem-abdul-jabbar-1
3,1972-73,Indiana,Big Ten,18,,184,.370,,.146,,,,,,17.6,,abernto01,tom-abernethy-1
4,1973-74,Indiana,Big Ten,28,,440,.589,,.425,,,,,,17.1,,abernto01,tom-abernethy-1
5,1974-75,Indiana,Big Ten,32,,384,.542,,.557,,,,,,6.8,,abernto01,tom-abernethy-1
6,1975-76,Indiana,Big Ten,32,,1024,.590,,.312,,,,,,12.3,,abernto01,tom-abernethy-1
7,1972-73,Oklahoma,Big 8,21,,,.568,,.309,,,,,,,,adamsal01,alvan-adams-1
8,1973-74,Oklahoma,Big 8,26,,,.561,,.265,,,,,,,,adamsal01,alvan-adams-1
9,1974-75,Oklahoma,Big 8,26,,,.566,,.349,,,,,,,,adamsal01,alvan-adams-1
10,1976-77,UCLA,Pac-8,6,,18,.276,,.750,,,,,,,,allumda01,darrell-allums-1
11,1977-78,UCLA,Pac-8,28,,416,.568,,.706,,,,,,,,allumda01,darrell-allums-1
12,1978-79,UCLA,Pac-10,28,,398,.558,,.508,,,,,,27.8,,allumda01,darrell-allums-1
13,1979-80,UCLA,Pac-10,30,27,369,.509,,.490,,,,,,,,allumda01,darrell-allums-1
14,1967-68,UTEP,Ind,23,,,.524,,.498,,,,,,,,architi01,tiny-archibald-1
15,1968-69,UTEP,Ind,25,,,.600,,.519,,,,,,,,architi01,tiny-archibald-1
16,1969-70,UTEP,WAC,25,,,.585,,.641,,,,,,,,architi01,tiny-archibald-1
17,1947-48,Villanova,Ind,24,,,,,,,,,,,,,arizipa01,paul-arizin-1
18,1948-49,Villanova,Ind,27,,,,,,,,,,,,,arizipa01,paul-arizin-1
19,1949-50,Villanova,Ind,29,,,.558,,.528,,,,,,,,arizipa01,paul-arizin-1
20,1967-68,Santa Clara,WCAC,26,,,.587,,.425,,,,,,,,awtrede01,dennis-awtrey-1
21,1968-69,Santa Clara,WCAC,29,,,.624,,.466,,,,,,,,awtrede01,dennis-awtrey-1
22,1969-70,Santa Clara,WCAC,29,,,.613,,.536,,,,,,,,awtrede01,dennis-awtrey-1
23,1971-72,UTEP,WAC,27,,,.571,,.855,,,,,,,,bailegu01,gus-bailey-1
24,1972-73,UTEP,WAC,24,,,.557,,.678,,,,,,,,bailegu01,gus-bailey-1
25,1973-74,UTEP,WAC,25,,,.501,,.560,,,,,,,,bailegu01,gus-bailey-1
26,1975-76,Rutgers,Ind,33,28,790,.518,,.283,,,,,,,,baileja01,james-bailey-1
27,1976-77,Rutgers,ECBL,28,28,927,.572,,.412,,,,,,,,baileja01,james-bailey-1
28,1977-78,Rutgers,EAA,31,31,1061,.597,,.308,,,,,,,,baileja01,james-bailey-1
29,1978-79,Rutgers,EAA,30,30,1028,.544,,.316,,,,,,,,baileja01,james-bailey-1
30,1973-74,Oregon,Pac-8,26,,761,.561,,.908,,,,,,,,ballagr01,greg-ballard-1
31,1974-75,Oregon,Pac-8,30,,874,.538,,.447,,,,,,12.3,,ballagr01,greg-ballard-1
32,1975-76,Oregon,Pac-8,30,,965,.568,,.389,,,,,,12.6,,ballagr01,greg-ballard-1
33,1976-77,Oregon,Pac-8,29,,1017,.586,,.396,,,,,,11.8,,ballagr01,greg-ballard-1
34,1970-71,St. Joseph's,Mid-Atl,28,,,.512,,.411,,,,,,,,bantomi01,mike-bantom-1
35,1971-72,St. Joseph's,Mid-Atl,28,,,.517,,.413,,,,,,,,bantomi01,mike-bantom-1
36,1972-73,St. Joseph's,Mid-Atl,28,,972,.517,,.326,,,,,,,,bantomi01,mike-bantom-1
37,1971-72,Providence,Ind,27,,931,.537,,.374,,,,,,,,barnema01,marvin-barnes-1
38,1972-73,Providence,Ind,30,,1045,.563,,.250,,,,,,,,barnema01,marvin-barnes-1
39,1973-74,Providence,Ind,32,,1158,.524,,.275,,,,,,,,barnema01,marvin-barnes-1
40,1962-63,Miami (FL),Ind,24,,,.547,,.463,,,,,,,,barryri01,rick-barry-1
41,1963-64,Miami (FL),Ind,27,,,.614,,.502,,,,,,,,barryri01,rick-barry-1
42,1964-65,Miami (FL),Ind,26,,,.598,,.524,,,,,,,,barryri01,rick-barry-1
43,1971-72,Georgia,SEC,26,,,.495,,.341,,,,,,,,basseti01,tim-bassett-1
44,1972-73,Georgia,SEC,26,,,.512,,.190,,,,,,,,basseti01,tim-bassett-1
45,1974-75,Notre Dame,Ind,28,,472,.538,,.275,,,,,,,,battoda01,dave-batton-1
46,1975-76,Notre Dame,Ind,28,,645,.499,,.174,,,,,,,,battoda01,dave-batton-1
47,1976-77,Notre Dame,Ind,27,,714,.567,,.290,,,,,,,,battoda01,dave-batton-1
48,1977-78,Notre Dame,Ind,31,,840,.589,,.238,,,,,,,,battoda01,dave-batton-1
49,1956-57,Seattle,Ind,25,,,.551,,.452,,,,,,,,bayloel01,elgin-baylor-1
50,1957-58,Seattle,Ind,29,,,.559,,.442,,,,,,,,bayloel01,elgin-baylor-1
51,1971-72,Minnesota,Big Ten,14,,,.509,,.470,,,,,,,,behagro01,ron-behagen-1
52,1972-73,Minnesota,Big Ten,26,,,.508,,.245,,,,,,,,behagro01,ron-behagen-1
53,1958-59,Indiana,Big Ten,22,,,.537,,.488,,,,,,,,bellawa01,walt-bellamy-1
54,1959-60,Indiana,Big Ten,24,,,.568,,.407,,,,,,,,bellawa01,walt-bellamy-1
55,1960-61,Indiana,Big Ten,24,,,.537,,.524,,,,,,,,bellawa01,walt-bellamy-1
56,1974-75,Pitt,Ind,29,,,.463,,.417,,,,,,,,benneme01,mel-bennett-1
57,1973-74,Indiana,Big Ten,27,,691,.514,,.179,,,,,,18.5,,bensoke01,kent-benson-1
58,1974-75,Indiana,Big Ten,32,,960,.572,,.309,,,,,,12.7,,bensoke01,kent-benson-1
59,1975-76,Indiana,Big Ten,32,,1088,.595,,.285,,,,,,13.9,,bensoke01,kent-benson-1
60,1976-77,Indiana,Big Ten,23,,828,.550,,.416,,,,,,13.0,,bensoke01,kent-benson-1
61,1969-70,UCLA,Pac-8,30,,,.546,,.286,,,,,,,,bibbyhe01,henry-bibby-1
62,1970-71,UCLA,Pac-8,30,,,.433,,.266,,,,,,,,bibbyhe01,henry-bibby-1
63,1971-72,UCLA,Pac-8,30,,,.502,,.317,,,,,,,,bibbyhe01,henry-bibby-1
64,1963-64,Syracuse,Ind,25,,,.513,,.374,,,,,,,,bingda01,dave-bing-1
65,1964-65,Syracuse,Ind,23,,,.512,,.365,,,,,,,,bingda01,dave-bing-1
66,1965-66,Syracuse,Ind,28,28,,.589,,.390,,,,,,,,bingda01,dave-bing-1
67,1976-77,Indiana State,MVC,28,,1033,.585,,.290,,,,,,,,birdla01,larry-bird-1
68,1977-78,Indiana State,MVC,32,,,.557,,.251,,,,,,,,birdla01,larry-bird-1
69,1978-79,Indiana State,MVC,34,34,,.584,,.376,,,,,,,,birdla01,larry-bird-1
70,1973-74,Houston,Ind,26,,673,.523,,.295,,,,,,,,birdsot01,otis-birdsong-1
71,1974-75,Houston,Ind,26,,965,.607,,.309,,,,,,15.3,,birdsot01,otis-birdsong-1
72,1975-76,Houston,SWC,28,,1082,.543,,.328,,,,,,,,birdsot01,otis-birdsong-1
73,1976-77,Houston,SWC,36,,1342,.597,,.314,,,,,,11.7,,birdsot01,otis-birdsong-1
74,1975-76,St. Joseph's,ECC,26,,922,.472,,.290,,,,,,,,blackno01,norman-black-1
75,1976-77,St. Joseph's,ECC,26,,,.488,,.289,,,,,,,,blackno01,norman-black-1
76,1977-78,St. Joseph's,ECC,22,,744,.526,,.351,,,,,,,,blackno01,norman-black-1
77,1978-79,St. Joseph's,ECC,30,,1084,.501,,.268,,,,,,,,blackno01,norman-black-1
78,1965-66,Idaho State,Big Sky,10,,,.415,,.218,,,,,,,,boonero01,ron-boone-1
79,1966-67,Idaho State,Big Sky,25,,,.538,,.517,,,,,,,,boonero01,ron-boone-1
80,1967-68,Idaho State,Big Sky,26,,,.466,,.306,,,,,,,,boonero01,ron-boone-1
81,1975-76,Maryland,ACC,28,15,,.559,,.272,,,,,,,,bostola01,lawrence-boston-1
82,1976-77,Maryland,ACC,26,25,,.613,,.207,,,,,,,,bostola01,lawrence-boston-1
83,1977-78,Maryland,ACC,28,21,,.596,,.274,,,,,,,,bostola01,lawrence-boston-1
84,1971-72,South Carolina State,MEAC,28,,,.525,,.257,,,,,,,,bosweto01,tom-boswell-1
85,1972-73,South Carolina State,MEAC,25,,,.495,,.226,,,,,,,,bosweto01,tom-boswell-1
86,1974-75,South Carolina,Ind,27,,864,.580,,.395,,,,,,,,bosweto01,tom-boswell-1
87,1975-76,San Francisco,WCAC,30,,1079,.508,,.252,,,,,,,,boynewi01,winford-boynes-1
88,1976-77,San Francisco,WCAC,31,,1045,.580,,.268,,,,,,,,boynewi01,winford-boynes-1
89,1977-78,San Francisco,WCAC,29,,1063,.626,,.327,,,,,,,,boynewi01,winford-boynes-1
90,1975-76,UNC,ACC,27,,,.317,,.246,,,,,,,,bradldu01,dudley-bradley-1
91,1976-77,UNC,ACC,33,,,.344,,.188,,,,,,,,bradldu01,dudley-bradley-1
92,1977-78,UNC,ACC,31,,,.487,,.258,,,,,,,,bradldu01,dudley-bradley-1
93,1978-79,UNC,ACC,29,,,.531,,.371,,,,,,,,bradldu01,dudley-bradley-1
94,1978-79,SMU,SWC,26,26,852,.475,,.138,,,,,,10.3,,bransbr01,brad-branson-1
95,1979-80,SMU,SWC,28,28,910,.494,,.180,,,,,,11.2,,bransbr01,brad-branson-1
96,1974-75,Stanford,Pac-8,26,5,,.483,,.180,,,,,,,,bratzmi01,mike-bratz-1
97,1975-76,Stanford,Pac-8,27,27,,.485,,.298,,,,,,,,bratzmi01,mike-bratz-1
98,1976-77,Stanford,Pac-8,27,27,943,.537,,.343,,,,,,,,bratzmi01,mike-bratz-1
99,1970-71,Minnesota,Big Ten,24,,,.431,,.252,,,,,,,,breweji01,jim-brewer-1
100,1971-72,Minnesota,Big Ten,25,,,.389,,.435,,,,,,,,breweji01,jim-brewer-1
101,1972-73,Minnesota,Big Ten,26,,,.501,,.322,,,,,,,,breweji01,jim-brewer-1
102,1975-76,Arkansas,SWC,28,,,.612,,.438,,,,,,,,brewero01,ron-brewer-1
103,1976-77,Arkansas,SWC,27,,930,.617,,.298,,,,,,,,brewero01,ron-brewer-1
104,1977-78,Arkansas,SWC,36,,1291,.577,,.323,,,,,,14.9,,brewero01,ron-brewer-1
105,1942-43,LSU,SEC,15,,,,,,,,,,,,,brianfr01,frankie-brian-1
106,1946-47,LSU,SEC,21,,,,,,,,,,,,,brianfr01,frankie-brian-1
107,1972-73,Louisville,MVC,28,,,.511,,.249,,,,,,,,bridgju01,junior-bridgeman-1
108,1973-74,Louisville,MVC,28,,878,.583,,.404,,,,,,,,bridgju01,junior-bridgeman-1
109,1974-75,Louisville,MVC,31,,1034,.582,,.438,,,,,,17.3,,bridgju01,junior-bridgeman-1
110,1958-59,Kansas,Big 8,25,,,.418,,.420,,,,,,,,bridgbi01,bill-bridges-1
111,1959-60,Kansas,Big 8,28,,,.441,,.485,,,,,,,,bridgbi01,bill-bridges-1
112,1960-61,Kansas,Big 8,25,,,.493,,.464,,,,,,,,bridgbi01,bill-bridges-1
113,1970-71,Virginia Tech,Ind,25,,,.548,,.458,,,,,,,,bristal01,allan-bristow-1
114,1971-72,Virginia Tech,Ind,26,,,.514,,.437,,,,,,,,bristal01,allan-bristow-1
115,1972-73,Virginia Tech,Ind,27,,,.503,,.350,,,,,,,,bristal01,allan-bristow-1
116,1978-79,Texas A&M,SWC,33,,847,.468,,.389,,,,,,,,brittda01,dave-britton-1
117,1979-80,Texas A&M,SWC,34,,1043,.513,,.400,,,,,,,,brittda01,dave-britton-1
118,1969-70,Iowa,Big Ten,24,,,.535,,.239,,,,,,,,brownfr01,fred-brown-1
119,1970-71,Iowa,Big Ten,24,,,.545,,.284,,,,,,,,brownfr01,fred-brown-1
120,1970-71,Missouri,Big 8,18,,,.617,,.712,,,,,,,,brownjo01,john-brown-1
121,1971-72,Missouri,Big 8,27,,,.608,,.566,,,,,,,,brownjo01,john-brown-1
122,1972-73,Missouri,Big 8,27,,,.538,,.363,,,,,,,,brownjo01,john-brown-1
123,1973-74,UNLV,WCAC,23,,,.463,,.124,,,,,,,,brownle02,lewis-brown-1
124,1974-75,UNLV,WCAC,28,,796,.466,,.135,,,,,,15.1,,brownle02,lewis-brown-1
125,1975-76,UNLV,Ind,31,,572,.558,,.223,,,,,,15.1,,brownle02,lewis-brown-1
126,1976-77,UNLV,Ind,31,,561,.488,,.236,,,,,,19.4,,brownle02,lewis-brown-1
127,1976-77,Mississippi State,SEC,27,,824,.532,,.219,,,,,,,,brownri01,rickey-brown-1
128,1977-78,Mississippi State,SEC,26,,756,.496,,.329,,,,,,,,brownri01,rickey-brown-1
129,1978-79,Mississippi State,SEC,27,,842,.505,,.238,,,,,,,,brownri01,rickey-brown-1
130,1979-80,Mississippi State,SEC,27,,964,.516,,.289,,,,,,,,brownri01,rickey-brown-1
131,1968-69,Kansas,Big 8,26,,,.402,,.341,,,,,,,,brownro02,roger-brown-1
132,1969-70,Kansas,Big 8,24,,,.510,,.391,,,,,,,,brownro02,roger-brown-1
133,1970-71,Kansas,Big 8,29,,,.491,,.410,,,,,,,,brownro02,roger-brown-1
134,1973-74,La Salle,Mid-Atl,26,,,.488,,.280,,,,,,,,bryanjo01,joe-bryant-1
135,1974-75,La Salle,ECC,29,,,.551,,.333,,,,,,,,bryanjo01,joe-bryant-1
136,1972-73,Indiana,Big Ten,28,,713,.429,,.217,,,,,,22.0,,bucknqu01,quinn-buckner-1
137,1973-74,Indiana,Big Ten,28,,798,.391,,.150,,,,,,26.6,,bucknqu01,quinn-buckner-1
138,1974-75,Indiana,Big Ten,32,,928,.505,,.251,,,,,,22.0,,bucknqu01,quinn-buckner-1
139,1975-76,Indiana,Big Ten,32,,768,.450,,.294,,,,,,21.1,,bucknqu01,quinn-buckner-1
140,1971-72,North Carolina State,ACC,26,,,.555,,.444,,,,,,,,burleto01,tom-burleson-1
141,1972-73,North Carolina State,ACC,27,,,.543,,.296,,,,,,,,burleto01,tom-burleson-1
142,1973-74,North Carolina State,ACC,31,,,.541,,.367,,,,,,,,burleto01,tom-burleson-1
143,1974-75,Syracuse,Ind,19,,,.435,,.800,,,,,,,,byrnema01,marty-byrnes-1
144,1975-76,Syracuse,Ind,29,29,702,.546,,.547,,,,,,14.4,,byrnema01,marty-byrnes-1
145,1976-77,Syracuse,Ind,29,,,.526,,.554,,,,,,,,byrnema01,marty-byrnes-1
146,1977-78,Syracuse,Ind,23,,,.529,,.320,,,,,,,,byrnema01,marty-byrnes-1
147,1969-70,Penn,Ivy,27,,,.521,,.469,,,,,,,,calhoco01,corky-calhoun-1
148,1970-71,Penn,Ivy,29,,,.461,,.347,,,,,,,,calhoco01,corky-calhoun-1
149,1971-72,Penn,Ivy,28,,,.620,,.571,,,,,,,,calhoco01,corky-calhoun-1
150,1967-68,USC,AAWU,26,,,.501,,.428,,,,,,,,calvima01,mack-calvin-1
151,1968-69,USC,Pac-8,26,,,.547,,.519,,,,,,,,calvima01,mack-calvin-1
152,1968-69,Notre Dame,Ind,16,,,.528,,.289,,,,,,,,carrau01,austin-carr-1
153,1969-70,Notre Dame,Ind,29,,,.598,,.330,,,,,,,,carrau01,austin-carr-1
154,1970-71,Notre Dame,Ind,29,,,.566,,.357,,,,,,,,carrau01,austin-carr-1
155,1974-75,North Carolina State,ACC,28,,,.553,,.336,,,,,,,,carrke01,kenny-carr-1
156,1975-76,North Carolina State,ACC,30,,,.562,,.359,,,,,,,,carrke01,kenny-carr-1
157,1976-77,North Carolina State,ACC,28,,,.524,,.424,,,,,,16.9,,carrke01,kenny-carr-1
158,1972-73,Boston College,Ind,8,,,.476,,.250,,,,,,,,carribo01,bob-carrington-1
159,1973-74,Boston College,Ind,30,,,.536,,.328,,,,,,,,carribo01,bob-carrington-1
160,1974-75,Boston College,Ind,30,,,.534,,.265,,,,,,,,carribo01,bob-carrington-1
161,1975-76,Boston College,Ind,26,,,.565,,.286,,,,,,,,carribo01,bob-carrington-1
162,1976-77,Purdue,Big Ten,28,0,573,.517,,.289,,,,,,,,carrojo01,joe-barry-carroll-1
163,1977-78,Purdue,Big Ten,27,27,855,.554,,.458,,15.6,2.9,,7.0,,,carrojo01,joe-barry-carroll-1
164,1978-79,Purdue,Big Ten,35,35,1235,.600,,.464,,,,,,,,carrojo01,joe-barry-carroll-1
165,1979-80,Purdue,Big Ten,33,33,1168,.562,,.364,,,,,,,,carrojo01,joe-barry-carroll-1
166,1976-77,Indiana,Big Ten,23,,391,.425,,.333,,,,,,35.0,,cartebu01,butch-carter-1
167,1977-78,Indiana,Big Ten,29,6,406,.548,,.508,,,,,,41.6,,cartebu01,butch-carter-1
168,1978-79,Indiana,Big Ten,33,29,1089,.546,,.292,,,,,,26.8,,cartebu01,butch-carter-1
169,1979-80,Indiana,Big Ten,29,23,899,.593,,.466,,,,,,18.1,,cartebu01,butch-carter-1
170,1975-76,Hawaii,Ind,27,,997,.544,,.391,,,,,,23.5,,cartere01,reggie-carter-1
171,1976-77,St. John's (NY),NJNY7,,,,,,,,,,,,,,cartere01,reggie-carter-1
172,1977-78,St. John's (NY),NJNY7,14,,,.493,,.382,,,,,,19.3,,cartere01,reggie-carter-1
173,1978-79,St. John's (NY),NJNY7,32,,,.533,,.444,,,,,,,,cartere01,reggie-carter-1
174,1979-80,St. John's (NY),Big East,27,,,.553,,.329,,,,,,17.2,,cartere01,reggie-carter-1
175,1974-75,Virginia Military Institute,Southern,26,,,.529,,.425,,,,,,22.3,,cartero01,ron-carter-1
176,1975-76,Virginia Military Institute,Southern,32,,,.562,,.384,,,,,,,,cartero01,ron-carter-1
177,1976-77,Virginia Military Institute,Southern,30,,1086,.533,,.356,,,,,,,,cartero01,ron-carter-1
178,1977-78,Virginia Military Institute,Southern,28,,1023,.590,,.443,,,,,,12.6,,cartero01,ron-carter-1
179,1975-76,San Francisco,WCAC,30,,845,.564,,.344,,,,,,,,cartwbi01,bill-cartwright-1
180,1976-77,San Francisco,WCAC,31,,969,.597,,.378,,,,,,,,cartwbi01,bill-cartwright-1
181,1977-78,San Francisco,WCAC,21,,712,.687,,.520,,,,,,,,cartwbi01,bill-cartwright-1
182,1978-79,San Francisco,WCAC,29,,1020,.639,,.535,,,,,,,,cartwbi01,bill-cartwright-1
183,1956-57,Kansas,Big 7,27,,,.514,,.679,,,,,,,,chambwi01,wilt-chamberlain-1
184,1957-58,Kansas,Big 8,21,,,.510,,.604,,,,,,,,chambwi01,wilt-chamberlain-1
185,1965-66,Houston,Ind,26,,627,.442,,.156,,,,,,,,chanedo01,don-chaney-1
186,1966-67,Houston,Ind,31,,1038,.471,,.259,,,,,,,,chanedo01,don-chaney-1
187,1967-68,Houston,Ind,33,,1010,.454,,.195,,,,,,,,chanedo01,don-chaney-1
188,1974-75,West Texas A&M,MVC,26,,,.504,,.707,,,,,,,,cheekma01,maurice-cheeks-1
189,1975-76,West Texas A&M,MVC,23,,767,.610,,.494,,,,,,,,cheekma01,maurice-cheeks-1
190,1976-77,West Texas A&M,MVC,30,,1095,.639,,.687,,,,,,,,cheekma01,maurice-cheeks-1
191,1977-78,West Texas A&M,MVC,27,,941,.583,,.461,,,,,,,,cheekma01,maurice-cheeks-1
192,1969-70,University of California,Pac-8,26,,,.429,,.254,,,,,,,,cheniph01,phil-chenier-1
193,1970-71,University of California,Pac-8,25,,,.453,,.229,,,,,,,,cheniph01,phil-chenier-1
194,1947-48,Canisius,WNY3,25,,,,,,,,,,,,,chollle01,leroy-chollet-1
195,1970-71,Marquette,Ind,29,,,.572,,.282,,,,,,,,choneji01,jim-chones-1
196,1971-72,Marquette,Ind,21,,,.542,,.301,,,,,,,,choneji01,jim-chones-1
197,1968-69,Ohio State,Big Ten,24,,915,.574,,.604,,,,,,,,cleamji01,jim-cleamons-1
198,1969-70,Ohio State,Big Ten,24,,930,.629,,.351,,,,,,,,cleamji01,jim-cleamons-1
199,1970-71,Ohio State,Big Ten,24,22,879,.558,,.455,,,,,,,,cleamji01,jim-cleamons-1
200,1976-77,Washington State,Pac-8,27,,437,.527,,.254,,,,,,16.7,,collido02,don-collins-1
201,1977-78,Washington State,Pac-8,24,,686,.592,,.488,,,,,,17.8,,collido02,don-collins-1
202,1978-79,Washington State,Pac-10,27,,946,.590,,.352,,,,,,13.0,,collido02,don-collins-1
203,1979-80,Washington State,Pac-10,28,,948,.633,,.432,,,,,,11.9,,collido02,don-collins-1
204,1970-71,Illinois State,,26,,,,,,,,,,,,,collido01,doug-collins-1
205,1971-72,Illinois State,Ind,26,,,.537,,.251,,,,,,,,collido01,doug-collins-1
206,1972-73,Illinois State,Ind,25,,,.516,,.242,,,,,,,,collido01,doug-collins-1
207,1949-50,Washington State,PCC,32,,,,,,,,,,,,,conlege01,gene-conley-1
208,1976-77,Portland,WCAC,26,,790,.503,,.257,,,,,,24.3,,cookda01,darwin-cook-1
209,1977-78,Portland,WCAC,27,,911,.526,,.283,,,,,,22.2,,cookda01,darwin-cook-1
210,1978-79,Portland,WCAC,28,,985,.504,,.296,,,,,,17.2,,cookda01,darwin-cook-1
211,1979-80,Portland,WCAC,28,,1001,.539,,.251,,,,,,19.5,,cookda01,darwin-cook-1
212,1974-75,Idaho State,Big Sky,20,,,.434,,.267,,,,,,,,cookje01,jeff-cook-1
213,1975-76,Idaho State,Big Sky,24,,,.475,,.463,,,,,,,,cookje01,jeff-cook-1
214,1976-77,Idaho State,Big Sky,30,,,.547,,.225,,,,,,,,cookje01,jeff-cook-1
215,1977-78,Idaho State,Big Sky,26,,,.547,,.507,,,,,,,,cookje01,jeff-cook-1
216,1976-77,New Mexico,WAC,30,,957,.568,,.420,,,,,,,,coopemi01,michael-cooper-1
217,1977-78,New Mexico,WAC,28,28,830,.513,,.287,,,,,,16.2,,coopemi01,michael-cooper-1
218,1975-76,New Orleans,Ind,26,,,.523,,.169,,,,,,,,coopewa01,wayne-cooper-1
219,1976-77,New Orleans,Sun Belt,28,,,.469,,.149,,,,,,,,coopewa01,wayne-cooper-1
220,1977-78,New Orleans,Sun Belt,27,,,.570,,.294,,,,,,,,coopewa01,wayne-cooper-1
221,1974-75,Rutgers,Ind,29,28,925,.511,,.168,,,,,,,,copelho01,hollis-copeland-1
222,1975-76,Rutgers,Ind,33,32,964,.505,,.161,,,,,,,,copelho01,hollis-copeland-1
223,1976-77,Rutgers,ECBL,28,28,903,.554,,.309,,,,,,,,copelho01,hollis-copeland-1
224,1977-78,Rutgers,EAA,31,31,1023,.539,,.202,,,,,,,,copelho01,hollis-copeland-1
225,1974-75,DePaul,Ind,25,,,.453,,.181,,,,,,,,corzida01,dave-corzine-1
226,1975-76,DePaul,Ind,29,,,.506,,.321,,,,,,,,corzida01,dave-corzine-1
227,1976-77,DePaul,Ind,27,,,.518,,.217,,,,,,,,corzida01,dave-corzine-1
228,1977-78,DePaul,Ind,30,,,.590,,.329,,,,,,,,corzida01,dave-corzine-1
229,1951-52,Niagara,WNY3,28,,,,,,,,,,,,,costela01,larry-costello-1
230,1952-53,Niagara,WNY3,28,,,,,,,,,,,,,costela01,larry-costello-1
231,1953-54,Niagara,WNY3,29,,,.478,,.387,,,,,,,,costela01,larry-costello-1
232,1970-71,University of California,Pac-8,25,,,.501,,.423,,,,,,,,coughjo01,john-coughran-1
233,1971-72,University of California,Pac-8,29,,,.526,,.434,,,,,,,,coughjo01,john-coughran-1
234,1972-73,University of California,Pac-8,26,,,.485,,.251,,,,,,,,coughjo01,john-coughran-1
235,1946-47,Holy Cross,Ind,30,,,,,,,,,,,,,cousybo01,bob-cousy-1
236,1947-48,Holy Cross,Ind,30,,,,,,,,,,,,,cousybo01,bob-cousy-1
237,1948-49,Holy Cross,Ind,27,,,,,,,,,,,,,cousybo01,bob-cousy-1
238,1949-50,Holy Cross,Ind,30,,,.386,,.302,,,,,,,,cousybo01,bob-cousy-1
239,1967-68,Florida State,Ind,27,,,.570,,.342,,,,,,,,cowenda01,dave-cowens-1
240,1968-69,Florida State,Ind,25,,,.550,,.427,,,,,,,,cowenda01,dave-cowens-1
241,1969-70,Florida State,Ind,26,,,.532,,.476,,,,,,,,cowenda01,dave-cowens-1
242,1973-74,Villanova,Ind,26,,,.389,,.254,,,,,,,,coxch01,chubby-cox-1
243,1974-75,Villanova,Ind,22,,,.398,,.295,,,,,,,,coxch01,chubby-cox-1
244,1976-77,San Francisco,WCAC,30,,859,.528,,.320,,,,,,,,coxch01,chubby-cox-1
245,1977-78,San Francisco,WCAC,29,,976,.525,,.338,,,,,,,,coxch01,chubby-cox-1
246,1967-68,New Mexico State,Ind,11,,,.462,,.346,,,,,,,,crissch01,charlie-criss-1
247,1968-69,New Mexico State,Ind,26,,,.515,,.365,,,,,,,,crissch01,charlie-criss-1
248,1969-70,New Mexico State,Ind,24,,,.458,,.409,,,,,,,,crissch01,charlie-criss-1
249,1973-74,UNC,ACC,2,,,.000,,.000,,,,,,,,crompge01,geoff-crompton-1
250,1975-76,UNC,ACC,7,,,.627,,.105,,,,,,,,crompge01,geoff-crompton-1
251,1977-78,UNC,ACC,27,,,.468,,.477,,,,,,,,crompge01,geoff-crompton-1
252,1975-76,Tennessee,SEC,23,,,.339,,.125,,,,,,,,crosbte01,terry-crosby-1
253,1976-77,Tennessee,SEC,26,,,.498,,.215,,,,,,,,crosbte01,terry-crosby-1
254,1977-78,Tennessee,SEC,25,,,.519,,.260,,,,,,16.0,,crosbte01,terry-crosby-1
255,1978-79,Tennessee,SEC,32,,1162,.572,,.203,,,,,,12.8,,crosbte01,terry-crosby-1
256,1974-75,Cincinnati,Ind,18,,458,.602,,.205,,,,,,19.0,,cummipa01,pat-cummings-1
257,1975-76,Cincinnati,Metro,31,,810,.571,,.196,,,,,,,,cummipa01,pat-cummings-1
258,1977-78,Cincinnati,Metro,27,,854,.656,,.264,,,,,,14.5,,cummipa01,pat-cummings-1
259,1978-79,Cincinnati,Metro,27,,1013,.590,,.300,,,,,,,,cummipa01,pat-cummings-1
260,1962-63,UNC,ACC,21,,,.518,,.447,,,,,,,,cunnibi01,billy-cunningham-1
261,1963-64,UNC,ACC,24,,,.483,,.473,,,,,,,,cunnibi01,billy-cunningham-1
262,1964-65,UNC,ACC,24,,,.523,,.443,,,,,,,,cunnibi01,billy-cunningham-1
263,1964-65,New Mexico,WAC,27,,,.516,,.497,,,,,,,,danieme01,mel-daniels-1
264,1965-66,New Mexico,WAC,23,,,.528,,.368,,,,,,,,danieme01,mel-daniels-1
265,1966-67,New Mexico,WAC,27,,,.520,,.408,,,,,,,,danieme01,mel-daniels-1
266,1973-74,Notre Dame,Ind,28,,795,.615,,.475,,,,,,,,dantlad01,adrian-dantley-1
267,1974-75,Notre Dame,Ind,29,,1091,.605,,.540,,,,,,,,dantlad01,adrian-dantley-1
268,1975-76,Notre Dame,Ind,29,,1056,.638,,.576,,,,,,,,dantlad01,adrian-dantley-1
269,1939-40,Seton Hall,Ind,18,,,,,,,,,,,,,daviebo01,bob-davies-1
270,1940-41,Seton Hall,Ind,22,,,,,,,,,,,,,daviebo01,bob-davies-1
271,1941-42,Seton Hall,Ind,19,,,,,,,,,,,,,daviebo01,bob-davies-1
