,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
159,1977-78,28,GSW,NBA,SG,32,,492,8.8,21.6,.409,0.6,0.9,.700,2.1,3.6,5.7,4.4,2.9,0.4,2.1,4.9,18.3,,90,100,johnsch01
160,1977-78,28,WSB,NBA,SG,39,,807,7.8,19.0,.408,2.3,2.8,.824,1.1,4.0,5.1,4.5,1.7,0.1,2.8,4.2,17.8,,93,103,johnsch01
161,1978-79,29,WSB,NBA,SG,82,,1819,8.5,19.5,.435,1.7,2.0,.848,1.7,3.3,5.0,4.4,2.4,0.1,2.2,4.0,18.6,,100,104,johnsch01
162,1977-78,23,BUF,NBA,SG,4,,38,3.6,15.7,.231,0.0,2.4,.000,1.2,4.8,6.1,8.5,6.1,2.4,3.6,3.6,7.3,,59,94,johnsla01
163,1976-77,22,POR,NBA,C,63,,1065,5.8,12.5,.465,2.8,4.5,.606,4.3,8.1,12.3,3.3,1.5,1.6,,5.2,14.4,,,97,jonesro01
164,1977-78,23,HOU,NBA,C,12,,66,7.9,14.4,.550,2.9,7.2,.400,3.6,6.5,10.0,1.4,0.7,0.7,5.0,11.5,18.7,,90,107,jonesro01
165,1973-74,26,BOS,NBA,PF,78,,985,7.0,16.3,.427,3.8,4.9,.775,4.3,6.2,10.5,1.7,0.3,0.3,,5.5,17.7,,,98,kuberst01
166,1974-75,27,MIL,NBA,SF,59,,517,5.6,14.5,.390,4.0,5.1,.786,4.7,6.5,11.2,3.2,1.0,0.3,,5.4,15.3,,,100,kuberst01
167,1975-76,28,TOT,NBA,C-SF,70,,967,6.3,13.5,.464,3.3,3.7,.899,4.2,7.8,12.0,2.2,0.6,0.6,,6.2,15.8,,,98,kuberst01
168,1975-76,28,BUF,NBA,SF,10,,85,3.7,8.9,.412,1.6,1.6,1.000,2.1,11.0,13.0,1.6,0.5,1.0,,5.2,8.9,,,97,kuberst01
169,1975-76,28,BOS,NBA,C,60,,882,6.5,13.9,.467,3.5,3.9,.895,4.4,7.5,11.9,2.2,0.6,0.6,,6.3,16.5,,,98,kuberst01
170,1976-77,29,BOS,NBA,SF,76,,860,6.8,16.2,.420,3.3,4.3,.759,3.9,6.9,10.9,2.0,0.4,0.3,,4.6,16.9,,,100,kuberst01
171,1977-78,30,BOS,NBA,PF,3,,14,3.2,12.9,.250,0.0,0.0,,3.2,16.2,19.4,0.0,3.2,0.0,6.5,6.5,6.5,,44,92,kuberst01
172,1975-76,23,LAL,NBA,SF,16,,55,8.1,32.3,.250,5.7,8.9,.636,3.2,15.4,18.6,4.0,2.4,0.0,,5.7,21.8,,,91,kupeccj01
173,1976-77,24,LAL,NBA,SF,82,,908,7.7,17.3,.447,3.9,5.1,.772,3.8,6.2,10.0,2.7,0.9,0.2,,5.7,19.4,,,101,kupeccj01
174,1977-78,25,HOU,NBA,SF,49,,626,6.4,14.9,.426,2.0,2.5,.818,2.0,4.8,6.9,3.8,0.8,0.2,1.8,4.1,14.8,,101,109,kupeccj01
175,1977-78,23,MIL,NBA,SG,10,,57,7.7,24.0,.323,3.1,3.1,1.000,4.6,3.1,7.7,2.3,2.3,0.8,3.1,7.7,18.6,,83,103,laureri01
176,1977-78,23,GSW,NBA,SG,60,,851,6.5,15.4,.426,1.2,1.8,.697,0.9,3.1,4.0,4.8,1.5,1.0,2.7,5.9,14.3,,90,102,marshri01
177,1973-74,25,BUF,NBA,SF,82,,3322,7.8,15.7,.494,4.2,4.9,.858,2.8,5.1,7.9,3.3,1.7,0.3,,2.4,19.7,,,101,mcmilji01
178,1974-75,26,BUF,NBA,SF,62,,2132,7.3,14.5,.499,4.1,4.8,.840,2.7,5.4,8.0,3.3,1.4,0.3,,2.7,18.6,,,100,mcmilji01
179,1975-76,27,BUF,NBA,SF,74,,2610,8.4,15.6,.536,3.2,3.7,.858,2.3,4.4,6.6,3.5,1.5,0.2,,2.4,19.9,,,100,mcmilji01
180,1976-77,28,NYK,NBA,SF,67,,2158,6.1,13.2,.464,1.4,1.8,.779,1.4,5.0,6.3,2.9,1.3,0.1,,2.1,13.6,,,102,mcmilji01
181,1977-78,29,NYK,NBA,SF,81,,1977,6.4,13.8,.462,2.5,3.0,.858,1.8,4.6,6.4,4.5,1.7,0.4,2.3,2.6,15.3,,104,104,mcmilji01
182,1978-79,30,POR,NBA,SF,23,,278,5.5,12.4,.446,2.8,3.5,.810,2.7,3.8,6.5,5.5,1.7,0.5,2.7,3.0,13.9,,106,105,mcmilji01
183,1973-74,23,KCO,NBA,PF,54,,516,9.3,19.3,.482,8.7,12.3,.707,5.3,7.5,12.8,2.1,3.1,0.5,,6.7,27.3,,,96,mcneila01
184,1974-75,24,KCO,NBA,PF,80,,1749,7.8,17.0,.459,5.0,6.3,.784,3.9,9.1,13.1,1.9,1.8,0.7,,6.0,20.5,,,95,mcneila01
185,1975-76,25,KCK,NBA,PF,82,,1613,8.3,17.2,.484,5.8,7.7,.758,4.4,9.9,14.4,2.0,1.4,0.9,,6.9,22.4,,,98,mcneila01
186,1976-77,26,TOT,NBA,PF,24,,230,9.2,22.0,.420,10.2,12.0,.852,5.5,9.2,14.7,1.2,2.0,0.4,,6.3,28.7,,,97,mcneila01
187,1976-77,26,NYN,NBA,PF,8,,93,9.0,25.4,.353,11.9,14.9,.800,5.0,8.0,12.9,1.5,2.0,0.5,,6.5,29.9,,,97,mcneila01
188,1976-77,26,GSW,NBA,PF,16,,137,9.4,19.8,.475,9.1,10.1,.903,5.9,10.1,15.9,1.0,2.0,0.3,,6.2,28.0,,,97,mcneila01
189,1977-78,27,TOT,NBA,PF,46,,940,7.9,17.4,.455,7.1,8.6,.829,3.9,6.0,9.9,2.3,0.9,0.5,3.3,5.6,22.9,,107,105,mcneila01
190,1977-78,27,GSW,NBA,PF,9,,67,4.1,12.2,.333,10.1,12.8,.789,1.4,8.1,9.5,1.4,0.0,0.7,4.7,9.5,18.3,,91,102,mcneila01
191,1977-78,27,BUF,NBA,PF,37,,873,8.2,17.8,.462,6.8,8.2,.833,4.1,5.8,9.9,2.4,0.9,0.5,3.2,5.3,23.3,,108,105,mcneila01
192,1978-79,28,DET,NBA,PF,11,,46,8.8,19.5,.450,10.7,11.7,.917,2.9,6.8,9.7,2.9,0.0,0.0,3.9,6.8,28.2,,113,108,mcneila01
193,1977-78,23,HOU,NBA,SF,20,,110,2.2,7.3,.294,2.6,4.3,.600,4.3,4.7,9.0,3.0,0.9,0.9,3.4,6.9,6.9,,80,108,moffela01
194,1977-78,22,PHI,NBA,PF,6,,21,10.5,27.4,.385,6.3,14.8,.429,0.0,10.5,10.5,4.2,0.0,0.0,10.5,10.5,27.4,,68,101,moslegl01
195,1978-79,23,SAS,NBA,PF,26,,221,6.1,14.7,.413,4.5,7.5,.605,5.3,7.3,12.6,3.7,1.6,2.0,3.9,6.9,16.7,,96,101,moslegl01
196,1973-74,23,POR,NBA,PF,80,,1517,7.2,14.6,.490,3.4,4.9,.696,4.4,10.0,14.4,2.6,1.3,2.1,,5.5,17.8,,,100,nealll01
197,1974-75,24,POR,NBA,PF,82,,2278,8.2,17.5,.471,3.8,5.9,.641,3.7,10.1,13.8,2.8,0.9,1.8,,4.8,20.3,,,96,nealll01
198,1975-76,25,POR,NBA,PF,68,,2320,8.4,17.4,.481,3.6,5.2,.694,2.8,8.5,11.2,2.3,1.0,2.1,,4.9,20.3,,,97,nealll01
199,1976-77,26,POR,NBA,PF,58,,955,7.4,15.8,.471,3.6,5.3,.675,4.0,7.8,11.9,2.7,0.4,1.6,,6.9,18.5,,,99,nealll01
200,1977-78,27,POR,NBA,PF,61,,1174,10.7,21.2,.504,5.0,6.9,.718,4.6,10.1,14.6,3.2,1.1,0.8,3.8,5.0,26.3,,107,96,nealll01
201,1978-79,28,POR,NBA,PF,4,,48,3.9,10.6,.364,1.0,1.0,1.000,1.9,6.8,8.7,1.0,0.0,1.0,5.8,6.8,8.7,,61,106,nealll01
202,1973-74,22,CAP,NBA,SG,49,,556,7.6,17.5,.433,4.3,5.9,.726,2.1,3.6,5.7,4.2,2.5,0.2,,5.0,19.4,,,95,nelsolo01
203,1974-75,23,NOJ,NBA,PG,72,,1898,7.1,15.7,.452,4.4,5.8,.768,1.7,2.8,4.5,4.1,1.5,0.1,,4.3,18.6,,,102,nelsolo01
204,1975-76,24,NOJ,NBA,SG,66,,2030,7.2,16.7,.433,3.7,5.1,.735,1.8,2.7,4.5,3.7,1.8,0.1,,3.3,18.2,,,100,nelsolo01
205,1976-77,25,SAS,NBA,SG,4,,57,5.3,10.5,.500,3.0,5.3,.571,1.5,3.8,5.3,2.3,1.5,0.0,,6.8,13.6,,,105,nelsolo01
206,1977-78,26,TOT,NBA,SG,33,,406,9.1,22.6,.403,6.1,9.0,.679,1.4,4.2,5.6,3.6,2.4,0.7,5.1,3.5,24.3,,87,101,nelsolo01
207,1977-78,26,KCK,NBA,SG,8,,53,2.5,11.7,.214,7.5,9.2,.818,0.8,1.7,2.5,4.2,1.7,0.8,6.7,4.2,12.6,,70,105,nelsolo01
208,1977-78,26,NJN,NBA,SG,25,,353,10.1,24.1,.416,5.9,8.9,.658,1.5,4.5,6.0,3.6,2.5,0.7,4.9,3.4,26.0,,89,101,nelsolo01
209,1974-75,21,PHI,NBA,SG,12,,72,14.8,28.4,.523,1.3,1.9,.667,1.9,5.8,7.7,2.6,1.9,0.6,,5.8,30.9,,,98,normaco01
210,1975-76,22,PHI,NBA,SG,65,,818,10.0,23.0,.434,1.1,1.3,.833,2.8,2.7,5.5,3.6,1.5,0.4,,4.7,21.1,,,102,normaco01
211,1978-79,25,SDC,NBA,SG,22,,323,9.9,23.1,.430,2.7,3.2,.826,1.8,2.7,4.5,3.4,1.4,0.4,3.1,4.9,22.5,,99,111,normaco01
212,1973-74,26,DET,NBA,SF,74,,1178,9.4,18.5,.510,3.6,5.5,.664,3.6,5.1,8.8,2.2,2.3,0.3,,6.0,22.5,,,94,norwowi01
213,1974-75,27,DET,NBA,SF,24,,347,8.8,16.9,.520,4.3,5.8,.738,4.3,7.8,12.1,2.2,3.2,0.0,,7.0,21.9,,,96,norwowi01
214,1975-76,28,SEA,NBA,SF,64,,1004,6.5,13.4,.485,6.7,9.0,.749,4.0,6.1,10.2,2.6,1.9,0.2,,6.2,19.7,,,99,norwowi01
215,1976-77,29,SEA,NBA,SF,76,,1647,5.9,12.6,.469,4.1,5.6,.733,3.5,4.5,8.0,2.7,1.7,0.2,,5.2,15.9,,,101,norwowi01
216,1977-78,30,TOT,NBA,SF,35,,611,5.5,13.5,.409,3.7,5.6,.667,3.6,5.2,8.8,2.5,2.3,0.2,4.2,7.5,14.7,,89,99,norwowi01
217,1977-78,30,DET,NBA,SF,16,,260,5.8,14.1,.415,3.4,5.0,.690,4.6,4.6,9.3,2.4,2.2,0.5,2.9,7.7,15.1,,98,102,norwowi01
218,1977-78,30,POR,NBA,SF,19,,351,5.3,13.0,.404,3.9,6.0,.652,2.9,5.6,8.5,2.5,2.4,0.0,5.1,7.4,14.4,,82,97,norwowi01
219,1977-78,24,BUF,NBA,SF,8,,63,6.6,15.3,.429,2.2,4.4,.500,3.7,3.7,7.3,3.7,0.7,0.0,2.2,6.6,15.3,,96,108,owensed01
220,1976-77,23,WSB,NBA,C,30,,119,9.1,20.9,.436,6.1,11.0,.552,6.1,6.9,12.9,1.5,0.8,6.5,,11.0,24.4,,,94,pacejo01
221,1977-78,24,WSB,NBA,C,49,,438,6.8,14.2,.479,5.8,9.4,.613,5.1,8.5,13.6,2.3,1.2,2.1,4.5,8.7,19.4,,99,98,pacejo01
222,1973-74,25,MIL,NBA,PF,81,,2386,6.2,13.9,.446,1.5,2.6,.582,4.6,8.8,13.4,3.5,2.0,1.9,,5.7,13.9,,,91,perrycu01
223,1974-75,26,PHO,NBA,PF,79,,2688,7.5,15.7,.477,3.1,4.4,.719,5.9,10.2,16.1,3.2,1.8,1.3,,4.9,18.1,,,95,perrycu01
224,1975-76,27,PHO,NBA,PF,71,,2353,7.5,15.0,.497,3.4,4.6,.732,3.8,9.4,13.2,3.5,1.6,1.3,,5.2,18.3,,,96,perrycu01
225,1976-77,28,PHO,NBA,PF,44,,1391,5.8,13.4,.432,3.6,4.6,.789,4.8,8.0,12.8,2.6,1.6,0.9,,5.3,15.2,,,96,perrycu01
226,1977-78,29,PHO,NBA,PF,45,,818,5.8,12.8,.453,2.7,3.4,.785,4.6,8.6,13.2,2.5,1.8,1.2,3.3,6.3,14.3,,97,96,perrycu01
227,1975-76,21,CHI,NBA,PF,75,,1326,5.6,13.7,.411,4.4,6.6,.670,4.1,9.7,13.8,3.2,1.0,0.9,,4.8,15.7,,,97,pondecl01
228,1976-77,22,CHI,NBA,PF,78,,996,5.2,12.4,.416,2.0,3.1,.646,3.7,7.7,11.4,2.0,1.6,0.5,,4.0,12.3,,,97,pondecl01
229,1977-78,23,CHI,NBA,PF,44,,534,3.3,7.5,.435,1.2,1.8,.700,3.2,8.3,11.5,7.7,1.7,1.3,2.7,5.8,7.8,,103,101,pondecl01
230,1973-74,25,CHI,NBA,SF,73,,1229,11.0,24.5,.450,3.4,4.3,.800,3.2,7.4,10.6,1.2,0.9,1.5,,4.3,25.4,,,94,porteho01
231,1974-75,26,TOT,NBA,SF,58,,1163,8.2,16.9,.488,2.7,3.2,.835,3.2,7.2,10.4,0.8,0.9,1.1,,3.8,19.2,,,100,porteho01
232,1974-75,26,NYK,NBA,SF,17,,133,4.5,12.6,.361,2.4,3.1,.778,4.5,8.7,13.3,0.7,1.0,0.3,,5.9,11.5,,,98,porteho01
233,1974-75,26,DET,NBA,SF,41,,1030,8.7,17.4,.500,2.7,3.2,.843,3.1,7.0,10.0,0.8,0.9,1.2,,3.5,20.2,,,101,porteho01
234,1975-76,27,DET,NBA,SF,75,,1482,9.2,19.5,.469,2.2,3.0,.753,2.5,6.6,9.1,0.8,1.0,1.1,,4.1,20.6,,,101,porteho01
235,1976-77,28,DET,NBA,PF,78,,2200,9.3,19.3,.483,2.1,2.4,.858,3.1,6.1,9.2,1.1,1.0,1.5,,4.1,20.7,,,103,porteho01
236,1977-78,29,TOT,NBA,SF,63,,1323,10.1,20.8,.487,4.1,5.1,.800,3.3,5.9,9.1,1.4,1.0,1.2,1.8,4.4,24.3,,109,102,porteho01
237,1977-78,29,DET,NBA,SF,8,,107,6.7,17.9,.372,1.7,2.9,.571,2.1,5.0,7.1,0.8,1.2,2.1,2.1,6.2,15.0,,84,102,porteho01
238,1977-78,29,NJN,NBA,SF,55,,1216,10.4,21.1,.495,4.3,5.3,.811,3.4,5.9,9.3,1.4,0.9,1.2,1.8,4.2,25.1,,111,102,porteho01
239,1973-74,24,LAL,NBA,PG,82,,2628,8.8,19.6,.449,3.1,3.8,.799,2.0,4.2,6.2,6.0,2.6,0.5,,3.7,20.7,,,97,priceji01
240,,25,TOT,NBA,PG,50,,1870,7.9,17.9,.442,4.2,4.8,.871,1.5,3.4,4.9,7.1,2.8,0.6,,4.5,20.0,,,98,priceji01
241,,25,LAL,NBA,PG,9,,339,10.0,22.2,.449,5.5,6.0,.911,2.3,3.5,5.7,8.4,2.8,0.4,,4.8,25.4,,,100,priceji01
242,,25,MIL,NBA,PG,41,,1531,7.4,16.9,.440,3.9,4.6,.859,1.4,3.4,4.8,6.8,2.8,0.6,,4.5,18.8,,,98,priceji01
243,1975-76,26,MIL,NBA,PG,80,,2525,7.3,17.5,.415,2.6,3.0,.849,1.4,3.4,4.8,7.2,2.7,0.6,,4.8,17.2,,,99,priceji01
244,1976-77,27,TOT,NBA,PG,81,,1828,6.0,13.5,.446,2.0,2.5,.806,1.2,4.3,5.5,6.2,3.0,0.5,,5.9,14.0,,,97,priceji01
245,1976-77,27,MIL,NBA,PG,6,,111,8.4,16.4,.512,2.8,3.6,.778,1.6,3.6,5.2,6.0,2.8,0.4,,5.6,19.6,,,103,priceji01
246,1976-77,27,BUF,NBA,PG,20,,333,5.9,14.0,.423,2.3,2.7,.850,0.7,3.9,4.6,5.1,3.4,0.7,,7.0,14.1,,,100,priceji01
247,1976-77,27,DEN,NBA,PG,55,,1384,5.9,13.2,.445,1.8,2.3,.797,1.3,4.5,5.7,6.5,3.0,0.4,,5.6,13.6,,,96,priceji01
248,1977-78,28,TOT,NBA,PG,83,,1929,6.8,15.1,.448,3.1,3.9,.799,1.3,4.7,6.0,6.0,2.6,0.2,4.0,4.6,16.6,,95,101,priceji01
249,1977-78,28,DEN,NBA,PG,49,,1090,5.7,11.9,.481,2.1,2.7,.773,1.2,5.2,6.5,6.4,2.8,0.2,4.1,4.8,13.5,,94,101,priceji01
250,1977-78,28,DET,NBA,PG,34,,839,8.1,19.3,.421,4.5,5.5,.816,1.4,3.9,5.4,5.4,2.4,0.3,3.9,4.4,20.7,,97,102,priceji01
251,1978-79,29,LAL,NBA,PG,75,,1207,6.4,12.9,.497,2.1,3.0,.696,1.0,3.6,4.6,8.2,2.5,0.5,3.8,4.8,14.9,,100,104,priceji01
252,1978-79,22,IND,NBA,SG,52,,649,5.8,12.3,.474,2.5,3.2,.800,1.8,3.0,4.8,4.0,2.1,0.1,3.2,4.3,14.2,,99,106,radfowa01
253,1973-74,23,HOU,NBA,SF,81,,1773,6.5,14.9,.434,2.6,3.3,.798,2.4,4.9,7.3,4.6,2.3,0.7,,4.6,15.6,,,100,ratleed01
254,1974-75,24,HOU,NBA,SF,80,,2563,7.1,15.5,.461,2.9,3.5,.826,3.4,5.0,8.4,4.7,2.7,0.9,,4.2,17.1,,,98,ratleed01
255,1975-76,25,HOU,NBA,SF,72,,2401,6.0,12.4,.485,3.2,3.9,.816,2.0,5.2,7.2,5.0,2.2,0.7,,4.5,15.2,,,101,ratleed01
256,1976-77,26,HOU,NBA,SF,37,,533,6.2,14.3,.435,2.3,3.7,.619,2.1,4.7,6.8,3.8,1.8,0.5,,4.0,14.8,,,104,ratleed01
257,1977-78,27,HOU,NBA,SF,68,,1163,5.3,12.6,.419,1.6,1.9,.830,2.3,4.3,6.6,6.2,2.4,0.9,2.7,4.4,12.2,,98,105,ratleed01
258,1977-78,22,ATL,NBA,SG,63,,929,8.4,19.1,.441,1.9,2.7,.698,0.8,2.8,3.5,5.2,3.7,0.3,4.4,6.7,18.7,,87,99,roberto01
259,1978-79,23,GSW,NBA,SG,12,,74,9.5,25.4,.375,3.8,5.7,.667,3.8,2.5,6.3,2.5,5.1,0.0,5.1,6.3,22.9,,82,99,roberto01
260,1973-74,24,DET,NBA,PF,82,,2499,6.9,13.9,.494,2.1,3.0,.698,3.0,6.3,9.3,2.5,0.9,0.6,,3.2,15.8,,,96,rowecu01
261,1974-75,25,DET,NBA,PF,82,,2787,7.2,15.0,.483,2.9,3.9,.753,3.0,7.0,10.0,2.1,0.9,0.8,,3.3,17.4,,,101,rowecu01
262,,26,DET,NBA,PF,80,,2998,7.8,16.7,.468,3.8,5.2,.737,3.5,7.1,10.6,2.8,0.7,0.7,,3.2,19.5,,,102,rowecu01
263,1976-77,27,BOS,NBA,PF,79,,2190,6.4,12.9,.498,3.5,4.9,.708,3.8,7.6,11.5,2.2,0.5,1.0,,4.4,16.3,,,99,rowecu01
264,1977-78,28,BOS,NBA,PF,51,,911,6.1,13.6,.451,3.3,4.4,.742,3.7,6.4,10.1,2.2,0.7,0.4,3.8,4.7,15.5,,94,103,rowecu01
265,1978-79,29,BOS,NBA,PF,53,,1222,5.6,12.8,.436,1.9,2.8,.693,2.9,6.0,8.9,2.5,0.6,0.5,3.2,3.9,13.1,,91,108,rowecu01
266,1978-79,23,NYK,NBA,SF,58,,723,3.7,8.4,.444,4.2,5.9,.710,4.4,6.2,10.6,2.2,1.1,0.5,3.7,6.0,11.6,,97,106,ruddjo01
267,1973-74,29,GSW,NBA,SF,82,,2574,12.6,26.2,.482,3.6,4.3,.835,2.4,3.6,6.0,3.3,0.9,0.3,,3.3,28.8,,,102,russeca01
268,1974-75,30,LAL,NBA,SF,40,,1055,11.3,24.8,.455,4.3,4.8,.894,1.5,3.5,4.9,4.7,1.2,0.1,,2.4,26.9,,,104,russeca01
269,1975-76,31,LAL,NBA,SF,74,,1625,10.1,21.9,.463,3.6,4.0,.892,1.4,3.6,5.0,3.3,1.4,0.1,,3.3,23.9,,,102,russeca01
270,1976-77,32,LAL,NBA,SF,82,,2583,10.3,20.9,.490,3.3,3.9,.858,1.5,3.7,5.2,3.7,1.5,0.1,,2.9,23.9,,,102,russeca01
271,1977-78,33,CHI,NBA,SF,36,,789,8.0,18.2,.438,2.9,3.4,.860,1.9,3.1,5.0,3.7,1.1,0.2,2.1,3.8,18.9,,102,106,russeca01
272,1974-75,23,PHO,NBA,SF,69,,1059,7.6,17.6,.433,2.9,4.1,.695,3.6,7.4,11.0,3.5,1.8,0.7,,6.6,18.2,,,97,saundfr01
273,1975-76,24,PHO,NBA,SF,17,,146,8.7,19.9,.438,1.9,3.4,.545,3.4,8.1,11.5,4.0,1.6,0.3,,7.2,19.3,,,98,saundfr01
274,1976-77,25,BOS,NBA,SF,68,,1051,7.8,16.8,.466,1.5,2.3,.660,3.1,6.4,9.5,3.6,1.1,0.3,,8.1,17.1,,,99,saundfr01
275,1977-78,26,TOT,NBA,SF,56,,643,6.9,16.3,.423,1.8,2.5,.722,2.6,5.1,7.7,3.2,1.5,1.0,2.9,7.4,15.6,,92,102,saundfr01
276,1977-78,26,BOS,NBA,SF,26,,243,5.6,17.0,.330,2.6,3.2,.824,2.1,4.8,6.9,2.1,1.3,0.7,3.7,6.3,13.8,,76,102,saundfr01
277,1977-78,26,NOJ,NBA,SF,30,,400,7.6,15.8,.483,1.3,2.1,.632,3.0,5.2,8.2,3.9,1.6,1.1,2.4,8.0,16.6,,102,101,saundfr01
278,1973-74,28,ATL,NBA,C,57,,547,5.0,10.7,.467,3.0,4.0,.760,4.3,8.0,12.3,3.6,2.0,1.7,,6.7,13.0,,,96,schluda01
279,1974-75,29,BUF,NBA,C,76,,962,4.3,8.2,.517,3.9,5.6,.694,3.6,8.6,12.2,4.8,0.8,1.9,,7.6,12.4,,,97,schluda01
280,1975-76,30,BUF,NBA,C,71,,773,3.5,7.0,.500,3.1,4.6,.667,3.3,9.5,12.9,4.6,0.7,1.0,,8.1,10.1,,,97,schluda01
281,1976-77,31,PHO,NBA,C,39,,337,3.5,9.6,.361,2.4,4.1,.581,4.0,6.7,10.7,5.1,1.1,1.1,,8.3,9.4,,,98,schluda01
282,1977-78,32,POR,NBA,C,10,,109,3.4,8.0,.421,3.8,7.6,.500,2.1,6.8,8.9,7.6,1.3,0.8,6.3,8.5,10.6,,79,98,schluda01
283,1977-78,23,CHI,NBA,SF,64,,698,8.1,17.8,.454,2.5,3.8,.661,4.5,4.3,8.9,2.9,0.9,0.2,3.1,4.9,18.6,,99,106,sheppst01
284,1978-79,24,TOT,NBA,SF,42,,279,6.0,12.6,.474,3.3,5.6,.588,4.1,3.6,7.8,3.1,1.3,0.2,4.1,4.3,15.2,,95,107,sheppst01
285,1978-79,24,CHI,NBA,SF,22,,203,5.5,11.7,.471,2.8,4.4,.632,3.7,2.8,6.4,3.4,1.1,0.0,4.8,3.7,13.8,,89,108,sheppst01
286,1978-79,24,DET,NBA,SF,20,,76,7.1,14.7,.480,4.7,8.8,.533,5.3,5.9,11.2,2.4,1.8,0.6,2.4,5.9,18.9,,107,105,sheppst01
287,1977-78,22,SAS,NBA,PG,12,,95,4.6,12.1,.385,4.6,7.0,.667,2.3,3.7,6.0,9.3,1.4,0.0,8.8,7.4,13.9,,77,105,simssc01
288,1973-74,24,LAL,NBA,C,81,,2922,6.4,14.0,.457,2.2,3.7,.590,3.0,10.3,13.3,2.2,1.0,5.8,,4.5,14.9,,,92,smithel01
289,1974-75,25,LAL,NBA,C,74,,2341,6.7,13.5,.493,2.2,4.5,.485,4.0,11.6,15.6,2.8,1.6,4.2,,4.9,15.5,,,93,smithel01
290,1975-76,26,MIL,NBA,C,78,,2809,8.2,15.8,.518,3.7,5.8,.632,3.3,11.4,14.7,1.6,1.3,3.9,,4.4,20.0,,,94,smithel01
291,1976-77,27,TOT,NBA,C,70,,1464,7.5,15.8,.475,3.6,6.6,.549,3.6,10.1,13.7,1.3,1.1,4.5,,6.5,18.7,,,96,smithel01
292,1976-77,27,MIL,NBA,C,34,,789,6.3,14.2,.447,3.4,5.9,.581,2.9,8.8,11.7,1.7,1.1,3.9,,6.1,16.1,,,100,smithel01
293,1976-77,27,CLE,NBA,C,36,,675,9.0,17.8,.504,3.9,7.6,.519,4.3,11.8,16.2,0.9,1.1,5.3,,6.9,21.9,,,92,smithel01
294,1977-78,28,CLE,NBA,C,81,,1996,9.3,18.8,.497,4.8,7.2,.663,4.1,11.6,15.8,1.3,1.2,4.1,3.3,5.6,23.4,,104,94,smithel01
295,1978-79,29,CLE,NBA,C,24,,332,9.7,18.3,.531,2.5,3.7,.692,6.3,8.6,14.9,1.8,1.0,2.3,5.9,8.4,22.0,,96,105,smithel01
296,1973-74,29,SEA,NBA,SG,74,,2670,9.3,19.4,.481,3.2,3.7,.866,1.5,3.5,5.0,4.3,1.5,0.4,,4.2,21.8,,,101,snydedi01
297,1974-75,30,CLE,NBA,SG,82,,2590,9.2,18.2,.504,3.0,3.6,.846,0.7,3.7,4.4,5.2,1.3,0.8,,4.2,21.4,,,100,snydedi01
298,1975-76,31,CLE,NBA,SG,82,,2274,9.2,18.3,.501,3.2,3.9,.824,1.0,3.1,4.1,4.6,1.2,0.7,,4.5,21.5,,,100,snydedi01
299,1976-77,32,CLE,NBA,SG,82,,1685,8.9,19.4,.456,3.6,4.2,.852,1.3,2.9,4.2,4.5,1.3,0.8,,5.0,21.3,,,102,snydedi01
300,1977-78,33,CLE,NBA,SG,58,,660,7.9,17.7,.444,3.9,4.5,.875,0.6,2.8,3.4,3.9,1.6,1.3,3.4,5.2,19.7,,97,102,snydedi01
301,1978-79,34,SEA,NBA,SG,56,,536,7.0,16.2,.433,3.7,4.4,.843,1.3,2.9,4.2,5.5,1.2,0.5,3.1,4.5,17.8,,101,104,snydedi01
302,1976-77,22,PHO,NBA,SF,78,,1751,7.1,14.0,.508,2.9,4.5,.631,2.5,7.4,9.9,2.6,1.1,1.2,,4.2,17.1,,,97,terreir01
303,1978-79,24,TOT,NBA,SF,49,,732,5.7,12.1,.470,2.1,3.2,.660,2.7,6.2,8.9,2.5,1.3,1.7,3.2,6.1,13.5,,94,105,terreir01
304,1978-79,24,NOJ,NBA,SF,31,,572,4.9,11.1,.438,2.1,2.9,.711,2.6,5.8,8.4,2.0,1.2,1.7,2.8,5.6,11.8,,92,106,terreir01
305,1978-79,24,POR,NBA,SF,18,,160,8.7,15.7,.556,2.3,4.4,.533,2.9,7.8,10.7,4.4,2.0,1.7,4.9,7.8,19.7,,99,101,terreir01
306,1974-75,23,SEA,NBA,PF,19,,87,8.4,19.4,.432,5.8,8.9,.647,6.3,5.2,11.5,2.6,2.1,3.1,,6.3,22.5,,,96,tolsode01
307,1976-77,25,SEA,NBA,PF,60,,587,10.5,18.5,.566,6.5,12.2,.535,5.6,6.4,12.0,2.1,2.4,1.6,,6.4,27.5,,,97,tolsode01
308,1977-78,26,SEA,NBA,PF,1,,7,0.0,6.5,.000,0.0,0.0,,0.0,0.0,0.0,13.1,0.0,0.0,6.5,13.1,0.0,,41,106,tolsode01
309,,26,CHI,NBA,PG,80,,2863,6.8,16.8,.406,4.6,5.9,.778,1.8,4.2,6.0,8.8,2.6,0.1,,4.5,18.2,,,94,vanlino01
