,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,id
0,1967-68,23,INA,ABA,PF,45,637,11.9,.449,.008,.312,,,11.3,4.1,11.6,18.6,,0.0,0.5,0.5,.040,aitchma01
1,1966-67,22,NYK,NBA,PF,50,453,8.5,.390,,.161,,,,7.4,,,,-0.9,0.2,-0.7,-0.073,akinhe01
2,1967-68,23,SEA,NBA,C,36,259,6.5,.372,,.226,,,,7.0,,,,-0.7,0.1,-0.6,-0.103,akinhe01
3,1968-69,24,KEN,ABA,PF,2,25,-1.3,.376,.500,.750,,,7.0,5.0,42.9,13.8,,0.0,0.0,0.0,-0.002,akinhe01
4,1967-68,,ANA,ABA,C,38,857,11.9,.464,.007,.354,,,13.7,3.8,10.5,15.2,,0.3,0.3,0.6,.033,allenbi01
5,1967-68,22,OAK,ABA,PG,77,1894,7.6,.427,.058,.298,,,3.8,8.8,12.3,18.7,,-0.8,0.3,-0.5,-0.012,anderan01
6,1968-69,23,TOT,ABA,SG,36,742,13.6,.527,.022,.452,,,6.6,8.2,14.0,18.4,,1.1,0.6,1.7,.107,anderan01
7,1968-69,23,OAK,ABA,,3,24,15.7,.581,.000,.333,,,7.4,16.6,16.2,17.5,,0.1,0.0,0.1,.165,anderan01
8,1968-69,23,MMF,ABA,SG,33,718,13.6,.526,.023,.456,,,6.6,7.9,13.9,18.5,,1.0,0.5,1.6,.105,anderan01
9,1969-70,24,TOT,ABA,SG,81,2150,13.0,.480,.014,.288,,,5.2,11.0,12.0,20.3,,0.8,1.5,2.3,.052,anderan01
10,1969-70,24,MMF,ABA,SG,32,617,12.3,.507,.008,.447,,,4.1,8.8,15.1,20.8,,0.7,0.4,1.0,.078,anderan01
11,1969-70,24,LAS,ABA,SG,49,1533,13.2,.470,.016,.229,,,5.7,11.9,10.7,20.1,,0.1,1.2,1.3,.041,anderan01
12,1967-68,23,LAL,NBA,SG,18,94,4.5,.315,,.966,,,,20.3,,,,-0.3,0.1,-0.2,-0.113,andercl01
13,1968-69,24,LAL,NBA,SG,35,289,11.5,.468,,.759,,,,14.4,,,,0.1,0.2,0.4,.063,andercl01
14,1969-70,25,DNR,ABA,SG,3,22,6.7,.452,.000,1.500,,,8.0,22.0,31.1,16.3,,0.0,0.0,0.0,.082,andercl01
15,1970-71,26,TOT,NBA,SG,28,198,12.8,.455,,1.031,,,11.5,13.4,,,,0.0,0.1,0.1,.022,andercl01
16,1970-71,26,CLE,NBA,SG,23,171,13.2,.463,,1.017,,,10.4,12.9,,,,0.0,0.1,0.1,.022,andercl01
17,1970-71,26,PHI,NBA,SG,5,27,10.1,.385,,1.167,,,18.3,16.9,,,,0.0,0.0,0.0,.021,andercl01
18,1967-68,24,NJA,ABA,C,78,2626,18.4,.533,.000,.341,,,14.4,5.2,10.8,16.9,,5.2,2.7,7.9,.145,anderda01
19,1968-69,25,TOT,ABA,C,62,1399,15.9,.509,.000,.308,,,14.6,6.8,12.9,16.2,,1.3,1.7,3.0,.103,anderda01
20,1968-69,25,NYA,ABA,C,25,677,15.6,.507,.000,.391,,,14.3,7.3,13.6,17.0,,0.6,0.4,1.1,.077,anderda01
21,1968-69,25,KEN,ABA,C,8,94,3.9,.392,.000,.364,,,11.6,8.3,23.9,13.2,,-0.1,0.1,0.0,.015,anderda01
22,1968-69,25,MNP,ABA,C,29,628,18.0,.522,.000,.219,,,15.4,5.9,10.7,15.8,,0.8,1.1,1.9,.145,anderda01
23,1966-67,22,BAL,NBA,SG,4,61,5.7,.396,,.727,,,,7.7,,,,-0.1,0.0,-0.1,-0.043,austijo01
24,1967-68,23,NJA,ABA,SG,41,692,9.7,.465,.039,.502,,,4.1,12.1,14.3,21.1,,0.4,0.5,0.9,.064,austijo01
25,1970-71,23,PTC,ABA,,16,154,6.4,.494,.000,.500,,,13.4,6.1,27.8,13.1,,0.0,0.1,0.2,.056,bankswa01
26,1967-68,25,KEN,ABA,PF,69,1181,8.2,.399,.019,.396,,,16.7,8.6,21.6,17.3,,-1.1,1.9,0.8,.031,bayneho01
27,1967-68,25,NJA,ABA,,12,118,6.3,.539,.000,.478,,,17.2,0.0,30.1,12.4,,0.1,0.1,0.3,.107,beardal01
28,1967-68,22,DLC,ABA,SG,78,2969,13.6,.574,.017,.431,,,4.7,13.3,17.3,14.1,,6.9,1.1,8.0,.130,beaslch01
29,1968-69,23,DLC,ABA,SG,75,1719,10.8,.510,.030,.379,,,4.2,16.9,17.9,15.9,,1.6,1.0,2.6,.073,beaslch01
30,1969-70,24,DLC,ABA,SG,80,2150,11.3,.533,.108,.393,,,4.2,16.4,18.6,16.1,,2.8,1.3,4.1,.091,beaslch01
31,1970-71,25,TOT,ABA,SG,48,509,8.1,.511,.191,.360,,,3.9,18.7,22.2,14.1,,0.3,0.4,0.7,.068,beaslch01
32,1970-71,25,TEX,ABA,SG,43,486,8.0,.515,.192,.376,,,3.9,19.0,23.2,13.7,,0.3,0.4,0.7,.071,beaslch01
33,1970-71,25,FLO,ABA,SG,5,23,10.6,.463,.182,.182,,,2.0,12.7,7.8,20.9,,0.0,0.0,0.0,.008,beaslch01
34,1967-68,23,ANA,ABA,PF,76,1492,17.7,.483,.005,.258,,,14.8,8.5,11.9,22.5,,1.7,0.6,2.2,.072,bedelbo01
35,1968-69,24,DLC,ABA,PF,42,479,13.1,.450,.009,.380,,,11.1,9.6,11.9,23.2,,-0.2,0.3,0.1,.014,bedelbo01
36,1969-70,25,DLC,ABA,PF,80,1536,15.9,.496,.015,.363,,,12.9,11.0,15.6,21.8,,1.2,1.2,2.4,.076,bedelbo01
37,1970-71,26,TEX,ABA,PF,71,970,14.2,.463,.095,.256,,,13.6,11.1,13.9,20.7,,-0.2,1.0,0.8,.039,bedelbo01
38,1968-69,25,TOT,ABA,PG,59,993,6.8,.458,.065,.561,,,6.7,12.2,23.2,23.7,,-0.1,0.6,0.5,.026,bennesp01
39,1968-69,25,DLC,ABA,PG,46,823,6.6,.452,.035,.576,,,6.3,11.9,22.6,23.2,,-0.2,0.5,0.3,.016,bennesp01
40,1968-69,25,HSM,ABA,PG,13,170,7.7,.487,.189,.500,,,8.2,13.3,25.6,25.7,,0.1,0.2,0.3,.078,bennesp01
41,1969-70,24,PTP,ABA,PF,20,255,15.3,.450,.008,.275,,,14.1,9.8,9.4,21.0,,-0.1,0.2,0.1,.023,berghla01
42,1967-68,22,OAK,ABA,SG,70,1224,12.9,.484,.128,.232,,,3.2,7.1,9.0,20.5,,1.3,0.2,1.5,.059,bialowe01
43,1964-65,22,BOS,NBA,SF,37,369,21.6,.509,,.509,,,,7.6,,,,1.0,0.8,1.8,.230,bonharo01
44,1965-66,23,BOS,NBA,SG,39,312,13.1,.436,,.295,,,,5.3,,,,-0.2,0.4,0.2,.028,bonharo01
45,1967-68,25,INA,ABA,SF,42,426,15.2,.478,.010,.500,,,6.0,5.0,11.1,25.2,,0.5,0.2,0.7,.080,bonharo01
46,1969-70,24,MMF,ABA,C,12,221,15.7,.508,.016,.295,,,18.7,3.6,15.9,13.3,,0.1,0.2,0.4,.082,bookebu01
47,1967-68,27,DNR,ABA,PF,67,1287,9.7,.416,.004,.199,,,13.6,4.6,14.4,17.2,,-0.9,2.0,1.1,.042,bowento01
48,1968-69,28,NYA,ABA,PF,76,1550,8.5,.447,.007,.283,,,13.1,4.7,17.9,14.6,,-0.4,0.9,0.5,.015,bowento01
49,1969-70,29,NOB,ABA,PF,68,753,10.2,.480,.000,.247,,,10.8,7.8,15.5,16.8,,0.2,0.9,1.2,.073,bowento01
50,1967-68,28,KEN,ABA,C,11,90,1.7,.316,.000,.429,,,14.0,1.6,15.3,16.5,,-0.3,0.1,-0.2,-0.081,bowlior01
51,1964-65,22,BAL,NBA,SF,41,335,13.1,.494,,.568,,,,7.6,,,,0.4,0.1,0.5,.067,braddga01
52,1965-66,23,BAL,NBA,SF,3,15,18.0,.451,,.667,,,,8.3,,,,0.0,0.0,0.0,.057,braddga01
53,1967-68,25,OAK,ABA,PF,49,1052,21.0,.548,.009,.643,,,11.9,7.3,12.5,22.3,,3.2,0.3,3.4,.157,braddga01
54,1968-69,26,OAK,ABA,PF,75,2249,19.7,.566,.007,.427,,,11.3,5.4,12.4,21.5,,6.1,1.9,8.0,.171,braddga01
55,1969-70,27,WSA,ABA,PF,60,1239,18.5,.554,.008,.431,,,11.9,6.4,14.4,24.3,,3.2,0.4,3.6,.138,braddga01
56,1970-71,28,TOT,ABA,,26,321,12.7,.469,.016,.457,,,14.2,5.4,14.1,19.7,,0.0,0.3,0.3,.038,braddga01
57,1970-71,28,CAR,ABA,,7,114,8.2,.416,.022,.400,,,16.3,2.2,18.5,20.6,,-0.2,0.1,-0.1,-0.025,braddga01
58,1970-71,28,TEX,ABA,,19,207,15.1,.497,.012,.488,,,13.0,7.2,11.5,19.1,,0.1,0.2,0.3,.072,braddga01
59,1967-68,26,KEN,ABA,SG,58,521,7.1,.386,.070,.217,,,3.9,15.9,15.0,24.2,,-0.9,0.5,-0.4,-0.037,bradlbi02
60,1965-66,24,PHI,NBA,SF,5,14,10.3,.322,,.667,,,,8.1,,,,-0.1,0.0,0.0,-0.060,bransje01
61,1967-68,26,NOB,ABA,SF,78,1892,19.3,.500,.010,.539,,,12.3,5.4,9.6,23.3,,3.4,2.5,5.8,.148,bransje01
62,1970-71,,FLO,ABA,,8,59,7.7,.336,.038,.462,,,9.5,2.2,0.0,19.8,,-0.2,0.0,-0.2,-0.153,brookcl01
63,1968-69,23,LAS,ABA,,3,56,16.7,.676,.000,1.545,,,10.6,7.3,21.3,15.4,,0.2,0.0,0.2,.202,brunkbr01
64,,22,ANA,ABA,C,71,2266,13.1,.491,.001,.492,,,11.4,4.7,13.2,16.0,,2.2,0.7,2.9,.061,buncela01
65,1968-69,23,TOT,ABA,C,58,804,11.2,.519,.000,.813,,,13.0,3.2,17.9,15.7,,0.8,0.6,1.4,.085,buncela01
66,1968-69,23,DNR,ABA,C,23,225,9.8,.518,.000,1.186,,,11.8,1.1,19.0,18.4,,0.3,0.2,0.4,.094,buncela01
67,1968-69,23,DLC,ABA,C,24,423,12.8,.529,.000,.673,,,13.7,4.9,17.0,15.8,,0.5,0.3,0.8,.092,buncela01
68,1968-69,23,HSM,ABA,C,11,156,8.6,.483,.000,.613,,,12.8,1.7,18.6,11.2,,0.0,0.1,0.2,.055,buncela01
69,1967-68,22,TOT,TOT,SG,36,403,6.4,.434,.014,.618,,,7.2,8.5,19.3,21.4,,-0.1,0.2,0.0,.006,burnsji01
70,1967-68,22,CHI,NBA,SG,3,11,4.3,.286,,.000,,,,13.0,,,,-0.1,0.0,-0.1,-0.248,burnsji01
71,1967-68,22,DLC,ABA,SG,33,392,6.5,.440,.015,.650,,,7.2,8.4,19.3,21.4,,0.0,0.1,0.1,.013,burnsji01
72,1969-70,,MMF,ABA,PF,22,109,2.3,.327,.023,.395,,,10.4,7.2,13.7,19.3,,-0.4,0.1,-0.3,-0.123,byrdwa01
73,1967-68,25,TOT,TOT,C,72,1850,12.9,.448,.011,.310,,,14.8,11.6,16.6,14.9,,0.3,2.8,3.1,.081,caldwji01
74,1967-68,25,NYK,NBA,C,2,7,0.0,.000,,.000,,,,15.4,,,,0.0,0.0,0.0,-0.117,caldwji01
75,1967-68,25,NJA,ABA,C,12,261,6.2,.370,.000,.333,,,14.4,5.5,20.1,13.3,,-0.3,0.3,0.0,-0.006,caldwji01
76,1967-68,25,KEN,ABA,C,58,1582,14.1,.460,.013,.307,,,14.9,12.6,16.1,15.2,,0.6,2.5,3.2,.096,caldwji01
77,1967-68,25,TOT,ABA,C,70,1843,13.0,.449,.011,.310,,,14.8,11.6,16.6,14.9,,0.3,2.8,3.1,.081,caldwji01
78,1968-69,26,KEN,ABA,C,65,1235,13.5,.482,.024,.339,,,14.9,14.9,18.1,16.0,,0.5,2.1,2.6,.102,caldwji01
79,1968-69,24,HSM,ABA,SG,56,1527,11.9,.499,.006,.560,,,7.7,14.7,18.2,18.2,,1.3,1.4,2.7,.086,carlodo01
80,1967-68,23,ANA,ABA,SG,77,2441,17.9,.522,.009,.605,,,7.7,22.5,18.8,24.4,,6.0,0.9,6.9,.136,chubist01
81,1968-69,24,TOT,ABA,SG,77,2097,13.8,.497,.031,.539,,,6.2,24.1,20.9,23.7,,2.2,1.9,4.0,.093,chubist01
82,1968-69,24,LAS,ABA,SG,17,490,16.6,.514,.019,.628,,,7.5,23.7,21.2,26.1,,0.8,0.4,1.1,.111,chubist01
83,1968-69,24,MNP,ABA,SG,8,54,-1.2,.381,.000,.286,,,9.9,29.0,37.2,24.7,,-0.1,0.1,0.0,.033,chubist01
84,1968-69,24,INA,ABA,SG,24,725,13.3,.525,.024,.661,,,5.7,22.1,21.4,19.8,,1.1,0.9,2.0,.131,chubist01
85,1968-69,24,NYA,ABA,SG,28,828,13.7,.475,.043,.429,,,5.6,25.9,19.3,25.6,,0.4,0.5,0.9,.053,chubist01
86,1969-70,25,TOT,ABA,SG,72,1058,9.2,.488,.040,.565,,,5.8,20.4,25.6,20.7,,0.6,1.0,1.7,.076,chubist01
87,1969-70,25,NYA,ABA,SG,11,232,10.8,.436,.051,.356,,,7.2,16.0,18.0,27.0,,-0.2,0.2,0.0,.000,chubist01
88,1969-70,25,PTP,ABA,SG,14,306,11.7,.477,.028,.598,,,6.7,22.5,22.4,20.5,,0.1,0.3,0.4,.062,chubist01
89,1969-70,25,INA,ABA,SG,32,381,7.8,.561,.043,.645,,,4.8,23.3,34.5,18.3,,0.7,0.4,1.1,.134,chubist01
90,1969-70,25,KEN,ABA,SG,15,139,5.0,.484,.029,.971,,,4.1,15.1,28.1,17.6,,0.1,0.2,0.2,.073,chubist01
91,1967-68,24,MNM,ABA,PG,26,414,5.2,.379,.067,.527,,,5.4,10.7,15.2,18.6,,-0.7,0.9,0.2,.026,clarkri01
92,1968-69,25,HSM,ABA,SG,32,723,3.8,.394,.036,.559,,,5.2,12.5,20.9,17.4,,-0.9,0.6,-0.4,-0.024,clarkri01
93,1968-69,24,OAK,ABA,SF,70,1067,7.0,.497,.000,.175,,,8.1,5.8,18.0,13.0,,0.6,0.8,1.3,.060,clawsjo01
94,1967-68,24,NOB,ABA,,23,189,10.3,.499,.000,.508,,,6.4,8.2,16.3,17.9,,0.2,0.2,0.4,.111,comeajo01
95,1967-68,24,KEN,ABA,SG,1,18,-11.4,.250,.000,.000,,,0.0,0.0,42.9,14.7,,0.0,0.0,0.0,-0.111,conlela01
96,1968-69,22,OAK,ABA,PG,47,439,7.9,.438,.020,.571,,,2.9,14.6,15.2,16.9,,-0.2,0.3,0.1,.013,critcru01
97,1970-71,24,TOT,ABA,C,62,739,9.5,.409,.006,.322,,,11.9,6.9,10.0,21.1,,-1.2,0.6,-0.6,-0.039,croftbo01
98,1970-71,24,TEX,ABA,C,29,517,11.7,.434,.000,.299,,,11.6,6.3,9.3,19.9,,-0.5,0.4,0.0,-0.004,croftbo01
99,1970-71,24,KEN,ABA,C,33,222,4.4,.359,.018,.368,,,12.7,8.3,11.4,23.9,,-0.7,0.2,-0.6,-0.121,croftbo01
100,1967-68,27,ANA,ABA,,1,16,-12.3,.154,.000,.500,,,5.5,0.0,9.3,24.3,,-0.2,0.0,-0.2,-0.461,crowbi01
101,1969-70,23,MMF,ABA,C,78,1265,11.8,.460,.036,.321,,,16.2,6.1,15.6,17.3,,-0.2,1.3,1.1,.041,cuetoal01
102,1970-71,24,MMP,ABA,C,71,974,11.0,.440,.015,.231,,,12.8,11.4,13.4,16.1,,-0.6,1.7,1.1,.053,cuetoal01
103,1967-68,25,TOT,ABA,,10,49,12.0,.627,.000,.750,,,12.1,5.9,23.9,15.9,,0.2,0.0,0.2,.173,dabicmi01
104,1967-68,25,OAK,ABA,,7,26,8.1,.740,.000,.800,,,10.0,5.5,42.5,16.4,,0.1,0.0,0.1,.211,dabicmi01
105,1967-68,25,DLC,ABA,,3,23,16.5,.543,.000,.714,,,14.4,6.3,0.0,15.4,,0.1,0.0,0.1,.131,dabicmi01
106,1967-68,23,INA,ABA,PF,77,2045,14.0,.485,.001,.325,,,11.6,5.1,12.8,19.9,,2.1,1.6,3.7,.088,dardeol01
107,1968-69,24,TOT,ABA,PF,77,1947,14.6,.497,.007,.336,,,13.4,7.9,14.4,18.1,,1.5,2.1,3.6,.090,dardeol01
108,1968-69,24,NYA,ABA,PF,30,726,15.2,.525,.000,.394,,,13.2,8.9,18.0,20.1,,1.1,0.5,1.5,.102,dardeol01
109,1968-69,24,KEN,ABA,PF,47,1221,14.3,.478,.011,.299,,,13.5,7.3,11.8,16.9,,0.4,1.7,2.1,.083,dardeol01
110,1969-70,25,TOT,ABA,PF,69,819,8.9,.424,.015,.266,,,14.0,7.7,18.3,20.2,,-0.8,1.1,0.3,.018,dardeol01
111,1969-70,25,KEN,ABA,PF,43,531,9.0,.425,.005,.311,,,14.0,8.5,19.6,19.9,,-0.5,0.8,0.3,.026,dardeol01
112,1969-70,25,INA,ABA,PF,26,288,8.8,.423,.033,.190,,,14.1,6.2,16.0,20.7,,-0.3,0.3,0.0,.003,dardeol01
113,1970-71,,CAR,ABA,,4,43,11.9,.533,.000,.500,,,5.3,8.2,0.0,10.3,,0.0,0.0,0.1,.068,daughma01
114,1970-71,25,TEX,ABA,,8,29,16.4,.486,.000,.533,,,19.1,9.4,13.9,26.1,,0.0,0.0,0.0,.078,daviswi01
115,1967-68,22,INA,ABA,PG,21,288,9.4,.388,.053,.323,,,3.3,16.3,9.5,21.7,,-0.5,0.2,-0.3,-0.043,dawsoji01
116,1970-71,24,NYA,ABA,,8,47,3.1,.579,.000,1.000,,,6.2,20.4,36.7,11.0,,0.1,0.0,0.1,.084,deangbi01
117,1968-69,25,INA,ABA,PF,58,989,7.0,.395,.003,.194,,,12.8,4.3,14.6,17.7,,-1.4,1.1,-0.3,-0.015,deedo01
118,1967-68,22,NOB,ABA,,21,100,8.2,.403,.000,.333,,,14.1,4.2,18.3,20.1,,-0.1,0.1,0.0,.014,dicksjo01
119,1967-68,23,PTP,ABA,C,65,1354,9.6,.416,.006,.217,,,11.8,3.2,10.7,16.5,,-0.9,1.3,0.4,.014,dillcr01
120,1967-68,27,ANA,ABA,,11,87,4.5,.422,.000,.421,,,11.5,7.4,26.2,12.7,,0.0,0.0,0.0,.003,dinneha01
121,1968-69,,HSM,ABA,,1,5,-19.4,.200,.000,.000,,,8.5,0.0,16.7,43.3,,-0.1,0.0,-0.1,-0.628,dumasri01
122,1968-69,25,KEN,ABA,,1,0,,,,,,,,,,,,0.0,0.0,0.0,,earlype01
123,1967-68,26,INA,ABA,SF,72,1338,12.2,.490,.012,.469,,,12.6,3.2,17.3,19.8,,1.5,1.1,2.5,.090,edmonbo01
124,1969-70,28,INA,ABA,SF,3,12,3.9,.237,.000,.600,,,15.0,0.0,0.0,20.1,,-0.1,0.0,-0.1,-0.264,edmonbo01
125,1969-70,22,NYA,ABA,PG,53,602,4.1,.433,.023,.805,,,3.1,20.3,28.5,10.3,,-0.1,0.5,0.4,.032,evansbi01
126,1965-66,22,LAL,NBA,SF,30,171,3.9,.307,,.225,,,,8.0,,,,-0.7,0.1,-0.6,-0.166,faircjo01
127,1967-68,24,ANA,ABA,SF,62,1311,15.0,.479,.006,.323,,,11.1,7.5,12.7,22.3,,1.3,0.4,1.7,.061,faircjo01
128,1968-69,25,TOT,ABA,SF,63,717,9.2,.464,.099,.432,,,7.9,6.8,17.5,21.2,,0.0,0.6,0.7,.045,faircjo01
129,1968-69,25,DNR,ABA,SF,11,135,6.0,.449,.000,.706,,,6.1,8.2,25.2,16.5,,0.0,0.1,0.1,.027,faircjo01
130,1968-69,25,INA,ABA,SF,52,582,9.9,.467,.112,.396,,,8.3,6.5,16.2,22.3,,0.1,0.5,0.6,.050,faircjo01
131,1969-70,26,TOT,ABA,SF,10,78,1.8,.401,.217,.435,,,9.7,6.4,22.6,16.7,,-0.1,0.1,0.0,-0.007,faircjo01
132,1969-70,26,INA,ABA,SF,3,26,-0.8,.218,.000,.333,,,15.6,9.1,12.7,11.6,,-0.1,0.0,-0.1,-0.105,faircjo01
133,1969-70,26,KEN,ABA,SF,7,52,3.1,.463,.294,.471,,,6.7,5.0,25.4,19.2,,0.0,0.0,0.0,.041,faircjo01
134,1969-70,29,CAR,ABA,SG,78,1234,9.1,.504,.059,.413,,,6.4,13.6,18.4,12.9,,0.8,1.3,2.1,.082,fowleca01
135,1965-66,23,SFW,NBA,PF,2,9,0.5,.102,,.500,,,,12.0,,,,-0.1,0.0,-0.1,-0.385,fraziwi01
136,1967-68,25,HSM,ABA,PF,76,2125,15.8,.456,.002,.432,,,13.6,7.5,12.4,21.1,,0.7,3.1,3.8,.086,fraziwi01
137,1968-69,26,NYA,ABA,C,75,1370,13.5,.464,.000,.379,,,13.6,7.1,11.2,17.9,,0.0,0.9,0.9,.031,fraziwi01
138,1968-69,22,HSM,ABA,,1,5,7.6,.500,.000,.000,,,8.5,0.0,33.3,21.7,,0.0,0.0,0.0,.065,gainebi01
139,1967-68,25,KEN,ABA,SG,3,36,4.8,.296,.063,.125,,,12.0,0.0,0.0,17.8,,-0.2,0.0,-0.1,-0.153,gaineda01
140,1967-68,23,DNR,ABA,PF,42,487,10.4,.470,.023,.451,,,13.1,3.9,19.9,20.7,,0.3,0.7,1.0,.101,gardnch01
141,1967-68,27,ANA,ABA,C,53,514,-1.2,.324,.010,.485,,,10.1,5.9,27.3,12.1,,-0.8,0.1,-0.7,-0.061,garnebi01
142,1969-70,22,NYA,ABA,,2,27,0.8,.170,.000,.400,,,12.4,0.0,0.0,8.2,,-0.1,0.0,-0.1,-0.129,gilleja01
143,1967-68,23,PTP,ABA,,8,52,2.2,.371,.000,.571,,,8.1,0.0,5.4,13.3,,-0.1,0.0,0.0,-0.036,grahaca01
144,1969-70,23,NYA,ABA,PF,59,739,10.7,.409,.010,.320,,,17.1,5.1,13.5,20.3,,-1.1,0.9,-0.2,-0.014,greenlu01
145,1970-71,24,NYA,ABA,PF,26,164,13.4,.456,.045,.500,,,16.4,2.8,16.4,29.8,,-0.1,0.1,0.0,.002,greenlu01
146,1972-73,26,PHI,NBA,PF,5,32,-9.4,.100,,.818,,,4.2,0.0,,,,-0.3,0.0,-0.3,-0.444,greenlu01
147,1968-69,21,LAS,ABA,C,58,1317,9.1,.463,.002,.665,,,11.1,5.6,18.5,19.4,,0.0,0.7,0.7,.027,greyde01
148,1969-70,22,NYA,ABA,C,4,74,3.7,.307,.000,.500,,,16.2,0.0,9.3,16.4,,-0.3,0.1,-0.2,-0.117,greyde01
149,1969-70,22,INA,ABA,,2,8,20.2,.667,.000,.000,,,0.0,19.7,0.0,14.3,,0.0,0.0,0.0,.226,grubadi01
150,1967-68,28,OAK,ABA,C,77,3004,18.2,.522,.002,.527,,,13.5,6.5,11.6,17.6,,5.4,0.8,6.2,.099,hadnoji01
151,1956-57,25,STL,NBA,SF,67,971,12.2,.423,,.391,,,,,,,,0.3,1.0,1.3,.065,hagancl01
152,,26,STL,NBA,SF,70,2190,22.6,.513,,.441,,,,,,,,7.7,2.4,10.0,.220,hagancl01
153,,27,STL,NBA,SF,72,2702,22.7,.516,,.378,,,,,,,,9.0,2.8,11.7,.209,hagancl01
154,,28,STL,NBA,SF,75,2798,22.0,.522,,.338,,,,,,,,9.3,2.5,11.8,.203,hagancl01
155,,29,STL,NBA,SF,77,2701,20.1,.503,,.313,,,,,,,,6.4,4.4,10.8,.193,hagancl01
156,,30,STL,NBA,SF,77,2784,19.3,.524,,.295,,,,,,,,7.3,1.2,8.5,.146,hagancl01
157,1962-63,31,STL,NBA,SF,79,1716,21.2,.515,,.289,,,,,,,,4.1,2.4,6.5,.183,hagancl01
158,1963-64,32,STL,NBA,SF,77,2279,16.9,.496,,.259,,,,,,,,3.8,2.1,6.0,.126,hagancl01
159,1964-65,33,STL,NBA,SF,77,1739,16.5,.491,,.297,,,,12.5,,,,2.9,1.8,4.7,.129,hagancl01
160,1965-66,34,STL,NBA,SF,74,1851,14.8,.491,,.219,,,,13.6,,,,2.4,1.2,3.7,.095,hagancl01
161,,36,DLC,ABA,SF,56,1737,21.5,.558,.004,.462,,,9.1,24.5,19.1,25.0,,6.1,1.0,7.1,.196,hagancl01
162,1968-69,37,DLC,ABA,SF,35,579,26.1,.600,.004,.556,,,8.1,34.1,18.7,26.0,,2.5,0.5,3.0,.247,hagancl01
163,1969-70,38,DLC,ABA,SF,3,27,21.9,.612,.077,.154,,,4.9,35.1,22.4,23.8,,0.1,0.0,0.1,.226,hagancl01
164,1969-70,23,DLC,ABA,PG,24,226,13.4,.549,.210,.358,,,5.8,16.8,14.6,17.5,,0.4,0.1,0.6,.118,haganto01
165,1970-71,24,TOT,ABA,SG,49,690,9.9,.466,.167,.256,,,5.1,18.6,16.0,16.6,,0.0,0.6,0.5,.036,haganto01
166,1970-71,24,TEX,ABA,SG,45,656,10.5,.477,.169,.258,,,5.3,18.9,16.5,16.9,,0.1,0.5,0.6,.047,haganto01
167,1970-71,24,KEN,ABA,,4,34,-0.6,.184,.100,.200,,,1.3,12.9,0.0,11.4,,-0.1,0.0,-0.1,-0.189,haganto01
168,1967-68,22,HSM,ABA,PG,72,1706,5.6,.404,.275,.218,,,5.3,11.4,16.9,12.0,,-0.9,1.9,1.0,.027,haleha01
169,1967-68,23,LAL,NBA,PF,44,378,10.6,.532,,.120,,,,9.7,,,,0.4,0.3,0.7,.092,hamilde01
170,1968-69,24,ATL,NBA,PF,25,141,16.1,.549,,.075,,,,8.7,,,,0.4,0.1,0.5,.163,hamilde01
171,1969-70,25,PTP,ABA,PF,72,1331,12.4,.544,.003,.267,,,10.8,7.1,18.6,13.9,,1.7,1.0,2.8,.099,hamilde01
172,1970-71,26,KEN,ABA,PF,3,11,-2.0,.615,.000,.500,,,3.9,10.3,55.1,17.5,,0.0,0.0,0.0,.099,hamilde01
173,1967-68,24,HSM,ABA,SG,76,1839,10.1,.403,.095,.308,,,5.1,18.4,11.9,21.8,,-2.0,2.4,0.3,.009,hamoojo01
174,1963-64,21,DET,NBA,C,39,1158,12.4,.426,,.213,,,,,,,,-0.6,0.6,0.0,.000,hardire01
175,1964-65,22,DET,NBA,C,78,2699,13.0,.435,,.212,,,,8.9,,,,-0.4,3.5,3.1,.056,hardire01
176,1966-67,24,DET,NBA,C,74,1367,12.0,.475,,.269,,,,8.9,,,,0.5,2.0,2.6,.090,hardire01
177,1967-68,25,TOT,TOT,C,39,1145,14.5,.457,.003,.319,,,17.9,8.8,17.9,19.1,,0.3,1.3,1.6,.066,hardire01
178,1967-68,25,CHI,NBA,C,14,305,8.0,.380,,.465,,,,7.4,,,,-0.4,0.4,0.0,-0.002,hardire01
179,1967-68,25,INA,ABA,C,25,840,16.9,.475,.003,.287,,,17.9,9.4,17.9,19.1,,0.6,1.0,1.6,.091,hardire01
180,1967-68,,HSM,ABA,,17,172,19.3,.498,.014,.473,,,14.2,7.3,11.8,22.4,,0.3,0.3,0.5,.149,hardyda01
181,1963-64,23,NYK,NBA,PG,5,59,11.9,.433,,.267,,,,,,,,0.0,0.0,0.0,-0.017,harknje01
182,1967-68,27,INA,ABA,PG,71,1241,14.8,.505,.013,.566,,,7.0,14.8,13.5,17.1,,1.8,1.0,2.9,.110,harknje01
183,1968-69,28,INA,ABA,PG,10,272,9.3,.525,.000,.701,,,5.4,9.6,18.6,14.1,,0.3,0.2,0.5,.092,harknje01
184,1970-71,22,NYA,ABA,SG,47,494,6.0,.520,.000,.615,,,4.4,11.8,24.5,14.1,,0.4,0.2,0.6,.057,hayesji01
