,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,id
527,1967-68,23,PTP,ABA,PG,9,73,9.6,.433,.000,.429,,,8.7,16.1,17.8,25.8,,0.0,0.1,0.1,.040,vacenst01
528,1968-69,24,MNP,ABA,PG,60,1589,12.4,.460,.011,.300,,,5.9,15.0,14.6,21.2,,0.0,2.2,2.2,.066,vacenst01
529,1969-70,25,TOT,ABA,PG,14,173,2.2,.313,.034,.373,,,3.4,14.4,12.7,16.4,,-0.5,0.1,-0.4,-0.115,vacenst01
530,1969-70,25,PTP,ABA,PG,2,36,-4.1,.216,.000,.154,,,1.2,9.7,12.6,15.9,,-0.2,0.0,-0.2,-0.219,vacenst01
531,1969-70,25,MMF,ABA,PG,12,137,3.9,.338,.043,.435,,,4.0,15.6,12.7,16.5,,-0.4,0.1,-0.3,-0.088,vacenst01
532,1962-63,22,STL,NBA,SG,77,1845,13.2,.473,,.369,,,,,,,,1.0,2.4,3.4,.090,vaughch01
533,1963-64,23,STL,NBA,SG,68,1340,11.5,.483,,.275,,,,,,,,1.3,1.1,2.3,.084,vaughch01
534,1964-65,24,STL,NBA,SG,75,1965,11.8,.474,,.298,,,,11.8,,,,1.8,1.7,3.4,.084,vaughch01
535,1965-66,25,TOT,NBA,PG,56,1219,10.3,.437,,.304,,,,15.3,,,,-0.2,1.0,0.8,.031,vaughch01
536,1965-66,25,STL,NBA,PG,19,445,10.0,.433,,.323,,,,11.3,,,,-0.2,0.3,0.1,.010,vaughch01
537,1965-66,25,DET,NBA,PG,37,774,10.5,.440,,.291,,,,17.6,,,,-0.1,0.8,0.7,.044,vaughch01
538,1966-67,26,DET,NBA,SG,51,680,9.1,.425,,.327,,,,14.2,,,,-0.4,0.7,0.4,.026,vaughch01
539,,27,PTP,ABA,SG,74,2858,13.7,.479,.304,.308,,,4.4,7.3,10.0,22.2,,3.0,1.9,4.9,.082,vaughch01
540,1968-69,28,MNP,ABA,SG,69,2301,11.7,.467,.447,.281,,,3.2,6.7,10.2,22.6,,0.3,2.0,2.3,.049,vaughch01
541,1969-70,29,PTP,ABA,SG,21,401,11.2,.484,.456,.389,,,3.0,7.3,9.8,21.0,,0.2,0.2,0.4,.045,vaughch01
542,1968-69,23,INA,ABA,,12,180,0.5,.371,.098,.415,,,5.5,9.1,27.1,13.2,,-0.2,0.2,-0.1,-0.015,wagneph01
543,1966-67,22,CIN,NBA,PF,33,201,6.1,.335,,.175,,,,3.8,,,,-0.7,0.1,-0.5,-0.127,wareji01
544,1967-68,23,SDR,NBA,PF,30,228,6.4,.326,,.351,,,,3.9,,,,-0.8,0.2,-0.6,-0.124,wareji01
545,1968-69,24,DLC,ABA,PF,1,15,22.6,.717,.000,.500,,,21.4,10.3,17.0,14.9,,0.1,0.0,0.1,.261,wareji01
546,1962-63,26,SYR,NBA,PF,26,206,16.8,.494,,.315,,,,,,,,0.2,0.3,0.5,.117,warlebe01
547,1963-64,27,PHI,NBA,PF,79,1740,13.5,.517,,.617,,,,,,,,2.4,1.4,3.8,.104,warlebe01
548,1964-65,28,PHI,NBA,SF,64,900,11.2,.472,,.696,,,,7.6,,,,0.6,0.9,1.5,.080,warlebe01
549,1965-66,29,TOT,NBA,SF,57,773,9.6,.453,,.342,,,,4.1,,,,0.0,0.5,0.6,.034,warlebe01
550,1965-66,29,PHI,NBA,SF,1,6,5.2,.333,,.000,,,,0.0,,,,0.0,0.0,0.0,-0.091,warlebe01
551,1965-66,29,BAL,NBA,SF,56,767,9.6,.454,,.345,,,,4.2,,,,0.1,0.5,0.6,.035,warlebe01
552,1966-67,30,BAL,NBA,SF,62,1037,11.7,.496,,.545,,,,6.0,,,,0.9,0.8,1.7,.078,warlebe01
553,,31,ANA,ABA,SF,71,2297,18.2,.534,.169,.395,,,11.6,6.4,12.2,20.7,,5.6,0.7,6.3,.132,warlebe01
554,1968-69,32,LAS,ABA,SF,35,876,15.5,.500,.286,.366,,,10.1,4.6,9.7,22.8,,0.9,0.4,1.4,.075,warlebe01
555,1969-70,33,DNR,ABA,SF,42,475,9.6,.474,.341,.447,,,10.2,8.0,15.0,18.7,,0.1,0.7,0.8,.077,warlebe01
556,1965-66,24,DET,NBA,SG,10,78,5.9,.295,,.158,,,,16.8,,,,-0.3,0.1,-0.2,-0.145,warlibo01
557,1966-67,25,SFW,NBA,SG,12,65,10.4,.317,,.212,,,,20.7,,,,-0.4,0.1,-0.3,-0.207,warlibo01
558,1967-68,26,SFW,NBA,SG,69,1320,12.5,.446,,.280,,,,16.7,,,,-0.4,1.8,1.4,.050,warlibo01
559,1968-69,27,TOT,NBA,SG,66,997,13.2,.449,,.279,,,,19.5,,,,-0.1,0.3,0.2,.011,warlibo01
560,1968-69,27,MIL,NBA,SG,3,22,0.0,.294,,.625,,,,5.3,,,,-0.1,0.0,-0.1,-0.176,warlibo01
561,1968-69,27,PHO,NBA,SG,63,975,13.5,.452,,.273,,,,19.9,,,,0.0,0.3,0.3,.016,warlibo01
562,1969-70,28,LAS,ABA,SG,29,711,9.7,.411,.003,.311,,,7.0,14.9,14.0,21.2,,-1.0,0.6,-0.3,-0.023,warlibo01
563,1969-70,22,KEN,ABA,PG,2,5,-17.6,.000,.000,.000,,,0.0,0.0,50.0,14.5,,0.0,0.0,0.0,-0.223,washibo01
564,1970-71,23,CLE,NBA,PG,47,823,15.2,.471,,.452,,,6.2,33.5,,,,0.4,0.3,0.7,.041,washibo01
565,1971-72,24,CLE,NBA,PG,69,967,13.9,.479,,.414,,,6.5,30.8,,,,0.5,1.0,1.5,.073,washibo01
566,1970-71,22,PTC,ABA,SG,54,650,6.9,.444,.143,.233,,,6.4,8.7,17.7,20.7,,-0.4,0.4,0.0,-0.002,wattssa01
567,1967-68,,TOT,ABA,,12,127,7.0,.531,.000,.359,,,7.8,5.6,22.4,16.9,,0.2,0.1,0.3,.119,westbde01
568,1967-68,,NJA,ABA,,7,59,13.5,.675,.000,.474,,,6.7,5.2,23.4,18.6,,0.3,0.0,0.3,.270,westbde01
569,1967-68,,PTP,ABA,,5,68,1.3,.383,.000,.250,,,8.7,5.8,21.3,15.5,,-0.1,0.1,0.0,-0.012,westbde01
570,1962-63,23,SFW,NBA,SG,29,271,6.3,.387,,.162,,,,,,,,-0.4,0.2,-0.2,-0.038,whitehu01
571,1963-64,24,PHI,NBA,SG,23,196,6.1,.337,,.267,,,,,,,,-0.7,0.1,-0.6,-0.143,whitehu01
572,1969-70,30,MMF,ABA,SG,54,824,10.8,.451,.118,.231,,,8.5,9.5,12.9,20.0,,-0.3,0.6,0.3,.019,whitehu01
573,1970-71,31,PTC,ABA,SG,14,166,3.9,.345,.115,.213,,,8.1,9.8,13.0,16.2,,-0.4,0.1,-0.3,-0.084,whitehu01
574,1967-68,28,NJA,ABA,PF,37,1159,19.6,.455,.000,.399,,,18.2,7.3,7.7,22.2,,0.4,1.5,1.8,.076,whitnha01
575,1968-69,29,TOT,ABA,PF,49,892,11.2,.454,.003,.395,,,12.5,9.1,15.7,18.7,,-0.1,0.7,0.5,.028,whitnha01
576,1968-69,29,NYA,ABA,PF,31,643,12.8,.472,.000,.331,,,12.6,8.8,15.2,19.0,,0.1,0.4,0.5,.040,whitnha01
577,1968-69,29,HSM,ABA,PF,18,249,7.1,.406,.012,.593,,,12.4,9.8,17.1,17.8,,-0.3,0.3,0.0,-0.004,whitnha01
578,1969-70,30,CAR,ABA,PF,59,981,12.8,.449,.000,.218,,,17.6,8.4,15.3,20.2,,-0.4,1.6,1.1,.056,whitnha01
579,1967-68,22,NOB,ABA,,20,137,11.5,.397,.043,.100,,,14.1,4.5,8.7,21.5,,-0.2,0.2,0.0,-0.006,widbyro01
580,1967-68,23,CHI,NBA,SF,3,26,16.2,.511,,.444,,,,11.2,,,,0.0,0.0,0.1,.125,wilbuke01
581,1968-69,24,TOT,TOT,SF,51,479,13.3,.412,.000,.364,,,19.5,7.7,17.0,22.1,,-0.6,0.7,0.0,.004,wilbuke01
582,1968-69,24,CHI,NBA,SF,4,14,9.9,.359,,.500,,,,11.3,,,,-0.1,0.0,0.0,-0.123,wilbuke01
583,1968-69,24,NYA,ABA,SF,4,22,1.7,.418,.000,1.125,,,8.1,12.2,25.1,26.5,,0.0,0.0,0.0,-0.031,wilbuke01
584,1968-69,24,DNR,ABA,SF,37,409,15.1,.422,.000,.315,,,19.7,7.4,15.2,22.2,,-0.4,0.5,0.1,.014,wilbuke01
585,1968-69,24,MNP,ABA,SF,6,34,1.5,.268,.000,.556,,,23.5,7.2,34.9,17.9,,-0.1,0.1,0.0,-0.037,wilbuke01
586,1968-69,24,TOT,ABA,SF,47,465,13.4,.414,.000,.359,,,19.5,7.6,17.0,22.1,,-0.6,0.6,0.1,.008,wilbuke01
587,1962-63,25,LAL,NBA,C,75,1488,7.7,.453,,.288,,,,,,,,0.0,1.8,1.8,.058,wileyge01
588,1963-64,26,LAL,NBA,C,78,1510,10.4,.551,,.275,,,,,,,,1.8,1.1,2.8,.090,wileyge01
589,1964-65,27,LAL,NBA,C,80,2002,10.3,.478,,.295,,,,6.8,,,,0.9,1.5,2.4,.058,wileyge01
590,1965-66,28,LAL,NBA,C,67,1386,8.9,.448,,.263,,,,5.4,,,,0.0,1.3,1.3,.045,wileyge01
591,1967-68,30,TOT,ABA,C,9,85,6.1,.383,.000,.400,,,10.4,3.2,7.8,11.0,,-0.1,0.0,-0.1,-0.035,wileyge01
592,1967-68,30,OAK,ABA,C,8,64,10.4,.401,.000,.263,,,11.5,4.2,0.0,12.0,,-0.1,0.0,0.0,-0.028,wileyge01
593,1967-68,30,DLC,ABA,C,1,21,-6.9,.216,.000,3.000,,,6.7,0.0,46.3,7.9,,0.0,0.0,0.0,-0.057,wileyge01
594,1970-71,22,KEN,ABA,,11,70,15.3,.454,.000,.233,,,16.1,10.2,12.9,27.6,,0.0,0.1,0.0,.012,willial01
595,1969-70,22,KEN,ABA,,1,8,-22.7,.000,.000,.000,,,0.0,0.0,66.7,13.6,,0.0,0.0,0.0,-0.133,willige01
596,1970-71,23,CAR,ABA,SF,38,295,13.3,.470,.064,.262,,,10.5,7.0,11.8,21.9,,0.0,0.2,0.2,.029,williva01
597,1967-68,,DLC,ABA,PF,69,1562,10.4,.442,.003,.456,,,13.6,4.9,15.4,20.3,,-0.2,0.7,0.6,.017,wilsobo02
598,1968-69,21,NOB,ABA,SF,66,756,9.8,.434,.035,.375,,,10.0,7.8,13.8,22.4,,-0.6,0.9,0.3,.019,wilsoja01
599,1969-70,22,NOB,ABA,SF,4,59,10.8,.469,.095,.381,,,10.8,4.8,14.0,18.6,,0.0,0.1,0.1,.059,wilsoja01
600,1970-71,,PTC,ABA,,6,44,1.7,.282,.000,.750,,,5.8,19.3,32.0,12.4,,-0.1,0.0,-0.1,-0.060,wilsoji01
601,1969-70,22,DNR,ABA,PF,50,453,7.6,.426,.083,.289,,,9.5,4.5,13.5,21.8,,-0.5,0.5,0.0,.005,wittmgr01
602,1970-71,23,TOT,ABA,PF,10,70,-5.2,.276,.040,.360,,,12.2,0.0,21.6,19.2,,-0.3,0.0,-0.2,-0.162,wittmgr01
603,1970-71,23,FLO,ABA,PF,5,40,-6.5,.265,.000,.583,,,11.7,0.0,21.0,17.8,,-0.2,0.0,-0.1,-0.164,wittmgr01
604,1970-71,23,TEX,ABA,PF,5,30,-3.5,.288,.077,.154,,,12.8,0.0,22.4,21.0,,-0.1,0.0,-0.1,-0.160,wittmgr01
605,1967-68,24,KEN,ABA,PF,18,184,7.8,.420,.023,.372,,,13.0,3.0,15.2,12.2,,-0.1,0.2,0.1,.037,woodsto01
606,1969-70,29,MMF,ABA,C,19,234,9.8,.452,.012,.305,,,13.4,3.4,14.7,16.7,,-0.1,0.2,0.1,.024,woollbo01
607,1967-68,23,TOT,NBA,,20,95,17.0,.559,,.575,,,,4.8,,,,0.3,0.1,0.4,.186,workmto01
608,1967-68,23,STL,NBA,,19,85,19.6,.577,,.579,,,,5.4,,,,0.3,0.1,0.4,.223,workmto01
609,1967-68,23,BAL,NBA,,1,10,-5.1,.205,,.500,,,,0.0,,,,0.0,0.0,0.0,-0.133,workmto01
610,1968-69,24,BAL,NBA,,21,86,14.1,.437,,.278,,,,3.3,,,,-0.1,0.1,0.1,.041,workmto01
611,1969-70,25,TOT,TOT,,28,451,20.2,.525,.016,.389,,,9.3,7.9,10.1,27.2,,0.9,0.4,1.3,.136,workmto01
612,1969-70,25,LAS,ABA,,26,445,20.5,.527,.016,.390,,,9.3,8.0,10.1,27.2,,0.9,0.4,1.3,.141,workmto01
613,1969-70,25,DET,NBA,,2,6,-7.9,.000,,.000,,,,0.0,,,,0.0,0.0,0.0,-0.200,workmto01
614,1970-71,26,TOT,ABA,,56,679,13.1,.508,.063,.347,,,11.3,9.5,18.3,22.4,,0.6,0.8,1.4,.100,workmto01
615,1970-71,26,UTS,ABA,,17,190,13.6,.495,.077,.356,,,10.3,8.2,17.8,28.2,,0.1,0.3,0.4,.106,workmto01
616,1970-71,26,DNR,ABA,,39,489,12.9,.515,.055,.342,,,11.6,9.9,18.5,20.1,,0.5,0.5,1.0,.097,workmto01
617,1968-69,23,NYA,ABA,PG,24,460,6.4,.453,.244,.683,,,3.4,11.2,16.7,15.2,,0.0,0.2,0.1,.014,worslwi01
618,1967-68,29,PTP,ABA,PF,17,331,6.3,.409,.000,.367,,,13.8,5.4,22.3,10.1,,-0.1,0.4,0.2,.036,wrighle01
619,1968-69,30,MNP,ABA,PF,10,95,3.5,.263,.000,.385,,,14.0,1.3,11.6,6.4,,-0.2,0.1,0.0,-0.007,wrighle01
