,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,id,cbb_id
0,1995-96,University of California,Pac-10,28,,972,.571,.528,.053,.626,,,,,,,,14.4,,,3.1,2.3,5.4,.221,abdursh01,shareef-abdur-rahim-1
1,2002-03,Pepperdine,WCC,28,23,931,.578,.530,.253,.361,,,,,,,,19.4,,,1.8,0.6,2.4,.104,ackeral01,alex-acker-1
2,2003-04,Pepperdine,WCC,29,26,940,.549,.502,.283,.349,,,,,,,,16.8,,,1.6,0.9,2.5,.108,ackeral01,alex-acker-1
3,2004-05,Pepperdine,WCC,31,31,1152,.564,.522,.337,.260,,,,9.5,19.9,,0.9,15.2,22.2,,2.5,1.5,4.0,.140,ackeral01,alex-acker-1
4,2002-03,Arizona,Pac-10,32,5,572,.539,.504,.141,.253,,,,9.8,5.8,,0.9,13.5,24.1,,1.0,1.6,2.6,.183,adamsha01,hassan-adams-1
5,2003-04,Arizona,Pac-10,30,28,915,.615,.593,.268,.285,,,,12.9,9.1,,3.0,12.2,23.2,,3.0,1.8,4.8,.209,adamsha01,hassan-adams-1
6,2004-05,Arizona,Pac-10,37,37,1091,.529,.507,.107,.208,,,,11.8,17.7,,1.1,16.3,23.1,,1.6,2.4,3.9,.145,adamsha01,hassan-adams-1
7,2005-06,Arizona,Pac-10,31,30,1031,.507,.495,.133,.194,,,,8.8,19.4,,1.0,11.4,28.2,,1.2,2.6,3.9,.150,adamsha01,hassan-adams-1
8,2005-06,UConn,Big East,33,1,543,.624,.610,.000,.574,,,,15.8,4.9,,2.9,13.1,16.9,,1.5,1.7,3.1,.230,adrieje01,jeff-adrien-1
9,2006-07,UConn,Big East,31,31,1027,.523,.500,.003,.519,,,,,,,,16.3,,,1.2,3.8,5.0,.195,adrieje01,jeff-adrien-1
10,2007-08,UConn,Big East,33,33,1115,.539,.504,.012,.664,,,,,,,,16.4,,,1.7,2.3,4.0,.143,adrieje01,jeff-adrien-1
11,2008-09,UConn,Big East,36,36,1245,.529,.505,.003,.495,,,,15.2,9.2,,2.3,12.3,20.7,,1.7,3.5,5.2,.166,adrieje01,jeff-adrien-1
12,2004-05,UCLA,Pac-10,29,29,907,.556,.523,.421,.371,,,,6.2,13.4,,0.5,18.0,18.4,,1.4,0.7,2.2,.096,afflaar01,arron-afflalo-1
13,2005-06,UCLA,Pac-10,39,38,1303,.600,.557,.517,.364,,,,8.1,11.9,,0.3,13.3,24.5,,4.4,1.7,6.1,.187,afflaar01,arron-afflalo-1
14,2006-07,UCLA,Pac-10,36,36,1186,.589,.556,.509,.276,,,,,,,,11.0,,,3.9,1.7,5.5,.187,afflaar01,arron-afflalo-1
15,2002-03,Michigan State,Big Ten,27,4,463,.533,.497,.487,.267,,,,8.2,8.2,,2.1,12.4,22.0,,0.7,0.8,1.4,.125,agerma01,maurice-ager-1
16,2003-04,Michigan State,Big Ten,30,4,676,.500,.469,.471,.271,,,,9.8,6.1,,1.0,13.0,23.6,,0.5,0.3,0.8,.050,agerma01,maurice-ager-1
17,2004-05,Michigan State,Big Ten,33,31,867,.612,.560,.419,.429,,,,9.1,13.5,,0.7,13.9,25.5,,3.1,1.3,4.4,.204,agerma01,maurice-ager-1
18,2005-06,Michigan State,Big Ten,34,34,1170,.575,.540,.446,.321,,,,7.3,15.9,,0.7,13.2,29.1,,3.5,1.0,4.5,.153,agerma01,maurice-ager-1
19,2003-04,Missouri State,MVC,33,19,723,.636,.533,.716,.558,,,,,,,,12.0,,,2.9,0.6,3.4,.190,ahearbl01,blake-ahearn-1
20,2004-05,Missouri State,MVC,32,2,671,.569,.487,.523,.401,,,,,,,,11.9,,,1.7,0.6,2.3,.136,ahearbl01,blake-ahearn-1
21,2005-06,Missouri State,MVC,31,31,1001,.592,.527,.538,.343,,,,4.0,15.5,,0.1,14.7,24.3,,3.0,1.0,4.0,.160,ahearbl01,blake-ahearn-1
22,2006-07,Missouri State,MVC,33,32,1023,.664,.610,.620,.368,,,,4.4,14.1,,0.1,14.5,22.6,,4.3,0.8,5.1,.198,ahearbl01,blake-ahearn-1
23,2004-05,Washington State,Pac-10,27,0,311,.399,.400,.700,.046,,,,7.4,11.7,,0.5,10.7,27.2,,-0.6,0.5,-0.1,-.016,akognjo01,josh-akognon-1
24,2005-06,Washington State,Pac-10,28,13,662,.548,.523,.612,.182,,,,6.5,16.6,,0.7,13.5,25.8,,1.5,0.9,2.4,.144,akognjo01,josh-akognon-1
25,2007-08,Cal State Fullerton,Big West,32,32,1013,.612,.572,.625,.252,,,,6.0,9.0,,0.3,9.4,27.1,,3.9,1.3,5.2,.204,akognjo01,josh-akognon-1
26,2008-09,Cal State Fullerton,Big West,32,32,1140,.555,.511,.592,.239,,,,,,,,10.9,,,3.4,0.6,4.0,.140,akognjo01,josh-akognon-1
27,2007-08,Florida State,ACC,10,1,93,.496,.484,.000,.290,,,,13.1,0.0,,8.6,23.8,25.2,,0.1,0.3,0.3,.144,alabiso01,solomon-alabi-1
28,2008-09,Florida State,ACC,35,35,779,.564,.540,.004,.332,,,,14.4,3.6,,7.5,17.6,20.6,,1.5,2.1,3.6,.186,alabiso01,solomon-alabi-1
29,2009-10,Florida State,ACC,32,32,820,.596,.534,.000,.546,343,11.6,15.7,13.8,4.4,1.4,10.4,16.3,22.8,,2.2,2.1,4.3,.210,alabiso01,solomon-alabi-1
30,2007-08,Kansas,Big 12,40,0,330,.554,.518,.000,.458,,,,,,,,17.2,,,0.5,1.8,2.3,.274,aldrico01,cole-aldrich-1
31,2008-09,Kansas,Big 12,35,35,1037,.640,.598,.000,.462,,,,21.1,7.2,,7.1,12.1,21.9,,4.0,4.3,8.3,.320,aldrico01,cole-aldrich-1
32,2009-10,Kansas,Big 12,36,36,963,.596,.562,.000,.600,400,13.6,25.4,20.0,5.8,1.6,13.0,14.1,19.9,,3.0,2.9,5.9,.245,aldrico01,cole-aldrich-1
33,2004-05,Texas,Big 12,16,16,355,.670,.663,.000,.779,,,,14.6,8.0,,4.5,19.2,20.0,,1.3,1.2,2.5,.286,aldrila01,lamarcus-aldridge-1
34,2005-06,Texas,Big 12,37,37,1247,.589,.569,.000,.470,,,,15.5,3.3,,4.1,11.1,21.1,,3.4,5.3,8.7,.278,aldrila01,lamarcus-aldridge-1
35,1991-92,Virginia,ACC,33,33,1037,.477,.441,.441,.311,,,,,,,,19.5,,,,,,,alexaco01,cory-alexander-1
36,1992-93,Virginia,ACC,31,31,1118,.547,.521,.370,.281,,,,,,,,16.6,,,,,,,alexaco01,cory-alexander-1
37,1993-94,Virginia,ACC,1,1,11,.000,.000,.500,.500,,,,,,,,16.8,,,,,,,alexaco01,cory-alexander-1
38,1994-95,Virginia,ACC,20,20,692,.547,.517,.369,.331,,,,,,,,20.4,,,,,,,alexaco01,cory-alexander-1
39,1995-96,Virginia,ACC,27,,727,.550,.517,.116,.272,,,,,,,,11.9,,,1.8,1.1,2.9,.158,alexaco02,courtney-alexander-1
40,1996-97,Virginia,ACC,26,,732,.511,.479,.266,.234,,,,,,,,7.6,,,1.2,0.8,2.0,.107,alexaco02,courtney-alexander-1
41,1998-99,Fresno State,WAC,32,,1023,.543,.513,.281,.249,,,,,,,,10.8,,,2.7,1.0,3.7,.144,alexaco02,courtney-alexander-1
42,1999-00,Fresno State,WAC,27,,974,.532,.498,.310,.243,,,,,,,,9.6,,,2.3,0.8,3.0,.125,alexaco02,courtney-alexander-1
43,2005-06,West Virginia,Big East,10,0,36,.551,.500,.125,1.000,,,,11.9,10.7,,14.2,20.3,23.0,,0.1,0.3,0.3,.376,alexajo01,joe-alexander-1
44,2006-07,West Virginia,Big East,36,36,899,.500,.484,.386,.195,,,,10.8,16.5,,3.2,14.7,26.2,,0.6,2.5,3.1,.138,alexajo01,joe-alexander-1
45,2007-08,West Virginia,Big East,36,34,1137,.536,.474,.086,.409,,,,11.8,16.7,,3.7,12.4,28.9,,2.2,3.9,6.1,.213,alexajo01,joe-alexander-1
46,1991-92,Penn,Ivy,26,20,795,.516,.481,.445,.361,,,,,,,,18.7,,,,,,,allenje01,jerome-allen-1
47,1992-93,Penn,Ivy,27,,912,.524,.505,.416,.226,,,,,,,,13.8,,,,,,,allenje01,jerome-allen-1
48,1993-94,Penn,Ivy,28,,929,.542,.482,.472,.440,,,,,,,,16.0,,,,,,,allenje01,jerome-allen-1
49,1994-95,Penn,Ivy,28,,934,.528,.491,.387,.354,,,,,,,,13.9,,,,,,,allenje01,jerome-allen-1
50,1996-97,Villanova,Big East,33,,357,.463,.471,.000,.882,,,,,,,,22.5,,,0.0,0.7,0.7,.082,allenma01,malik-allen-1
51,1997-98,Villanova,Big East,29,,,.517,.469,.000,.412,,,,,,,,,,,0.7,1.2,1.9,,allenma01,malik-allen-1
52,1998-99,Villanova,Big East,32,,887,.612,.564,.000,.444,,,,,,,,16.1,,,2.4,2.0,4.4,.200,allenma01,malik-allen-1
53,1999-00,Villanova,Big East,33,,1103,.546,.511,.000,.397,,,,,,,,14.7,,,2.1,2.1,4.2,.151,allenma01,malik-allen-1
54,1993-94,UConn,Big East,34,,735,.599,.563,.265,.326,,,,,,,,11.6,,,,,,,allenra02,ray-allen-1
55,1994-95,UConn,Big East,32,31,1051,.589,.571,.367,.211,,,,,,,,10.0,,,,,,,allenra02,ray-allen-1
56,1995-96,UConn,Big East,35,35,1098,.595,.566,.400,.238,,,,,,,,10.7,,,5.0,3.3,8.3,.303,allenra02,ray-allen-1
57,2002-03,Oklahoma State,Big 12,32,28,998,.527,.488,.208,.416,,,,9.6,19.0,,1.7,17.1,26.1,,1.7,2.8,4.5,.181,allento01,tony-allen-1
58,2003-04,Oklahoma State,Big 12,35,34,1107,.564,.531,.183,.479,,,,,,,,16.5,,,2.9,3.4,6.3,.228,allento01,tony-allen-1
59,2000-01,Utah,MWC,17,0,95,.586,.609,.000,.783,,,,,,,,16.0,,,0.2,0.2,0.4,.184,allrela01,lance-allred-1
60,2001-02,Utah,MWC,22,6,231,.531,.436,.000,.590,,,,,,,,24.3,,,0.2,0.3,0.5,.079,allrela01,lance-allred-1
61,2003-04,Weber State,Big Sky,27,20,694,.503,.435,.035,.508,,,,,,,,14.4,,,0.7,0.7,1.5,.084,allrela01,lance-allred-1
62,2004-05,Weber State,Big Sky,29,28,942,.567,.519,.014,.554,,,,,,,,15.6,,,2.8,1.4,4.1,.176,allrela01,lance-allred-1
63,2003-04,Rice,WAC,30,0,299,.530,.496,.293,.236,,,,,,,,20.8,,,0.5,0.4,0.9,.116,almonmo01,morris-almond-1
64,2004-05,Rice,WAC,31,0,1006,.614,.581,.244,.294,,,,,,,,16.9,,,1.5,0.5,2.0,.079,almonmo01,morris-almond-1
65,2005-06,Rice,CUSA,28,24,905,.591,.554,.241,.326,,,,7.3,10.4,,1.5,13.4,33.7,,3.7,1.1,4.8,.211,almonmo01,morris-almond-1
66,2006-07,Rice,CUSA,32,32,1069,.621,.554,.311,.524,,,,,,,,13.8,,,5.9,1.2,7.1,.265,almonmo01,morris-almond-1
67,1990-91,Duquesne,A-10,28,25,807,.551,.536,.000,.427,,,,,,,,20.9,,,,,,,alstode01,derrick-alston-1
68,1991-92,Duquesne,A-10,28,,918,.555,.556,.004,.563,,,,,,,,20.6,,,,,,,alstode01,derrick-alston-1
69,1992-93,Duquesne,MW Coll,28,,960,.573,.564,.003,.587,,,,,,,,15.0,,,,,,,alstode01,derrick-alston-1
70,1993-94,Duquesne,A-10,30,,1080,.590,.578,.002,.585,,,,,,,,14.8,,,,,,,alstode01,derrick-alston-1
71,1997-98,Fresno State,WAC,33,,,.535,.508,.634,.214,,,,,,,,,,,1.4,1.7,3.1,,alstora01,rafer-alston-1
72,1993-94,Liberty,Big South,30,,508,.559,.545,.000,.497,,,,,,,,,,,,,,,alumape01,peter-aluma-1
73,1994-95,Liberty,Big South,28,,865,.559,.516,.003,.494,,,,,,,,,,,,,,,alumape01,peter-aluma-1
74,1995-96,Liberty,Big South,29,,949,.586,.546,.006,.662,,,,,,,,,,,3.4,2.3,5.7,.241,alumape01,peter-aluma-1
75,1996-97,Liberty,Big South,32,,938,.551,.514,.003,.567,,,,,,,,,,,2.5,3.2,5.8,.246,alumape01,peter-aluma-1
76,1990-91,Vanderbilt,SEC,24,,311,.479,.456,.000,.439,,,,,,,,27.4,,,,,,,amaecjo01,john-amaechi-1
77,1992-93,Penn State,Big Ten,27,,897,.570,.504,.199,.755,,,,,,,,14.6,,,,,,,amaecjo01,john-amaechi-1
78,1993-94,Penn State,Big Ten,25,,837,.589,.519,.062,1.008,,,,,,,,15.1,,,,,,,amaecjo01,john-amaechi-1
79,1994-95,Penn State,Big Ten,32,,1108,.607,.563,.020,.867,,,,,,,,19.1,,,,,,,amaecjo01,john-amaechi-1
80,1989-90,Southern Illinois,MVC,33,25,802,.600,.597,.000,.779,,,,,,,,14.6,,,,,,,amayaas01,ashraf-amaya-1
81,1990-91,Southern Illinois,MVC,32,32,1081,.607,.599,.010,.608,,,,13.7,2.3,,4.6,14.6,19.9,,,,,,amayaas01,ashraf-amaya-1
82,1991-92,Southern Illinois,MVC,30,30,1117,.621,.579,.053,.634,,,,,,,,14.9,,,,,,,amayaas01,ashraf-amaya-1
83,1992-93,Southern Illinois,MVC,33,33,1116,.573,.533,.069,.545,,,,,,,,10.0,,,,,,,amayaas01,ashraf-amaya-1
84,2008-09,Wake Forest,ACC,31,30,899,.564,.528,.138,.537,,,,,,,,18.6,,,1.9,2.2,4.1,.182,aminual01,al-farouq-aminu-1
85,2009-10,Wake Forest,ACC,31,30,970,.524,.471,.176,.532,488,14.6,20.5,17.6,9.1,2.6,4.5,17.4,27.5,,2.0,2.2,4.3,.176,aminual01,al-farouq-aminu-1
86,2001-02,UNLV,MWC,30,1,315,.532,.500,.000,.724,,,,12.7,5.0,,2.2,14.3,13.8,,0.3,0.5,0.8,.096,amundlo01,louis-amundson-1
87,2003-04,UNLV,MWC,31,8,498,.531,.525,.010,.677,,,,14.8,4.1,,4.0,24.3,17.3,,0.5,0.8,1.3,.103,amundlo01,louis-amundson-1
88,2004-05,UNLV,MWC,30,30,725,.518,.561,.000,.428,,,,,,,,16.4,,,0.6,1.8,2.5,.136,amundlo01,louis-amundson-1
89,2005-06,UNLV,MWC,29,29,815,.544,.528,.000,.555,,,,17.5,9.0,,3.5,16.3,27.5,,1.7,2.8,4.5,.220,amundlo01,louis-amundson-1
90,2001-02,Michigan State,Big Ten,31,23,759,.533,.456,.034,.584,,,,10.2,12.7,,0.3,27.2,17.9,,0.8,0.9,1.7,.092,anderal01,alan-anderson-1
91,2002-03,Michigan State,Big Ten,32,28,883,.621,.514,.073,.849,,,,8.2,24.7,,0.7,24.2,19.8,,2.5,1.4,3.9,.178,anderal01,alan-anderson-1
92,2003-04,Michigan State,Big Ten,30,26,861,.583,.518,.287,.521,,,,7.4,21.3,,0.5,28.5,18.5,,1.5,0.4,1.9,.089,anderal01,alan-anderson-1
93,2004-05,Michigan State,Big Ten,33,33,877,.663,.603,.243,.485,,,,12.9,12.4,,0.6,14.1,22.0,,3.6,1.7,5.3,.240,anderal01,alan-anderson-1
94,2005-06,Memphis,CUSA,37,21,1010,.544,.522,.550,.378,,,,,,,,19.3,,,1.1,2.4,3.5,.138,anderan02,antonio-anderson-1
95,2006-07,Memphis,CUSA,36,35,1007,.473,.440,.409,.359,,,,8.0,21.9,,0.7,14.2,16.3,,0.1,3.2,3.3,.131,anderan02,antonio-anderson-1
96,2007-08,Memphis,CUSA,40,40,1180,.516,.500,.552,.412,,,,6.7,18.8,,0.8,13.6,15.4,,1.0,3.2,4.2,.143,anderan02,antonio-anderson-1
97,2008-09,Memphis,CUSA,37,37,1269,.534,.481,.244,.464,,,,7.8,23.5,,1.1,19.3,16.9,,1.6,3.9,5.5,.174,anderan02,antonio-anderson-1
98,1992-93,Ohio State,Big Ten,22,,587,.562,.484,.222,.563,,,,,,,,20.0,,,,,,,anderde01,derek-anderson-1
99,1993-94,Ohio State,Big Ten,22,,695,.576,.511,.267,.487,,,,,,,,18.3,,,,,,,anderde01,derek-anderson-1
100,1995-96,Kentucky,SEC,36,,700,.605,.559,.257,.443,,,,,,,,15.5,,,2.0,2.0,4.1,.233,anderde01,derek-anderson-1
101,1996-97,Kentucky,SEC,19,,481,.621,.575,.416,.420,,,,,,,,10.6,,,2.5,1.4,3.9,.321,anderde01,derek-anderson-1
102,2007-08,Oklahoma State,Big 12,33,31,1021,.562,.534,.521,.309,,,,7.3,7.9,,1.2,14.3,22.7,,2.1,1.2,3.4,.132,anderja01,james-anderson-3
103,2008-09,Oklahoma State,Big 12,35,35,1171,.623,.578,.475,.378,,,,9.5,8.3,,1.6,11.9,24.3,,4.2,1.5,5.7,.193,anderja01,james-anderson-3
104,2009-10,Oklahoma State,Big 12,33,33,1124,.596,.532,.439,.522,698,6.7,12.9,9.9,16.5,2.4,2.0,11.2,31.5,,5.2,1.7,6.9,.247,anderja01,james-anderson-3
105,2006-07,University of California,Pac-10,33,33,1096,.588,.549,.383,.325,,,,,,,,9.3,,,3.1,1.6,4.7,.171,anderry01,ryan-anderson-1
106,2007-08,University of California,Pac-10,33,33,1082,.618,.559,.333,.424,,,,17.9,9.7,,1.1,11.6,29.4,,4.4,1.1,5.5,.204,anderry01,ryan-anderson-1
107,1992-93,Georgia,SEC,29,,554,.540,.515,.129,.522,,,,,,,,20.6,,,,,,,andersh01,shandon-anderson-1
108,1993-94,Georgia,SEC,30,,859,.528,.494,.105,.435,,,,,,,,21.8,,,,,,,andersh01,shandon-anderson-1
109,1994-95,Georgia,SEC,28,,861,.515,.500,.168,.302,,,,,,,,19.5,,,,,,,andersh01,shandon-anderson-1
110,1995-96,Georgia,SEC,31,,891,.585,.563,.159,.437,,,,,,,,16.5,,,2.7,2.3,5.0,.222,andersh01,shandon-anderson-1
111,2002-03,Syracuse,Big East,35,35,1274,.537,.498,.271,.389,,,,14.0,11.9,,1.5,9.6,29.3,,2.7,3.1,5.8,.183,anthoca01,carmelo-anthony-1
112,2004-05,UNLV,MWC,31,3,423,.502,.500,.000,.659,,,,,,,,16.0,,,0.1,1.2,1.3,.120,anthojo01,joel-anthony-1
113,2006-07,UNLV,MWC,37,6,669,.603,.597,.000,.396,,,,,,,,15.9,,,1.2,3.5,4.7,.283,anthojo01,joel-anthony-1
114,2002-03,BYU,MWC,32,32,802,.581,.563,.040,.392,,,,21.6,11.8,,1.5,22.4,27.8,,2.2,2.4,4.6,.231,araujra01,rafael-araujo-1
115,2003-04,BYU,MWC,30,30,895,.616,.584,.082,.459,,,,21.8,10.4,,2.2,16.3,31.2,,3.9,2.1,6.0,.268,araujra01,rafael-araujo-1
116,1998-99,Illinois,Big Ten,32,,457,.459,.390,.000,.549,,,,,,,,36.3,,,0.0,1.2,1.2,.103,archiro01,robert-archibald-1
117,1999-00,Illinois,Big Ten,30,,364,.562,.522,.000,.716,,,,,,,,24.4,,,0.5,1.1,1.6,.175,archiro01,robert-archibald-1
118,2000-01,Illinois,Big Ten,34,2,514,.646,.588,.000,.931,,,,,,,,20.3,,,1.9,1.9,3.8,.293,archiro01,robert-archibald-1
119,2001-02,Illinois,Big Ten,34,31,769,.669,.659,.006,1.185,,,,,,,,19.9,,,3.1,1.9,4.9,.257,archiro01,robert-archibald-1
120,1999-00,Arizona,Pac-10,34,,1093,.541,.499,.315,.358,,,,,,,,15.3,,,2.2,2.1,4.3,.156,arenagi01,gilbert-arenas-1
121,2000-01,Arizona,Pac-10,36,33,1044,.585,.559,.382,.309,,,,,,,,16.9,,,3.2,2.3,5.5,.211,arenagi01,gilbert-arenas-1
122,2003-04,UCLA,Pac-10,25,23,789,.474,.462,.303,.450,,,,,,,,21.0,,,0.2,0.8,1.0,.052,arizatr01,trevor-ariza-1
123,1999-00,Pepperdine,WCC,34,,947,.523,.503,.372,.124,,,,,,,,11.5,,,1.8,2.2,3.9,.166,armstbr01,brandon-armstrong-1
124,2000-01,Pepperdine,WCC,31,30,1027,.560,.518,.369,.289,,,,,,,,9.6,,,3.2,1.6,4.8,.186,armstbr01,brandon-armstrong-1
125,2002-03,UConn,Big East,32,22,346,.542,.545,.000,.485,,,,13.1,10.2,,4.3,27.0,14.6,,0.3,0.9,1.3,.145,armsthi01,hilton-armstrong-1
126,2003-04,UConn,Big East,35,1,318,.476,.500,.016,.766,,,,15.5,4.4,,4.7,19.4,16.0,,0.1,1.2,1.2,.155,armsthi01,hilton-armstrong-1
127,2004-05,UConn,Big East,30,0,373,.528,.519,.000,.772,,,,,,,,22.3,,,0.4,1.3,1.7,.181,armsthi01,hilton-armstrong-1
128,2005-06,UConn,Big East,34,33,943,.640,.611,.010,.686,,,,12.5,4.5,,7.1,23.0,16.3,,2.4,3.5,5.9,.249,armsthi01,hilton-armstrong-1
129,2006-07,Kansas,Big 12,38,7,721,.558,.538,.017,.344,,,,13.6,4.7,,5.6,13.4,26.0,,1.6,3.1,4.8,.265,arthuda01,darrell-arthur-1
130,2007-08,Kansas,Big 12,40,39,989,.569,.546,.030,.289,,,,,,,,14.3,,,2.5,3.3,5.8,.234,arthuda01,darrell-arthur-1
131,1992-93,South Florida,Metro,27,,867,.539,.518,.457,.326,,,,,,,,24.5,,,,,,,atkinch01,chucky-atkins-1
132,1993-94,South Florida,Metro,26,,787,.477,.426,.498,.349,,,,,,,,17.2,,,,,,,atkinch01,chucky-atkins-1
133,1994-95,South Florida,Metro,30,,1067,.558,.522,.563,.337,,,,,,,,18.1,,,,,,,atkinch01,chucky-atkins-1
134,1995-96,South Florida,CUSA,28,,1064,.573,.533,.543,.348,,,,,,,,16.3,,,3.3,1.3,4.6,.173,atkinch01,chucky-atkins-1
135,2006-07,Texas,Big 12,35,35,1245,.588,.515,.297,.522,,,,4.2,34.3,,0.2,21.2,20.9,,2.8,2.0,4.7,.152,augusdj01,dj-augustin-1
136,2007-08,Texas,Big 12,38,38,1417,.557,.506,.352,.401,,,,,,,,13.8,,,3.4,2.6,6.0,.169,augusdj01,dj-augustin-1
137,2002-03,Illinois,Big Ten,32,29,697,.613,.596,.086,.278,,,,15.7,6.7,,2.8,19.7,16.8,,1.6,2.5,4.1,.233,augusja01,james-augustine-1
138,2003-04,Illinois,Big Ten,33,33,904,.643,.635,.010,.538,,,,16.1,4.4,,3.5,14.2,16.5,,2.6,3.3,5.9,.261,augusja01,james-augustine-1
139,2004-05,Illinois,Big Ten,39,39,1037,.660,.621,.000,.648,,,,17.4,7.4,,3.3,13.4,17.3,,3.3,4.4,7.7,.298,augusja01,james-augustine-1
140,2005-06,Illinois,Big Ten,33,33,1079,.638,.625,.007,.545,,,,17.0,11.4,,1.8,16.0,20.2,,3.7,4.8,8.6,.317,augusja01,james-augustine-1
141,1997-98,Duke,ACC,35,,,.534,.494,.452,.343,,,,,,,,,,,1.2,1.6,2.8,,averywi01,william-avery-1
142,1998-99,Duke,ACC,39,,1210,.623,.589,.456,.310,,,,,,,,18.0,,,4.0,2.3,6.3,.209,averywi01,william-avery-1
143,2005-06,Arizona State,Pac-10,27,22,688,.536,.494,.009,.382,,,,14.8,5.4,,2.6,15.9,24.5,,1.1,0.9,1.9,.113,pendeje02,jeff-pendergraph-1
144,2006-07,Arizona State,Pac-10,30,29,1007,.585,.551,.019,.380,,,,17.2,6.8,,1.8,18.4,20.9,,2.3,2.0,4.4,.173,pendeje02,jeff-pendergraph-1
145,2007-08,Arizona State,Pac-10,34,34,967,.644,.593,.004,.562,,,,15.0,7.6,,4.6,17.0,23.5,,3.5,2.0,5.5,.228,pendeje02,jeff-pendergraph-1
146,2008-09,Arizona State,Pac-10,35,35,1139,.690,.660,.003,.483,,,,16.8,6.7,,2.3,10.4,21.1,,5.1,2.3,7.3,.258,pendeje02,jeff-pendergraph-1
147,2002-03,Kentucky,SEC,31,0,262,.609,.567,.366,.341,,,,,,,,16.6,,,0.8,0.6,1.4,.207,azubuke01,kelenna-azubuike-1
148,2003-04,Kentucky,SEC,32,31,921,.574,.544,.341,.278,,,,,,,,13.2,,,2.0,1.6,3.6,.157,azubuke01,kelenna-azubuike-1
149,2004-05,Kentucky,SEC,34,34,991,.579,.551,.352,.315,,,,9.4,10.9,,0.9,11.5,24.7,,2.9,2.1,4.9,.199,azubuke01,kelenna-azubuike-1
150,2008-09,Nevada,WAC,34,34,1110,.563,.495,.181,.414,,,,,,,,11.3,,,2.9,2.3,5.3,.190,babbilu01,luke-babbitt-1
151,2009-10,Nevada,WAC,34,34,1260,.614,.542,.201,.432,697,6.6,19.4,13.4,11.0,1.6,1.9,11.8,26.8,,5.4,1.3,6.7,.213,babbilu01,luke-babbitt-1
152,1994-95,UCLA,Pac-10,33,,827,.530,.519,.258,.332,,,,,,,,17.0,,,,,,,baileto01,toby-bailey-1
153,1995-96,UCLA,Pac-10,31,,1063,.555,.542,.423,.235,,,,,,,,21.5,,,2.2,0.7,2.9,.108,baileto01,toby-bailey-1
154,1996-97,UCLA,Pac-10,32,,1148,.543,.519,.350,.319,,,,,,,,22.0,,,1.9,0.8,2.8,.096,baileto01,toby-bailey-1
155,1997-98,UCLA,Pac-10,33,,,.537,.494,.312,.385,,,,,,,,,,,2.1,1.0,3.1,,baileto01,toby-bailey-1
156,2000-01,Oklahoma State,Big 12,30,30,1121,.649,.609,.412,.420,,,,,,,,21.5,,,5.0,2.4,7.4,.264,bakerma01,maurice-baker-1
157,2001-02,Oklahoma State,Big 12,29,23,869,.536,.495,.375,.247,,,,,,,,18.9,,,1.5,2.1,3.6,.166,bakerma01,maurice-baker-1
158,1989-90,Hartford,NAC,28,,374,.582,.617,.000,.436,,,,,,,,19.2,,,,,,,bakervi01,vin-baker-1
159,1990-91,Hartford,NAC,29,29,899,.531,.491,.000,.459,,,,,,,,13.1,,,,,,,bakervi01,vin-baker-1
160,1991-92,Hartford,NAC,27,27,997,.503,.473,.194,.339,,,,,,,,10.6,,,,,,,bakervi01,vin-baker-1
161,1992-93,Hartford,NAC,28,,1019,.526,.502,.186,.376,,,,,,,,9.7,,,,,,,bakervi01,vin-baker-1
162,2003-04,South Carolina,SEC,33,8,600,.571,.577,.147,.485,,,,13.9,16.5,,5.2,23.3,22.0,,1.3,2.6,3.9,.263,balkmre01,renaldo-balkman-1
163,2004-05,South Carolina,SEC,33,10,615,.492,.481,.113,.275,,,,15.2,17.9,,2.5,20.3,19.2,,0.3,1.8,2.1,.137,balkmre01,renaldo-balkman-1
164,2005-06,South Carolina,SEC,38,22,978,.608,.616,.052,.416,,,,15.5,15.8,,3.8,17.8,20.4,,2.6,3.0,5.6,.230,balkmre01,renaldo-balkman-1
165,2001-02,UNLV,MWC,31,31,1006,.560,.506,.223,.634,,,,5.9,18.5,,0.4,18.5,25.5,,2.2,1.0,3.2,.128,banksma01,marcus-banks-1
166,2002-03,UNLV,MWC,32,32,1154,.606,.561,.281,.493,,,,5.6,32.8,,0.3,19.0,28.2,,4.2,1.4,5.6,.195,banksma01,marcus-banks-1
167,2002-03,Northeastern,AEC,28,28,901,.523,.469,.392,.371,,,,,,,,14.8,,,1.5,1.2,2.7,.120,bareajo01,jose-barea-1
168,2003-04,Northeastern,AEC,26,25,890,.502,.464,.437,.313,,,,5.5,38.2,,0.0,12.6,31.3,,1.2,1.4,2.6,.117,bareajo01,jose-barea-1
169,2004-05,Northeastern,AEC,30,30,996,.523,.480,.381,.300,,,,6.8,52.1,,0.0,17.4,37.6,,2.2,1.7,4.0,.159,bareajo01,jose-barea-1
170,2005-06,Northeastern,CAA,29,29,974,.508,.464,.435,.316,,,,7.0,54.2,,0.0,18.5,36.8,,1.5,1.4,3.0,.122,bareajo01,jose-barea-1
