,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,id,cbb_id
2783,1994-95,Kansas,Big 8,31,2,472,.590,.573,.712,.164,,,,,,,,11.2,,,,,,,thomabi01,billy-thomas-1
2784,1995-96,Kansas,Big 8,34,0,358,.507,.497,.828,.093,,,,,,,,11.3,,,0.4,0.8,1.2,.130,thomabi01,billy-thomas-1
2785,1996-97,Kansas,Big 12,36,0,573,.558,.552,.736,.062,,,,,,,,12.9,,,1.3,1.0,2.3,.159,thomabi01,billy-thomas-1
2786,1997-98,Kansas,Big 12,36,34,962,.608,.603,.677,.083,,,,,,,,10.7,,,3.1,2.1,5.2,.216,thomabi01,billy-thomas-1
2787,1996-97,Syracuse,Big East,25,,408,.523,.534,.000,.689,,,,,,,,19.4,,,0.5,1.8,2.3,.224,thomaet01,etan-thomas-1
2788,1997-98,Syracuse,Big East,35,,,.619,.610,.000,.754,,,,,,,,,,,2.9,3.7,6.5,,thomaet01,etan-thomas-1
2789,1998-99,Syracuse,Big East,33,,913,.613,.617,.000,.792,,,,,,,,14.5,,,3.0,4.4,7.3,.321,thomaet01,etan-thomas-1
2790,1999-00,Syracuse,Big East,29,,940,.626,.602,.000,.593,,,,,,,,15.8,,,3.0,4.4,7.4,.314,thomaet01,etan-thomas-1
2791,1995-96,Providence,Big East,29,,606,.520,.504,.276,.250,,,,,,,,18.0,,,0.8,1.0,1.9,.122,thomaja01,jamel-thomas-1
2792,1996-97,Providence,Big East,36,,1101,.531,.512,.378,.224,,,,9.2,14.0,2.0,1.4,16.1,26.2,,2.0,1.8,3.9,.140,thomaja01,jamel-thomas-1
2793,1997-98,Providence,Big East,29,,1016,.487,.418,.391,.440,,,,,,,,,,,0.9,1.8,2.7,.106,thomaja01,jamel-thomas-1
2794,1998-99,Providence,Big East,30,,984,.526,.477,.344,.382,,,,,,,,16.5,,,2.2,1.7,3.9,.159,thomaja01,jamel-thomas-1
2795,2000-01,Texas,Big 12,34,20,705,.483,.484,.000,.683,,,,,,,,20.9,,,0.2,1.4,1.7,.095,thomaja02,james-thomas-1
2796,2001-02,Texas,Big 12,34,25,863,.576,.545,.000,.719,,,,19.0,3.0,,0.0,13.0,19.6,,1.8,1.2,3.1,.142,thomaja02,james-thomas-1
2797,2002-03,Texas,Big 12,33,33,806,.560,.514,.000,.733,,,,,,,,14.6,,,1.6,3.1,4.8,.236,thomaja02,james-thomas-1
2798,2003-04,Texas,Big 12,33,18,516,.515,.463,.000,.657,,,,19.9,3.8,,3.3,12.9,18.8,,0.5,2.4,2.8,.220,thomaja02,james-thomas-1
2799,1993-94,Minnesota,Big Ten,26,,254,.395,.386,.000,.329,,,,,,,,13.8,,,,,,,thomajo02,john-thomas-1
2800,1994-95,Minnesota,Big Ten,31,,639,.483,.467,.000,.431,,,,,,,,20.9,,,,,,,thomajo02,john-thomas-1
2801,1995-96,Minnesota,Big Ten,32,,845,.494,.480,.000,.575,,,,,,,,17.8,,,0.5,2.2,2.7,.128,thomajo02,john-thomas-1
2802,1996-97,Minnesota,Big Ten,35,,834,.582,.576,.005,.530,,,,,,,,16.6,,,1.9,4.4,6.3,.304,thomajo02,john-thomas-1
2803,1995-96,New Mexico,WAC,33,,981,.620,.578,.010,.690,,,,,,,,20.1,,,3.4,1.7,5.1,.207,thomake01,kenny-thomas-1
2804,1996-97,New Mexico,WAC,32,,1000,.614,.547,.136,.780,,,,,,,,21.3,,,3.2,2.5,5.7,.229,thomake01,kenny-thomas-1
2805,1997-98,New Mexico,WAC,32,,,.585,.542,.187,.413,,,,,,,,,,,3.3,3.1,6.3,,thomake01,kenny-thomas-1
2806,1998-99,New Mexico,WAC,26,,903,.627,.591,.246,.519,,,,,,,,15.5,,,3.5,2.7,6.1,.272,thomake01,kenny-thomas-1
2807,1990-91,Texas Christian,SWC,12,,42,.467,.444,.111,.778,,,,,,,,22.1,,,,,,,thomaku01,kurt-thomas-1
2808,1991-92,Texas Christian,SWC,21,,347,.524,.487,.000,.429,,,,,,,,20.5,,,,,,,thomaku01,kurt-thomas-1
2809,1993-94,Texas Christian,SWC,27,,805,.545,.523,.105,.345,,,,,,,,12.5,,,,,,,thomaku01,kurt-thomas-1
2810,1994-95,Texas Christian,SWC,27,,872,.591,.550,.023,.538,,,,,,,,10.4,,,,,,,thomaku01,kurt-thomas-1
2811,2006-07,Duke,ACC,31,18,463,.581,.568,.000,.667,,,,10.1,0.4,,0.5,28.7,16.6,,0.7,0.7,1.4,.124,thomala01,lance-thomas-1
2812,2007-08,Duke,ACC,32,28,593,.516,.505,.000,.753,,,,9.6,2.7,,1.4,20.0,12.8,,0.3,1.3,1.6,.109,thomala01,lance-thomas-1
2813,2008-09,Duke,ACC,37,16,689,.614,.626,.000,.817,,,,11.0,4.5,,1.1,15.4,13.2,,1.3,1.4,2.8,.161,thomala01,lance-thomas-1
2814,2009-10,Duke,ACC,40,39,1013,.502,.439,.000,.477,225,10.4,10.9,10.7,6.0,1.4,0.8,24.3,12.2,,0.8,1.9,2.7,.106,thomala01,lance-thomas-1
2815,1996-97,Villanova,Big East,32,,1005,.555,.506,.337,.365,,,,,,,,15.7,,,2.6,2.0,4.6,.183,thomati01,tim-thomas-1
2816,2005-06,LSU,SEC,32,21,829,.627,.610,.004,.548,,,,19.7,10.4,,8.1,15.8,21.7,,2.9,4.3,7.3,.351,thomaty01,tyrus-thomas-1
2817,1989-90,Texas A&M,SWC,31,,639,.477,.462,.532,.155,,,,,,,,9.4,,,,,,,thompbr01,brooks-thompson-1
2818,1990-91,Texas A&M,SWC,29,,1006,.585,.560,.461,.270,,,,,,,,14.3,,,,,,,thompbr01,brooks-thompson-1
2819,1992-93,Oklahoma State,Big 8,29,28,923,.589,.554,.524,.358,,,,,,,,22.9,,,,,,,thompbr01,brooks-thompson-1
2820,1993-94,Oklahoma State,Big 8,34,34,1175,.617,.584,.581,.332,,,,,,,,17.3,,,,,,,thompbr01,brooks-thompson-1
2821,2001-02,UCLA,Pac-10,33,1,494,.511,.477,.361,.173,,,,8.5,12.6,,1.2,22.2,18.3,,0.4,0.6,1.0,.080,thompdi01,dijon-thompson-1
2822,2002-03,UCLA,Pac-10,28,17,828,.566,.542,.244,.237,,,,8.8,19.0,,1.2,18.7,24.4,,1.8,0.7,2.5,.120,thompdi01,dijon-thompson-1
2823,2003-04,UCLA,Pac-10,28,27,960,.539,.507,.381,.232,,,,,,,,16.4,,,1.6,0.5,2.2,.090,thompdi01,dijon-thompson-1
2824,2004-05,UCLA,Pac-10,28,27,970,.573,.530,.298,.352,,,,13.3,14.5,,0.6,16.8,27.1,,2.7,1.4,4.0,.167,thompdi01,dijon-thompson-1
2825,2004-05,Rider,MAAC,30,21,830,.491,.453,.110,.386,,,,14.8,10.4,,2.4,14.1,19.6,,0.4,1.7,2.1,.100,thompja02,jason-thompson-1
2826,2005-06,Rider,MAAC,27,26,858,.599,.558,.072,.601,,,,14.7,12.4,,3.7,17.6,26.2,,2.7,0.4,3.0,.142,thompja02,jason-thompson-1
2827,2006-07,Rider,MAAC,31,31,1057,.577,.527,.052,.572,,,,16.5,15.7,,4.2,14.7,30.4,,3.2,1.5,4.7,.178,thompja02,jason-thompson-1
2828,2007-08,Rider,MAAC,34,34,1177,.579,.571,.069,.466,,,,19.7,17.3,,5.3,14.2,29.0,,3.5,3.4,6.9,.236,thompja02,jason-thompson-1
2829,1989-90,North Carolina State,ACC,30,0,366,.570,.592,.000,.276,,,,,,,,15.7,,,,,,,thompke01,kevin-thompson-1
2830,1990-91,North Carolina State,ACC,31,31,948,.605,.605,.000,.332,,,,13.9,6.1,,4.0,13.0,11.9,,,,,,thompke01,kevin-thompson-1
2831,1991-92,North Carolina State,ACC,30,30,1042,.620,.624,.000,.444,,,,,,,,12.9,,,,,,,thompke01,kevin-thompson-1
2832,1992-93,North Carolina State,ACC,27,27,925,.554,.545,.022,.352,,,,,,,,14.1,,,,,,,thompke01,kevin-thompson-1
2833,2003-04,Florida State,ACC,30,0,238,.539,.543,.121,.724,,,,,,,,16.1,,,0.3,0.5,0.8,.142,thornal01,al-thornton-1
2834,2004-05,Florida State,ACC,29,4,522,.556,.554,.075,.570,,,,14.6,9.3,,2.5,14.5,26.9,,1.2,0.6,1.8,.141,thornal01,al-thornton-1
2835,2005-06,Florida State,ACC,30,30,871,.593,.548,.127,.497,,,,14.7,9.1,,0.8,15.2,26.9,,2.8,1.5,4.3,.197,thornal01,al-thornton-1
2836,2006-07,Florida State,ACC,35,35,1092,.616,.570,.176,.457,,,,14.6,5.0,,2.7,13.5,30.0,,4.5,2.1,6.6,.241,thornal01,al-thornton-1
2837,2007-08,LSU,SEC,31,30,1043,.562,.529,.492,.237,,,,9.1,9.7,,0.6,11.2,29.3,,2.9,1.4,4.3,.165,thornma01,marcus-thornton-1
2838,2008-09,LSU,SEC,35,35,1116,.580,.544,.371,.369,,,,9.5,15.4,,0.9,9.1,30.9,,4.2,2.4,6.6,.235,thornma01,marcus-thornton-1
2839,1999-00,Iowa State,Big 12,37,37,1212,.447,.397,.161,.393,,,,,,,,25.5,,,-0.1,4.5,4.5,.147,tinslja01,jamaal-tinsley-1
2840,2000-01,Iowa State,Big 12,31,31,999,.508,.453,.279,.532,,,,,,,,21.2,,,1.2,2.8,4.0,.159,tinslja01,jamaal-tinsley-1
2841,2003-04,Creighton,MVC,27,0,175,.376,.400,.240,.360,,,,11.9,7.5,,3.5,23.5,11.6,,-0.2,0.5,0.3,.071,tollian01,anthony-tolliver-1
2842,2004-05,Creighton,MVC,34,30,583,.460,.423,.008,.516,,,,15.7,7.0,,3.1,18.0,17.4,,0.0,1.4,1.3,.091,tollian01,anthony-tolliver-1
2843,2005-06,Creighton,MVC,30,30,860,.599,.546,.142,.577,,,,13.7,13.0,,4.1,14.9,24.2,,2.8,3.4,6.1,.285,tollian01,anthony-tolliver-1
2844,2006-07,Creighton,MVC,33,33,1044,.553,.513,.061,.599,,,,,,,,14.3,,,2.1,3.8,5.8,.223,tollian01,anthony-tolliver-1
2845,1995-96,Michigan,Big Ten,22,,438,.558,.554,.000,.419,,,,,,,,23.0,,,1.0,1.6,2.6,.238,traylro01,robert-traylor-1
2846,1996-97,Michigan,Big Ten,35,,955,.540,.556,.000,.515,,,,,,,,18.9,,,1.9,2.7,4.6,.193,traylro01,robert-traylor-1
2847,1997-98,Michigan,Big Ten,34,,,.595,.579,.003,.419,,,,,,,,,,,3.4,2.7,6.1,,traylro01,robert-traylor-1
2848,1992-93,Ohio,MAC,27,,892,.669,.651,.003,.607,,,,,,,,15.2,,,,,,,trentga01,gary-trent-1
2849,1993-94,Ohio,MAC,33,,1119,.621,.585,.062,.543,,,,,,,,15.6,,,,,,,trentga01,gary-trent-1
2850,1994-95,Ohio,MAC,33,,1134,.559,.534,.063,.457,,,,,,,,14.5,,,,,,,trentga01,gary-trent-1
2851,1997-98,USC,Pac-10,28,,,.469,.422,.194,.488,,,,,,,,,,,0.1,0.4,0.5,,trepaje01,jeff-trepagnier-1
2852,1998-99,USC,Pac-10,28,,764,.559,.528,.264,.343,,,,,,,,15.7,,,1.6,1.6,3.2,.168,trepaje01,jeff-trepagnier-1
2853,1999-00,USC,Pac-10,29,,1054,.547,.528,.212,.268,,,,,,,,13.2,,,1.9,2.5,4.4,.167,trepaje01,jeff-trepagnier-1
2854,2000-01,USC,Pac-10,21,17,621,.503,.478,.214,.384,,,,,,,,17.5,,,0.4,1.2,1.6,.101,trepaje01,jeff-trepagnier-1
2855,2002-03,Wisconsin,Big Ten,32,27,1016,.596,.567,.222,.498,,,,,,,,11.3,,,2.6,2.3,4.9,.192,tuckeal02,alando-tucker-1
2856,2003-04,Wisconsin,Big Ten,4,2,83,.644,.621,.212,.667,,,,13.9,3.4,,0.0,10.3,32.3,,0.5,0.2,0.7,.325,tuckeal02,alando-tucker-1
2857,2004-05,Wisconsin,Big Ten,31,30,983,.561,.519,.219,.548,,,,11.7,12.8,,0.2,12.5,26.6,,2.5,1.8,4.3,.175,tuckeal02,alando-tucker-1
2858,2005-06,Wisconsin,Big Ten,31,31,1034,.489,.470,.139,.476,,,,9.8,12.6,,0.5,9.5,32.4,,0.8,1.8,2.6,.102,tuckeal02,alando-tucker-1
2859,2006-07,Wisconsin,Big Ten,36,36,1181,.540,.506,.226,.457,,,,10.2,16.1,,0.7,8.3,32.8,,2.9,3.1,5.9,.201,tuckeal02,alando-tucker-1
2860,2003-04,Texas,Big 12,33,16,742,.573,.547,.000,.481,,,,16.3,7.3,,0.6,11.6,21.9,,1.8,2.2,4.0,.217,tuckepj01,pj-tucker-1
2861,2004-05,Texas,Big 12,17,16,500,.581,.526,.007,.671,,,,14.8,15.0,,0.5,15.6,23.1,,1.3,1.1,2.4,.190,tuckepj01,pj-tucker-1
2862,2005-06,Texas,Big 12,37,37,1276,.563,.517,.007,.435,,,,15.8,17.1,,0.7,17.9,25.0,,3.1,4.3,7.3,.229,tuckepj01,pj-tucker-1
2863,2001-02,Gonzaga,WCC,32,1,624,.588,.525,.014,.921,,,,,,,,21.3,,,1.3,2.0,3.3,.214,turiaro01,ronny-turiaf-1
2864,2002-03,Gonzaga,WCC,33,12,814,.608,.521,.021,.959,,,,14.9,5.1,,4.3,13.1,29.8,,3.2,2.2,5.4,.267,turiaro01,ronny-turiaf-1
2865,2003-04,Gonzaga,WCC,31,29,834,.586,.527,.010,.779,,,,,,,,15.1,,,2.7,2.4,5.1,.245,turiaro01,ronny-turiaf-1
2866,2004-05,Gonzaga,WCC,31,31,967,.571,.511,.023,.838,,,,17.7,9.4,,4.1,13.9,25.8,,2.5,2.3,4.8,.198,turiaro01,ronny-turiaf-1
2867,2007-08,Ohio State,Big Ten,37,30,1004,.557,.519,.297,.444,,,,,,,,26.1,,,1.6,2.2,3.8,.152,turneev01,evan-turner-1
2868,2008-09,Ohio State,Big Ten,33,33,1202,.584,.517,.065,.578,,,,12.4,25.8,,1.9,19.3,28.6,,3.7,1.7,5.4,.181,turneev01,evan-turner-1
2869,2009-10,Ohio State,Big Ten,31,31,1108,.581,.540,.120,.400,682,7.3,23.5,15.9,37.5,3.0,2.9,20.0,33.1,,4.0,2.8,6.8,.247,turneev01,evan-turner-1
2870,1995-96,Kentucky,SEC,35,,459,.553,.537,.033,.328,,,,,,,,20.8,,,0.7,1.1,1.8,.158,turnewa01,wayne-turner-1
2871,1996-97,Kentucky,SEC,40,,908,.485,.475,.063,.283,,,,,,,,20.9,,,0.5,2.7,3.2,.140,turnewa01,wayne-turner-1
2872,1997-98,Kentucky,SEC,39,,,.538,.518,.200,.379,,,,,,,,,,,1.6,2.3,3.8,,turnewa01,wayne-turner-1
2873,1998-99,Kentucky,SEC,37,,,.554,.516,.151,.481,,,,,,,,20.6,,,2.0,2.1,4.2,,turnewa01,wayne-turner-1
2874,1989-90,DePaul,Ind,17,,269,.412,.361,.333,.259,,,,,,,,40.9,,,,,,,tylerbj01,bj-tyler-1
2875,1991-92,Texas,SWC,35,,1215,.559,.519,.461,.309,,,,,,,,19.2,,,,,,,tylerbj01,bj-tyler-1
2876,1992-93,Texas,SWC,13,,440,.557,.540,.531,.326,,,,,,,,18.2,,,,,,,tylerbj01,bj-tyler-1
2877,1993-94,Texas,SWC,28,,932,.575,.546,.551,.320,,,,,,,,14.9,,,,,,,tylerbj01,bj-tyler-1
2878,2006-07,Siena,MAAC,32,26,901,.541,.525,.217,.164,,,,,,,,17.1,,,1.4,1.5,2.9,.127,ubileed01,edwin-ubiles-1
2879,2007-08,Siena,MAAC,34,33,1130,.584,.565,.185,.262,,,,7.4,10.7,,2.0,10.0,23.8,,3.0,2.2,5.3,.187,ubileed01,edwin-ubiles-1
2880,2008-09,Siena,MAAC,35,34,1174,.538,.518,.161,.332,,,,8.1,12.0,,2.2,15.7,23.4,,2.0,2.5,4.4,.151,ubileed01,edwin-ubiles-1
2881,2009-10,Siena,MAAC,30,28,926,.525,.509,.183,.206,415,3.7,9.6,6.6,15.2,2.0,0.7,11.7,25.8,,1.9,1.6,3.5,.149,ubileed01,edwin-ubiles-1
2882,2006-07,Michigan,Big Ten,35,7,710,.485,.469,.019,.253,,,,12.2,8.6,,7.2,13.4,15.7,,0.2,2.3,2.4,.138,udohek01,ekpe-udoh-1
2883,2007-08,Michigan,Big Ten,32,24,832,.476,.454,.092,.322,,,,11.1,7.5,,8.0,15.2,14.9,,0.1,2.2,2.3,.111,udohek01,ekpe-udoh-1
2884,2009-10,Baylor,Big 12,36,36,1264,.535,.499,.067,.415,542,12.9,17.7,15.6,14.4,1.4,11.0,15.7,22.1,,3.4,2.6,6.1,.192,udohek01,ekpe-udoh-1
2885,1997-98,San Francisco,WCC,21,,,.320,.267,.333,.378,,,,,,,,,,,-0.4,0.3,-0.1,,udokaim01,ime-udoka-1
2886,1999-00,Portland State,Big Sky,24,,703,.503,.441,.274,.480,,,,,,,,,,,0.9,1.1,1.9,.109,udokaim01,ime-udoka-1
2887,2006-07,Tulsa,CUSA,31,30,802,.535,.474,.318,.481,,,,10.8,12.9,,2.4,19.4,22.0,,1.1,2.3,3.4,.171,uzohbe01,ben-uzoh-1
2888,2007-08,Tulsa,CUSA,39,39,1258,.600,.553,.369,.399,,,,9.8,16.3,,1.6,15.4,24.3,,3.9,2.3,6.2,.198,uzohbe01,ben-uzoh-1
2889,2008-09,Tulsa,CUSA,36,36,1287,.545,.490,.316,.409,,,,7.9,22.1,,1.1,16.8,22.6,,2.4,2.6,5.1,.158,uzohbe01,ben-uzoh-1
2890,2009-10,Tulsa,CUSA,35,35,1202,.561,.517,.355,.380,550,3.4,11.5,7.7,29.8,1.7,2.1,14.4,23.5,,3.7,1.8,5.5,.182,uzohbe01,ben-uzoh-1
2891,1991-92,Cincinnati,GMWC,34,,834,.563,.542,.505,.313,,,,,,,,12.1,,,,,,,vanexni01,nick-van-exel-1
2892,1992-93,Cincinnati,GMWC,31,29,1049,.498,.469,.483,.234,,,,,,,,12.6,,,,,,,vanexni01,nick-van-exel-1
2893,1993-94,Utah,WAC,25,,740,.612,.572,.253,.413,,,,,,,,12.6,,,,,,,vanhoke01,keith-van-horn-1
2894,1994-95,Utah,WAC,33,,994,.654,.611,.339,.370,,,,,,,,12.7,,,,,,,vanhoke01,keith-van-horn-1
2895,1995-96,Utah,WAC,32,,990,.649,.599,.301,.428,,,,,,,,12.0,,,5.6,2.3,7.9,.319,vanhoke01,keith-van-horn-1
2896,1996-97,Utah,WAC,32,,1008,.604,.550,.298,.331,,,,,,,,11.9,,,4.9,3.0,8.0,.316,vanhoke01,keith-van-horn-1
2897,1991-92,St. Bonaventure,A-10,27,27,802,.519,.446,.227,.648,,,,,,,,30.7,,,,,,,vanteda01,david-vanterpool-1
2898,1992-93,St. Bonaventure,A-10,27,,913,.547,.480,.237,.617,,,,,,,,23.1,,,,,,,vanteda01,david-vanterpool-1
2899,1993-94,St. Bonaventure,A-10,27,,891,.498,.441,.266,.506,,,,,,,,18.8,,,,,,,vanteda01,david-vanterpool-1
2900,1994-95,St. Bonaventure,A-10,31,,1026,.562,.511,.389,.460,,,,,,,,15.6,,,,,,,vanteda01,david-vanterpool-1
2901,2006-07,Mississippi State,SEC,35,13,473,.633,.647,.009,.388,,,,16.5,4.5,,9.4,12.2,15.9,,1.2,2.0,3.3,.275,varnaja01,jarvis-varnado-1
2902,2007-08,Mississippi State,SEC,34,34,968,.618,.644,.012,.588,,,,14.3,3.5,,10.4,15.9,13.2,,1.9,3.8,5.6,.233,varnaja01,jarvis-varnado-1
2903,2008-09,Mississippi State,SEC,36,36,1012,.575,.549,.003,.485,,,,16.4,6.4,,11.9,12.9,22.5,,2.5,3.6,6.0,.238,varnaja01,jarvis-varnado-1
2904,2009-10,Mississippi State,SEC,36,36,1141,.597,.582,.000,.665,477,10.6,22.9,17.2,6.2,1.2,14.2,14.6,21.6,,3.1,3.2,6.3,.221,varnaja01,jarvis-varnado-1
2905,2006-07,Maryland,ACC,34,22,980,.554,.504,.381,.366,,,,6.0,26.9,,0.3,23.4,18.6,,1.5,1.8,3.2,.132,vasqugr01,greivis-vasquez-1
2906,2007-08,Maryland,ACC,34,34,1258,.543,.501,.449,.319,,,,8.3,36.9,,0.5,21.9,25.8,,2.3,1.8,4.1,.131,vasqugr01,greivis-vasquez-1
2907,2008-09,Maryland,ACC,35,35,1210,.512,.467,.375,.238,,,,8.5,30.8,,0.8,14.1,28.1,,1.7,2.5,4.2,.140,vasqugr01,greivis-vasquez-1
2908,2009-10,Maryland,ACC,33,32,1120,.549,.496,.374,.314,671,3.8,10.2,7.2,35.2,2.8,1.0,15.8,30.2,,4.0,1.9,5.8,.208,vasqugr01,greivis-vasquez-1
2909,1991-92,Memphis,GMWC,34,,958,.550,.513,.006,.315,,,,,,,,17.6,,,,,,,vaughda02,david-vaughn-1
2910,1992-93,Memphis,GMWC,1,,21,.455,.455,.182,.000,,,,,,,,15.4,,,,,,,vaughda02,david-vaughn-1
2911,1993-94,Memphis,GMWC,28,,969,.556,.506,.061,.438,,,,,,,,16.5,,,,,,,vaughda02,david-vaughn-1
2912,1994-95,Memphis,GMWC,29,,867,.509,.458,.055,.420,,,,,,,,18.6,,,,,,,vaughda02,david-vaughn-1
2913,1993-94,Kansas,Big 8,35,35,896,.570,.538,.359,.482,,,,,,,,29.0,,,,,,,vaughja01,jacque-vaughn-1
2914,1994-95,Kansas,Big 8,31,31,1046,.552,.500,.279,.644,,,,,,,,25.7,,,,,,,vaughja01,jacque-vaughn-1
2915,1995-96,Kansas,Big 8,34,34,1045,.594,.560,.369,.526,,,,,,,,23.4,,,2.5,2.4,4.9,.187,vaughja01,jacque-vaughn-1
2916,1996-97,Kansas,Big 12,26,25,820,.553,.476,.292,.611,,,,,,,,21.1,,,1.4,1.7,3.1,.150,vaughja01,jacque-vaughn-1
2917,2003-04,UConn,Big East,32,4,607,.572,.555,.223,.286,,,,14.0,6.9,,4.9,13.5,22.4,,1.5,2.1,3.6,.237,villach01,charlie-villanueva-1
2918,2004-05,UConn,Big East,31,31,798,.566,.531,.039,.462,,,,,,,,15.8,,,2.1,2.7,4.8,.240,villach01,charlie-villanueva-1
2919,1991-92,Georgia Tech,ACC,32,0,251,.490,.475,.738,.125,,,,,,,,19.1,,,,,,,vinsofr01,fred-vinson-1
2920,1993-94,Georgia Tech,ACC,29,17,892,.571,.554,.635,.119,,,,,,,,13.7,,,,,,,vinsofr01,fred-vinson-1
2921,1996-97,UConn,Big East,33,,678,.523,.485,.000,.576,,,,,,,,22.7,,,0.5,3.2,3.7,.219,voskuja01,jake-voskuhl-1
2922,1997-98,UConn,Big East,37,,,.591,.565,.000,.469,,,,,,,,,,,1.6,3.7,5.3,,voskuja01,jake-voskuhl-1
2923,1998-99,UConn,Big East,34,,728,.546,.512,.000,.674,,,,,,,,26.4,,,0.9,3.8,4.7,.259,voskuja01,jake-voskuhl-1
2924,1999-00,UConn,Big East,34,,778,.601,.571,.000,.545,,,,,,,,20.5,,,2.0,2.5,4.5,.231,voskuja01,jake-voskuhl-1
2925,2002-03,Iowa State,Big 12,31,31,947,.550,.552,.021,.544,,,,,,,,18.1,,,1.8,2.9,4.6,.195,vromaja01,jackson-vroman-1
2926,2003-04,Iowa State,Big 12,32,31,983,.560,.565,.021,.430,,,,17.1,15.1,,1.5,20.3,24.1,,2.1,2.0,4.1,.166,vromaja01,jackson-vroman-1
2927,2001-02,Marquette,CUSA,32,32,935,.537,.507,.114,.338,,,,13.6,27.9,,2.9,15.3,33.6,,2.4,4.5,6.8,.292,wadedw01,dwyane-wade-1
2928,2002-03,Marquette,CUSA,33,33,1058,.573,.515,.088,.497,,,,,,,,14.7,,,3.6,2.9,6.5,.246,wadedw01,dwyane-wade-1
2929,2003-04,Florida State,ACC,32,0,560,.472,.457,.541,.205,,,,,,,,11.9,,,0.1,0.7,0.9,.063,wafervo01,von-wafer-1
2930,2004-05,Florida State,ACC,29,22,758,.572,.551,.577,.239,,,,5.7,14.4,,0.8,13.4,24.4,,2.0,0.5,2.5,.130,wafervo01,von-wafer-1
2931,2001-02,Memphis,CUSA,36,35,1146,.504,.461,.321,.355,,,,,,,,12.2,,,1.7,2.4,4.1,.143,wagneda02,dajuan-wagner-1
2932,1994-95,Kentucky,SEC,33,2,479,.495,.456,.242,.322,,,,,,,,18.4,,,,,,,walkean02,antoine-walker-1
2933,1995-96,Kentucky,SEC,36,,971,.494,.473,.098,.264,,,,,,,,13.8,,,0.9,3.8,4.7,.195,walkean02,antoine-walker-1
2934,2006-07,Kansas State,Big 12,6,5,139,.445,.400,.138,.369,,,,,,,,12.6,,,-0.1,0.2,0.1,.037,walkebi01,bill-walker-1
2935,2007-08,Kansas State,Big 12,31,28,846,.548,.510,.293,.352,,,,12.6,14.7,,1.4,15.1,28.7,,1.9,2.5,4.4,.210,walkebi01,bill-walker-1
2936,1994-95,Louisville,Metro,29,,841,.555,.552,.022,.588,,,,,,,,11.2,,,,,,,walkesa01,samaki-walker-1
2937,1995-96,Louisville,CUSA,21,,634,.609,.599,.005,.551,,,,,,,,15.8,,,2.1,1.1,3.2,.202,walkesa01,samaki-walker-1
2938,2009-10,Kentucky,SEC,37,37,1288,.562,.503,.260,.530,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,,3.7,2.6,6.3,.196,walljo01,john-wall-1
2939,2000-01,Alabama,SEC,36,2,824,.485,.457,.219,.538,,,,,,,,19.2,,,0.4,3.0,3.5,.168,wallage01,gerald-wallace-1
2940,1992-93,Syracuse,Big East,29,,839,.559,.526,.004,.344,,,,,,,,24.3,,,,,,,wallajo01,john-wallace-1
2941,1993-94,Syracuse,Big East,30,,979,.614,.566,.007,.548,,,,,,,,20.3,,,,,,,wallajo01,john-wallace-1
2942,1994-95,Syracuse,Big East,30,,990,.616,.594,.042,.466,,,,,,,,18.2,,,,,,,wallajo01,john-wallace-1
2943,1995-96,Syracuse,Big East,38,,1379,.573,.520,.147,.486,,,,,,,,14.2,,,4.5,3.5,8.0,.233,wallajo01,john-wallace-1
2944,1993-94,UNC,ACC,35,7,732,.609,.604,.004,.396,,,,16.2,4.2,,7.9,15.2,19.4,,,,,,wallara01,rasheed-wallace-1
2945,1994-95,UNC,ACC,34,34,1030,.657,.655,.008,.387,,,,,,,,10.8,,,,,,,wallara01,rasheed-wallace-1
2946,2002-03,Florida,SEC,33,33,965,.611,.577,.507,.434,,,,9.5,19.8,,0.9,22.5,22.8,,2.8,1.9,4.7,.195,walshma01,matt-walsh-1
2947,2003-04,Florida,SEC,31,31,1026,.593,.537,.532,.433,,,,8.6,16.3,,0.5,18.6,25.0,,2.9,1.1,4.0,.156,walshma01,matt-walsh-1
2948,2004-05,Florida,SEC,28,26,837,.621,.577,.583,.381,,,,7.2,20.2,,0.6,17.4,24.2,,3.0,1.3,4.3,.207,walshma01,matt-walsh-1
2949,1988-89,Northwestern,Big Ten,24,0,165,.493,.433,.400,.267,,,,,,,,30.3,,,,,,,waltere01,rex-walters-1
2950,1989-90,Northwestern,Big Ten,28,28,892,.606,.576,.311,.269,,,,,,,,16.6,,,,,,,waltere01,rex-walters-1
2951,1991-92,Kansas,Big 8,32,32,918,.675,.634,.535,.443,,,,,,,,16.5,,,,,,,waltere01,rex-walters-1
2952,1992-93,Kansas,Big 8,36,36,1028,.648,.604,.529,.345,,,,,,,,18.4,,,,,,,waltere01,rex-walters-1
2953,1999-00,Arizona,Pac-10,34,,868,.441,.383,.299,.397,,,,,,,,26.5,,,-0.1,1.9,1.9,.086,waltolu01,luke-walton-1
