,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,id
191,1971-72,25,UTS,ABA,SF,8,142,9.6,.492,.083,.229,4.7,9.8,7.4,3.7,,10.2,16.0,,0.0,0.1,0.1,.045,stonege01
192,1971-72,25,CAR,ABA,SF,16,239,7.2,.436,.067,.227,2.2,13.3,7.5,10.6,,16.2,15.2,,-0.2,0.2,0.0,.006,stonege01
193,1971-72,22,PTC,ABA,SF,53,598,19.6,.640,.008,.224,12.6,10.4,11.5,9.6,,16.1,18.9,,2.2,0.0,2.2,.174,szczewa01
194,1969-70,22,TOT,ABA,C,75,910,9.7,.496,.000,.312,,,15.4,10.1,,25.0,20.5,,0.6,1.1,1.7,.090,tayloro01
195,1969-70,22,NYA,ABA,C,72,873,10.3,.499,.000,.305,,,15.7,10.5,,25.0,20.7,,0.7,1.1,1.7,.096,tayloro01
196,1969-70,22,WSA,ABA,C,3,37,-3.3,.402,.000,.556,,,8.3,0.0,,26.3,14.6,,0.0,0.0,0.0,-0.038,tayloro01
197,1970-71,23,VIR,ABA,C,1,25,-7.1,.106,.000,.111,,,0.0,16.9,,0.0,13.3,,-0.2,0.0,-0.2,-0.290,tayloro01
198,1971-72,24,PTC,ABA,C,1,4,-35.8,.000,.000,.000,22.9,0.0,11.4,0.0,,50.0,18.2,,0.0,0.0,0.0,-0.305,tayloro01
199,1969-70,23,TOT,ABA,SF,82,1446,11.4,.510,.020,.536,,,9.8,6.9,,16.3,15.1,,1.2,1.7,2.9,.096,tinslge01
200,1969-70,23,WSA,ABA,SF,5,27,-0.1,.400,.000,.571,,,6.5,0.0,,25.5,15.5,,0.0,0.0,0.0,-0.044,tinslge01
201,1969-70,23,KEN,ABA,SF,77,1419,11.6,.512,.020,.535,,,9.9,7.0,,16.1,15.1,,1.2,1.7,2.9,.099,tinslge01
202,1971-72,25,FLO,ABA,SF,51,418,10.6,.474,.126,.356,6.8,7.1,7.0,12.9,,11.4,21.0,,0.0,0.3,0.2,.026,tinslge01
203,1967-68,24,SEA,NBA,PF,81,2368,12.0,.480,,.266,,,,6.1,,,,,1.1,1.2,2.3,.046,tuckeal01
204,1968-69,25,TOT,NBA,PF,84,1885,12.7,.480,,.302,,,,5.6,,,,,1.3,0.8,2.1,.052,tuckeal01
205,1968-69,25,SEA,NBA,PF,56,1259,12.9,.468,,.314,,,,6.2,,,,,0.4,0.7,1.1,.044,tuckeal01
206,1968-69,25,CIN,NBA,PF,28,626,12.4,.507,,.275,,,,4.3,,,,,0.8,0.1,0.9,.070,tuckeal01
207,1969-70,26,TOT,NBA,PF,61,819,13.3,.560,,.305,,,,6.2,,,,,1.5,0.8,2.3,.134,tuckeal01
208,1969-70,26,CHI,NBA,PF,33,557,12.9,.553,,.238,,,,7.6,,,,,0.9,0.5,1.4,.123,tuckeal01
209,1969-70,26,BAL,NBA,PF,28,262,14.1,.572,,.438,,,,3.3,,,,,0.6,0.3,0.9,.158,tuckeal01
210,1970-71,27,TOT,TOT,PF,45,607,13.1,.503,.027,.277,,,10.3,4.4,,13.0,21.7,,0.5,0.5,1.1,.085,tuckeal01
211,1970-71,27,BAL,NBA,PF,31,276,13.7,.501,,.270,,,11.7,3.4,,,,,0.3,0.3,0.6,.107,tuckeal01
212,1970-71,27,FLO,ABA,PF,14,331,12.6,.505,.047,.282,,,9.2,5.2,,13.0,21.7,,0.3,0.2,0.5,.067,tuckeal01
213,1971-72,28,FLO,ABA,PF,81,1799,14.7,.524,.101,.246,4.8,16.5,10.6,8.4,,12.6,22.1,,2.2,1.2,3.5,.093,tuckeal01
214,1968-69,23,ATL,NBA,,11,29,2.3,.290,,.778,,,,4.1,,,,,-0.1,0.0,-0.1,-0.134,walledw01
215,1969-70,24,DNR,ABA,,7,87,7.9,.448,.042,.792,,,19.2,5.7,,33.1,20.6,,0.0,0.2,0.1,.077,walledw01
216,1971-72,26,DNR,ABA,,2,10,13.1,.500,.000,.000,8.8,37.2,22.6,14.1,,20.0,18.7,,0.0,0.0,0.0,.133,walledw01
217,1971-72,23,TOT,ABA,SF,24,237,9.2,.501,.037,.266,5.2,11.4,8.1,10.3,,22.3,24.3,,0.1,0.3,0.5,.094,webstel01
218,1971-72,23,NYA,ABA,,8,14,1.9,.436,.000,.333,0.0,6.7,3.5,10.3,,22.5,24.7,,0.0,0.0,0.0,-0.036,webstel01
219,1971-72,23,MMP,ABA,SF,16,223,9.7,.505,.039,.262,5.5,11.7,8.4,10.3,,22.3,24.3,,0.2,0.3,0.5,.102,webstel01
220,1970-71,22,DNR,ABA,SG,39,261,10.1,.447,.250,.311,,,7.9,14.9,,16.7,24.1,,-0.2,0.3,0.1,.012,wilsost01
221,1971-72,23,DNR,ABA,SG,9,36,-2.0,.268,.087,.304,7.3,2.6,5.0,21.6,,10.3,30.3,,-0.3,0.0,-0.3,-0.336,wilsost01
222,1970-71,22,MIL,NBA,,3,14,11.4,.368,,.200,,,13.5,18.1,,,,,-0.1,0.0,0.0,-0.121,winklma01
223,1971-72,23,INA,ABA,SG,20,155,1.3,.332,.074,.259,4.3,5.1,4.7,9.8,,16.6,18.0,,-0.5,0.1,-0.4,-0.112,winklma01
224,1970-71,23,KEN,ABA,SG,52,612,6.6,.445,.171,.200,,,5.7,12.6,,18.1,18.9,,-0.3,0.4,0.0,.001,wrighho01
225,1971-72,24,KEN,ABA,SG,1,4,-18.0,.000,,,0.0,0.0,0.0,0.0,,69.4,13.9,,0.0,0.0,0.0,-0.122,wrighho01
226,1967-68,23,DNR,ABA,SG,38,896,13.0,.467,.026,.350,,,5.0,11.4,,9.7,19.0,,0.6,1.1,1.7,.091,wrighlo01
227,1968-69,24,DNR,ABA,SG,69,2538,11.4,.467,.079,.253,,,5.2,9.5,,11.7,20.2,,0.3,1.8,2.1,.041,wrighlo01
228,1969-70,25,DNR,ABA,SG,79,2237,10.6,.467,.203,.184,,,4.2,9.0,,8.6,18.7,,0.0,2.2,2.3,.049,wrighlo01
229,1970-71,26,TOT,ABA,PG-SG,72,1398,7.0,.412,.133,.238,,,4.9,10.7,,10.8,17.8,,-1.8,0.9,-0.9,-0.031,wrighlo01
230,1970-71,26,DNR,ABA,PG,41,769,4.9,.365,.171,.235,,,5.0,9.7,,10.6,18.4,,-1.9,0.6,-1.3,-0.083,wrighlo01
231,1970-71,26,FLO,ABA,SG,31,629,9.6,.479,.078,.243,,,4.8,11.8,,11.2,17.0,,0.1,0.3,0.4,.032,wrighlo01
232,1971-72,27,FLO,ABA,PG,77,1638,8.6,.475,.122,.195,2.6,6.8,4.7,11.3,,12.0,17.5,,-0.1,0.8,0.7,.022,wrighlo01
233,1970-71,23,BAL,NBA,SG,50,226,1.7,.326,,.243,,,5.3,4.0,,,,,-1.0,0.2,-0.8,-0.164,zellega01
234,1971-72,24,TOT,TOT,SG,40,553,5.3,.372,.004,.158,6.1,5.8,6.4,8.1,,21.6,19.8,,-1.5,0.4,-1.1,-0.096,zellega01
235,1971-72,24,BAL,NBA,SG,28,471,7.2,.385,,.153,,,6.5,9.0,,,,,-1.1,0.4,-0.8,-0.079,zellega01
236,1971-72,24,NYA,ABA,SG,12,82,-6.0,.276,.033,.200,6.1,5.8,5.9,3.0,,21.6,19.8,,-0.4,0.0,-0.3,-0.195,zellega01
