,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
283,1974-75,24,NYK,NBA,C,51,,483,5.1,14.2,.361,4.4,7.9,.561,3.9,6.5,10.3,1.8,1.4,0.5,6.2,14.6,,,99,rikerto01
284,1973-74,28,LAL,NBA,SG,72,,1361,9.1,21.1,.430,3.5,4.5,.764,1.2,2.8,4.0,4.7,1.7,0.1,5.5,21.6,,,101,rileypa01
285,1974-75,29,LAL,NBA,SF,46,,1016,9.7,23.2,.419,3.1,4.1,.742,1.1,2.7,3.8,5.4,1.6,0.2,5.7,22.5,,,103,rileypa01
286,1975-76,30,TOT,NBA,SG,62,,813,6.5,16.8,.389,3.1,4.3,.714,0.9,1.9,2.8,3.2,1.2,0.3,6.3,16.1,,,103,rileypa01
287,1975-76,30,LAL,NBA,SG,2,,23,9.7,25.1,.385,1.9,5.8,.333,1.9,3.9,5.8,0.0,1.9,1.9,9.7,21.3,,,99,rileypa01
288,1975-76,30,PHO,NBA,SG,60,,790,6.4,16.6,.389,3.1,4.3,.730,0.9,1.8,2.7,3.3,1.2,0.3,6.2,16.0,,,103,rileypa01
289,1973-74,23,TOT,NBA,PF,48,,591,6.2,15.5,.401,1.8,2.9,.632,3.7,9.9,13.5,2.8,1.4,1.8,7.3,14.2,,,97,rileyro01
290,1973-74,23,KCO,NBA,PF,12,,170,6.4,15.2,.421,3.7,6.4,.583,3.5,11.4,14.9,2.1,0.8,0.5,7.2,16.5,,,98,rileyro01
291,1973-74,23,HOU,NBA,PF,36,,421,6.1,15.6,.393,1.1,1.5,.714,3.8,9.2,13.0,3.1,1.6,2.4,7.3,13.3,,,97,rileyro01
292,1974-75,24,HOU,NBA,PF,77,,1578,5.8,13.9,.417,2.1,2.9,.732,4.0,7.2,11.2,3.8,1.7,0.7,5.8,13.7,,,99,rileyro01
293,1975-76,25,HOU,NBA,PF,65,,1049,5.0,12.2,.411,1.7,2.4,.679,4.0,9.3,13.3,3.3,1.4,0.9,6.0,11.7,,,100,rileyro01
294,1973-74,28,CAP,NBA,SF,81,,3230,8.1,17.1,.472,1.9,2.4,.782,1.7,3.6,5.3,3.7,1.4,0.2,3.3,18.0,,,97,riordmi01
295,1974-75,29,WSB,NBA,SF,74,,2191,10.7,21.8,.492,2.0,2.4,.838,1.9,4.0,5.9,4.1,1.5,0.1,4.9,23.5,,,95,riordmi01
296,1975-76,30,WSB,NBA,SF,78,,1943,6.9,15.7,.440,1.7,2.3,.740,1.0,3.4,4.4,2.9,1.3,0.3,4.8,15.5,,,99,riordmi01
297,1976-77,31,WSB,NBA,SF,49,,289,5.3,14.7,.362,1.7,2.4,.733,1.1,3.1,4.2,3.1,0.5,0.3,5.2,12.4,,,103,riordmi01
298,1973-74,26,POR,NBA,C,69,,2060,7.8,17.1,.457,4.4,6.8,.649,5.4,9.7,15.1,2.9,1.4,1.2,5.4,20.0,,,101,roberri01
299,1974-75,27,NOJ,NBA,C,16,,339,6.2,14.0,.444,3.0,5.2,.575,5.0,10.2,15.3,3.0,0.9,1.0,6.3,15.4,,,98,roberri01
300,1975-76,28,KCK,NBA,C,74,,709,4.7,11.5,.406,2.7,6.6,.408,4.7,10.2,14.9,3.4,1.2,1.1,8.1,12.0,,,98,roberri01
301,1973-74,35,MIL,NBA,PG,70,,2477,6.2,14.2,.438,3.9,4.7,.835,1.3,3.8,5.1,8.2,1.4,0.1,2.4,16.3,,,98,roberos01
302,1976-77,23,GSW,NBA,PG,26,,176,10.9,29.4,.371,3.5,3.8,.933,1.5,1.3,2.8,2.5,2.0,0.8,8.4,25.3,,,103,rogerma01
303,1973-74,29,CLE,NBA,C,26,,540,6.5,16.4,.396,2.9,3.9,.739,3.7,5.1,8.8,4.0,1.0,0.9,6.1,15.9,,,101,rulebo01
304,1974-75,30,MIL,NBA,C,1,,11,0.0,4.3,.000,0.0,0.0,,0.0,0.0,0.0,8.5,0.0,0.0,8.5,0.0,,,106,rulebo01
305,1975-76,23,BOS,NBA,SF,4,,12,7.5,22.4,.333,7.5,7.5,1.000,0.0,0.0,0.0,3.7,0.0,0.0,15.0,22.4,,,103,searced01
306,1976-77,23,DET,NBA,SG,44,,329,9.8,25.5,.384,7.0,9.7,.722,2.5,3.0,5.5,3.4,3.0,0.0,7.5,26.6,,,102,selleph01
307,1975-76,22,TOT,NBA,SF,34,,222,6.6,18.8,.352,4.1,6.6,.625,3.9,6.0,9.9,2.1,1.7,0.6,7.4,17.3,,,99,shortge01
308,1975-76,22,SEA,NBA,SF,7,,37,7.2,13.3,.545,1.2,2.4,.500,2.4,6.0,8.4,2.4,0.0,0.0,6.0,15.7,,,103,shortge01
309,1975-76,22,NYK,NBA,SF,27,,185,6.5,19.9,.325,4.7,7.5,.633,4.2,6.0,10.2,2.0,2.0,0.7,7.7,17.7,,,98,shortge01
310,1973-74,23,POR,NBA,SG,28,,124,7.1,20.0,.357,2.1,2.5,.857,3.2,5.7,8.9,4.6,1.4,0.4,8.2,16.4,,,104,siblema01
311,1974-75,22,SEA,NBA,SF,73,,1574,4.1,10.0,.409,1.8,2.8,.649,3.9,6.0,9.9,2.5,1.4,0.5,4.7,10.0,,,99,skinnta01
312,1975-76,23,SEA,NBA,SF,72,,1224,4.8,10.4,.463,1.8,2.9,.613,3.2,6.4,9.6,2.4,1.8,0.3,4.2,11.4,,,99,skinnta01
313,1973-74,31,CHI,NBA,SG,77,,2860,6.6,14.7,.447,3.1,4.4,.711,2.4,6.5,8.9,2.4,2.9,0.2,4.4,16.3,,,92,sloanje01
314,1974-75,32,CHI,NBA,SG,78,,2577,7.1,16.2,.439,3.6,4.8,.748,3.3,6.7,10.1,3.0,3.2,0.3,5.0,17.8,,,92,sloanje01
315,1975-76,33,CHI,NBA,SG,22,,617,6.5,16.3,.400,4.3,6.1,.705,3.1,5.9,9.0,1.7,2.1,0.4,6.0,17.3,,,97,sloanje01
316,1974-75,23,PHI,NBA,SG,54,,538,11.3,27.7,.408,1.8,1.8,1.000,1.2,1.4,2.6,4.1,1.7,0.3,3.9,24.4,,,102,smithdo02
317,1973-74,27,POR,NBA,SF,67,,878,5.0,11.5,.434,2.4,4.0,.608,3.3,6.2,9.5,3.9,2.1,0.3,6.3,12.4,,,102,smithgr01
318,1974-75,28,POR,NBA,SF,55,,519,6.3,12.9,.486,2.8,4.2,.667,2.6,5.3,7.9,2.4,1.9,0.5,8.5,15.4,,,98,smithgr01
319,1975-76,29,POR,NBA,SF,1,,3,0.0,14.9,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,,,105,smithgr01
320,1974-75,21,ATL,NBA,C,73,,2129,8.0,16.4,.488,2.0,3.1,.651,4.2,9.5,13.6,2.0,0.7,1.2,4.6,18.0,,,99,sojoumi01
321,1975-76,22,ATL,NBA,C,67,,1602,7.2,15.2,.473,2.3,3.4,.672,3.6,9.3,13.0,1.7,1.1,1.2,5.0,16.7,,,100,sojoumi01
322,1976-77,23,ATL,NBA,PF,51,,551,7.9,16.9,.468,3.4,4.7,.719,4.1,8.1,12.2,1.7,1.2,0.7,5.5,19.2,,,101,sojoumi01
323,1973-74,24,SEA,NBA,SF,67,,1019,8.0,20.5,.392,2.1,3.3,.623,2.2,5.3,7.4,1.4,0.9,0.5,5.5,18.1,,,101,stallbu01
324,1974-75,25,NOJ,NBA,SF,73,,1668,7.8,18.7,.420,3.3,4.8,.687,2.1,4.4,6.5,1.2,1.6,0.3,5.5,19.0,,,101,stallbu01
325,1975-76,26,NOJ,NBA,SF,56,,1051,9.0,20.7,.437,3.6,5.3,.685,1.8,4.4,6.2,2.3,1.3,0.7,5.8,21.7,,,99,stallbu01
326,1976-77,27,NOJ,NBA,SF,40,,526,10.7,23.2,.463,1.4,2.5,.586,1.6,4.4,6.0,2.0,1.6,0.9,6.5,22.9,,,100,stallbu01
327,1973-74,32,CAP,NBA,SF,45,,458,7.4,18.4,.401,4.6,5.4,.855,5.1,7.2,12.3,2.5,2.8,0.4,6.0,19.4,,,92,stallda01
328,1974-75,33,NYK,NBA,SF,7,,57,4.1,14.7,.278,0.0,0.0,,4.9,11.4,16.3,1.6,2.4,2.4,8.2,8.2,,,92,stallda01
329,1976-77,22,CHI,NBA,SG,17,,65,4.4,17.7,.250,1.5,1.5,1.000,4.4,3.0,7.4,4.4,0.7,0.0,8.1,10.3,,,102,starrke01
330,1975-76,22,DET,NBA,PF,28,,136,9.4,21.8,.431,7.0,9.7,.724,5.0,7.0,12.1,1.0,1.3,0.7,7.0,25.8,,,100,thomate01
331,,32,GSW,NBA,C,62,,2463,5.5,12.4,.444,3.4,5.1,.666,4.5,11.3,15.7,3.0,0.7,3.2,3.2,14.4,,,95,thurmna01
332,1974-75,33,CHI,NBA,C,80,,2756,4.4,12.0,.364,2.3,3.9,.589,4.5,11.3,15.8,5.7,0.8,3.4,4.7,11.0,,,91,thurmna01
333,1975-76,34,TOT,NBA,C,78,,1393,4.8,11.5,.421,2.1,4.2,.504,3.9,10.2,14.1,3.2,0.7,3.3,5.4,11.8,,,94,thurmna01
334,1975-76,34,CHI,NBA,C,13,,260,3.7,8.3,.444,1.5,3.3,.444,2.6,10.5,13.1,4.8,0.7,2.2,2.8,8.8,,,96,thurmna01
335,1975-76,34,CLE,NBA,C,65,,1133,5.1,12.2,.418,2.3,4.4,.514,4.2,10.1,14.3,2.8,0.8,3.6,6.0,12.4,,,94,thurmna01
336,1976-77,35,CLE,NBA,C,49,,997,4.7,11.7,.407,3.2,5.0,.642,5.7,12.0,17.7,3.9,0.8,3.8,6.1,12.7,,,94,thurmna01
337,1973-74,25,DET,NBA,PF,82,,1489,10.1,21.0,.481,3.0,4.1,.739,2.9,6.5,9.5,2.5,1.4,1.0,6.8,23.2,,,94,trappge01
338,1974-75,26,DET,NBA,PF,78,,1472,9.3,21.2,.442,3.2,4.2,.756,2.3,6.7,9.0,2.0,1.2,0.5,6.8,21.9,,,101,trappge01
339,1975-76,27,DET,NBA,PF,76,,1091,11.6,25.2,.462,2.6,3.7,.716,3.3,6.3,9.6,2.1,1.4,1.0,7.0,25.9,,,101,trappge01
340,1976-77,28,DET,NBA,PF,6,,68,9.7,18.8,.517,1.9,2.6,.750,2.6,3.9,6.5,1.9,0.0,0.6,8.4,21.4,,,107,trappge01
341,1973-74,23,ATL,NBA,SF,64,,499,5.1,14.4,.355,0.9,1.5,.588,2.9,3.7,6.6,2.9,1.5,1.7,6.0,11.1,,,100,tschojo01
342,1974-75,24,PHI,NBA,SF,39,,623,3.9,11.0,.358,1.0,1.6,.591,3.9,4.4,8.3,2.2,1.9,1.9,6.0,8.9,,,98,tschojo01
343,1973-74,30,PHO,NBA,SG,78,,2832,8.0,15.9,.500,5.6,6.5,.853,1.0,2.4,3.4,5.0,1.5,0.3,3.7,21.5,,,104,vanardi01
344,1974-75,31,PHO,NBA,SG,70,,2419,8.0,17.0,.470,5.4,6.4,.832,1.0,2.6,3.6,3.7,1.5,0.2,3.4,21.4,,,102,vanardi01
345,1975-76,32,PHO,NBA,SG,58,,1870,6.7,13.9,.484,4.7,5.7,.830,0.9,2.4,3.3,3.4,1.3,0.3,2.7,18.2,,,102,vanardi01
346,1976-77,33,PHO,NBA,SG,78,,1535,6.7,14.6,.456,4.3,4.9,.873,0.9,2.5,3.4,3.5,1.0,0.1,2.8,17.6,,,102,vanardi01
347,1973-74,30,PHI,NBA,SF,78,,3041,8.9,20.9,.428,4.3,5.1,.851,1.3,4.4,5.7,2.9,0.9,0.0,4.4,22.2,,,102,vanarto01
348,1974-75,31,TOT,NBA,SF,82,,2843,9.4,22.1,.428,5.1,6.8,.759,1.2,3.2,4.4,3.6,1.4,0.0,4.1,24.0,,,102,vanarto01
349,1974-75,31,PHI,NBA,SF,9,,273,8.3,19.7,.422,4.8,7.0,.683,1.2,3.7,4.9,2.7,2.2,0.0,4.4,21.4,,,99,vanarto01
350,1974-75,31,ATL,NBA,SF,73,,2570,9.6,22.3,.429,5.2,6.7,.768,1.2,3.1,4.4,3.6,1.4,0.1,4.1,24.3,,,103,vanarto01
351,1975-76,32,ATL,NBA,SF,75,,2026,7.9,18.0,.441,2.9,3.8,.759,0.8,3.5,4.3,3.3,1.3,0.2,4.6,18.7,,,104,vanarto01
352,1976-77,33,PHO,NBA,SF,77,,1425,5.4,12.5,.433,3.2,4.6,.703,1.5,4.3,5.8,2.1,0.6,0.1,5.1,14.0,,,101,vanarto01
353,1973-74,25,PHO,NBA,C,82,,2549,9.8,21.4,.460,4.0,5.1,.791,4.0,10.3,14.4,5.7,1.3,1.0,4.4,23.7,,,99,walkne01
354,1974-75,26,TOT,NBA,C,67,,1125,7.8,18.7,.419,3.4,4.2,.819,3.6,9.8,13.4,4.9,1.5,0.9,7.0,19.1,,,97,walkne01
355,1974-75,26,NOJ,NBA,C,37,,851,7.8,18.5,.422,3.3,4.1,.800,3.8,9.7,13.5,5.2,1.5,1.0,6.3,18.9,,,97,walkne01
356,1974-75,26,NYK,NBA,C,30,,274,8.0,19.5,.409,3.7,4.2,.880,3.1,10.0,13.1,3.7,1.2,0.5,9.3,19.7,,,97,walkne01
357,1975-76,27,NYK,NBA,C,82,,1340,9.0,20.9,.432,2.7,3.4,.798,3.4,10.0,13.4,4.1,0.9,0.8,7.2,20.8,,,98,walkne01
358,1976-77,28,NYK,NBA,C,11,,135,9.2,18.7,.491,2.0,2.3,.857,1.6,7.2,8.9,2.0,1.3,1.0,7.2,20.4,,,100,walkne01
359,1976-77,21,NOJ,NBA,SF,40,,438,7.4,15.9,.462,3.7,4.8,.766,2.4,5.3,7.7,3.3,2.0,0.7,6.0,18.4,,,99,walkean01
360,,33,CHI,NBA,SF,82,,2661,9.8,20.2,.486,7.5,8.6,.875,2.3,4.7,7.0,3.4,1.2,0.1,3.5,27.2,,,96,walkech01
361,1974-75,34,CHI,NBA,SF,76,,2452,10.3,21.1,.487,8.1,9.4,.860,2.2,6.2,8.5,3.3,1.0,0.1,3.6,28.7,,,97,walkech01
362,1973-74,29,TOT,NBA,SG,75,,2958,8.9,19.0,.469,4.2,5.1,.820,0.6,2.5,3.1,4.7,1.2,0.1,2.6,22.0,,,104,walkeji01
363,1973-74,29,HOU,NBA,SG,3,,38,8.3,14.3,.583,0.0,1.2,.000,0.0,2.4,2.4,4.8,0.0,0.0,4.8,16.7,,,107,walkeji01
364,1973-74,29,KCO,NBA,SG,72,,2920,8.9,19.0,.468,4.2,5.1,.822,0.6,2.5,3.1,4.7,1.3,0.1,2.6,22.0,,,104,walkeji01
365,1974-75,30,KCO,NBA,SG,81,,3122,8.1,17.1,.475,3.6,4.3,.855,0.8,2.8,3.5,3.3,1.3,0.2,3.3,19.9,,,101,walkeji01
366,1975-76,31,KCK,NBA,SG,73,,2490,8.4,17.3,.483,4.2,4.9,.865,0.9,2.3,3.2,3.2,1.6,0.3,3.4,21.0,,,103,walkeji01
367,1974-75,22,PHI,NBA,PG,5,,70,2.7,13.9,.190,1.3,1.3,1.000,1.3,4.0,5.3,10.6,0.0,0.0,10.6,6.6,,,103,warbipe01
368,1973-74,25,TOT,NBA,C,72,,1405,5.6,11.3,.499,2.8,3.7,.746,3.4,9.4,12.9,2.3,0.9,1.4,6.6,14.0,,,93,warneco01
369,1973-74,25,CLE,NBA,C,5,,49,1.9,12.2,.154,3.8,3.8,1.000,4.7,11.3,16.0,3.8,0.0,1.9,6.6,7.5,,,98,warneco01
370,1973-74,25,MIL,NBA,C,67,,1356,5.8,11.3,.512,2.7,3.7,.736,3.4,9.4,12.8,2.3,0.9,1.3,6.6,14.3,,,93,warneco01
371,1974-75,26,MIL,NBA,PF,79,,2519,4.6,10.1,.458,2.0,2.9,.684,4.4,10.7,15.2,2.4,0.9,1.0,5.0,11.2,,,96,warneco01
372,1975-76,27,LAL,NBA,PF,81,,2512,4.4,9.3,.479,1.6,2.3,.695,3.9,8.8,12.8,1.9,1.0,0.8,5.0,10.5,,,98,warneco01
373,1976-77,28,LAL,NBA,PF,14,,170,6.7,14.3,.472,1.1,1.6,.667,5.7,12.9,18.6,3.0,0.3,0.5,7.6,14.6,,,97,warneco01
374,1973-74,26,CLE,NBA,SG,69,,790,7.7,17.0,.454,2.0,2.4,.854,2.5,5.0,7.5,3.6,1.6,0.4,6.8,17.5,,,101,warrejo01
375,1973-74,30,ATL,NBA,PF,73,,2519,5.1,10.5,.485,2.3,3.4,.684,3.6,9.1,12.6,2.7,0.8,1.3,4.3,12.5,,,98,washiji01
376,1974-75,31,TOT,NBA,PF,80,,1579,5.4,12.0,.454,1.8,2.6,.667,3.1,8.0,11.1,3.2,1.0,0.7,4.7,12.6,,,99,washiji01
377,1974-75,31,ATL,NBA,PF,38,,905,5.7,12.9,.440,2.0,2.7,.745,2.6,7.0,9.6,3.4,1.1,0.6,4.3,13.4,,,100,washiji01
378,1974-75,31,BUF,NBA,PF,42,,674,5.1,10.7,.475,1.4,2.5,.553,3.8,9.2,13.0,2.8,0.7,0.9,5.4,11.6,,,98,washiji01
379,1975-76,32,BUF,NBA,PF,1,,7,0.0,6.3,.000,0.0,0.0,,6.3,0.0,6.3,6.3,0.0,0.0,0.0,0.0,,,107,washiji01
380,1974-75,23,WSB,NBA,SG,1,,4,0.0,11.3,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,,,101,washist01
381,1973-74,31,CHI,NBA,SG,79,,1708,7.0,15.1,.466,3.8,4.6,.835,0.9,1.9,2.8,8.1,2.8,0.3,4.2,17.9,,,95,weissbo01
382,1974-75,32,BUF,NBA,PG,76,,1338,3.4,8.7,.391,1.8,2.2,.806,0.7,2.8,3.5,8.7,2.7,0.6,4.9,8.6,,,99,weissbo01
383,1975-76,33,BUF,NBA,PG,66,,995,4.0,8.2,.486,1.6,2.1,.729,0.6,2.4,2.9,6.7,2.1,0.6,4.2,9.5,,,100,weissbo01
384,1976-77,34,WSB,NBA,PG,62,,768,3.7,7.8,.466,1.7,2.2,.784,0.9,3.2,4.1,7.7,3.1,0.4,3.9,9.0,,,98,weissbo01
385,1974-75,24,HOU,NBA,SF,33,,214,9.2,21.8,.420,3.3,4.8,.682,2.6,5.0,7.6,4.8,2.0,0.7,8.3,21.6,,,100,wellsow01
386,1973-74,29,CAP,NBA,C,39,,400,8.0,17.0,.470,2.9,4.9,.605,7.1,8.2,15.3,1.6,1.0,2.3,8.4,19.0,,,93,weslewa01
387,1974-75,30,TOT,NBA,C,45,,247,8.0,17.7,.452,3.0,5.1,.593,3.4,8.6,12.0,2.3,1.3,1.0,9.7,19.0,,,97,weslewa01
388,1974-75,30,PHI,NBA,C,4,,33,7.0,12.7,.556,2.8,5.6,.500,5.6,5.6,11.2,1.4,0.0,0.0,11.2,16.9,,,102,weslewa01
389,1974-75,30,MIL,NBA,C,41,,214,8.1,18.5,.440,3.1,5.1,.609,3.1,9.0,12.1,2.4,1.5,1.1,9.4,19.3,,,96,weslewa01
390,1975-76,31,LAL,NBA,C,1,,7,6.4,12.7,.500,12.7,25.4,.500,0.0,6.4,6.4,6.4,0.0,0.0,12.7,25.4,,,102,weslewa01
391,,35,LAL,NBA,PG,31,,967,10.3,23.1,.447,7.3,8.8,.833,1.3,3.8,5.2,9.2,3.6,1.0,3.6,28.0,,,95,westje01
392,1973-74,29,ATL,NBA,SG,70,,1232,3.8,8.9,.425,1.4,2.0,.719,1.4,4.6,6.0,4.9,2.6,0.7,5.2,9.0,,,98,wetzejo01
393,1974-75,30,ATL,NBA,SG,63,,785,5.0,11.7,.426,3.9,4.4,.883,2.0,4.6,6.6,4.4,2.9,0.5,6.2,13.9,,,98,wetzejo01
394,1975-76,31,PHO,NBA,SG,37,,249,4.0,8.4,.478,3.6,4.4,.833,1.5,5.5,6.9,3.5,1.6,0.5,5.5,11.7,,,99,wetzejo01
395,1973-74,36,CLE,NBA,PG,74,,2483,8.6,18.5,.465,5.4,6.7,.801,1.5,3.7,5.1,9.7,1.8,0.3,3.1,22.5,,,101,wilkele01
396,1974-75,37,POR,NBA,PG,65,,1161,5.3,12.0,.439,6.0,7.8,.768,1.5,3.2,4.7,9.3,3.0,0.4,3.8,16.6,,,98,wilkele01
397,1976-77,23,CLE,NBA,SG,22,,65,10.2,34.2,.298,6.5,8.7,.750,2.2,0.7,2.9,5.1,0.7,0.0,5.1,26.9,,,105,willich03
398,1973-74,29,MIL,NBA,PG,71,,1130,7.7,15.8,.489,2.4,2.7,.882,0.8,2.0,2.8,6.2,2.0,0.1,4.6,17.9,,,98,williro01
399,1974-75,30,MIL,NBA,PG,46,,526,5.5,14.7,.376,2.1,2.6,.828,0.9,2.9,3.8,6.3,2.1,0.2,6.3,13.2,,,100,williro01
400,1975-76,31,LAL,NBA,PG,9,,158,4.8,12.1,.395,2.8,3.7,.769,0.6,4.8,5.3,5.9,0.8,0.0,4.2,12.4,,,102,williro01
401,1973-74,26,BUF,NBA,PG,36,,433,3.7,10.4,.352,3.3,5.2,.635,1.9,2.4,4.3,4.7,1.5,0.5,4.2,10.6,,,103,winfile01
402,1974-75,27,BUF,NBA,PG,68,,1259,5.8,11.0,.526,1.7,2.4,.721,1.6,2.9,4.5,4.7,1.5,1.1,3.8,13.3,,,101,winfile01
403,1975-76,28,KCK,NBA,PG,22,,214,6.8,14.0,.485,1.9,3.0,.643,1.7,3.4,5.1,4.0,2.1,1.3,3.0,15.5,,,101,winfile01
404,1973-74,26,NYK,NBA,PF,60,,536,7.1,14.9,.477,4.2,6.6,.632,6.2,8.1,14.4,2.2,0.6,1.2,7.4,18.3,,,95,wingoha01
405,1974-75,27,NYK,NBA,PF,82,,1686,6.4,14.0,.460,3.9,5.2,.754,4.5,8.1,12.6,2.3,1.3,1.0,5.9,16.8,,,98,wingoha01
406,1975-76,28,NYK,NBA,PF,57,,533,6.2,14.1,.442,3.5,5.2,.667,4.0,5.3,9.3,1.6,1.6,0.7,5.1,15.9,,,99,wingoha01
407,1973-74,23,CLE,NBA,C,57,,728,6.7,15.4,.432,2.9,3.9,.742,5.1,9.3,14.4,2.6,0.5,1.4,5.8,16.2,,,99,wittelu01
408,1974-75,24,CLE,NBA,C,39,,271,5.8,16.9,.344,3.4,5.5,.613,6.7,9.5,16.2,2.6,0.7,3.9,7.4,15.0,,,94,wittelu01
409,1975-76,25,CLE,NBA,C,22,,99,5.2,15.3,.344,4.3,7.2,.600,4.3,13.8,18.1,1.9,0.5,0.5,6.7,14.8,,,94,wittelu01
