,season,school_name,conf_abbr,g,gs,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,bpm-dum,obpm,dbpm,bpm,id,cbb_id
290,2012-13,Colorado,Pac-12,33,33,1073,22.8,.591,.490,.444,.767,490,1.0,10.7,5.8,20.2,2.5,1.6,14.6,24.3,,3.8,1.6,5.4,.200,,6.7,2.3,8.9,dinwisp01,spencer-dinwiddie-1
291,2013-14,Colorado,Pac-12,17,17,529,24.8,.667,.565,.481,.908,248,1.8,9.6,5.8,26.3,2.9,0.8,13.8,21.0,,2.2,0.8,3.1,.231,,8.8,1.7,10.5,dinwisp01,spencer-dinwiddie-1
292,2015-16,Oregon,Pac-12,36,35,1083,17.8,.575,.537,.476,.450,463,5.3,11.1,8.3,12.1,1.5,0.7,14.1,22.3,,2.6,1.4,4.0,.148,,5.0,0.5,5.6,dorsety01,tyler-dorsey-1
293,2016-17,Oregon,Pac-12,39,39,1169,19.6,.606,.575,.514,.343,510,3.5,9.5,6.7,10.7,1.5,0.4,11.1,22.9,,3.5,1.7,5.2,.178,,5.7,0.6,6.3,dorsety01,tyler-dorsey-1
294,2012-13,Oregon,Pac-12,37,36,1031,15.7,.523,.503,.385,.175,368,3.7,12.1,7.8,6.8,1.9,0.5,11.1,21.6,,1.8,1.7,3.5,.136,,2.3,1.3,3.5,dotsoda01,damyean-dotson-1
295,2013-14,Oregon,Pac-12,33,33,786,13.9,.525,.487,.313,.249,290,3.7,12.4,8.2,9.7,1.2,0.7,11.4,21.2,,1.2,0.6,1.8,.092,,1.4,0.4,1.8,dotsoda01,damyean-dotson-1
296,2015-16,Houston,AAC,32,32,991,23.0,.626,.602,.522,.204,407,7.1,17.2,12.2,7.7,1.3,0.7,8.5,19.9,,3.6,1.3,5.0,.200,,7.3,-0.3,7.0,dotsoda01,damyean-dotson-1
297,2016-17,Houston,AAC,32,32,1098,23.9,.611,.595,.567,.123,482,5.1,18.1,11.5,6.9,1.6,0.6,6.7,23.1,,3.9,2.0,5.9,.215,,7.4,0.5,7.9,dotsoda01,damyean-dotson-1
298,2013-14,Loyola (IL),MVC,32,32,1050,17.6,.530,.479,.350,.512,486,3.7,12.6,8.2,25.7,2.3,2.5,19.3,29.8,,1.1,1.1,2.2,.086,,0.4,-0.1,0.3,doylemi01,milton-doyle-1
299,2014-15,Loyola (IL),MVC,25,17,677,21.3,.586,.559,.356,.526,303,2.5,13.0,8.1,36.6,3.0,2.8,24.1,27.7,,1.3,1.1,2.5,.146,,3.2,2.1,5.3,doylemi01,milton-doyle-1
300,2015-16,Loyola (IL),MVC,32,17,906,13.0,.508,.463,.321,.395,369,3.1,13.1,8.1,25.1,1.8,2.1,22.7,27.4,,-0.1,1.5,1.5,.065,,-1.1,1.7,0.6,doylemi01,milton-doyle-1
301,2016-17,Loyola (IL),MVC,32,32,1044,21.6,.551,.501,.309,.367,518,2.4,16.9,9.9,27.6,3.1,2.4,17.2,27.8,,2.1,2.2,4.3,.164,,2.0,3.2,5.3,doylemi01,milton-doyle-1
302,2008-09,UNC,ACC,38,0,364,,.407,.404,.456,.298,,,,5.8,27.7,,0.2,40.9,13.4,,-0.1,0.7,0.6,.063,,,,,drewla02,larry-drew-2
303,2009-10,UNC,ACC,37,36,1064,11.9,.503,.477,.409,.394,375,1.3,8.1,4.8,35.8,1.5,0.1,27.7,18.6,,0.7,1.0,1.8,.067,,,,,drewla02,larry-drew-2
304,2010-11,UNC,ACC,21,17,479,10.2,.462,.419,.337,.360,121,0.9,9.3,5.2,27.0,2.6,0.0,27.4,13.3,,0.2,0.8,1.0,.084,,0.7,3.6,4.2,drewla02,larry-drew-2
305,2012-13,UCLA,Pac-12,35,35,1243,13.6,.520,.509,.290,.199,350,0.8,7.0,3.9,34.7,2.3,0.5,25.4,13.5,,1.5,1.1,2.6,.085,,2.0,0.3,2.3,drewla02,larry-drew-2
306,2011-12,UConn,Big East,34,30,967,21.9,.509,.538,.007,.301,328,14.2,17.0,15.6,3.4,1.8,9.9,13.5,20.9,,1.4,1.5,2.9,.121,,0.7,5.3,6.0,drumman01,andre-drummond-1
307,2010-11,Wisconsin,Big Ten,8,0,15,7.9,.250,.250,.000,.000,3,16.8,27.2,21.8,0.0,0.0,0.0,0.0,15.8,,0.0,0.0,0.0,.043,,-6.9,-4.9,-11.8,dukandu01,duje-dukan-1
308,2011-12,Wisconsin,Big Ten,13,0,41,13.5,.506,.571,.286,.571,9,3.1,19.4,11.1,10.8,5.0,0.0,25.2,17.1,,0.0,0.1,0.1,.100,,-1.7,6.1,4.4,dukandu01,duje-dukan-1
309,2013-14,Wisconsin,Big Ten,38,0,309,16.8,.603,.591,.500,.171,103,7.8,14.7,11.4,7.5,0.6,0.3,8.3,17.4,,0.8,0.4,1.2,.156,,4.8,0.1,4.9,dukandu01,duje-dukan-1
310,2014-15,Wisconsin,Big Ten,38,0,605,13.2,.509,.481,.587,.297,180,6.3,14.9,10.7,7.5,0.9,0.5,12.4,19.4,,1.0,0.9,1.8,.121,,3.2,1.0,4.2,dukandu01,duje-dukan-1
311,2012-13,Providence,Big East,25,18,680,12.4,.472,.415,.114,.472,175,6.6,14.8,10.4,22.8,2.6,1.1,23.8,14.7,,0.5,1.0,1.5,.091,,0.4,3.8,4.2,dunnkr01,kris-dunn-1
312,2013-14,Providence,Big East,4,0,106,6.4,.367,.316,.105,.158,24,1.1,10.1,5.6,35.7,4.1,0.9,40.7,16.9,,-0.2,0.2,0.0,-.017,,-5.6,1.5,-4.2,dunnkr01,kris-dunn-1
313,2014-15,Providence,Big East,33,33,1123,24.5,.546,.509,.197,.441,574,2.9,16.1,9.5,50.0,4.9,1.1,22.6,28.0,,2.5,2.3,4.8,.170,,6.7,5.1,11.8,dunnkr01,kris-dunn-1
314,2015-16,Providence,Big East,33,32,1088,23.2,.541,.499,.275,.462,576,3.5,14.7,9.0,41.8,4.3,1.9,18.8,28.0,,2.2,2.3,4.5,.166,,5.6,5.7,11.3,dunnkr01,kris-dunn-1
315,2012-13,Wichita State,MVC,39,22,979,25.5,.565,.514,.366,.403,486,10.5,16.4,13.3,5.5,1.8,4.4,11.2,28.5,,3.6,1.7,5.3,.215,,5.0,1.6,6.6,earlycl01,cleanthony-early-1
316,2013-14,Wichita State,MVC,36,36,986,26.5,.627,.570,.459,.464,507,5.9,18.6,12.5,6.4,1.8,3.3,12.9,28.8,,3.6,2.5,6.1,.246,,5.3,1.9,7.1,earlycl01,cleanthony-early-1
317,2010-11,Virginia Tech,ACC,27,0,295,11.7,.475,.419,.471,.471,83,7.6,16.3,12.1,8.4,0.8,3.5,17.0,17.8,,0.2,0.5,0.7,.102,,-0.9,2.3,1.5,eddieja01,jarell-eddie-1
318,2011-12,Virginia Tech,ACC,33,32,900,15.7,.595,.548,.557,.311,273,2.3,20.5,11.0,11.0,1.2,1.7,15.8,17.8,,1.8,1.4,3.2,.143,,3.2,1.7,4.9,eddieja01,jarell-eddie-1
319,2012-13,Virginia Tech,ACC,32,28,970,15.9,.522,.473,.480,.287,369,3.9,18.0,10.7,9.1,0.7,2.7,14.9,23.1,,1.5,0.3,1.8,.073,,1.7,-0.9,0.8,eddieja01,jarell-eddie-1
320,2013-14,Virginia Tech,ACC,31,30,1011,13.9,.495,.462,.565,.215,372,3.7,14.7,9.4,9.5,0.7,1.3,11.3,25.0,,1.0,1.1,2.1,.082,,1.4,-0.3,1.1,eddieja01,jarell-eddie-1
321,2015-16,Marquette,Big East,33,33,1107,20.9,.534,.480,.239,.439,536,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,,2.0,2.0,4.0,.143,,0.9,2.7,3.6,ellenhe01,henry-ellenson-1
322,2013-14,Kansas,Big 12,28,20,647,28.2,.655,.629,.029,.836,307,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,,1.8,1.7,3.4,.213,,4.7,10.2,14.9,embiijo01,joel-embiid-1
323,2008-09,Missouri,Big 12,38,13,547,,.516,.483,.519,.274,,,,6.1,13.0,,0.6,14.0,23.9,,0.7,0.9,1.6,.115,,,,,engliki01,kim-english-1
324,2009-10,Missouri,Big 12,34,29,818,19.1,.518,.479,.463,.327,416,3.8,11.7,7.7,9.8,3.1,0.4,13.4,30.9,,1.4,1.6,3.0,.148,,,,,engliki01,kim-english-1
325,2010-11,Missouri,Big 12,34,29,869,13.9,.501,.455,.490,.366,324,2.0,11.6,6.7,13.0,2.7,1.3,16.4,22.1,,0.9,1.2,2.1,.097,,1.1,1.1,2.3,engliki01,kim-english-1
326,2011-12,Missouri,Big 12,35,35,1175,20.6,.658,.640,.518,.366,446,3.4,13.0,8.3,8.6,2.3,0.9,13.3,20.0,,3.7,1.3,5.0,.171,,7.2,1.0,8.2,engliki01,kim-english-1
327,2013-14,Syracuse,ACC,34,34,1215,21.3,.511,.453,.236,.414,480,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,,3.2,2.2,5.5,.180,,5.4,2.3,7.7,ennisty01,tyler-ennis-1
328,2015-16,Oklahoma State,Big 12,22,20,635,22.0,.575,.517,.194,.408,301,1.9,14.8,8.7,41.9,2.4,0.7,18.5,25.5,,1.6,0.9,2.6,.162,,5.3,2.2,7.5,evansja01,jawun-evans-1
329,2016-17,Oklahoma State,Big 12,32,32,936,27.3,.535,.475,.197,.396,659,2.8,10.9,6.8,43.6,3.3,0.5,13.6,32.7,,4.0,0.8,4.8,.206,,7.7,1.4,9.1,evansja01,jawun-evans-1
330,2008-09,Vanderbilt,SEC,29,6,360,,.544,.547,.000,.733,,,,11.9,0.6,,4.8,29.8,20.3,,0.5,0.7,1.2,.131,,,,,ezelife01,festus-ezeli-1
331,2009-10,Vanderbilt,SEC,32,5,406,13.0,.508,.544,.000,.656,115,9.0,18.2,14.0,1.4,0.8,10.2,22.4,18.5,,0.0,0.8,0.8,.078,,,,,ezelife01,festus-ezeli-1
332,2010-11,Vanderbilt,SEC,34,34,799,29.3,.615,.588,.000,.840,411,14.6,15.6,15.1,1.8,1.5,10.7,14.3,26.8,,2.9,1.6,4.5,.223,,2.8,4.1,6.9,ezelife01,festus-ezeli-1
333,2011-12,Vanderbilt,SEC,26,22,603,21.0,.567,.539,.000,.842,254,13.0,19.2,16.1,2.9,1.1,9.0,20.1,25.2,,1.1,1.0,2.1,.140,,-0.7,4.3,3.6,ezelife01,festus-ezeli-1
334,2007-08,Morehead State,OVC,30,20,605,,.529,.516,.012,.344,,,,,,,,13.9,,,1.0,1.5,2.5,.165,,,,,farieke01,kenneth-faried-1
335,2008-09,Morehead State,OVC,36,36,1083,,.569,.559,.014,.542,,,,,,,,15.4,,,2.7,4.2,6.8,.252,,,,,farieke01,kenneth-faried-1
336,2009-10,Morehead State,OVC,35,32,1060,32.1,.579,.565,.010,.597,537,16.2,36.8,26.0,4.3,3.2,8.1,14.2,28.0,,3.5,3.2,6.7,.251,,,,,farieke01,kenneth-faried-1
337,2010-11,Morehead State,OVC,35,34,1216,34.7,.619,.623,.000,.644,588,20.0,31.4,25.6,7.4,3.4,8.8,15.8,24.5,,4.7,3.6,8.3,.272,,4.0,5.9,9.9,farieke01,kenneth-faried-1
338,2013-14,Oakland,Horizon,33,33,1068,13.2,.506,.441,.244,.469,400,1.7,13.6,7.3,38.2,1.6,0.5,23.0,19.4,,1.2,0.4,1.6,.059,,-0.7,-2.4,-3.1,feldeka01,kahlil-felder-1
339,2014-15,Oakland,Horizon,33,32,1272,22.4,.553,.476,.320,.516,677,2.4,12.9,7.6,40.3,3.1,0.7,20.2,27.6,,3.7,0.8,4.4,.140,,4.0,-0.6,3.4,feldeka01,kahlil-felder-1
340,2015-16,Oakland,Horizon,35,35,1286,28.7,.572,.502,.350,.461,947,2.2,9.7,6.1,50.0,2.9,0.5,13.9,31.3,,6.2,1.4,7.6,.236,,9.1,-0.4,8.7,feldeka01,kahlil-felder-1
341,2010-11,Arizona State,Pac-10,30,8,436,13.1,.473,.426,.344,.313,140,5.2,7.9,6.5,14.9,2.0,3.5,14.0,21.4,,0.3,0.4,0.7,.065,,-0.8,0.9,0.1,felixca01,carrick-felix-1
342,2011-12,Arizona State,Pac-12,29,27,955,13.3,.540,.500,.500,.351,287,4.8,11.6,8.3,9.5,2.1,2.7,19.4,20.4,,0.8,0.7,1.5,.063,,0.9,0.0,0.9,felixca01,carrick-felix-1
343,2012-13,Arizona State,Pac-12,35,34,1235,21.5,.586,.569,.368,.323,481,7.1,20.0,13.6,9.6,2.4,3.2,13.8,21.3,,3.0,2.1,5.1,.165,,3.8,2.8,6.6,felixca01,carrick-felix-1
344,2012-13,Indiana,Big Ten,36,36,1012,13.0,.511,.454,.336,.372,322,1.5,10.0,6.0,25.7,1.6,0.6,22.0,17.0,,1.7,1.6,3.2,.127,,2.5,2.6,5.1,ferreyo01,kevin-ferrell-1
345,2013-14,Indiana,Big Ten,32,32,1083,18.9,.573,.521,.538,.374,533,1.0,8.7,5.0,25.6,1.3,0.1,14.8,25.8,,3.1,1.5,4.6,.170,,6.0,0.0,6.0,ferreyo01,kevin-ferrell-1
346,2014-15,Indiana,Big Ten,34,34,1186,21.7,.586,.539,.478,.313,571,2.1,8.6,5.4,26.7,1.2,0.1,12.1,23.0,,4.8,0.4,5.3,.177,,7.9,-1.5,6.4,ferreyo01,kevin-ferrell-1
347,2015-16,Indiana,Big Ten,35,35,1215,22.9,.600,.550,.439,.383,650,3.5,9.3,6.6,28.4,1.8,0.1,14.8,24.3,,5.1,1.4,6.5,.213,,7.5,0.5,8.0,ferreyo01,kevin-ferrell-1
348,2011-12,Virginia Tech,ACC,33,30,957,12.6,.427,.394,.341,.370,254,11.4,19.2,15.1,13.1,1.6,2.7,18.9,17.0,,0.5,1.5,2.0,.084,,0.5,3.8,4.3,finnedo01,dorian-finney-smith-1
349,2013-14,Florida,SEC,37,2,950,16.6,.478,.440,.466,.406,362,12.1,19.2,15.7,16.2,1.1,1.9,15.3,22.6,,1.4,2.3,3.7,.156,,3.1,4.4,7.5,finnedo01,dorian-finney-smith-1
350,2014-15,Florida,SEC,28,23,782,23.9,.564,.557,.397,.259,345,11.3,16.3,13.7,14.0,2.6,3.6,14.2,26.5,,1.9,1.7,3.6,.184,,6.6,5.1,11.7,finnedo01,dorian-finney-smith-1
351,2015-16,Florida,SEC,36,36,1145,22.1,.569,.528,.499,.426,514,7.9,19.4,13.5,13.0,1.6,2.6,12.7,22.5,,3.0,2.2,5.3,.184,,5.8,4.6,10.4,finnedo01,dorian-finney-smith-1
352,2012-13,Cleveland State,Horizon,32,18,904,17.9,.569,.530,.500,.293,358,3.2,14.2,8.1,10.0,1.7,0.1,12.9,23.9,,2.1,0.3,2.4,.108,,2.4,-3.6,-1.2,forbebr01,bryn-forbes-1
353,2013-14,Cleveland State,Horizon,32,32,1102,18.0,.596,.548,.538,.372,443,2.7,8.2,5.5,10.1,1.4,0.1,10.7,22.6,,3.1,1.2,4.3,.155,,3.7,-2.0,1.8,forbebr01,bryn-forbes-1
354,2014-15,Michigan State,Big Ten,39,24,1022,13.5,.613,.589,.667,.211,273,1.0,5.4,3.3,7.1,1.4,0.6,10.3,16.0,,2.1,1.1,3.1,.123,,4.8,0.8,5.7,forbebr01,bryn-forbes-1
355,2015-16,Michigan State,Big Ten,35,34,982,20.3,.667,.644,.679,.219,395,1.5,6.5,4.2,9.7,0.9,0.1,7.3,21.0,,3.6,1.3,4.9,.201,,9.1,-0.3,8.9,forbebr01,bryn-forbes-1
356,2016-17,Kentucky,SEC,36,34,1064,22.6,.549,.498,.154,.474,608,2.0,12.2,7.2,28.6,2.7,0.7,13.7,27.6,,3.0,2.1,5.1,.192,,5.1,3.7,8.7,foxde01,deaaron-fox-1
357,2010-11,San Diego State,MWC,21,0,171,19.4,.571,.573,.438,.354,64,10.6,16.7,13.7,11.1,1.5,3.1,18.8,21.1,,0.4,0.4,0.7,.168,,2.9,3.0,6.0,frankja01,jamaal-franklin-1
358,2011-12,San Diego State,MWC,32,22,969,24.7,.563,.496,.393,.500,520,7.1,25.0,15.9,10.9,1.9,2.3,16.1,31.6,,2.7,2.1,4.8,.198,,3.4,1.8,5.3,frankja01,jamaal-franklin-1
359,2012-13,San Diego State,MWC,32,32,1058,24.8,.536,.461,.367,.546,544,6.2,28.8,17.3,21.6,2.9,2.6,17.9,29.9,,2.5,2.8,5.3,.202,,4.4,5.2,9.6,frankja01,jamaal-franklin-1
360,2009-10,Penn State,Big Ten,31,10,570,11.5,.477,.424,.183,.489,175,2.2,13.2,7.7,26.6,2.6,0.4,24.4,20.7,,0.1,0.7,0.8,.056,,,,,fraziti01,tim-frazier-1
361,2010-11,Penn State,Big Ten,34,33,1048,13.9,.526,.464,.194,.491,287,2.6,13.8,8.2,33.3,2.2,0.5,28.7,15.7,,1.3,1.0,2.3,.086,,1.2,2.5,3.7,fraziti01,tim-frazier-1
362,2011-12,Penn State,Big Ten,32,32,1188,24.7,.508,.446,.173,.404,642,4.1,13.2,8.0,45.3,4.0,0.9,16.5,31.5,,3.3,1.3,4.6,.155,,6.9,2.6,9.5,fraziti01,tim-frazier-1
363,2012-13,Penn State,Big Ten,4,4,130,26.0,.537,.381,.262,.929,69,7.8,9.6,8.6,27.9,4.3,1.0,16.5,29.7,,0.4,0.1,0.5,.164,,6.3,1.5,7.8,fraziti01,tim-frazier-1
364,2013-14,Penn State,Big Ten,34,34,1196,20.1,.536,.463,.227,.528,553,3.0,11.6,7.3,33.1,2.7,0.6,16.3,24.7,,2.7,1.4,4.1,.136,,4.8,1.3,6.1,fraziti01,tim-frazier-1
365,2007-08,BYU,MWC,35,0,647,,.546,.512,.627,.201,,,,3.2,18.3,,0.3,15.5,20.4,,1.0,1.0,2.0,.127,,,,,fredeji01,jimmer-fredette-1
366,2008-09,BYU,MWC,33,32,1090,,.598,.548,.355,.358,,,,5.3,23.9,,0.2,15.9,25.2,,3.4,1.6,5.0,.183,,,,,fredeji01,jimmer-fredette-1
367,2009-10,BYU,MWC,34,33,1059,30.5,.615,.537,.356,.511,737,2.9,8.2,5.7,30.4,2.2,0.5,13.2,32.9,,5.8,1.7,7.5,.283,,,,,fredeji01,jimmer-fredette-1
368,2010-11,BYU,MWC,37,37,1323,30.9,.594,.533,.409,.369,986,2.0,8.3,5.2,28.8,2.1,0.1,12.7,37.8,,6.6,1.9,8.5,.256,,10.2,-0.7,9.5,fredeji01,jimmer-fredette-1
369,2016-17,Washington,Pac-12,25,25,892,27.9,.558,.535,.287,.383,582,4.0,13.9,8.9,35.5,2.4,3.1,13.4,31.4,,3.3,0.5,3.8,.172,,7.7,1.4,9.1,fultzma01,markelle-fultz-1
370,2010-11,St. Joseph's,A-10,33,33,1132,21.2,.548,.496,.491,.287,419,4.8,14.1,9.5,19.0,3.1,1.7,9.4,20.4,,3.0,0.9,4.0,.140,,5.6,0.4,6.0,gallola01,langston-galloway-1
371,2011-12,St. Joseph's,A-10,34,33,1215,21.5,.632,.609,.517,.249,474,3.6,11.1,7.5,13.0,1.7,1.6,8.9,20.0,,4.2,1.1,5.3,.175,,7.2,-0.3,6.9,gallola01,langston-galloway-1
372,2012-13,St. Joseph's,A-10,32,32,1142,17.6,.552,.525,.561,.218,399,2.4,10.0,6.2,14.1,2.4,1.0,10.5,21.2,,2.7,1.1,3.7,.131,,4.4,0.1,4.5,gallola01,langston-galloway-1
373,2013-14,St. Joseph's,A-10,34,34,1231,21.5,.610,.570,.570,.322,523,2.8,10.5,6.9,9.3,1.8,1.5,5.4,22.4,,4.2,1.6,5.8,.190,,7.0,-0.1,6.9,gallola01,langston-galloway-1
374,2012-13,George Washington,A-10,30,30,806,14.3,.497,.462,.249,.391,261,4.8,10.5,7.5,15.8,5.0,1.6,22.4,20.9,,0.3,1.5,1.8,.091,,0.2,4.0,4.2,garinpa01,patricio-garino-1
375,2013-14,George Washington,A-10,26,14,747,20.8,.598,.590,.171,.600,301,7.1,10.0,8.6,14.2,3.2,3.2,16.2,21.1,,1.6,1.4,3.1,.164,,3.9,3.6,7.5,garinpa01,patricio-garino-1
376,2014-15,George Washington,A-10,35,35,1107,21.1,.602,.559,.188,.524,416,8.1,11.4,9.8,10.5,3.4,2.8,19.8,21.5,,2.4,2.2,4.5,.164,,3.5,3.6,7.0,garinpa01,patricio-garino-1
377,2015-16,George Washington,A-10,38,38,1217,19.6,.599,.583,.339,.266,476,5.0,10.0,7.5,9.7,2.5,2.7,13.8,21.6,,2.8,1.8,4.6,.150,,4.1,2.3,6.4,garinpa01,patricio-garino-1
378,2007-08,Iowa State,Big 12,32,4,711,,.436,.374,.215,.435,,,,4.7,27.8,,0.2,25.0,23.1,,-0.4,0.9,0.5,.028,,,,,garredi02,diante-garrett-1
379,2008-09,Iowa State,Big 12,32,32,1054,,.480,.427,.183,.425,,,,5.7,32.0,,0.3,22.8,22.0,,0.5,1.1,1.5,.058,,,,,garredi02,diante-garrett-1
380,2009-10,Iowa State,Big 12,32,32,1012,13.6,.505,.475,.209,.279,340,1.4,7.1,4.3,30.8,2.3,0.7,21.9,18.1,,1.1,1.2,2.3,.090,,,,,garredi02,diante-garrett-1
381,2010-11,Iowa State,Big 12,32,31,1175,18.6,.497,.470,.357,.154,581,1.1,9.7,5.4,33.9,2.6,0.6,16.0,27.6,,1.9,1.6,3.6,.121,,2.6,0.7,3.3,garredi02,diante-garrett-1
382,2011-12,Duke,ACC,19,0,111,12.3,.707,.650,.500,.350,31,5.3,11.9,8.5,5.0,1.6,0.8,25.5,14.1,,0.2,0.1,0.3,.115,,3.1,0.8,3.9,gbinimi01,michael-gbinije-1
383,2013-14,Syracuse,ACC,34,0,497,14.4,.505,.462,.467,.522,127,4.9,9.8,7.3,15.6,3.3,1.9,12.9,14.4,,0.8,0.9,1.7,.138,,2.8,3.0,5.8,gbinimi01,michael-gbinije-1
384,2014-15,Syracuse,ACC,30,24,1050,18.0,.550,.542,.417,.327,369,3.7,12.3,8.0,21.3,3.2,1.1,15.6,20.0,,1.8,2.0,3.8,.144,,4.2,3.3,7.5,gbinimi01,michael-gbinije-1
385,2015-16,Syracuse,ACC,37,37,1403,20.9,.574,.554,.477,.328,632,3.2,8.8,6.0,26.3,3.1,1.1,15.7,24.9,,3.6,2.1,5.7,.162,,6.3,2.3,8.6,gbinimi01,michael-gbinije-1
386,2012-13,Georgia Tech,ACC,31,30,896,16.6,.504,.481,.332,.308,321,7.1,12.8,9.8,11.0,1.6,0.4,9.6,21.0,,1.7,1.4,3.1,.139,,2.5,1.5,4.0,georgma01,marcus-georges-hunt-1
387,2013-14,Georgia Tech,ACC,33,33,1028,14.9,.502,.461,.266,.422,381,6.3,9.9,8.1,14.2,1.6,0.5,12.1,22.3,,1.5,1.1,2.6,.101,,1.8,0.5,2.3,georgma01,marcus-georges-hunt-1
388,2014-15,Georgia Tech,ACC,30,30,926,20.4,.528,.465,.233,.486,386,6.6,14.8,10.5,13.4,2.6,0.5,13.3,24.6,,2.2,1.4,3.6,.155,,4.4,3.2,7.7,georgma01,marcus-georges-hunt-1
389,2015-16,Georgia Tech,ACC,36,36,1167,22.6,.589,.505,.298,.635,582,3.2,8.7,6.0,19.8,1.6,1.4,12.5,25.1,,4.4,0.9,5.3,.181,,7.4,1.7,9.0,georgma01,marcus-georges-hunt-1
390,2012-13,Kentucky,SEC,33,33,1048,16.9,.509,.464,.179,.594,467,5.6,11.2,8.5,16.8,2.1,1.4,18.1,27.2,,1.6,1.5,3.1,.117,,1.2,1.2,2.4,goodwar01,archie-goodwin-1
391,2013-14,Arizona,Pac-12,38,38,1187,20.4,.503,.516,.118,.471,469,10.4,19.3,14.9,13.0,1.8,3.4,10.5,23.2,,2.1,3.3,5.4,.183,,2.8,6.7,9.6,gordoaa01,aaron-gordon-1
392,2008-09,UCLA,Pac-10,34,0,369,,.559,.565,.000,.391,,,,20.2,3.5,,3.5,18.0,18.7,,0.6,1.2,1.8,.197,,,,,gordodr01,drew-gordon-1
393,2009-10,UCLA,Pac-10,6,6,147,24.8,.581,.569,.039,.275,61,14.1,13.4,13.8,8.4,1.3,9.0,9.4,23.3,,0.4,0.2,0.6,.166,,,,,gordodr01,drew-gordon-1
394,2010-11,New Mexico,MWC,26,19,729,22.8,.553,.527,.000,.344,315,15.0,29.1,22.2,5.1,1.2,5.3,16.7,25.6,,1.4,1.6,3.0,.165,,-0.3,3.2,2.9,gordodr01,drew-gordon-1
395,2011-12,New Mexico,MWC,35,34,1078,24.8,.584,.545,.006,.395,457,12.4,31.1,21.9,8.9,2.2,3.8,16.6,23.7,,2.8,3.3,6.1,.226,,1.5,5.5,6.9,gordodr01,drew-gordon-1
396,2007-08,College of Charleston,Southern,33,18,956,,.582,.568,.483,.087,,,,4.9,14.9,,0.4,12.9,22.7,,2.3,0.6,3.0,.125,,,,,goudean01,andrew-goudelock-1
397,2008-09,College of Charleston,Southern,36,35,1120,,.583,.558,.449,.156,,,,4.5,11.9,,0.7,11.8,25.8,,3.3,0.8,4.1,.145,,,,,goudean01,andrew-goudelock-1
398,2009-10,College of Charleston,Southern,34,34,1210,23.6,.558,.539,.446,.134,642,2.4,10.8,6.8,22.1,1.8,1.0,10.3,27.9,,3.9,0.8,4.8,.158,,,,,goudean01,andrew-goudelock-1
399,2010-11,College of Charleston,Southern,37,37,1302,26.7,.575,.549,.461,.192,830,2.3,9.9,6.3,26.4,1.5,0.5,13.5,34.5,,5.3,1.2,6.5,.199,,6.5,-2.6,4.0,goudean01,andrew-goudelock-1
400,2011-12,VCU,CAA,36,0,604,18.5,.504,.456,.430,.622,245,9.5,14.4,11.7,7.3,2.7,1.7,12.0,24.3,,1.2,1.2,2.4,.161,,1.8,0.4,2.3,grahatr01,treveon-graham-1
401,2012-13,VCU,A-10,36,36,995,24.6,.554,.513,.344,.397,521,10.7,15.1,12.7,11.0,1.9,0.6,10.2,26.7,,3.9,1.5,5.4,.218,,6.4,0.6,7.0,grahatr01,treveon-graham-1
402,2013-14,VCU,A-10,35,33,989,22.8,.544,.506,.407,.426,521,7.0,21.2,13.5,15.3,1.8,0.7,11.0,27.4,,2.7,2.3,5.1,.205,,5.1,1.9,7.0,grahatr01,treveon-graham-1
403,2014-15,VCU,A-10,33,33,970,25.2,.546,.507,.418,.450,499,8.0,20.5,13.8,12.7,1.2,1.1,7.2,27.6,,3.5,1.5,5.1,.210,,6.6,0.3,6.9,grahatr01,treveon-graham-1
404,2012-13,Syracuse,Big East,40,9,572,14.8,.511,.487,.128,.624,156,9.0,15.2,12.0,5.9,1.8,3.9,14.6,15.7,,0.8,1.2,2.0,.139,,0.8,3.9,4.8,grantje01,jerami-grant-1
405,2013-14,Syracuse,ACC,32,20,1005,21.6,.547,.496,.019,.664,379,9.1,17.2,13.0,9.4,1.7,2.5,9.5,21.1,,2.8,1.9,4.6,.185,,3.3,2.5,5.8,grantje01,jerami-grant-1
406,2011-12,Notre Dame,Big East,34,33,1232,18.2,.534,.468,.494,.423,447,1.8,8.1,4.9,29.5,2.3,0.5,13.7,20.6,,3.1,1.3,4.4,.144,,4.8,0.7,5.5,grantje02,jerian-grant-1
407,2012-13,Notre Dame,Big East,35,34,1270,17.0,.518,.474,.393,.357,496,1.2,9.0,5.1,30.8,2.2,0.6,18.2,23.8,,2.5,1.2,3.8,.118,,3.9,0.7,4.6,grantje02,jerian-grant-1
408,2013-14,Notre Dame,ACC,12,12,427,29.9,.655,.590,.353,.532,229,1.1,7.5,4.3,36.5,3.5,1.0,11.2,24.6,,2.2,0.4,2.6,.241,,10.4,-0.3,10.0,grantje02,jerian-grant-1
