,season,school_name,conf_abbr,g,gs,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,bpm-dum,obpm,dbpm,bpm,id,cbb_id
0,2008-09,Baylor,Big 12,34,10,558,,.641,.655,.000,.655,,,,,,,,18.6,,,1.4,1.1,2.5,.181,,,,,acyqu01,quincy-acy-1
1,2009-10,Baylor,Big 12,36,0,840,21.7,.707,.697,.000,.451,295,9.7,14.4,12.3,2.5,1.2,3.5,16.0,16.9,,2.6,1.3,3.9,.187,,,,,acyqu01,quincy-acy-1
2,2010-11,Baylor,Big 12,31,18,960,21.8,.578,.535,.008,.633,376,11.5,18.4,15.1,6.3,1.8,5.3,16.3,21.2,,2.3,1.9,4.2,.177,,2.0,3.9,5.9,acyqu01,quincy-acy-1
3,2011-12,Baylor,Big 12,38,38,1130,23.5,.638,.582,.018,.635,436,10.9,20.0,15.5,6.5,1.8,6.6,16.6,19.0,,3.5,2.0,5.6,.198,,4.2,5.3,9.5,acyqu01,quincy-acy-1
4,2012-13,UCLA,Pac-12,33,27,999,23.7,.572,.509,.407,.415,447,2.4,12.2,7.2,11.3,4.2,1.1,8.3,24.0,,3.2,1.6,4.8,.191,,7.2,2.6,9.8,adamsjo01,jordan-adams-1
5,2013-14,UCLA,Pac-12,36,36,1082,28.3,.603,.545,.340,.441,594,7.5,13.1,10.4,14.7,5.0,0.6,9.4,26.5,,4.2,2.2,6.4,.237,,8.7,3.3,12.0,adamsjo01,jordan-adams-1
6,2012-13,Pitt,Big East,32,32,749,23.2,.555,.571,.000,.400,228,15.3,21.0,18.0,5.4,1.9,11.2,14.4,17.7,,1.6,1.9,3.5,.185,,3.0,8.8,11.9,adamsst01,steven-adams-1
7,2016-17,Kentucky,SEC,38,38,1145,22.0,.624,.599,.000,.831,489,11.2,17.2,14.2,4.7,1.2,4.9,13.9,18.5,,3.3,2.3,5.6,.196,,4.2,5.3,9.5,adebaba01,edrice-adebayo-1
8,2014-15,Kansas,Big 12,28,6,492,23.2,.598,.566,.000,.612,192,13.3,19.9,16.8,5.4,0.6,7.7,14.4,20.1,,1.3,1.0,2.3,.188,,3.2,5.0,8.1,alexacl01,cliff-alexander-1
9,2016-17,Texas,Big 12,33,33,1061,20.2,.571,.566,.022,.472,427,10.9,18.9,15.0,5.5,1.0,5.0,17.8,22.6,,1.5,1.7,3.3,.123,,0.8,4.6,5.5,allenja01,jarrett-allen-1
10,2015-16,Arizona,Pac-12,34,28,848,16.1,.548,.507,.233,.442,311,1.2,12.4,7.2,25.4,2.4,3.1,20.7,19.1,,1.3,1.7,3.0,.140,,2.6,5.2,7.8,allenka01,kadeem-allen-1
11,2016-17,Arizona,Pac-12,34,33,1020,16.7,.570,.521,.318,.492,340,1.5,13.8,8.1,17.8,3.1,2.3,18.3,18.1,,1.7,2.0,3.8,.148,,3.3,5.8,9.1,allenka01,kadeem-allen-1
12,2007-08,Temple,A-10,34,32,993,,.587,.563,.024,.274,,,,,,,,14.5,,,1.6,1.3,2.9,.116,,,,,allenla01,lavoy-allen-1
13,2008-09,Temple,A-10,33,31,1033,,.603,.592,.080,.310,,,,,,,,12.3,,,2.5,2.8,5.3,.207,,,,,allenla01,lavoy-allen-1
14,2009-10,Temple,A-10,35,34,1206,23.2,.557,.544,.072,.276,423,12.3,23.6,18.1,14.9,1.0,4.6,12.8,18.9,,3.2,3.2,6.4,.213,,,,,allenla01,lavoy-allen-1
15,2010-11,Temple,A-10,33,33,1120,20.3,.519,.488,.053,.308,397,9.3,20.2,14.8,13.6,1.3,5.4,12.8,19.8,,2.2,2.4,4.6,.163,,1.2,5.3,6.6,allenla01,lavoy-allen-1
16,2012-13,Virginia,ACC,35,17,841,19.4,.523,.467,.311,.420,285,5.1,13.4,9.2,20.2,2.3,6.0,14.5,20.3,,1.7,1.9,3.6,.170,,2.7,5.8,8.4,anderju01,justin-anderson-1
17,2013-14,Virginia,ACC,37,5,799,15.6,.516,.470,.432,.403,279,4.2,14.1,9.3,14.8,1.1,4.2,15.4,23.5,,1.0,1.9,2.8,.141,,1.7,4.9,6.5,anderju01,justin-anderson-1
18,2014-15,Virginia,ACC,26,22,724,23.8,.610,.572,.471,.371,283,3.1,14.4,9.0,14.0,1.6,2.5,10.7,23.3,,2.5,1.8,4.4,.241,,7.6,4.6,12.2,anderju01,justin-anderson-1
19,2012-13,UCLA,Pac-12,35,34,1046,20.2,.485,.430,.130,.399,388,8.0,25.0,16.4,20.8,3.4,2.8,17.3,20.0,,1.5,2.2,3.7,.142,,2.7,6.4,9.0,anderky01,kyle-anderson-3
20,2013-14,UCLA,Pac-12,36,36,1196,24.7,.566,.517,.154,.493,603,4.5,25.5,15.4,34.3,3.1,2.7,19.1,24.1,,3.1,2.6,5.6,.189,,4.7,6.2,10.8,anderky01,kyle-anderson-3
21,2016-17,UCLA,Pac-12,29,0,377,17.1,.564,.564,.000,.426,139,13.2,19.9,16.9,2.3,0.7,8.8,16.5,18.4,,0.6,0.7,1.3,.133,,-0.8,3.5,2.7,anigbik01,ike-anigbogu-1
22,2015-16,Indiana,Big Ten,34,0,466,20.1,.607,.625,.250,.362,162,11.4,11.7,11.6,6.6,3.4,5.6,17.1,17.5,,1.0,0.9,1.9,.159,,4.0,5.4,9.4,anunoog01,og-anunoby-1
23,2016-17,Indiana,Big Ten,16,10,402,23.8,.611,.615,.369,.393,167,8.5,16.1,12.5,11.0,3.0,5.5,15.2,20.8,,1.1,0.7,1.7,.172,,5.4,4.7,10.1,anunoog01,og-anunoby-1
24,2010-11,Michigan State,Big Ten,34,19,780,11.8,.593,.555,.576,.230,200,2.8,11.3,7.1,11.5,1.6,2.2,22.5,15.5,,0.8,0.9,1.7,.087,,1.9,2.6,4.5,applike01,keith-appling-1
25,2011-12,Michigan State,Big Ten,37,37,1139,17.2,.542,.466,.313,.554,440,1.9,9.4,5.7,23.8,2.3,1.5,18.0,21.6,,2.5,2.0,4.6,.161,,3.4,2.9,6.4,applike01,keith-appling-1
26,2012-13,Michigan State,Big Ten,36,36,1208,17.6,.526,.469,.340,.455,473,1.4,11.1,6.3,20.5,2.4,1.9,15.5,23.5,,2.5,2.1,4.7,.154,,3.7,3.2,6.9,applike01,keith-appling-1
27,2013-14,Michigan State,Big Ten,35,32,1102,16.0,.545,.510,.322,.483,419,1.5,9.5,5.7,25.9,2.3,1.5,17.1,20.5,,2.1,1.7,3.7,.135,,3.2,2.2,5.4,applike01,keith-appling-1
28,2012-13,Villanova,Big East,34,34,1156,12.4,.534,.458,.702,.479,406,0.8,7.1,3.8,23.6,2.0,0.0,20.2,21.0,,1.6,1.3,2.9,.101,,3.4,-0.3,3.1,arcidry01,ryan-arcidiacono-1
29,2013-14,Villanova,Big East,34,33,1059,13.5,.536,.504,.631,.336,348,1.2,7.5,4.5,21.1,2.1,0.1,13.3,17.4,,1.9,1.6,3.5,.134,,3.3,1.8,5.1,arcidry01,ryan-arcidiacono-1
30,2014-15,Villanova,Big East,36,36,1095,15.8,.551,.493,.534,.404,382,1.2,5.5,3.4,22.1,2.2,0.2,12.7,18.4,,2.8,1.7,4.5,.165,,4.4,1.3,5.7,arcidry01,ryan-arcidiacono-1
31,2015-16,Villanova,Big East,40,39,1282,19.2,.588,.547,.520,.296,519,1.5,8.8,5.4,24.1,2.5,0.1,12.6,19.9,,3.7,2.4,6.0,.189,,6.2,2.8,9.0,arcidry01,ryan-arcidiacono-1
32,2013-14,Pitt,ACC,36,0,556,14.2,.546,.492,.214,.571,173,8.6,14.8,11.8,8.2,0.7,2.1,15.3,18.3,,0.9,0.9,1.8,.128,,1.3,2.0,3.3,artisja01,jamel-artis-1
33,2014-15,Pitt,ACC,34,34,1082,21.8,.575,.526,.290,.387,434,7.4,16.5,11.8,15.5,1.5,1.6,12.9,23.5,,3.1,0.9,4.1,.151,,5.6,1.3,7.0,artisja01,jamel-artis-1
34,2015-16,Pitt,ACC,33,33,991,19.7,.580,.540,.385,.350,448,4.9,13.9,9.4,20.0,1.2,0.9,16.3,25.0,,2.5,1.3,3.8,.152,,5.2,1.7,6.8,artisja01,jamel-artis-1
35,2016-17,Pitt,ACC,32,31,1097,21.2,.596,.564,.458,.383,551,4.4,11.8,8.2,22.8,0.7,0.8,14.5,27.2,,3.2,0.4,3.6,.131,,6.7,-0.9,5.8,artisja01,jamel-artis-1
36,2008-09,Penn State,Big Ten,32,0,322,,.489,.470,.759,.253,,,,,,,,14.7,,,0.2,0.5,0.7,.085,,,,,babbch01,chris-babb-1
37,2009-10,Penn State,Big Ten,31,23,920,15.7,.547,.517,.774,.205,279,3.1,10.2,6.7,15.8,1.5,1.1,10.3,17.6,,2.0,0.8,2.7,.120,,,,,babbch01,chris-babb-1
38,2011-12,Iowa State,Big 12,34,34,1126,11.9,.507,.494,.802,.148,261,3.7,11.5,7.5,9.0,1.8,0.4,8.8,13.0,,1.6,1.2,2.8,.100,,3.7,1.7,5.4,babbch01,chris-babb-1
39,2012-13,Iowa State,Big 12,33,33,1080,13.7,.570,.546,.717,.232,290,2.0,10.3,6.1,11.7,1.9,0.8,10.5,13.3,,2.2,1.0,3.2,.120,,4.9,1.9,6.8,babbch01,chris-babb-1
40,2015-16,Florida State,ACC,34,32,979,19.0,.521,.483,.259,.349,496,5.4,17.4,11.5,10.4,1.9,0.1,12.6,28.8,,1.7,1.2,2.9,.119,,1.7,0.1,1.9,bacondw01,dwayne-bacon-1
41,2016-17,Florida State,ACC,35,35,1008,20.8,.544,.510,.350,.282,545,4.0,12.0,8.1,11.6,1.9,0.4,11.4,29.4,,2.5,1.3,3.8,.151,,3.8,0.5,4.3,bacondw01,dwayne-bacon-1
42,2010-11,New Mexico,MWC,31,1,301,13.4,.611,.609,.036,.400,77,10.2,11.5,10.9,4.6,1.2,3.0,17.6,13.5,,0.5,0.4,0.9,.124,,1.1,2.7,3.8,bairsca01,cameron-bairstow-1
43,2011-12,New Mexico,MWC,34,1,523,12.0,.505,.444,.011,.789,141,13.5,15.1,14.3,3.8,1.5,4.2,20.5,15.4,,0.5,1.2,1.7,.133,,-1.3,4.2,2.9,bairsca01,cameron-bairstow-1
44,2012-13,New Mexico,MWC,35,19,844,20.3,.537,.456,.000,.709,340,11.1,19.5,15.3,8.8,1.8,3.0,12.0,23.0,,2.2,1.6,3.8,.181,,1.4,3.6,5.0,bairsca01,cameron-bairstow-1
45,2013-14,New Mexico,MWC,34,34,1119,29.0,.611,.558,.007,.700,627,8.5,16.5,12.8,11.8,1.0,4.9,10.7,29.9,,4.5,2.0,6.5,.232,,4.9,2.6,7.5,bairsca01,cameron-bairstow-1
46,2012-13,Wichita State,MVC,18,15,469,16.5,.584,.531,.743,.398,154,5.4,10.0,7.6,13.2,1.8,1.3,14.6,17.3,,1.3,0.6,1.9,.159,,5.5,1.9,7.4,bakerro01,ron-baker-1
47,2013-14,Wichita State,MVC,36,36,1075,22.9,.616,.563,.559,.416,458,3.0,11.4,7.4,21.5,2.9,2.5,13.7,21.7,,3.6,2.6,6.1,.228,,6.8,4.0,10.8,bakerro01,ron-baker-1
48,2014-15,Wichita State,MVC,35,35,1145,23.8,.568,.534,.529,.314,475,3.2,13.7,8.3,16.7,2.5,2.8,7.9,23.3,,4.0,2.5,6.5,.228,,6.9,3.5,10.4,bakerro01,ron-baker-1
49,2015-16,Wichita State,MVC,35,35,1106,21.9,.557,.509,.485,.358,468,1.9,16.1,8.7,21.7,2.9,2.5,10.9,23.1,,2.9,3.1,5.9,.215,,5.6,5.5,11.1,bakerro01,ron-baker-1
50,2014-15,Vanderbilt,SEC,35,24,1009,19.1,.588,.531,.432,.467,368,2.3,14.4,8.9,31.2,3.1,0.4,19.5,18.7,,2.7,1.7,4.4,.173,,5.6,2.0,7.6,baldwwa01,wade-baldwin-1
51,2015-16,Vanderbilt,SEC,33,30,1002,20.7,.571,.492,.320,.614,505,1.5,11.6,7.0,33.7,2.3,1.0,18.2,25.3,,2.7,1.8,4.5,.179,,5.1,3.0,8.2,baldwwa01,wade-baldwin-1
52,2016-17,UCLA,Pac-12,36,36,1263,24.7,.673,.668,.566,.286,609,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,,4.8,2.0,6.8,.214,,8.7,3.5,12.2,balllo01,lonzo-ball-1
53,2010-11,UNC,ACC,37,36,1087,19.4,.520,.488,.392,.249,524,7.2,12.8,10.1,9.5,1.4,1.4,11.5,26.6,,2.5,1.8,4.3,.159,,4.9,2.5,7.4,barneha02,harrison-barnes-1
54,2011-12,UNC,ACC,38,37,1111,21.2,.528,.487,.263,.374,571,6.9,11.9,9.4,7.2,2.0,1.1,10.8,28.1,,3.1,1.9,5.0,.181,,4.5,1.7,6.2,barneha02,harrison-barnes-1
55,2010-11,Memphis,CUSA,35,25,1070,16.8,.502,.478,.377,.213,427,5.4,12.9,9.3,19.5,2.9,1.6,17.2,23.8,,1.3,1.7,3.0,.111,,1.6,2.2,3.8,bartowi01,will-barton-1
56,2011-12,Memphis,CUSA,35,34,1236,26.6,.587,.550,.237,.396,617,7.6,20.2,14.2,17.4,2.4,2.1,12.3,25.8,,4.6,2.6,7.2,.232,,6.7,3.6,10.4,bartowi01,will-barton-1
57,2008-09,Old Dominion,CAA,35,9,571,,.462,.465,.241,.447,,,,11.0,18.1,,1.2,23.3,20.4,,0.0,1.8,1.8,.127,,,,,bazemke01,kent-bazemore-1
58,2009-10,Old Dominion,CAA,36,29,962,18.5,.505,.504,.121,.449,320,4.7,13.5,9.0,24.5,4.4,2.1,19.8,19.9,,1.2,2.6,3.8,.158,,,,,bazemke01,kent-bazemore-1
59,2010-11,Old Dominion,CAA,34,33,1045,23.8,.559,.531,.245,.429,401,6.0,13.4,9.7,20.9,4.8,3.5,18.0,23.0,,2.6,2.4,5.0,.191,,4.3,5.4,9.8,bazemke01,kent-bazemore-1
60,2011-12,Old Dominion,CAA,35,32,1103,21.1,.495,.463,.348,.398,519,6.1,17.2,11.1,23.9,4.1,1.3,17.1,29.7,,1.8,2.5,4.2,.154,,3.3,2.5,5.7,bazemke01,kent-bazemore-1
61,2011-12,Florida,SEC,37,37,1267,22.0,.575,.525,.473,.440,522,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,,3.6,2.1,5.7,.180,,5.3,3.3,8.6,bealbr01,bradley-beal-1
62,2015-16,Florida State,ACC,34,33,1014,20.8,.583,.541,.361,.326,483,5.0,15.1,10.1,9.8,1.8,0.6,11.5,24.3,,2.9,1.1,4.0,.158,,5.0,0.7,5.7,beaslma01,malik-beasley-1
63,2014-15,Oregon,Pac-12,35,20,831,19.2,.594,.597,.000,.151,205,9.6,19.3,14.7,9.8,2.0,11.5,19.8,11.5,,1.3,1.6,2.9,.139,,1.6,9.3,11.0,belljo01,jordan-bell-1
64,2015-16,Oregon,Pac-12,31,4,636,20.0,.572,.576,.013,.342,215,8.6,20.7,14.8,11.1,3.1,8.6,21.4,18.1,,0.8,1.5,2.3,.143,,1.0,8.4,9.4,belljo01,jordan-bell-1
65,2016-17,Oregon,Pac-12,39,38,1124,26.3,.658,.641,.052,.435,446,12.3,22.3,17.6,11.4,2.5,8.4,18.8,18.0,,3.2,3.0,6.2,.222,,4.6,9.0,13.6,belljo01,jordan-bell-1
66,2013-14,St. Joseph's,A-10,34,34,1107,14.6,.535,.516,.333,.500,414,4.1,11.6,8.1,17.1,1.8,1.8,18.2,22.6,,1.1,1.5,2.7,.096,,1.0,1.4,2.4,bembrde01,deandre-bembry-1
67,2014-15,St. Joseph's,A-10,31,31,1197,21.7,.512,.486,.332,.347,528,4.6,18.7,11.5,24.4,3.1,2.7,14.2,27.7,,1.9,2.3,4.2,.142,,3.8,3.1,6.9,bembrde01,deandre-bembry-1
68,2015-16,St. Joseph's,A-10,36,35,1341,22.3,.539,.513,.258,.358,641,4.3,17.9,11.3,24.1,2.2,2.5,11.2,24.4,,3.4,2.5,5.8,.174,,4.6,4.5,9.1,bembrde01,deandre-bembry-1
69,2009-10,Georgetown,Big East,29,0,351,5.2,.477,.409,.182,.636,54,7.7,12.5,10.3,5.4,1.2,3.1,34.9,9.8,,-0.1,0.4,0.3,.039,,,,,benimje01,jerrelle-benimon-1
70,2010-11,Georgetown,Big East,32,0,327,6.2,.498,.473,.297,.351,55,9.4,12.0,10.8,6.4,1.5,4.8,38.5,11.5,,-0.2,0.4,0.2,.027,,-1.7,4.6,2.9,benimje01,jerrelle-benimon-1
71,2012-13,Towson,CAA,31,31,1116,25.9,.588,.561,.139,.581,529,10.6,26.0,18.2,16.6,1.2,5.5,21.0,25.9,,3.1,2.0,5.0,.180,,2.6,2.9,5.6,benimje01,jerrelle-benimon-1
72,2013-14,Towson,CAA,36,36,1307,26.9,.596,.546,.104,.689,691,7.7,25.2,17.2,23.2,1.2,3.4,18.0,27.2,,4.2,2.3,6.5,.199,,3.7,2.4,6.0,benimje01,jerrelle-benimon-1
73,2012-13,UNLV,MWC,35,31,950,28.3,.609,.580,.253,.467,488,10.3,24.0,17.1,8.8,1.5,4.6,12.3,27.5,,3.5,2.2,5.7,.238,,5.3,3.2,8.5,bennean01,anthony-bennett-1
74,2007-08,Oakland,Summit,29,20,389,,.549,.505,.000,.617,,,,15.2,1.5,,7.4,13.2,19.3,,0.6,1.4,1.9,.199,,,,,bensoke02,keith-benson-1
75,2008-09,Oakland,Summit,36,36,999,,.641,.622,.003,.655,,,,16.9,5.4,,7.0,8.6,22.9,,3.9,1.8,5.7,.227,,,,,bensoke02,keith-benson-1
76,2009-10,Oakland,Summit,35,35,1095,30.1,.590,.536,.013,.669,566,11.2,26.2,18.6,5.5,0.8,9.9,10.1,24.8,,4.4,2.0,6.4,.234,,,,,bensoke02,keith-benson-1
77,2010-11,Oakland,Summit,35,35,1133,28.8,.584,.558,.055,.578,579,9.5,24.1,17.2,6.2,1.4,9.8,10.9,24.9,,4.0,1.7,5.7,.202,,1.6,3.6,5.2,bensoke02,keith-benson-1
78,2014-15,Providence,Big East,34,23,730,13.5,.512,.462,.174,.477,227,12.7,14.2,13.4,5.7,0.8,2.0,15.9,17.7,,1.1,0.8,1.9,.104,,1.1,1.4,2.5,bentibe01,ben-bentil-1
79,2015-16,Providence,Big East,35,33,1198,24.7,.567,.510,.296,.465,659,8.4,16.6,12.4,8.0,1.4,3.1,9.3,29.6,,3.8,2.0,5.8,.193,,4.9,1.8,6.7,bentibe01,ben-bentil-1
80,2012-13,New Mexico State,WAC,35,26,853,25.5,.588,.621,.000,.710,334,12.8,20.2,16.6,7.1,0.3,10.3,12.8,20.8,,2.4,1.7,4.1,.194,,2.4,4.4,6.8,bhullsi01,sim-bhullar-1
81,2013-14,New Mexico State,WAC,30,24,790,24.5,.630,.648,.000,.606,314,12.9,20.8,17.2,11.0,0.2,11.2,20.2,20.0,,1.8,1.8,3.5,.179,,1.4,6.1,7.5,bhullsi01,sim-bhullar-1
82,2011-12,Pitt,Big East,10,6,150,22.7,.572,.571,.000,.786,44,16.9,26.4,21.3,0.0,0.9,14.3,15.4,15.9,,0.3,0.3,0.6,.152,,-0.9,3.6,2.7,birchkh01,khem-birch-1
83,2012-13,UNLV,MWC,26,15,568,22.1,.591,.563,.000,.681,183,12.0,18.0,15.0,5.3,1.8,12.1,16.4,16.4,,1.2,1.4,2.6,.184,,0.7,9.1,9.8,birchkh01,khem-birch-1
84,2013-14,UNLV,MWC,33,32,1037,26.3,.569,.510,.000,.771,404,13.9,20.3,17.2,7.6,1.2,10.9,11.6,18.5,,2.9,2.6,5.5,.213,,2.3,8.2,10.5,birchkh01,khem-birch-1
85,2013-14,University of California,Pac-12,31,12,619,14.5,.528,.493,.425,.233,231,3.3,7.9,5.7,10.7,1.2,1.3,11.6,23.2,,0.8,0.5,1.3,.086,,1.8,-0.5,1.3,birdja01,jabari-bird-1
86,2014-15,University of California,Pac-12,23,21,648,15.3,.533,.512,.400,.162,228,3.9,9.5,6.7,13.0,1.0,1.5,11.0,20.8,,1.0,0.7,1.7,.105,,2.5,0.7,3.2,birdja01,jabari-bird-1
87,2015-16,University of California,Pac-12,33,22,883,16.2,.584,.574,.550,.170,300,3.3,10.2,6.9,6.9,1.1,1.2,8.5,18.2,,2.0,1.3,3.3,.149,,4.4,2.1,6.5,birdja01,jabari-bird-1
88,2016-17,University of California,Pac-12,27,25,863,16.5,.562,.542,.560,.173,331,3.5,13.2,8.4,7.7,1.3,0.8,12.7,23.6,,1.5,1.6,3.1,.142,,3.4,1.6,5.0,birdja01,jabari-bird-1
89,2010-11,Memphis,CUSA,35,24,792,20.0,.547,.528,.000,.545,306,14.4,11.3,12.8,3.2,2.0,7.3,13.9,20.9,,1.6,1.2,2.8,.143,,0.4,3.2,3.6,blackta01,tarik-black-1
90,2011-12,Memphis,CUSA,35,31,895,22.2,.673,.689,.000,.684,333,10.7,13.1,12.0,1.3,1.5,6.2,14.0,18.7,,2.8,1.5,4.3,.194,,3.9,2.9,6.7,blackta01,tarik-black-1
91,2012-13,Memphis,CUSA,32,5,664,16.7,.561,.589,.000,.663,233,10.3,17.4,13.8,4.1,1.9,3.1,15.7,20.1,,1.0,1.3,2.3,.138,,-0.5,1.7,1.2,blackta01,tarik-black-1
92,2013-14,Kansas,Big 12,33,15,446,20.6,.680,.692,.009,.514,163,11.6,21.3,16.8,3.9,1.3,4.0,14.7,17.3,,1.2,0.8,2.0,.181,,4.4,3.1,7.5,blackta01,tarik-black-1
93,2015-16,LSU,SEC,33,24,1016,14.8,.548,.506,.481,.370,365,2.8,9.4,6.1,5.5,1.2,0.5,6.2,18.9,,2.0,0.7,2.7,.105,,2.9,-1.3,1.6,blakean01,antonio-blakeney-1
94,2016-17,LSU,SEC,31,30,1018,18.1,.550,.520,.349,.300,483,3.4,12.9,8.0,10.7,1.1,0.3,11.7,25.4,,2.1,0.0,2.1,.084,,3.9,-2.5,1.3,blakean01,antonio-blakeney-1
95,2010-11,Marquette,Big East,37,12,703,11.1,.445,.406,.143,.423,203,5.2,11.8,8.5,15.1,2.8,1.2,19.5,18.5,,0.2,0.9,1.1,.061,,-0.5,2.8,2.4,blueva01,vander-blue-1
96,2011-12,Marquette,Big East,35,34,901,14.3,.490,.430,.128,.496,323,7.4,12.8,10.1,18.5,2.5,0.8,20.7,20.3,,0.8,1.5,2.4,.107,,0.8,3.4,4.2,blueva01,vander-blue-1
97,2012-13,Marquette,Big East,34,34,1123,17.1,.542,.504,.328,.315,443,2.3,10.3,6.3,12.8,2.0,0.0,14.6,25.7,,2.3,1.1,3.5,.124,,3.7,0.1,3.9,blueva01,vander-blue-1
98,2012-13,Weber State,Big Sky,37,0,802,21.4,.623,.578,.000,.871,282,15.3,25.5,20.8,3.6,1.1,7.4,21.8,17.8,,2.0,2.0,4.0,.198,,-0.6,3.7,3.1,bolomjo01,joel-bolomboy-1
99,2013-14,Weber State,Big Sky,30,28,903,18.8,.564,.491,.006,.759,300,16.3,27.9,22.6,3.8,1.0,2.6,16.0,16.8,,1.9,1.8,3.7,.164,,-1.5,0.3,-1.1,bolomjo01,joel-bolomboy-1
100,2014-15,Weber State,Big Sky,30,29,997,21.3,.561,.500,.148,.599,403,13.3,23.7,18.7,6.3,1.2,5.1,18.4,23.6,,1.9,1.4,3.3,.134,,-1.5,0.7,-0.8,bolomjo01,joel-bolomboy-1
101,2015-16,Weber State,Big Sky,33,33,1041,29.1,.634,.602,.163,.677,552,13.1,31.3,23.0,7.4,1.3,3.6,14.9,26.1,,3.8,2.7,6.5,.248,,1.5,2.1,3.5,bolomjo01,joel-bolomboy-1
102,2014-15,Kentucky,SEC,38,0,816,19.4,.600,.571,.491,.223,324,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,,2.7,1.8,4.5,.219,,6.9,2.0,8.9,bookede01,devin-booker-2
103,2016-17,UNC,ACC,38,0,553,26.1,.590,.573,.000,.590,270,18.7,18.9,18.8,7.2,1.0,4.4,9.9,20.7,,2.1,1.0,3.1,.225,,5.8,4.0,9.8,bradlto01,tony-bradley-1
104,2011-12,Virginia,ACC,28,1,626,12.0,.514,.465,.428,.314,184,3.1,13.7,8.5,13.2,1.5,0.6,19.4,21.1,,0.4,1.3,1.7,.107,,-0.4,2.3,1.9,brogdma01,malcolm-brogdon-1
105,2013-14,Virginia,ACC,37,37,1163,20.8,.545,.474,.328,.397,460,3.6,17.3,10.7,19.4,2.5,0.5,10.9,23.5,,3.1,3.0,6.0,.208,,5.1,5.0,10.1,brogdma01,malcolm-brogdon-1
106,2014-15,Virginia,ACC,34,34,1105,20.1,.545,.481,.342,.353,442,1.9,12.7,7.5,16.5,1.5,1.6,11.7,25.9,,3.0,2.6,5.6,.203,,5.0,3.9,8.9,brogdma01,malcolm-brogdon-1
107,2015-16,Virginia,ACC,37,37,1263,25.1,.585,.532,.382,.310,627,2.1,13.3,7.9,19.5,1.8,0.9,8.3,28.4,,4.9,2.1,7.0,.222,,8.5,2.6,11.1,brogdma01,malcolm-brogdon-1
108,2014-15,Oregon,Pac-12,36,33,1020,16.5,.546,.498,.252,.313,413,7.4,12.1,9.9,12.0,1.0,2.0,16.2,22.6,,2.0,0.9,2.9,.113,,2.3,0.6,2.9,brookdi01,dillon-brooks-1
109,2015-16,Oregon,Pac-12,38,38,1247,21.7,.561,.518,.289,.315,636,7.3,11.7,9.5,19.2,1.8,1.3,13.6,25.9,,3.7,1.7,5.5,.175,,5.8,1.6,7.3,brookdi01,dillon-brooks-1
110,2016-17,Oregon,Pac-12,35,27,886,25.6,.585,.556,.336,.299,526,4.9,9.6,7.4,23.1,2.5,2.2,13.0,31.6,,3.1,1.6,4.7,.214,,6.6,2.1,8.6,brookdi01,dillon-brooks-1
111,2007-08,Providence,Big East,18,0,167,,.477,.427,.345,.382,,,,,,,,16.7,,,0.0,0.2,0.2,.045,,,,,brookma01,marshon-brooks-1
112,2008-09,Providence,Big East,32,0,696,,.534,.509,.459,.283,,,,,,,,12.2,,,1.1,1.1,2.2,.127,,,,,brookma01,marshon-brooks-1
113,2009-10,Providence,Big East,31,25,824,21.6,.552,.531,.364,.231,398,6.5,9.8,8.0,10.1,2.7,1.7,11.5,24.0,,2.5,0.2,2.7,.130,,,,,brookma01,marshon-brooks-1
114,2010-11,Providence,Big East,32,31,1168,28.8,.584,.542,.345,.384,720,6.3,14.2,10.2,16.0,2.3,3.0,12.7,30.6,,4.8,1.2,5.9,.203,,8.4,1.2,9.5,brookma01,marshon-brooks-1
115,2010-11,Stanford,Pac-10,30,11,718,15.3,.539,.514,.551,.255,238,5.1,11.3,8.2,7.0,1.4,1.1,11.7,19.9,,1.3,0.9,2.2,.122,,2.9,0.8,3.7,brownan02,anthony-brown-5
116,2011-12,Stanford,Pac-12,37,21,886,12.8,.495,.474,.448,.269,280,4.2,17.5,10.4,8.5,1.5,0.5,14.0,19.9,,0.9,1.6,2.6,.117,,0.6,1.9,2.5,brownan02,anthony-brown-5
117,2012-13,Stanford,Pac-12,4,2,70,-1.7,.286,.250,.300,.100,11,1.6,14.7,7.6,2.6,0.8,1.4,19.3,18.6,,-0.2,0.1,-0.1,-.061,,-6.6,1.4,-5.2,brownan02,anthony-brown-5
118,2013-14,Stanford,Pac-12,36,35,1206,16.6,.610,.564,.391,.452,427,3.3,13.9,8.8,12.4,1.5,0.4,16.2,18.7,,2.5,1.6,4.0,.134,,4.0,1.8,5.8,brownan02,anthony-brown-5
119,2014-15,Stanford,Pac-12,37,36,1320,19.5,.573,.528,.439,.358,523,3.8,18.8,11.4,15.2,1.3,0.6,13.1,21.7,,3.6,1.7,5.2,.159,,5.1,1.9,7.0,brownan02,anthony-brown-5
