,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
49,1985-86,Niagara,ECACN,28,,965,.533,,,.231,,,,,,,,12.5,,arlaujo01,joe-arlauckas-1
50,1986-87,Niagara,ECACN,29,,855,.547,.529,.020,.212,,,,,,,,11.6,,arlaujo01,joe-arlauckas-1
51,1985-86,Iowa,Big Ten,29,3,232,.546,,,.318,,,,,,,,20.0,,armstbj01,bj-armstrong-1
52,1986-87,Iowa,Big Ten,35,35,995,.612,.566,.183,.427,,,,,,,,18.8,,armstbj01,bj-armstrong-1
53,1987-88,Iowa,Big Ten,34,34,1023,.604,.556,.325,.347,,,,,,,,13.6,,armstbj01,bj-armstrong-1
54,1988-89,Iowa,Big Ten,32,31,1015,.603,.541,.288,.476,,,,,,,,13.5,,armstbj01,bj-armstrong-1
55,1984-85,Memphis,Metro,35,,1177,.537,,,.413,,,,,,,,22.2,,askewvi01,vincent-askew-1
56,1985-86,Memphis,Metro,34,,1094,.533,,,.281,,,,,,,,17.0,,askewvi01,vincent-askew-1
57,1986-87,Memphis,Metro,34,33,1164,.556,.504,.109,.401,,,,,,,,15.4,,askewvi01,vincent-askew-1
58,1986-87,Alabama,SEC,32,0,432,.501,.425,.088,.363,,,,,,,,19.7,,askinke01,keith-askins-1
59,1987-88,Alabama,SEC,30,25,805,.508,.460,.194,.446,,,,,,,,15.5,,askinke01,keith-askins-1
60,1988-89,Alabama,SEC,31,13,741,.629,.620,.549,.200,,,,,,,,15.8,,askinke01,keith-askins-1
61,1989-90,Alabama,SEC,35,0,978,.554,.532,.522,.347,,,,10.5,8.7,,2.3,15.0,18.7,askinke01,keith-askins-1
62,1987-88,UNLV,PCAA,34,,884,.600,.578,.010,.569,,,,,,,,21.3,,augmost01,stacey-augmon-1
63,1988-89,UNLV,Big West,37,36,1091,.589,.569,.242,.395,,,,,,,,15.6,,augmost01,stacey-augmon-1
64,1989-90,UNLV,Big West,39,,1246,.597,.574,.132,.463,,,,,,,,16.4,,augmost01,stacey-augmon-1
65,1990-91,UNLV,Big West,35,,1062,.656,.637,.216,.371,,,,,,,,12.3,,augmost01,stacey-augmon-1
66,1989-90,Arizona State,Pac-10,31,,848,.572,.547,.003,.500,,,,,,,,17.2,,austiis01,isaac-austin-1
67,1990-91,Arizona State,Pac-10,30,,906,.590,.571,.003,.538,,,,,,,,15.3,,austiis01,isaac-austin-1
68,1988-89,Seton Hall,Big East,38,1,395,.488,.456,.000,.329,,,,,,,,18.1,,aventan01,anthony-avent-1
69,1989-90,Seton Hall,Big East,28,28,842,.512,.488,.000,.365,,,,,,,,22.7,,aventan01,anthony-avent-1
70,1990-91,Seton Hall,Big East,34,34,1114,.618,.577,.000,.506,,,,,,,,14.6,,aventan01,anthony-avent-1
71,1987-88,Tennessee Tech,OVC,25,,650,.465,.422,.000,.398,,,,,,,,20.3,,babicmi01,milos-babic-1
72,1988-89,Tennessee Tech,OVC,30,,899,.530,.503,.022,.354,,,,,,,,20.0,,babicmi01,milos-babic-1
73,1989-90,Tennessee Tech,OVC,25,,591,.508,.471,.000,.367,,,,,,,,18.9,,babicmi01,milos-babic-1
74,1989-90,Ohio State,Big Ten,30,,860,.566,.539,.066,.702,,,,,,,,,,bakerla01,lamark-baker-1
75,1990-91,Ohio State,Big Ten,30,,897,.573,.518,.018,.651,,,,,,,,,,bakerla01,lamark-baker-1
76,1991-92,Ohio State,Big Ten,32,,1019,.531,.490,.034,.429,,,,,,,,,,bakerla01,lamark-baker-1
77,1987-88,Charlotte,Sun Belt,30,27,627,.581,.557,.000,.664,,,,,,,,20.7,,ballce01,cedric-ball-1
78,1988-89,Charlotte,Sun Belt,29,28,812,.583,.568,.005,.718,,,,,,,,14.2,,ballce01,cedric-ball-1
79,1989-90,Charlotte,Sun Belt,29,28,809,.585,.577,.000,.564,,,,,,,,18.2,,ballce01,cedric-ball-1
80,1986-87,Illinois,Big Ten,31,10,630,.473,.417,.029,.490,,,,,,,,29.3,,bardost01,steve-bardo-1
81,1987-88,Illinois,Big Ten,33,21,820,.492,.458,.045,.489,,,,,,,,24.2,,bardost01,steve-bardo-1
82,1988-89,Illinois,Big Ten,36,30,1000,.567,.512,.278,.453,,,,,,,,19.1,,bardost01,steve-bardo-1
83,1989-90,Illinois,Big Ten,29,29,944,.536,.502,.284,.347,,,,,,,,22.9,,bardost01,steve-bardo-1
84,1985-86,Boston College,Big East,28,28,971,.518,,,.261,,,,,,,,12.1,,barroda01,dana-barros-1
85,1986-87,Boston College,Big East,29,29,1145,.576,.540,.408,.236,,,,,,,,14.0,,barroda01,dana-barros-1
86,1987-88,Boston College,Big East,33,,1223,.627,.588,.476,.304,,,,,,,,11.6,,barroda01,dana-barros-1
87,1988-89,Boston College,Big East,29,,1096,.629,.591,.539,.289,,,,,,,,10.3,,barroda01,dana-barros-1
88,1987-88,Pacific,PCAA,29,25,809,.454,.413,.219,.264,,,,,,,,22.7,,barryjo01,jon-barry-1
89,1990-91,Georgia Tech,ACC,30,30,1088,.554,.540,.516,.138,,,,,,,,13.6,,barryjo01,jon-barry-1
90,1991-92,Georgia Tech,ACC,35,35,1231,.561,.535,.566,.310,,,,,,,,18.3,,barryjo01,jon-barry-1
91,1984-85,Northern Illinois,MAC,27,,1003,.566,,,.634,,,,,,,,14.9,,battlke01,kenny-battle-1
92,1985-86,Northern Illinois,MAC,27,27,977,.592,,,.545,,,,,,,,18.2,,battlke01,kenny-battle-1
93,1986-87,Illinois,Big Ten,,,,,,,,,,,,,,,,,battlke01,kenny-battle-1
94,1987-88,Illinois,Big Ten,33,32,1027,.606,.578,.003,.525,,,,,,,,14.1,,battlke01,kenny-battle-1
95,1988-89,Illinois,Big Ten,36,34,1105,.654,.616,.047,.554,,,,,,,,12.1,,battlke01,kenny-battle-1
96,1988-89,Notre Dame,Ind,30,4,436,.501,.479,.096,.267,,,,,,,,24.7,,benneel01,elmer-bennett-1
97,1989-90,Notre Dame,Ind,29,,716,.552,.500,.107,.489,,,,,,,,,,benneel01,elmer-bennett-1
98,1990-91,Notre Dame,Ind,32,,1127,.503,.455,.224,.370,,,,,,,,,,benneel01,elmer-bennett-1
99,1991-92,Notre Dame,Ind,33,,1187,.529,.492,.302,.361,,,,,,,,22.4,,benneel01,elmer-bennett-1
100,1983-84,Kentucky,SEC,34,0,642,.514,,,.808,,,,12.5,6.4,,0.8,21.2,,bennewi01,winston-bennett-1
101,1984-85,Kentucky,SEC,30,27,851,.475,,,.403,,,,,,,,19.7,,bennewi01,winston-bennett-1
102,1985-86,Kentucky,SEC,36,36,1129,.553,,,.467,,,,,,,,15.0,,bennewi01,winston-bennett-1
103,1987-88,Kentucky,SEC,33,33,1091,.556,.514,.005,.408,,,,,,,,10.3,,bennewi01,winston-bennett-1
104,1988-89,Alabama,SEC,31,30,913,.544,.509,.011,.313,,,,,,,,15.2,,benoida01,david-benoit-1
105,1989-90,Alabama,SEC,35,29,920,.554,.530,.066,.198,,,,13.1,6.4,,2.0,12.2,20.4,benoida01,david-benoit-1
106,1989-90,Monmouth,NEC,29,29,1072,.634,.595,.000,.490,,,,,,,,14.9,,blackal01,alex-blackwell-1
107,1990-91,Monmouth,NEC,29,28,1096,.622,.572,.000,.491,,,,,,,,12.3,,blackal01,alex-blackwell-1
108,1991-92,Monmouth,NEC,28,,1050,.547,.500,.035,.373,,,,,,,,,,blackal01,alex-blackwell-1
109,1987-88,Dartmouth,Ivy,25,,362,.469,.416,.020,.495,,,,,,,,31.7,,blackja01,james-blackwell-1
110,1988-89,Dartmouth,Ivy,24,,710,.550,.488,.094,.500,,,,,,,,23.3,,blackja01,james-blackwell-1
111,1989-90,Dartmouth,Ivy,16,,508,.594,.531,.264,.493,,,,,,,,25.2,,blackja01,james-blackwell-1
112,1990-91,Dartmouth,Ivy,26,22,926,.508,.444,.208,.449,,,,,,,,18.5,,blackja01,james-blackwell-1
113,1983-84,Temple,A-10,31,,735,.454,,,.378,,,,,,,,11.2,,blackna01,nate-blackwell-1
114,1984-85,Temple,A-10,31,31,1179,.509,.451,.223,.340,,,,5.0,24.0,,0.3,16.1,,blackna01,nate-blackwell-1
115,1985-86,Temple,A-10,31,31,1227,.490,,,.289,,,,,,,,11.6,,blackna01,nate-blackwell-1
116,1986-87,Temple,A-10,36,36,1422,.568,.524,.342,.241,,,,,,,,11.5,,blackna01,nate-blackwell-1
117,1985-86,Virginia,ACC,14,1,103,.451,,,.375,,,,9.0,10.4,,0.0,21.0,23.3,blankla01,lance-blanks-1
118,1986-87,Virginia,ACC,24,0,145,.512,.540,.160,.280,,,,,,,,36.1,,blankla01,lance-blanks-1
119,1988-89,Texas,SWC,34,,1295,.550,.524,.414,.330,,,,,,,,15.4,,blankla01,lance-blanks-1
120,1989-90,Texas,SWC,32,,1157,.535,.479,.418,.395,,,,,,,,11.8,,blankla01,lance-blanks-1
121,1984-85,LSU,SEC,29,,333,.617,,,.493,,,,,,,,14.5,,blantri01,ricky-blanton-1
122,1985-86,LSU,SEC,38,,869,.609,,,.503,,,,,,,,19.9,,blantri01,ricky-blanton-1
123,1987-88,LSU,SEC,30,,1122,.559,.518,.034,.398,,,,,,,,14.3,,blantri01,ricky-blanton-1
124,1988-89,LSU,SEC,32,,1231,.592,.559,.205,.282,,,,,,,,13.7,,blantri01,ricky-blanton-1
125,1987-88,Oklahoma,Big 8,39,,1347,.552,.534,.384,.218,,,,,,,,14.7,,blaylmo01,mookie-blaylock-1
126,1988-89,Oklahoma,Big 8,35,,1359,.542,.531,.410,.167,,,,,,,,13.5,,blaylmo01,mookie-blaylock-1
127,1983-84,Wake Forest,ACC,32,,312,.355,,,.283,,,,,,,,38.7,,boguemu01,muggsy-bogues-1
128,1984-85,Wake Forest,ACC,29,,1025,.525,,,.272,,,,,,,,25.3,,boguemu01,muggsy-bogues-1
129,1985-86,Wake Forest,ACC,29,,1101,.495,,,.307,,,,,,,,22.4,,boguemu01,muggsy-bogues-1
130,1986-87,Wake Forest,ACC,29,,1130,.591,.555,.248,.292,,,,,,,,22.6,,boguemu01,muggsy-bogues-1
131,1987-88,Minnesota,Big Ten,26,0,223,.527,.527,.036,.145,,,,,,,,27.2,,bondwa01,walter-bond-1
132,1988-89,Minnesota,Big Ten,30,13,698,.544,.538,.034,.310,,,,,,,,19.8,,bondwa01,walter-bond-1
133,1989-90,Minnesota,Big Ten,32,10,813,.551,.525,.119,.345,,,,,,,,15.1,,bondwa01,walter-bond-1
134,1990-91,Minnesota,Big Ten,15,,420,.440,.417,.287,.193,,,,,,,,,,bondwa01,walter-bond-1
135,1986-87,Saint Louis,MW Coll,35,34,1066,.614,.592,.000,.545,,,,,,,,16.0,,bonnean01,anthony-bonner-1
136,1987-88,Saint Louis,MW Coll,28,27,942,.553,.537,.000,.449,,,,,,,,15.5,,bonnean01,anthony-bonner-1
137,1988-89,Saint Louis,MW Coll,37,37,1246,.570,.560,.000,.494,,,,,,,,17.1,,bonnean01,anthony-bonner-1
138,1989-90,Saint Louis,MW Coll,33,,,.540,.504,.024,.404,,,,,,,,13.2,,bonnean01,anthony-bonner-1
139,1990-91,BYU,WAC,34,34,984,.560,.519,.003,.512,,,,,,,,14.6,,bradlsh01,shawn-bradley-1
140,1988-89,Providence,Big East,14,,78,.456,.464,.000,.536,,,,,,,,12.5,,braggma01,marques-bragg-1
141,1989-90,Providence,Big East,28,,424,.534,.561,.000,.822,,,,,,,,,,braggma01,marques-bragg-1
142,1990-91,Providence,Big East,32,,868,.575,.596,.000,.537,,,,,,,,,,braggma01,marques-bragg-1
143,1991-92,Providence,Big East,31,,867,.547,.539,.000,.739,,,,,,,,,,braggma01,marques-bragg-1
144,1989-90,Oregon,Pac-10,29,,1067,.560,.525,.234,.322,,,,,,,,17.9,,brandte01,terrell-brandon-1
145,1990-91,Oregon,Pac-10,28,28,1108,.578,.527,.214,.336,,,,,,,,13.7,,brandte01,terrell-brandon-1
146,1988-89,Wyoming,WAC,31,,809,.544,.513,.260,.495,,,,,,,,,,breauti01,tim-breaux-1
147,1989-90,Wyoming,WAC,29,,868,.491,.467,.348,.306,,,,,,,,,,breauti01,tim-breaux-1
148,1990-91,Wyoming,WAC,32,,983,.543,.490,.199,.420,,,,,,,,,,breauti01,tim-breaux-1
149,1991-92,Wyoming,WAC,29,,1017,.599,.573,.208,.546,,,,,,,,,,breauti01,tim-breaux-1
150,1983-84,Texas Christian,SWC,27,0,420,.545,,,.161,,,,,,,,23.6,,brooksc01,scott-brooks-1
151,1985-86,UC-Irvine,PCAA,30,,945,.582,.516,.359,.395,,,,,,,,15.6,,brooksc01,scott-brooks-1
152,1986-87,UC-Irvine,PCAA,28,28,1027,.651,.607,.596,.390,,,,,,,,12.8,,brooksc01,scott-brooks-1
153,1985-86,North Carolina State,ACC,31,5,310,.504,,,.425,,,,,,,,11.9,,brownch01,chucky-brown-1
154,1986-87,North Carolina State,ACC,34,5,629,.634,.587,.007,.580,,,,,,,,15.4,,brownch01,chucky-brown-1
155,1987-88,North Carolina State,ACC,32,32,1024,.586,.573,.015,.306,,,,,,,,9.4,,brownch01,chucky-brown-1
156,1988-89,North Carolina State,ACC,31,31,1051,.573,.556,.055,.326,,,,,,,,10.9,,brownch01,chucky-brown-1
157,1986-87,Jacksonville,Sun Belt,21,,186,.471,.446,.185,.338,,,,,,,,11.7,,brownde01,dee-brown-1
158,1987-88,Jacksonville,Sun Belt,28,,764,.522,.477,.188,.276,,,,,,,,19.9,,brownde01,dee-brown-1
159,1988-89,Jacksonville,Sun Belt,30,,1133,.578,.538,.226,.293,,,,,,,,14.7,,brownde01,dee-brown-1
160,1989-90,Jacksonville,Sun Belt,29,29,1052,.546,.528,.172,.217,,,,,,,,13.8,,brownde01,dee-brown-1
161,1988-89,Louisiana Tech,ASC,32,,569,.444,.422,.020,.299,,,,,,,,20.0,,brownpj01,pj-brown-1
162,1989-90,Louisiana Tech,ASC,27,,672,.493,.468,.025,.397,,,,,,,,17.1,,brownpj01,pj-brown-1
163,1990-91,Louisiana Tech,ASC,31,,936,.576,.551,.063,.476,,,,,,,,12.5,,brownpj01,pj-brown-1
164,1991-92,Louisiana Tech,Sun Belt,31,,931,.543,.502,.081,.372,,,,,,,,16.9,,brownpj01,pj-brown-1
165,1986-87,Houston,SWC,28,12,578,.524,.506,.024,.434,,,,,,,,37.9,,brownra02,randy-brown-1
166,1987-88,Houston,SWC,29,,998,.536,.451,.028,.704,,,,,,,,34.5,,brownra02,randy-brown-1
167,1989-90,New Mexico State,Big West,31,,907,.536,.473,.143,.626,,,,,,,,20.8,,brownra02,randy-brown-1
168,1990-91,New Mexico State,Big West,29,,917,.489,.417,.130,.634,,,,,,,,22.3,,brownra02,randy-brown-1
169,1984-85,Mississippi State,SEC,28,,813,.533,,,.244,,,,,,,,15.8,,brownra01,raymond-brown-1
170,1985-86,Mississippi State,SEC,30,,989,.553,,,.232,,,,,,,,14.9,,brownra01,raymond-brown-1
171,1987-88,Idaho,Big Sky,30,,1039,.523,.501,.023,.358,,,,,,,,,,brownra01,raymond-brown-1
172,1988-89,Idaho,Big Sky,31,,1023,.547,.519,.011,.389,,,,,,,,,,brownra01,raymond-brown-1
173,1985-86,DePaul,Ind,18,4,172,.441,,,.395,,,,,,,,15.0,,brundst01,stanley-brundy-1
174,1986-87,DePaul,Ind,31,0,662,.566,.569,.000,.262,,,,17.4,5.9,,2.3,12.0,18.6,brundst01,stanley-brundy-1
175,1987-88,DePaul,Ind,30,,916,.642,.658,.000,.339,,,,,,,,11.4,,brundst01,stanley-brundy-1
176,1988-89,DePaul,Ind,33,33,1052,.630,.649,.000,.327,,,,,,,,11.5,,brundst01,stanley-brundy-1
177,1984-85,Seton Hall,Big East,26,23,774,.511,,,.444,,,,,,,,16.6,,bryanma01,mark-bryant-1
178,1985-86,Seton Hall,Big East,30,28,901,.552,,,.375,,,,,,,,12.2,,bryanma01,mark-bryant-1
179,1986-87,Seton Hall,Big East,28,28,891,.546,.497,.003,.522,,,,,,,,13.1,,bryanma01,mark-bryant-1
180,1987-88,Seton Hall,Big East,34,30,1105,.605,.566,.004,.461,,,,,,,,12.3,,bryanma01,mark-bryant-1
181,1985-86,UNC,ACC,24,0,152,.483,,,.321,,,,,,,,16.4,,bucknst01,steve-bucknall-1
182,1986-87,UNC,ACC,36,0,432,.555,.495,.011,.648,,,,,,,,25.2,,bucknst01,steve-bucknall-1
183,1987-88,UNC,ACC,33,27,960,.569,.514,.087,.429,,,,,,,,21.0,,bucknst01,steve-bucknall-1
184,1988-89,UNC,ACC,37,30,1061,.602,.556,.444,.432,,,,,,,,19.9,,bucknst01,steve-bucknall-1
185,1986-87,Arizona,Pac-10,30,9,474,.539,.532,.225,.252,,,,,,,,17.8,,buechju01,jud-buechler-1
186,1987-88,Arizona,Pac-10,36,,422,.561,.532,.073,.468,,,,,,,,18.8,,buechju01,jud-buechler-1
187,1988-89,Arizona,Pac-10,33,33,962,.653,.609,.022,.450,,,,13.2,8.8,,1.0,14.5,16.1,buechju01,jud-buechler-1
188,1989-90,Arizona,Pac-10,32,32,1072,.607,.575,.195,.340,,,,,,,,18.1,,buechju01,jud-buechler-1
189,1985-86,Colorado,Big 8,28,28,869,.643,,,.374,,,,,,,,18.8,,bullama01,matt-bullard-1
190,1986-87,Colorado,Big 8,28,28,938,.566,.529,.074,.367,,,,,,,,13.1,,bullama01,matt-bullard-1
191,1988-89,Iowa,Big Ten,20,13,498,.665,.637,.368,.342,,,,,,,,21.8,,bullama01,matt-bullard-1
192,1989-90,Iowa,Big Ten,18,,366,.540,.509,.428,.301,,,,,,,,15.9,,bullama01,matt-bullard-1
193,1986-87,Minnesota,Big Ten,28,21,674,.494,.462,.052,.351,,,,,,,,18.3,,burtowi01,willie-burton-1
194,1987-88,Minnesota,Big Ten,28,18,751,.565,.522,.036,.495,,,,,,,,16.3,,burtowi01,willie-burton-1
195,1988-89,Minnesota,Big Ten,30,29,922,.611,.561,.160,.460,,,,,,,,14.0,,burtowi01,willie-burton-1
196,1989-90,Minnesota,Big Ten,32,31,1001,.624,.583,.336,.462,,,,,,,,15.0,,burtowi01,willie-burton-1
197,1984-85,Stanford,Pac-10,27,11,395,.463,,,.253,,,,,,,,17.3,,butlegr01,greg-butler-1
198,1985-86,Stanford,Pac-10,30,13,635,.529,,,.250,,,,,,,,15.2,,butlegr01,greg-butler-1
199,1986-87,Stanford,Pac-10,27,17,566,.495,.446,.021,.400,,,,,,,,12.6,,butlegr01,greg-butler-1
200,1987-88,Stanford,Pac-10,33,,967,.597,.567,.003,.381,,,,,,,,9.9,,butlegr01,greg-butler-1
201,1986-87,SMU,SWC,28,,300,.448,.489,.000,.978,,,,,,,,24.2,,caldwad01,adrian-caldwell-1
202,1988-89,Lamar,ASC,26,23,839,.545,.568,.000,.669,,,,,,,,20.2,,caldwad01,adrian-caldwell-1
203,1987-88,Michigan,Big Ten,6,0,18,.391,.375,.125,.250,,,,,,,,25.1,,calipde01,demetrius-calip-1
204,1988-89,Michigan,Big Ten,30,0,210,.517,.460,.180,.340,,,,,,,,28.4,,calipde01,demetrius-calip-1
205,1989-90,Michigan,Big Ten,31,13,620,.592,.575,.238,.316,,,,,,,,14.6,,calipde01,demetrius-calip-1
206,1990-91,Michigan,Big Ten,29,29,1022,.545,.516,.386,.253,,,,,,,,15.0,,calipde01,demetrius-calip-1
207,1985-86,Indiana,Big Ten,29,27,870,.562,,,.267,,,,,,,,16.9,,callori01,rick-calloway-1
208,1986-87,Indiana,Big Ten,29,27,870,.567,.531,.000,.353,,,,,,,,17.5,,callori01,rick-calloway-1
209,1987-88,Indiana,Big Ten,26,19,754,.513,.489,.008,.290,,,,,,,,14.1,,callori01,rick-calloway-1
210,1988-89,Kansas,Big 8,,,,,,,,,,,,,,,,,callori01,rick-calloway-1
211,1989-90,Kansas,Big 8,35,35,838,.591,.557,.052,.391,,,,,,,,17.1,,callori01,rick-calloway-1
212,1990-91,Texas,SWC,32,,599,.558,.510,.277,.408,,,,,,,,,,cambrde01,dexter-cambridge-1
213,1991-92,Texas,SWC,19,,540,.598,.581,.038,.400,,,,,,,,,,cambrde01,dexter-cambridge-1
214,1986-87,Clemson,ACC,31,3,534,.586,.554,.000,.435,,,,,,,,19.1,,campbel01,elden-campbell-1
215,1987-88,Clemson,ACC,28,27,808,.633,.629,.012,.426,,,,,,,,11.3,,campbel01,elden-campbell-1
216,1988-89,Clemson,ACC,29,25,814,.578,.552,.013,.370,,,,,,,,13.4,,campbel01,elden-campbell-1
217,1989-90,Clemson,ACC,35,30,1038,.543,.523,.002,.480,,,,,,,,14.9,,campbel01,elden-campbell-1
218,1987-88,Temple,A-10,33,0,399,.484,.491,.000,.545,,,,,,,,19.7,,causwdu01,duane-causwell-1
219,1988-89,Temple,A-10,30,30,1081,.553,.514,.004,.494,,,,,,,,11.8,,causwdu01,duane-causwell-1
220,1989-90,Temple,A-10,12,,416,.513,.486,.000,.486,,,,,,,,8.4,,causwdu01,duane-causwell-1
221,1988-89,Cal State Fullerton,Big West,29,29,986,.490,.457,.106,.319,,,,,,,,13.4,,cebalce01,cedric-ceballos-1
222,1989-90,Cal State Fullerton,Big West,29,28,1071,.547,.516,.189,.422,,,,,,,,13.1,,cebalce01,cedric-ceballos-1
223,1982-83,Gonzaga,WCAC,22,0,201,.480,,,.400,,,,,,,,20.9,,champmi01,mike-champion-1
224,1984-85,Gonzaga,WCAC,20,0,107,.484,,,.381,,,,,,,,7.5,,champmi01,mike-champion-1
225,1985-86,Gonzaga,WCAC,26,20,529,.452,,,.270,,,,,,,,18.1,,champmi01,mike-champion-1
226,1986-87,Gonzaga,WCAC,28,28,621,.483,.465,.021,.271,,,,,,,,15.6,,champmi01,mike-champion-1
227,1986-87,Kentucky,SEC,29,28,962,.549,.531,.451,.174,,,,,,,,14.2,,chapmre01,rex-chapman-1
228,1987-88,Kentucky,SEC,32,31,1108,.598,.573,.345,.221,,,,,,,,14.3,,chapmre01,rex-chapman-1
229,1984-85,Missouri,Big 8,32,28,1019,.584,,,.604,,,,,,,,16.6,,chievde01,derrick-chievous-1
230,1985-86,Missouri,Big 8,34,31,1091,.589,,,.536,,,,,,,,12.4,,chievde01,derrick-chievous-1
231,1986-87,Missouri,Big 8,34,34,1215,.617,.553,.063,.579,,,,,,,,12.1,,chievde01,derrick-chievous-1
232,1987-88,Missouri,Big 8,30,25,943,.583,.525,.069,.547,,,,,,,,10.2,,chievde01,derrick-chievous-1
233,1987-88,UNC,ACC,34,3,573,.595,.564,.009,.436,,,,,,,,22.5,,chilcpe01,pete-chilcutt-1
234,1988-89,UNC,ACC,37,13,750,.556,.544,.039,.259,,,,,,,,19.6,,chilcpe01,pete-chilcutt-1
235,1989-90,UNC,ACC,34,28,917,.552,.537,.117,.163,,,,,,,,19.9,,chilcpe01,pete-chilcutt-1
236,1990-91,UNC,ACC,35,33,937,.575,.546,.058,.262,,,,,,,,14.1,,chilcpe01,pete-chilcutt-1
237,1985-86,Boise State,Big Sky,28,,792,.488,.432,.117,.345,,,,,,,,25.1,,childch01,chris-childs-1
238,1986-87,Boise State,Big Sky,30,30,945,.568,.513,.337,.384,,,,,,,,15.4,,childch01,chris-childs-1
239,1987-88,Boise State,Big Sky,30,,944,.594,.551,.380,.301,,,,,,,,20.0,,childch01,chris-childs-1
240,1988-89,Boise State,Big Sky,30,,929,.583,.532,.403,.410,,,,,,,,20.7,,childch01,chris-childs-1
241,1989-90,Pepperdine,WCC,28,,687,.585,.539,.281,.587,,,,,,,,31.9,,chrisdo01,doug-christie-1
242,1990-91,Pepperdine,WCC,28,,913,.547,.490,.162,.466,,,,,,,,18.7,,chrisdo01,doug-christie-1
243,1991-92,Pepperdine,WCC,31,31,1058,.556,.510,.265,.426,,,,,,,,17.9,,chrisdo01,doug-christie-1
244,1986-87,Minnesota,Big Ten,28,27,736,.486,.464,.000,.229,,,,,,,,11.6,,cofferi01,richard-coffey-1
245,1987-88,Minnesota,Big Ten,28,28,823,.528,.512,.005,.351,,,,,,,,12.1,,cofferi01,richard-coffey-1
246,1988-89,Minnesota,Big Ten,23,22,615,.524,.507,.000,.219,,,,,,,,19.9,,cofferi01,richard-coffey-1
247,1989-90,Minnesota,Big Ten,30,28,866,.585,.571,.000,.261,,,,,,,,13.0,,cofferi01,richard-coffey-1
248,1986-87,Syracuse,Big East,38,38,1163,.591,.560,.000,.505,,,,,,,,14.9,,colemde01,derrick-coleman-1
249,1987-88,Syracuse,Big East,35,34,1133,.606,.588,.020,.640,,,,,,,,16.3,,colemde01,derrick-coleman-1
250,1988-89,Syracuse,Big East,37,36,1226,.610,.575,.020,.625,,,,,,,,14.8,,colemde01,derrick-coleman-1
251,1989-90,Syracuse,Big East,33,31,1166,.620,.572,.116,.747,,,,,,,,15.9,,colemde01,derrick-coleman-1
252,1985-86,Kansas State,Big 8,28,28,992,.549,,,.278,,,,,,,,6.9,,colemno01,norris-coleman-1
253,1986-87,Kansas State,Big 8,19,12,613,.552,.510,.043,.373,,,,,,,,8.5,,colemno01,norris-coleman-1
254,1986-87,Virginia Tech,Metro,28,18,752,.472,.412,.057,.445,,,,,,,,19.5,,colesbi01,bimbo-coles-1
255,1987-88,Virginia Tech,Metro,29,29,990,.522,.461,.114,.496,,,,,,,,11.9,,colesbi01,bimbo-coles-1
256,1988-89,Virginia Tech,Metro,27,27,924,.558,.512,.303,.366,,,,,,,,11.2,,colesbi01,bimbo-coles-1
257,1989-90,Virginia Tech,Metro,31,,1147,.494,.452,.315,.309,,,,,,,,11.3,,colesbi01,bimbo-coles-1
258,1983-84,DePaul,Ind,28,,716,.532,,,.481,,,,,,,,7.8,,comegda01,dallas-comegys-1
259,1984-85,DePaul,Ind,29,,730,.543,,,.504,,,,,,,,,,comegda01,dallas-comegys-1
260,1985-86,DePaul,Ind,30,24,924,.545,,,.502,,,,,,,,19.5,,comegda01,dallas-comegys-1
261,1986-87,DePaul,Ind,31,31,1053,.579,.532,.003,.503,,,,12.5,14.0,,8.3,18.3,26.9,comegda01,dallas-comegys-1
262,1986-87,Providence,Big East,34,0,487,.566,.448,.000,.802,,,,,,,,24.1,,conloma01,marty-conlon-1
263,1987-88,Providence,Big East,11,10,282,.607,.511,.034,.750,,,,,,,,26.5,,conloma01,marty-conlon-1
264,1988-89,Providence,Big East,29,,885,.587,.551,.143,.425,,,,,,,,21.0,,conloma01,marty-conlon-1
265,1989-90,Providence,Big East,29,,866,.591,.530,.177,.690,,,,,,,,16.9,,conloma01,marty-conlon-1
266,1985-86,Arizona,Pac-10,32,23,833,.537,,,.500,,,,,,,,15.8,,cookan01,anthony-cook-1
267,1986-87,Arizona,Pac-10,30,30,969,.494,.480,.000,.407,,,,,,,,15.5,,cookan01,anthony-cook-1
268,1987-88,Arizona,Pac-10,38,,1169,.646,.618,.003,.542,,,,,,,,11.3,,cookan01,anthony-cook-1
269,1988-89,Arizona,Pac-10,33,33,1066,.634,.629,.003,.440,,,,12.9,2.1,,6.2,9.3,22.5,cookan01,anthony-cook-1
270,1987-88,USC,Pac-10,27,,180,.396,.328,.281,.469,,,,,,,,42.6,,coopedu01,duane-cooper-1
271,1988-89,USC,Pac-10,32,,535,.484,.482,.360,.377,,,,,,,,33.3,,coopedu01,duane-cooper-1
272,1990-91,USC,Pac-10,29,,889,.578,.570,.561,.183,,,,,,,,25.8,,coopedu01,duane-cooper-1
273,1991-92,USC,Pac-10,30,30,1012,.631,.621,.588,.433,,,,,,,,18.6,,coopedu01,duane-cooper-1
274,1983-84,Marquette,Ind,30,19,661,.532,,,.413,,,,,,,,19.7,,copato01,tom-copa-1
