,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
275,1984-85,Marquette,Ind,31,19,758,.529,,,.409,,,,,,,,17.6,,copato01,tom-copa-1
276,1985-86,Marquette,Ind,30,8,543,.526,,,.481,,,,,,,,14.0,,copato01,tom-copa-1
277,1986-87,Marquette,Ind,29,22,661,.511,.505,.000,.263,,,,,,,,16.8,,copato01,tom-copa-1
278,1985-86,Georgia State,A-Sun,6,0,42,.544,,,.733,,,,,,,,9.0,,copella01,lanard-copeland-1
279,1986-87,Georgia State,A-Sun,27,18,563,.480,.463,.041,.180,,,,,,,,11.3,,copella01,lanard-copeland-1
280,1987-88,Georgia State,A-Sun,28,,654,.501,.486,.383,.121,,,,,,,,,,copella01,lanard-copeland-1
281,1988-89,Georgia State,A-Sun,28,20,779,.663,.535,.387,.261,,,,,,,,13.7,,copella01,lanard-copeland-1
282,1987-88,North Carolina State,ACC,32,21,788,.655,.592,.333,.600,,,,,,,,33.9,,corchch01,chris-corchiani-1
283,1988-89,North Carolina State,ACC,31,30,1015,.617,.551,.265,.603,,,,,,,,28.2,,corchch01,chris-corchiani-1
284,1989-90,North Carolina State,ACC,30,30,1125,.536,.474,.264,.383,,,,,,,,21.2,,corchch01,chris-corchiani-1
285,1990-91,North Carolina State,ACC,31,31,1169,.601,.541,.394,.475,,,,3.7,38.5,,0.2,22.1,20.7,corchch01,chris-corchiani-1
286,1987-88,Mississippi State,SEC,28,,449,.485,.438,.000,.259,,,,,,,,19.3,,courtjo01,joe-courtney-1
287,1988-89,Mississippi State,SEC,13,,101,.464,.400,.000,.486,,,,,,,,21.8,,courtjo01,joe-courtney-1
288,1990-91,Southern Miss,Metro,28,0,327,.476,.462,.000,.317,,,,,,,,19.0,,courtjo01,joe-courtney-1
289,1991-92,Southern Miss,Metro,29,19,710,.516,.486,.005,.305,,,,,,,,17.2,,courtjo01,joe-courtney-1
290,1983-84,Texas A&M,SWC,30,26,884,.560,,,.419,,,,,,,,22.8,,critewi01,winston-crite-1
291,1984-85,Texas A&M,SWC,30,30,1004,.590,,,.518,,,,,,,,18.3,,critewi01,winston-crite-1
292,1985-86,Texas A&M,SWC,32,,1046,.609,,,.469,,,,,,,,19.7,,critewi01,winston-crite-1
293,1986-87,Texas A&M,SWC,31,,1115,.586,.561,.003,.478,,,,,,,,13.1,,critewi01,winston-crite-1
294,1987-88,Virginia,ACC,31,12,717,.477,.442,.460,.534,,,,,,,,21.2,,crottjo01,john-crotty-1
295,1988-89,Virginia,ACC,33,33,1143,.547,.506,.362,.547,,,,,,,,19.1,,crottjo01,john-crotty-1
296,1989-90,Virginia,ACC,32,32,1176,.521,.471,.484,.476,,,,,,,,19.1,,crottjo01,john-crotty-1
297,1990-91,Virginia,ACC,33,33,1138,.549,.501,.343,.373,,,,,,,,15.2,,crottjo01,john-crotty-1
298,1986-87,Georgia Southern,A-Sun,31,,594,.542,.509,,.388,,,,,,,,,,currymi01,michael-curry-1
299,1987-88,Georgia Southern,A-Sun,31,,836,.565,.546,.040,.338,,,,,,,,,,currymi01,michael-curry-1
300,1988-89,Georgia Southern,A-Sun,29,,1014,.572,.534,.014,.493,,,,,,,,,,currymi01,michael-curry-1
301,1989-90,Georgia Southern,A-Sun,28,,926,.674,.621,.011,.644,,,,,,,,,,currymi01,michael-curry-1
302,1986-87,UTEP,WAC,28,1,240,.378,.344,.000,.938,,,,,,,,19.2,,davisan01,antonio-davis-1
303,1987-88,UTEP,WAC,30,30,907,.587,.590,.000,.628,,,,,,,,19.1,,davisan01,antonio-davis-1
304,1988-89,UTEP,WAC,32,30,1014,.570,.542,.003,.729,,,,,,,,11.4,,davisan01,antonio-davis-1
305,1989-90,UTEP,WAC,32,32,991,.560,.520,.004,.721,,,,,,,,15.2,,davisan01,antonio-davis-1
306,1988-89,Duke,ACC,29,0,245,.434,.385,.000,1.019,,,,7.6,11.8,,0.3,27.3,19.1,davisbr02,brian-davis-1
307,1989-90,Duke,ACC,37,0,531,.528,.477,.000,.731,,,,8.2,8.2,,0.8,17.8,17.1,davisbr02,brian-davis-1
308,1990-91,Duke,ACC,39,11,903,.521,.458,.022,.535,,,,,,,,17.3,,davisbr02,brian-davis-1
309,1991-92,Duke,ACC,36,34,1111,.552,.495,.134,.529,,,,9.0,9.7,,0.7,12.7,17.6,davisbr02,brian-davis-1
310,1987-88,Clemson,ACC,29,21,714,.532,.532,.000,.520,,,,,,,,13.7,,davisda01,dale-davis-1
311,1988-89,Clemson,ACC,29,14,736,.672,.670,.000,.661,,,,,,,,10.6,,davisda01,dale-davis-1
312,1989-90,Clemson,ACC,35,34,1077,.626,.625,.003,.649,,,,,,,,11.4,,davisda01,dale-davis-1
313,1990-91,Clemson,ACC,28,28,971,.549,.532,.006,.571,,,,,,,,12.6,,davisda01,dale-davis-1
314,1988-89,Delaware State,MEAC,19,,,.555,.525,.583,.403,,,,,,,,18.0,,davisem01,emanual-davis-1
315,1989-90,Delaware State,MEAC,28,,,.605,.564,.533,.486,,,,,,,,,,davisem01,emanual-davis-1
316,1990-91,Delaware State,MEAC,25,24,838,.608,.566,.323,.497,,,,,,,,18.8,,davisem01,emanual-davis-1
317,1988-89,UNC,ACC,35,0,248,.576,.535,.151,.360,,,,,,,,10.6,,davishu01,hubert-davis-1
318,1989-90,UNC,ACC,34,6,725,.572,.534,.446,.297,,,,,,,,9.8,,davishu01,hubert-davis-1
319,1990-91,UNC,ACC,35,20,851,.658,.625,.424,.314,,,,,,,,9.4,,davishu01,hubert-davis-1
320,1991-92,UNC,ACC,33,30,1095,.638,.598,.418,.357,,,,3.8,8.4,,0.6,7.5,24.3,davishu01,hubert-davis-1
321,1987-88,Florida State,Metro,30,,904,.576,.541,.013,.389,,,,,,,,,,dawsoto01,tony-dawson-1
322,1988-89,Florida State,Metro,30,30,1036,.587,.555,.180,.348,,,,,,,,12.8,,dawsoto01,tony-dawson-1
323,1988-89,Arkansas,SWC,32,13,741,.541,.498,.274,.418,,,,,,,,15.7,,dayto01,todd-day-1
324,1989-90,Arkansas,SWC,35,34,1008,.600,.564,.364,.379,,,,,,,,12.7,,dayto01,todd-day-1
325,1990-91,Arkansas,SWC,38,37,1121,.569,.530,.323,.377,,,,,,,,12.5,,dayto01,todd-day-1
326,1991-92,Arkansas,SEC,22,22,711,.614,.581,.383,.366,,,,,,,,13.2,,dayto01,todd-day-1
327,1984-85,North Carolina State,ACC,19,0,125,.611,,,1.095,,,,,,,,30.5,,delnevi01,vinny-del-negro-1
328,1985-86,North Carolina State,ACC,17,0,139,.412,,,.367,,,,,,,,18.5,,delnevi01,vinny-del-negro-1
329,1986-87,North Carolina State,ACC,35,21,918,.603,.561,.268,.264,,,,,,,,13.7,,delnevi01,vinny-del-negro-1
330,1987-88,North Carolina State,ACC,32,32,1093,.603,.558,.215,.342,,,,,,,,10.2,,delnevi01,vinny-del-negro-1
331,1987-88,Maryland,ACC,29,29,813,.613,.600,.000,.292,,,,,,,,18.7,,delebi01,bison-dele-1
332,1989-90,Arizona,Pac-10,32,27,693,.592,.553,.004,.468,,,,,,,,14.3,,delebi01,bison-dele-1
333,1990-91,Arizona,Pac-10,35,,878,.635,.619,,.467,,,,,,,,15.9,,delebi01,bison-dele-1
334,1984-85,Wyoming,WAC,29,,1064,.529,,,.421,,,,,,,,,,dembofe01,fennis-dembo-1
335,1985-86,Wyoming,WAC,34,,1169,.581,,,.383,,,,,,,,,,dembofe01,fennis-dembo-1
336,1986-87,Wyoming,WAC,34,,1236,.626,.595,.392,.365,,,,,,,,16.0,,dembofe01,fennis-dembo-1
337,1987-88,Wyoming,WAC,32,,1076,.613,.552,.412,.502,,,,,,,,,,dembofe01,fennis-dembo-1
338,1988-89,Pacific,Big West,28,17,583,.473,.444,.447,.196,,,,,,,,18.0,,dempsde01,dell-demps-1
339,1989-90,Pacific,Big West,29,,993,.594,.564,.368,.408,,,,,,,,15.1,,dempsde01,dell-demps-1
340,1990-91,Pacific,Big West,28,,977,.564,.544,.430,.305,,,,,,,,14.7,,dempsde01,dell-demps-1
341,1991-92,Pacific,Big West,30,29,1044,.593,.567,.520,.405,,,,,,,,14.0,,dempsde01,dell-demps-1
342,1985-86,Charlotte,Sun Belt,28,0,219,.449,,,.120,,,,,,,,,,dinkiby01,byron-dinkins-1
343,1986-87,Charlotte,Sun Belt,32,25,966,.491,.465,.415,.233,,,,,,,,14.3,,dinkiby01,byron-dinkins-1
344,1987-88,Charlotte,Sun Belt,29,29,919,.590,.565,.240,.297,,,,,,,,15.7,,dinkiby01,byron-dinkins-1
345,1988-89,Charlotte,Sun Belt,29,29,966,.499,.477,.284,.245,,,,,,,,15.1,,dinkiby01,byron-dinkins-1
346,1983-84,Providence,Big East,28,17,446,.417,,,.309,,,,,,,,29.7,,donovbi01,billy-donovan-1
347,1984-85,Providence,Big East,29,10,327,.489,,,.172,,,,,,,,27.7,,donovbi01,billy-donovan-1
348,1985-86,Providence,Big East,31,,964,.559,,,.363,,,,,,,,18.1,,donovbi01,billy-donovan-1
349,1986-87,Providence,Big East,34,34,1234,.606,.539,.507,.505,,,,,,,,15.8,,donovbi01,billy-donovan-1
350,1985-86,Syracuse,Big East,27,0,307,.641,,,.473,,,,,,,,22.5,,douglsh01,sherman-douglas-1
351,1986-87,Syracuse,Big East,38,38,1240,.589,.549,.106,.438,,,,,,,,17.8,,douglsh01,sherman-douglas-1
352,1987-88,Syracuse,Big East,35,34,1195,.563,.535,.124,.350,,,,,,,,19.0,,douglsh01,sherman-douglas-1
353,1988-89,Syracuse,Big East,38,38,1348,.597,.585,.213,.349,,,,,,,,19.3,,douglsh01,sherman-douglas-1
354,1985-86,South Carolina,Metro,17,16,581,.521,,,.330,,,,,,,,17.6,,doziete01,terry-dozier-1
355,1986-87,South Carolina,Metro,29,28,1090,.548,.499,.067,.332,,,,,,,,14.6,,doziete01,terry-dozier-1
356,1987-88,South Carolina,Metro,28,,905,.535,.513,.098,.290,,,,,,,,,,doziete01,terry-dozier-1
357,1988-89,South Carolina,Metro,30,,966,.512,.458,.070,.394,,,,,,,,,,doziete01,terry-dozier-1
358,1983-84,Yale,Ivy,26,19,498,.470,,,.619,,,,,,,,19.3,,dudlech02,chris-dudley-1
359,1984-85,Yale,Ivy,26,26,795,.465,,,.415,,,,,,,,18.1,,dudlech02,chris-dudley-1
360,1985-86,Yale,Ivy,26,26,756,.533,,,.524,,,,,,,,15.9,,dudlech02,chris-dudley-1
361,1986-87,Yale,Ivy,24,24,749,.565,.569,.000,.610,,,,,,,,13.2,,dudlech02,chris-dudley-1
362,1987-88,Oklahoma State,Big 8,30,26,937,.585,.546,.005,.414,,,,,,,,20.1,,dumasri02,richard-dumas-1
363,1988-89,Oklahoma State,Big 8,28,28,850,.475,.454,.051,.260,,,,,,,,14.9,,dumasri02,richard-dumas-1
364,1989-90,Oklahoma State,Big 8,12,7,276,.568,.549,.027,.389,,,,,,,,20.3,,dumasri02,richard-dumas-1
365,1985-86,Colorado State,WAC,28,17,499,.465,,,.486,,,,,,,,17.8,,durhapa01,pat-durham-1
366,1986-87,Colorado State,WAC,29,,1067,.590,.555,.006,.592,,,,,,,,16.3,,durhapa01,pat-durham-1
367,1987-88,Colorado State,WAC,35,,1287,.545,.502,.006,.496,,,,,,,,12.9,,durhapa01,pat-durham-1
368,1988-89,Colorado State,WAC,33,,1244,.597,.525,.011,.775,,,,,,,,15.1,,durhapa01,pat-durham-1
369,1986-87,New Orleans,Ind,28,27,902,.546,.523,.328,.221,,,,,,,,13.1,,eacklle01,ledell-eackles-1
370,1987-88,New Orleans,ASC,31,,982,.583,.527,.164,.453,,,,,,,,11.8,,eacklle01,ledell-eackles-1
371,1987-88,Arkansas State,ASC,26,0,160,.549,.511,.000,.426,,,,,,,,21.0,,eddiepa01,patrick-eddie-1
372,1988-89,Arkansas State,ASC,5,,47,.408,.444,.000,.333,,,,,,,,,,eddiepa01,patrick-eddie-1
373,1989-90,Ole Miss,SEC,24,4,482,.447,.435,.006,.308,,,,,,,,13.4,,eddiepa01,patrick-eddie-1
374,1990-91,Ole Miss,SEC,28,19,558,.472,.438,.000,.382,,,,,,,,12.3,,eddiepa01,patrick-eddie-1
375,1986-87,East Carolina,CAA,28,26,876,.589,.563,.013,.292,,,,,,,,18.1,,edwarbl01,blue-edwards-1
376,1988-89,East Carolina,CAA,29,29,987,.608,.574,.095,.378,,,,,,,,12.6,,edwarbl01,blue-edwards-1
377,1987-88,Indiana,Big Ten,23,15,598,.613,.564,.430,.297,,,,,,,,13.1,,edwarja02,jay-edwards-1
378,1988-89,Indiana,Big Ten,34,33,1122,.614,.562,.393,.430,,,,,,,,15.7,,edwarja02,jay-edwards-1
379,1986-87,DePaul,Ind,31,30,1060,.588,.560,.105,.227,,,,8.4,16.5,,0.6,10.0,19.6,edwarke01,kevin-edwards-1
380,1987-88,DePaul,Ind,30,,999,.591,.563,.136,.257,,,,,,,,13.6,,edwarke01,kevin-edwards-1
381,1985-86,Arizona,Pac-10,32,32,1079,.537,,,.434,,,,,,,,12.8,,elliose01,sean-elliott-1
382,1986-87,Arizona,Pac-10,30,30,1046,.592,.550,.217,.402,,,,,,,,17.1,,elliose01,sean-elliott-1
383,1987-88,Arizona,Pac-10,38,,1249,.656,.615,.189,.482,,,,,,,,15.1,,elliose01,sean-elliott-1
384,1988-89,Arizona,Pac-10,33,33,1125,.608,.547,.306,.470,,,,12.2,22.1,,0.6,14.6,30.0,elliose01,sean-elliott-1
385,1988-89,Notre Dame,Ind,27,25,819,.583,.565,.004,.274,,,,,,,,16.1,,ellisla01,laphonso-ellis-1
386,1989-90,Notre Dame,Ind,22,,712,.555,.516,.027,.525,,,,,,,,,,ellisla01,laphonso-ellis-1
387,1990-91,Notre Dame,Ind,15,,495,.629,.599,.108,.516,,,,,,,,,,ellisla01,laphonso-ellis-1
388,1991-92,Notre Dame,Ind,33,,1194,.647,.636,.025,.539,,,,,,,,16.9,,ellisla01,laphonso-ellis-1
389,1987-88,Kentucky,SEC,28,8,386,.476,.462,.000,.396,,,,,,,,14.3,,ellisle02,leron-ellis-1
390,1988-89,Kentucky,SEC,32,30,1006,.552,.519,.005,.426,,,,10.5,13.7,,3.3,12.5,27.6,ellisle02,leron-ellis-1
391,1989-90,Syracuse,Big East,32,28,682,.478,.469,.086,.309,,,,,,,,9.9,,ellisle02,leron-ellis-1
392,1990-91,Syracuse,Big East,32,32,929,.529,.507,.014,.425,,,,,,,,11.6,,ellisle02,leron-ellis-1
393,1985-86,Louisville,Metro,39,39,1194,.577,,,.348,,,,,,,,12.0,,ellispe01,pervis-ellison-1
394,1986-87,Louisville,Metro,31,31,952,.569,.533,.000,.401,,,,,,,,18.9,,ellispe01,pervis-ellison-1
395,1987-88,Louisville,Metro,35,,1175,.628,.602,.005,.540,,,,,,,,12.9,,ellispe01,pervis-ellison-1
396,1988-89,Louisville,Metro,31,30,1014,.626,.615,.003,.382,,,,,,,,16.3,,ellispe01,pervis-ellison-1
397,1984-85,UC-Irvine,PCAA,30,8,572,.460,,,.298,,,,,,,,22.7,,englewa01,wayne-englestad-1
398,1985-86,UC-Irvine,PCAA,30,,597,.514,,,.500,,,,,,,,,,englewa01,wayne-englestad-1
399,1986-87,UC-Irvine,PCAA,28,,793,.544,,,.371,,,,,,,,,,englewa01,wayne-englestad-1
400,1987-88,UC-Irvine,PCAA,30,,955,.610,,,.470,,,,,,,,,,englewa01,wayne-englestad-1
401,1988-89,South Carolina,Metro,28,,376,.453,.431,.108,.284,,,,,,,,,,englijo01,jo-jo-english-1
402,1989-90,South Carolina,Metro,27,,951,.560,.544,.284,.338,,,,,,,,,,englijo01,jo-jo-english-1
403,1990-91,South Carolina,Metro,33,33,1073,.568,.536,.355,.332,,,,,,,,15.5,,englijo01,jo-jo-english-1
404,1991-92,South Carolina,SEC,27,25,891,.510,.492,.365,.270,,,,,,,,,,englijo01,jo-jo-english-1
405,1983-84,Alabama,SEC,12,0,59,.348,,,.542,,,,,,,,14.2,,farmeji01,jim-farmer-1
406,1984-85,Alabama,SEC,33,10,700,.482,,,.349,,,,,,,,16.5,,farmeji01,jim-farmer-1
407,1985-86,Alabama,SEC,33,,1101,.554,,,.350,,,,,,,,14.2,,farmeji01,jim-farmer-1
408,1986-87,Alabama,SEC,33,33,1084,.564,.508,.221,.316,,,,,,,,12.5,,farmeji01,jim-farmer-1
409,1987-88,San Jose State,PCAA,14,,108,.370,.342,.026,.289,,,,,,,,,,farmeto01,tony-farmer-1
410,1988-89,San Jose State,Big West,16,7,339,.507,.468,.009,.495,,,,,,,,,,farmeto01,tony-farmer-1
411,1990-91,Nebraska,Big 8,34,21,844,.552,.493,.105,.686,,,,,,,,13.8,,farmeto01,tony-farmer-1
412,1986-87,Houston,SWC,30,30,892,.488,.464,.061,.177,,,,,,,,12.3,,ferrero01,rolando-ferreira-1
413,1987-88,Houston,SWC,31,,992,.572,.547,.006,.329,,,,,,,,10.5,,ferrero01,rolando-ferreira-1
414,1984-85,Georgia Tech,ACC,32,28,802,.521,,,.422,,,,10.3,16.8,,0.3,13.4,,ferredu01,duane-ferrell-1
415,1985-86,Georgia Tech,ACC,34,33,1068,.622,,,.315,,,,,,,,17.6,,ferredu01,duane-ferrell-1
416,1986-87,Georgia Tech,ACC,29,29,1058,.575,.527,.039,.357,,,,,,,,15.5,,ferredu01,duane-ferrell-1
417,1987-88,Georgia Tech,ACC,32,32,1051,.578,.537,.032,.405,,,,,,,,15.0,,ferredu01,duane-ferrell-1
418,1985-86,Duke,ACC,40,21,912,.494,,,.434,,,,14.7,9.7,,0.7,22.4,15.4,ferryda01,danny-ferry-1
419,1986-87,Duke,ACC,33,33,1094,.530,.482,.164,.285,,,,14.5,23.7,,1.4,20.5,23.5,ferryda01,danny-ferry-1
420,1987-88,Duke,ACC,35,35,1138,.559,.513,.210,.314,,,,13.4,22.5,,1.8,14.4,27.5,ferryda01,danny-ferry-1
421,1988-89,Duke,ACC,35,35,1163,.593,.561,.184,.336,,,,12.7,26.0,,1.4,14.7,29.6,ferryda01,danny-ferry-1
422,1988-89,North Carolina-Wilmington,CAA,6,,50,.540,.583,.000,.333,,,,,,,,30.2,,fishma01,matt-fish-1
423,1989-90,North Carolina-Wilmington,CAA,28,15,525,.560,.568,.000,.438,,,,,,,,21.7,,fishma01,matt-fish-1
424,1990-91,North Carolina-Wilmington,CAA,28,24,647,.569,.551,.000,.406,,,,,,,,14.2,,fishma01,matt-fish-1
425,1991-92,North Carolina-Wilmington,CAA,28,,865,.646,.646,.000,.408,,,,,,,,15.5,,fishma01,matt-fish-1
426,1986-87,UCLA,Pac-10,31,0,441,.503,.500,.000,.295,,,,,,,,19.9,,fostegr01,greg-foster-1
427,1987-88,UCLA,Pac-10,11,11,292,.513,.527,.000,.500,,,,,,,,20.8,,fostegr01,greg-foster-1
428,1988-89,UTEP,WAC,26,24,728,.510,.481,.004,.342,,,,,,,,17.0,,fostegr01,greg-foster-1
429,1989-90,UTEP,WAC,32,30,837,.512,.462,.007,.313,,,,,,,,14.5,,fostegr01,greg-foster-1
430,1987-88,UNC,ACC,34,3,371,.628,.644,.096,.319,,,,,,,,27.5,,foxri01,rick-fox-1
431,1988-89,UNC,ACC,37,17,829,.640,.606,.102,.371,,,,,,,,20.9,,foxri01,rick-fox-1
432,1989-90,UNC,ACC,34,30,981,.630,.612,.411,.262,,,,,,,,19.8,,foxri01,rick-fox-1
433,1990-91,UNC,ACC,35,32,999,.567,.526,.431,.303,,,,,,,,16.4,,foxri01,rick-fox-1
434,1983-84,Western Kentucky,Sun Belt,27,11,505,.384,,,.298,,,,,,,,22.5,,frankte01,tellis-frank-1
435,1984-85,Western Kentucky,Sun Belt,27,24,597,.468,,,.291,,,,,,,,15.1,,frankte01,tellis-frank-1
436,1985-86,Western Kentucky,Sun Belt,30,6,612,.578,,,.524,,,,,,,,18.0,,frankte01,tellis-frank-1
437,1986-87,Western Kentucky,Sun Belt,38,38,1250,.547,.518,.000,.323,,,,,,,,13.1,,frankte01,tellis-frank-1
438,1983-84,UCLA,Pac-10,24,4,273,.565,,,.800,,,,,,,,24.2,,gaineco01,corey-gaines-1
439,1984-85,UCLA,Pac-10,32,8,519,.524,,,.500,,,,,,,,32.0,,gaineco01,corey-gaines-1
440,1985-86,UCLA,Pac-10,22,5,378,.516,,,.370,,,,,,,,21.6,,gaineco01,corey-gaines-1
441,1987-88,Loyola Marymount,WCAC,31,31,853,.602,.576,.229,.496,,,,,,,,21.9,,gaineco01,corey-gaines-1
442,1987-88,Creighton,MVC,32,,914,.531,.521,.000,.208,,,,,,,,15.5,,gallach01,chad-gallagher-1
443,1988-89,Creighton,MVC,27,12,796,.587,.568,.010,.347,,,,,,,,11.1,,gallach01,chad-gallagher-1
444,1989-90,Creighton,MVC,33,33,1111,.580,.555,.018,.320,,,,,,,,14.6,,gallach01,chad-gallagher-1
445,1990-91,Creighton,MVC,32,32,1114,.617,.572,.026,.418,,,,,,,,18.1,,gallach01,chad-gallagher-1
446,1985-86,Iowa,Big Ten,30,1,260,.489,,,.132,,,,,,,,19.9,,gamblke01,kevin-gamble-1
447,1986-87,Iowa,Big Ten,35,33,867,.606,.586,.255,.332,,,,,,,,11.8,,gamblke01,kevin-gamble-1
448,1986-87,Indiana,Big Ten,34,33,952,.558,.542,.000,.319,,,,,,,,10.6,,garrede01,dean-garrett-1
449,1987-88,Indiana,Big Ten,29,28,957,.568,.535,.000,.413,,,,,,,,7.6,,garrede01,dean-garrett-1
450,1984-85,Rhode Island,A-10,28,15,739,.549,,,.684,,,,,,,,24.5,,garrito01,tom-garrick-1
451,1985-86,Rhode Island,A-10,27,22,623,.538,,,.489,,,,,,,,22.0,,garrito01,tom-garrick-1
452,1986-87,Rhode Island,A-10,30,30,1037,.527,.477,.131,.314,,,,,,,,14.5,,garrito01,tom-garrick-1
453,1987-88,Rhode Island,A-10,35,32,1241,.558,.517,.111,.310,,,,,,,,12.3,,garrito01,tom-garrick-1
454,1988-89,Old Dominion,Sun Belt,27,,839,.638,.616,.000,.461,,,,,,,,14.2,,gatlich01,chris-gatling-1
455,1989-90,Old Dominion,Sun Belt,26,,822,.604,.580,.000,.501,,,,,,,,14.7,,gatlich01,chris-gatling-1
456,1990-91,Old Dominion,Sun Belt,32,30,1002,.644,.620,.002,.610,,,,,,,,14.7,,gatlich01,chris-gatling-1
457,1988-89,Seton Hall,Big East,38,37,1240,.666,.650,.662,.338,,,,,,,,17.3,,gazean01,andrew-gaze-1
458,1987-88,Auburn,SEC,30,,597,.537,.513,.000,.321,,,,,,,,26.0,,geigema01,matt-geiger-1
459,1988-89,Auburn,SEC,28,,807,.544,.504,.012,.457,,,,,,,,18.2,,geigema01,matt-geiger-1
460,1990-91,Georgia Tech,ACC,27,24,711,.569,.549,.013,.308,,,,,,,,16.6,,geigema01,matt-geiger-1
461,1991-92,Georgia Tech,ACC,35,35,952,.634,.611,.007,.441,,,,,,,,17.2,,geigema01,matt-geiger-1
462,1986-87,UConn,Big East,26,25,962,.451,.389,.117,.360,,,,,,,,19.0,,georgta01,tate-george-1
463,1987-88,UConn,Big East,34,,1111,.589,.520,.100,.513,,,,,,,,21.2,,georgta01,tate-george-1
464,1988-89,UConn,Big East,31,,863,.509,.438,.056,.511,,,,,,,,24.3,,georgta01,tate-george-1
465,1989-90,UConn,Big East,37,37,1090,.542,.503,.159,.362,,,,,,,,16.4,,georgta01,tate-george-1
466,1986-87,Illinois,Big Ten,31,0,345,.527,.482,.012,.639,,,,,,,,17.5,,gillke01,kendall-gill-1
467,1987-88,Illinois,Big Ten,33,23,946,.547,.509,.254,.327,,,,,,,,18.8,,gillke01,kendall-gill-1
468,1988-89,Illinois,Big Ten,24,18,681,.635,.614,.314,.220,,,,,,,,12.9,,gillke01,kendall-gill-1
469,1989-90,Illinois,Big Ten,29,29,1000,.575,.527,.156,.415,,,,,,,,12.5,,gillke01,kendall-gill-1
470,1986-87,Georgetown,Big East,32,27,228,.570,.578,.000,.644,,,,,,,,18.1,,gillebe01,ben-gillery-1
471,1987-88,Georgetown,Big East,20,13,191,.505,.529,.000,.471,,,,,,,,17.8,,gillebe01,ben-gillery-1
472,1988-89,Ole Miss,SEC,30,30,1070,.594,.565,.178,.328,,,,,,,,11.0,,glassge01,gerald-glass-1
473,1989-90,Ole Miss,SEC,30,30,1108,.556,.529,.210,.255,,,,,,,,12.5,,glassge01,gerald-glass-1
474,1985-86,Evansville,MW Coll,2,0,16,.268,,,.143,,,,,,,,11.8,,godfrda01,dan-godfread-1
475,1986-87,Evansville,MW Coll,23,16,440,.550,.541,.000,.229,,,,,,,,18.3,,godfrda01,dan-godfread-1
476,1987-88,Evansville,MW Coll,29,,849,.622,.607,.000,.345,,,,,,,,,,godfrda01,dan-godfread-1
477,1988-89,Evansville,MW Coll,31,30,909,.646,.628,.000,.397,,,,,,,,13.0,,godfrda01,dan-godfread-1
478,1989-90,Evansville,MW Coll,17,17,546,.622,.593,.009,.414,,,,,,,,7.8,,godfrda01,dan-godfread-1
479,1986-87,Oklahoma,Big 8,34,34,1052,.588,.558,.439,.424,,,,5.2,26.0,,0.5,25.2,17.5,graceri01,ricky-grace-1
480,1987-88,Oklahoma,Big 8,38,,1301,.569,.551,.561,.233,,,,,,,,17.9,,graceri01,ricky-grace-1
481,1985-86,Ohio,MAC,29,,757,.526,,,.340,,,,,,,,,,grahapa01,paul-graham-1
482,1986-87,Ohio,MAC,22,18,664,.525,.491,.100,.279,,,,,,,,13.3,,grahapa01,paul-graham-1
483,1987-88,Ohio,MAC,30,27,860,.599,.554,.022,.443,,,,,,,,12.7,,grahapa01,paul-graham-1
484,1988-89,Ohio,MAC,29,,943,.604,.544,.107,.503,,,,,,,,,,grahapa01,paul-graham-1
485,1982-83,UC-Irvine,PCAA,28,,464,.540,,,.516,,,,,,,,,,grandro01,ron-grandison-1
486,1983-84,UC-Irvine,PCAA,29,,394,.553,,,.549,,,,,,,,,,grandro01,ron-grandison-1
487,1985-86,New Orleans,Ind,28,,934,.528,,,.446,,,,,,,,,,grandro01,ron-grandison-1
488,1986-87,New Orleans,Ind,30,,1059,.572,.528,.003,.681,,,,,,,,,,grandro01,ron-grandison-1
489,1984-85,Michigan,Big Ten,30,29,950,.577,,,.195,,,,,,,,19.6,,grantga01,gary-grant-1
490,1985-86,Michigan,Big Ten,33,0,1010,.522,,,.224,,,,,,,,19.8,,grantga01,gary-grant-1
491,1986-87,Michigan,Big Ten,32,32,1088,.596,.568,.128,.266,,,,,,,,14.6,,grantga01,gary-grant-1
492,1987-88,Michigan,Big Ten,34,34,1190,.610,.573,.195,.329,,,,,,,,20.3,,grantga01,gary-grant-1
493,1984-85,Clemson,ACC,28,4,418,.513,,,.339,,,,,,,,9.1,,grantha01,harvey-grant-1
494,1985-86,Oklahoma,Big 8,,,,,,,,,,,,,,,,,grantha01,harvey-grant-1
495,1986-87,Oklahoma,Big 8,34,34,1165,.570,.534,.002,.382,,,,14.8,6.0,,1.5,8.4,20.2,grantha01,harvey-grant-1
496,1987-88,Oklahoma,Big 8,39,,1339,.572,.549,.022,.242,,,,,,,,7.5,,grantha01,harvey-grant-1
497,1983-84,Clemson,ACC,28,9,551,.570,,,.358,,,,,,,,19.5,,grantho01,horace-grant-1
498,1984-85,Clemson,ACC,29,26,703,.574,,,.429,,,,,,,,15.4,,grantho01,horace-grant-1
499,1985-86,Clemson,ACC,34,31,1099,.621,,,.542,,,,,,,,13.0,,grantho01,horace-grant-1
500,1986-87,Clemson,ACC,31,28,1010,.674,.658,.005,.500,,,,,,,,12.2,,grantho01,horace-grant-1
