,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,id
3876,1973-74,22,PHI,NBA,SG,25,436,10.5,.441,,.371,1.5,9.0,5.1,13.5,1.3,0.2,,,,-0.5,0.2,-0.3,-0.028,,-3.6,-2.8,-6.3,-0.5,collido01
3877,1974-75,23,PHI,NBA,SG,81,2820,16.4,.549,,.341,3.7,7.7,5.7,11.8,1.8,0.3,,,,5.7,2.0,7.7,.131,,2.0,-0.9,1.2,2.2,collido01
3878,,24,PHI,NBA,SG,77,2995,16.7,.575,,.372,4.1,5.8,5.0,9.6,1.6,0.4,,,,8.2,1.9,10.0,.161,,2.4,-0.9,1.5,2.7,collido01
3879,,25,PHI,NBA,SG,58,2037,16.7,.569,,.304,3.3,6.1,4.8,19.6,1.5,0.4,,,,4.6,1.6,6.2,.145,,2.1,-1.2,0.9,1.5,collido01
3880,,26,PHI,NBA,SG,79,2770,16.9,.568,,.269,3.3,5.0,4.2,16.9,2.0,0.5,15.5,22.1,,5.6,2.0,7.6,.132,,2.3,-1.3,1.0,2.1,collido01
3881,,27,PHI,NBA,SG,47,1595,16.0,.555,,.344,2.4,5.5,4.0,17.6,1.5,0.7,13.7,23.4,,2.6,1.6,4.2,.125,,0.9,-1.4,-0.5,0.6,collido01
3882,1979-80,28,PHI,NBA,SG,36,963,13.6,.533,.002,.302,3.4,6.8,5.2,15.1,1.5,0.4,15.0,22.7,,0.9,1.0,1.9,.094,,-1.0,-1.5,-2.5,-0.1,collido01
3883,1980-81,29,PHI,NBA,SG,12,329,13.1,.533,.000,.230,2.1,7.1,4.8,17.6,1.0,0.7,13.7,19.7,,0.3,0.4,0.7,.105,,-1.1,-1.1,-2.2,0.0,collido01
3884,1997-98,24,LAC,NBA,SG,23,103,15.3,.482,.364,.255,7.7,7.8,7.7,5.4,3.0,2.0,11.6,29.8,,0.0,0.0,0.0,.008,,-1.1,-4.1,-5.2,-0.1,collija01
3885,2001-02,23,UTA,NBA,C,70,1440,11.5,.532,.003,.528,11.5,13.3,12.4,6.6,1.1,1.2,11.7,15.0,,2.3,1.0,3.3,.111,,-0.5,-0.8,-1.3,0.2,collija03
3886,2002-03,24,UTA,NBA,C,22,421,8.2,.530,.012,.721,9.6,7.8,8.6,5.2,0.6,1.1,14.4,14.5,,0.5,0.2,0.7,.078,,-1.4,-1.4,-2.8,-0.1,collija03
3887,2003-04,25,UTA,NBA,C,81,1732,11.1,.587,.003,.888,8.3,14.5,11.3,7.5,0.8,0.9,16.1,13.1,,3.1,1.1,4.2,.117,,-0.5,-0.6,-1.1,0.4,collija03
3888,2004-05,26,UTA,NBA,C,50,961,8.0,.509,.006,.758,7.2,14.2,10.6,9.8,0.6,0.5,14.0,11.7,,0.9,0.3,1.1,.057,,-1.9,-0.7,-2.6,-0.2,collija03
3889,2005-06,27,UTA,NBA,C,79,1730,11.0,.551,.000,.782,9.3,14.1,11.7,9.1,1.1,1.3,13.9,11.7,,2.5,1.4,3.9,.107,,-1.0,0.3,-0.7,0.6,collija03
3890,2006-07,28,UTA,NBA,C,82,913,8.0,.494,.000,.488,9.5,13.3,11.4,9.5,0.7,0.7,15.2,12.0,,0.7,0.6,1.3,.067,,-2.0,-0.2,-2.2,-0.1,collija03
3891,2007-08,29,UTA,NBA,C,70,702,6.1,.515,.012,.902,7.0,13.1,10.1,6.8,0.7,0.7,16.1,8.7,,0.5,0.5,1.0,.070,,-2.3,0.1,-2.2,0.0,collija03
3892,2008-09,30,UTA,NBA,C,26,201,5.8,.502,.000,.314,11.9,10.1,11.0,4.9,0.5,0.4,18.4,10.9,,0.1,0.1,0.2,.047,,-2.9,-1.0,-3.9,-0.1,collija03
3893,2009-10,31,PHO,NBA,C,34,261,3.7,.405,.000,.806,10.1,16.4,13.4,2.9,0.4,0.8,19.2,8.8,,-0.1,0.1,0.1,.010,,-3.9,-0.3,-4.2,-0.1,collija03
3894,2010-11,32,TOT,NBA,C,28,181,1.6,.374,.000,.476,9.1,6.4,7.9,1.5,1.1,0.4,21.6,8.1,,-0.1,0.1,-0.1,-0.016,,-5.4,-0.8,-6.2,-0.2,collija03
3895,2010-11,32,LAC,NBA,C,23,157,1.8,.438,.000,.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,,-0.1,0.1,0.0,.000,,-5.5,-0.5,-6.0,-0.2,collija03
3896,2010-11,32,POR,NBA,C,5,24,0.0,.167,.000,.000,34.2,0.0,17.8,5.9,0.0,0.0,25.0,15.6,,-0.1,0.0,-0.1,-0.124,,-4.7,-2.7,-7.4,0.0,collija03
3897,2001-02,23,NJN,NBA,C,77,1407,10.7,.500,.007,.590,10.5,13.6,12.0,8.4,1.1,2.4,17.1,13.5,,1.0,2.0,3.0,.104,,-2.5,1.6,-0.9,0.4,collija04
3898,2002-03,24,NJN,NBA,C,81,1900,9.9,.521,.012,.698,8.2,13.9,11.1,6.9,1.3,1.7,16.1,12.5,,1.7,3.0,4.7,.119,,-2.3,1.8,-0.6,0.7,collija04
3899,2003-04,25,NJN,NBA,C,78,2220,10.0,.497,.005,.479,7.6,13.6,10.6,10.8,1.6,1.9,17.3,11.9,,1.4,3.5,4.9,.105,,-2.6,2.6,0.0,1.1,collija04
3900,2004-05,26,NJN,NBA,C,80,2542,8.6,.471,.013,.463,7.1,16.1,11.5,6.7,1.5,2.3,14.4,11.7,,0.2,3.7,3.9,.073,,-3.8,2.7,-1.1,0.6,collija04
3901,2005-06,27,NJN,NBA,C,71,1895,5.5,.425,.046,.328,5.7,15.6,10.6,5.7,1.3,1.7,16.9,9.0,,-0.9,2.9,2.0,.051,,-5.1,3.0,-2.1,0.0,collija04
3902,2006-07,28,NJN,NBA,PF,80,1844,3.0,.408,.013,.841,5.8,14.4,10.1,3.5,1.1,1.6,26.1,7.1,,-1.3,1.9,0.6,.015,,-5.5,2.1,-3.5,-0.7,collija04
3903,2007-08,29,TOT,NBA,C,74,1172,3.4,.481,.009,.655,6.2,11.1,8.7,3.1,1.0,1.6,24.8,7.4,,-0.5,0.6,0.1,.005,,-5.1,0.5,-4.6,-0.8,collija04
3904,2007-08,29,NJN,NBA,C,43,684,2.0,.430,.000,.667,5.9,9.2,7.5,4.0,0.8,0.9,24.8,6.2,,-0.3,0.3,0.0,-0.002,,-5.3,0.5,-4.8,-0.5,collija04
3905,2007-08,29,MEM,NBA,C,31,488,5.4,.528,.017,.644,6.6,13.9,10.2,1.7,1.2,2.5,24.8,9.2,,-0.2,0.3,0.1,.015,,-4.8,0.6,-4.2,-0.3,collija04
3906,2008-09,30,MIN,NBA,C,31,422,3.3,.346,.000,.400,7.5,12.1,9.7,3.7,1.1,2.4,12.7,10.1,,-0.4,0.3,-0.2,-0.018,,-5.7,0.9,-4.8,-0.3,collija04
3907,2009-10,31,ATL,NBA,C,24,115,0.9,.335,.043,.087,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,,-0.2,0.1,-0.1,-0.044,,-6.7,0.0,-6.7,-0.1,collija04
3908,2010-11,32,ATL,NBA,C,49,593,5.4,.539,.014,.577,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,,0.1,0.5,0.6,.049,,-4.4,0.5,-3.9,-0.3,collija04
3909,2011-12,33,ATL,NBA,C,30,308,3.7,.418,.000,.375,4.6,13.6,9.1,4.6,0.7,0.7,17.7,8.6,,-0.2,0.3,0.2,.025,,-5.6,0.5,-5.1,-0.2,collija04
3910,2012-13,34,TOT,NBA,C,38,384,3.0,.476,.000,1.103,6.9,11.3,9.2,2.9,1.6,2.1,29.5,7.5,,-0.1,0.5,0.4,.045,,-5.3,1.9,-3.4,-0.1,collija04
3911,2012-13,34,BOS,NBA,C,32,330,3.0,.511,.000,1.304,7.8,10.8,9.3,2.5,1.6,1.4,30.7,7.5,,-0.1,0.4,0.3,.049,,-4.8,1.4,-3.5,-0.1,collija04
3912,2012-13,34,WAS,NBA,C,6,54,2.9,.291,.000,.333,2.0,14.5,8.2,5.2,1.9,5.9,22.5,7.5,,-0.1,0.1,0.0,.016,,-8.4,5.3,-3.1,0.0,collija04
3913,2013-14,35,BRK,NBA,C,22,172,4.1,.485,.125,.167,4.9,8.3,6.6,3.5,2.4,0.5,21.4,8.9,,-0.1,0.1,0.1,.017,,-4.1,0.5,-3.6,-0.1,collija04
3914,2017-18,20,ATL,NBA,PF,74,1785,18.3,.620,.086,.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,,3.4,2.0,5.4,.145,,-0.2,1.9,1.7,1.7,collijo01
3915,2006-07,22,NYK,NBA,SF,52,777,9.2,.445,.206,.360,4.3,11.5,8.0,17.4,2.2,0.3,17.8,18.8,,-0.6,0.6,0.0,.002,,-3.1,-0.5,-3.7,-0.3,collima01
3916,2007-08,23,NYK,NBA,SG,46,634,5.9,.378,.183,.217,3.3,10.4,6.7,21.4,2.0,1.0,22.6,17.5,,-1.4,0.3,-1.0,-0.079,,-5.7,-0.5,-6.2,-0.7,collima01
3917,2008-09,24,TOT,NBA,PG-SG,48,890,9.5,.470,.126,.186,3.9,10.1,6.9,19.8,1.8,0.8,17.8,16.6,,-0.5,0.4,-0.1,-0.003,,-3.6,-0.7,-4.2,-0.5,collima01
3918,2008-09,24,NYK,NBA,SG,9,75,5.0,.371,.130,.391,2.8,9.1,5.8,19.3,1.3,0.0,15.6,18.5,,-0.2,0.0,-0.1,-0.077,,-6.6,-2.1,-8.7,-0.1,collima01
3919,2008-09,24,LAC,NBA,PG,39,815,9.9,.481,.125,.165,4.0,10.2,7.0,19.9,1.9,0.9,18.1,16.4,,-0.3,0.4,0.1,.004,,-3.3,-0.6,-3.8,-0.4,collima01
3920,2009-10,25,LAC,NBA,SG,43,470,5.7,.404,.133,.164,3.2,9.2,6.2,14.1,2.5,0.2,18.9,16.3,,-0.8,0.3,-0.5,-0.049,,-5.7,-0.4,-6.2,-0.5,collima01
3921,2010-11,23,CHA,NBA,PG,20,66,3.6,.334,.400,.040,0.0,9.2,4.6,19.6,1.6,0.0,13.6,20.9,,-0.2,0.0,-0.2,-0.121,,-6.9,-3.3,-10.2,-0.1,collish01
3922,2017-18,20,POR,NBA,C,66,1045,7.5,.475,.391,.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,,-0.7,1.3,0.6,.030,,-4.1,0.9,-3.2,-0.3,colliza01
3923,2017-18,26,DAL,NBA,SF,32,480,10.0,.433,.172,.404,7.2,18.0,12.4,16.4,1.8,1.7,17.1,13.3,,-0.1,0.5,0.5,.046,,-4.0,2.2,-1.8,0.0,colliky01
3924,2009-10,22,NOH,NBA,PG,76,2109,16.5,.546,.146,.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,,1.9,1.1,2.9,.067,,0.2,-1.9,-1.7,0.2,collida01
3925,2010-11,23,IND,NBA,PG,79,2360,15.6,.534,.143,.267,1.9,8.6,5.3,28.9,1.9,0.4,16.6,21.9,,2.1,2.2,4.3,.087,,0.2,-0.9,-0.7,0.8,collida01
3926,2011-12,24,IND,NBA,PG,60,1878,13.6,.526,.180,.293,1.8,9.3,5.6,24.9,1.4,0.6,16.2,17.0,,2.3,1.5,3.8,.098,,0.5,-0.8,-0.3,0.8,collida01
3927,2012-13,25,DAL,NBA,PG,81,2372,16.3,.575,.188,.380,1.5,8.7,5.1,26.8,2.2,0.3,17.0,19.6,,4.0,1.7,5.6,.114,,1.1,-0.9,0.2,1.3,collida01
3928,2013-14,26,LAC,NBA,PG,80,2069,16.2,.575,.272,.323,2.6,7.3,5.0,21.9,2.2,0.6,14.3,19.7,,3.8,2.0,5.9,.136,,1.4,-0.4,1.0,1.6,collida01
3929,2014-15,27,SAC,NBA,PG,45,1565,17.5,.575,.293,.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,,3.0,0.8,3.8,.116,,2.8,-1.3,1.5,1.4,collida01
3930,2015-16,28,SAC,NBA,PG,74,2219,15.9,.591,.280,.291,1.4,6.8,4.1,21.7,1.6,0.1,12.9,19.2,,4.5,0.7,5.2,.113,,1.8,-2.2,-0.4,0.9,collida01
3931,2016-17,29,SAC,NBA,PG,68,2063,15.3,.570,.245,.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,.091,,0.8,-2.3,-1.5,0.3,collida01
3932,2017-18,30,IND,NBA,PG,69,2018,18.8,.610,.321,.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,,5.8,1.8,7.6,.181,,3.1,-1.0,2.2,2.1,collida01
3933,2004-05,24,SEA,NBA,C,82,1396,15.0,.570,.008,.333,13.7,19.2,16.5,3.9,1.3,2.8,13.3,15.5,,2.7,1.2,3.9,.135,,0.0,0.3,0.3,0.8,collini01
3934,2005-06,25,SEA,NBA,PF,66,1448,14.0,.556,.008,.287,11.8,19.0,15.4,8.1,0.8,1.9,14.8,16.1,,2.2,0.1,2.3,.075,,-0.1,-1.0,-1.1,0.3,collini01
3935,2006-07,26,SEA,NBA,C,82,2378,14.2,.546,.003,.313,11.4,22.2,16.8,5.4,1.1,2.1,14.5,16.2,,2.8,1.8,4.6,.093,,-1.1,0.3,-0.8,0.7,collini01
3936,2007-08,27,SEA,NBA,PF,78,2223,15.0,.537,.003,.261,12.5,23.3,17.9,7.9,1.1,1.9,14.2,16.2,,2.2,2.3,4.5,.098,,-0.9,1.5,0.6,1.4,collini01
3937,2008-09,28,OKC,NBA,C,71,1831,14.8,.599,.005,.318,11.2,19.7,15.4,5.8,1.4,2.0,13.0,13.5,,3.0,2.0,5.0,.130,,-0.5,1.0,0.6,1.2,collini01
3938,2009-10,29,OKC,NBA,C,75,1557,13.1,.616,.013,.346,11.5,16.7,14.2,3.7,1.2,2.3,15.0,12.1,,2.6,2.2,4.7,.146,,-0.6,1.2,0.6,1.0,collini01
3939,2010-11,30,OKC,NBA,C,71,1524,10.8,.600,.000,.302,9.5,14.6,12.1,6.7,1.4,1.5,16.7,9.8,,2.1,1.5,3.6,.113,,-0.3,1.4,1.0,1.2,collini01
3940,2011-12,31,OKC,NBA,PF,63,1307,12.1,.622,.005,.308,11.1,12.7,12.0,9.3,1.3,1.6,21.1,10.0,,2.3,1.2,3.5,.130,,0.9,1.3,2.2,1.4,collini01
3941,2012-13,32,OKC,NBA,C,81,1583,13.6,.624,.014,.264,9.6,14.2,12.1,11.3,1.7,1.4,17.3,11.5,,3.2,2.1,5.2,.158,,1.0,1.4,2.4,1.8,collini01
3942,2013-14,33,OKC,NBA,PF,81,1353,11.8,.599,.071,.386,10.2,14.1,12.2,10.9,1.1,1.7,20.1,11.6,,2.0,1.6,3.6,.128,,-0.5,1.1,0.6,0.9,collini01
3943,2014-15,34,OKC,NBA,PF,66,1101,11.2,.485,.237,.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,,1.0,1.2,2.2,.097,,-1.1,1.2,0.1,0.6,collini01
3944,2015-16,35,OKC,NBA,PF,59,699,7.7,.498,.018,.303,11.2,15.2,13.3,9.6,1.1,1.7,28.8,10.6,,0.1,0.7,0.8,.053,,-2.5,1.3,-1.2,0.1,collini01
3945,2016-17,36,OKC,NBA,PF,20,128,12.9,.622,.043,.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,,0.3,0.1,0.4,.145,,-1.8,0.0,-1.8,0.0,collini01
3946,2017-18,37,OKC,NBA,PF,15,75,13.2,.627,.000,.684,10.0,19.9,14.8,8.2,0.0,0.0,22.1,18.2,,0.1,0.0,0.1,.064,,-3.5,-2.9,-6.5,-0.1,collini01
3947,2000-01,25,TOT,NBA,PG,13,44,6.8,.291,.208,.167,5.4,10.2,7.7,38.7,1.2,0.0,7.2,28.8,,-0.1,0.0,-0.1,-0.106,,-3.0,-3.3,-6.3,0.0,colsose01
3948,2000-01,25,ATL,NBA,PG,3,14,-10.6,.000,.200,.000,0.0,24.0,11.9,29.4,0.0,0.0,28.6,22.3,,-0.1,0.0,-0.1,-0.465,,-17.5,-1.6,-19.0,-0.1,colsose01
3949,2000-01,25,HOU,NBA,PG,10,30,14.9,.361,.211,.211,7.9,3.8,5.8,43.0,1.8,0.0,0.0,31.9,,0.0,0.0,0.0,.062,,3.8,-4.1,-0.3,0.0,colsose01
3950,1984-85,22,POR,NBA,PG,78,1462,12.5,.520,.155,.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,,0.9,1.4,2.3,.076,,-0.7,-0.9,-1.6,0.2,coltest01
3951,1985-86,23,POR,NBA,PG,81,1868,12.7,.528,.139,.275,2.5,8.3,5.4,18.0,2.8,0.3,14.7,16.6,,1.6,1.7,3.3,.085,,-0.4,-0.1,-0.5,0.7,coltest01
3952,1986-87,24,TOT,NBA,PG,70,1322,11.6,.477,.043,.270,2.0,7.3,4.7,22.1,2.1,0.5,13.6,16.4,,0.6,1.1,1.7,.061,,-2.2,-1.4,-3.6,-0.5,coltest01
3953,1986-87,24,CHI,NBA,PG,27,473,9.8,.412,.063,.275,2.1,8.1,5.0,26.5,2.0,0.8,16.7,17.0,,-0.3,0.4,0.2,.019,,-4.0,-1.3,-5.3,-0.4,coltest01
3954,1986-87,24,PHI,NBA,PG,43,849,12.6,.514,.031,.267,1.9,6.9,4.5,19.6,2.2,0.4,11.8,16.0,,0.9,0.6,1.5,.084,,-1.2,-1.5,-2.7,-0.1,coltest01
3955,1987-88,25,TOT,NBA,PG,68,1513,12.8,.501,.023,.215,4.3,8.6,6.4,24.4,2.0,0.5,15.4,15.6,,1.2,1.4,2.6,.081,,-0.3,0.1,-0.2,0.7,coltest01
3956,1987-88,25,PHI,NBA,PG,12,152,8.1,.421,.000,.225,5.3,8.4,6.9,24.1,2.0,0.0,20.0,15.3,,-0.1,0.1,0.0,.004,,-3.4,-1.3,-4.7,-0.1,coltest01
3957,1987-88,25,WSB,NBA,PG,56,1361,13.4,.509,.025,.214,4.1,8.6,6.4,24.5,2.0,0.6,14.9,15.6,,1.3,1.3,2.5,.090,,0.0,0.3,0.3,0.8,coltest01
3958,1988-89,26,WSB,NBA,PG,80,1425,14.1,.503,.055,.365,4.6,9.6,7.0,21.2,2.3,0.6,10.8,16.7,,1.8,1.3,3.1,.105,,-0.1,0.0,-0.1,0.7,coltest01
3959,1989-90,27,WSB,NBA,PG,73,977,15.9,.533,.017,.320,6.0,13.5,9.7,19.9,2.3,0.6,10.1,15.8,,1.7,1.0,2.7,.134,,0.2,0.2,0.4,0.6,coltest01
3960,1990-91,28,SAC,NBA,PG,19,251,9.5,.480,.250,.179,2.2,9.7,5.9,21.3,2.2,0.3,15.4,12.4,,0.1,0.2,0.3,.051,,-3.0,-0.8,-3.9,-0.1,coltest01
3961,1994-95,32,CLE,NBA,PG,57,752,11.3,.489,.207,.420,2.1,7.9,4.9,22.3,2.3,0.6,15.2,15.1,,0.4,1.0,1.4,.087,,-2.5,-0.2,-2.7,-0.1,coltest01
3962,1968-69,22,DLC,ABA,PG,72,2241,14.1,.534,.268,.454,,,4.0,10.8,,,13.2,20.3,,4.0,1.0,5.1,.108,,,,,,combsgl01
3963,,23,DLC,ABA,PG,84,3260,16.0,.545,.251,.372,,,3.9,14.3,,,14.6,22.2,,6.9,1.7,8.6,.127,,,,,,combsgl01
3964,,24,TOT,ABA,SG,86,3204,15.0,.541,.153,.398,,,3.9,14.8,,,13.7,20.9,,5.6,3.1,8.7,.130,,,,,,combsgl01
3965,,24,TEX,ABA,SG,42,1605,13.9,.530,.187,.394,,,3.5,14.9,,,14.0,20.6,,2.3,1.1,3.3,.100,,,,,,combsgl01
3966,,24,UTS,ABA,SG,44,1599,16.1,.552,.119,.402,,,4.3,14.6,,,13.4,21.2,,3.3,2.0,5.3,.159,,,,,,combsgl01
3967,,25,UTS,ABA,SG,84,2906,13.7,.544,.229,.343,1.7,4.9,3.4,14.0,,,13.0,19.4,,4.7,2.0,6.7,.111,,,,,,combsgl01
3968,1972-73,26,UTS,ABA,SG,50,1488,11.4,.535,.250,.353,1.5,3.9,2.8,12.4,,,12.7,18.6,,1.7,1.0,2.7,.086,,,,,,combsgl01
3969,1973-74,27,TOT,ABA,PG-SG,76,1986,13.3,.517,.211,.305,2.4,5.1,3.8,21.7,1.3,0.3,15.6,19.4,,2.4,0.1,2.5,.061,,0.5,-3.0,-2.5,-0.3,combsgl01
3970,1973-74,27,UTS,ABA,SG,37,617,14.1,.514,.274,.323,3.2,5.7,4.5,16.2,1.3,0.7,13.4,22.2,,0.7,0.2,0.9,.070,,0.5,-3.4,-2.9,-0.1,combsgl01
3971,1973-74,27,MMT,ABA,PG,39,1369,13.0,.519,.176,.295,2.1,4.8,3.5,24.1,1.3,0.1,16.8,18.2,,1.7,-0.1,1.6,.057,,0.5,-2.9,-2.3,-0.1,combsgl01
3972,1974-75,28,VIR,ABA,SG,13,190,10.0,.482,.313,.403,2.7,3.4,3.0,17.3,1.0,0.6,16.9,20.2,,0.0,0.0,0.0,.010,,-2.0,-3.6,-5.6,-0.2,combsgl01
3973,1983-84,23,IND,NBA,SF,48,446,13.5,.537,.018,.558,4.7,9.1,6.9,12.4,2.4,2.3,18.5,23.0,,-0.2,0.6,0.4,.041,,-3.3,-0.1,-3.3,-0.1,combsle01
3974,1987-88,23,NJN,NBA,PF,75,1122,9.5,.487,.003,.413,5.4,17.5,11.3,8.6,1.6,3.8,21.3,20.5,,-1.6,1.3,-0.3,-0.012,,-5.8,1.3,-4.6,-0.7,comegda01
3975,1988-89,24,SAS,NBA,PF,67,1119,11.9,.532,.006,.472,10.5,12.5,11.5,3.7,1.7,3.4,17.1,17.3,,0.3,1.1,1.4,.060,,-3.0,0.1,-2.9,-0.3,comegda01
3976,2007-08,20,MEM,NBA,PG,53,1381,12.6,.502,.206,.278,1.7,9.7,5.6,25.3,1.6,0.1,15.2,18.8,,0.6,0.5,1.1,.038,,-1.1,-1.8,-3.0,-0.3,conlemi01
3977,2008-09,21,MEM,NBA,PG,82,2508,14.3,.548,.297,.270,1.2,12.5,6.8,23.7,1.9,0.3,14.9,17.9,,2.7,1.9,4.5,.086,,0.5,-0.7,-0.2,1.1,conlemi01
3978,2009-10,22,MEM,NBA,PG,80,2569,13.9,.526,.255,.225,1.4,7.3,4.3,24.8,2.2,0.4,15.7,18.4,,2.6,1.3,4.0,.074,,0.7,-1.4,-0.7,0.8,conlemi01
3979,2010-11,23,MEM,NBA,PG,81,2872,15.9,.521,.228,.259,1.3,9.0,5.1,28.0,2.6,0.5,14.2,19.4,,3.4,3.2,6.6,.111,,1.4,-0.1,1.3,2.4,conlemi01
3980,2011-12,24,MEM,NBA,PG,62,2174,16.8,.523,.232,.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,,3.6,2.8,6.4,.141,,1.8,0.1,1.9,2.1,conlemi01
3981,2012-13,25,MEM,NBA,PG,80,2757,18.3,.549,.312,.300,1.8,7.9,4.8,29.5,3.4,0.7,15.1,21.0,,5.1,4.7,9.9,.172,,3.1,1.1,4.1,4.3,conlemi01
3982,2013-14,26,MEM,NBA,PG,73,2446,20.0,.545,.283,.268,2.0,8.4,5.2,30.1,2.4,0.4,11.5,24.6,,5.5,2.7,8.2,.161,,4.1,-0.7,3.4,3.3,conlemi01
3983,2014-15,27,MEM,NBA,PG,70,2225,18.6,.558,.314,.282,1.5,9.2,5.4,28.0,2.1,0.5,13.6,23.7,,4.2,2.7,6.8,.147,,3.2,-0.5,2.7,2.6,conlemi01
3984,2015-16,28,MEM,NBA,PG,56,1761,19.4,.538,.309,.329,1.6,9.3,5.3,32.7,2.0,0.8,9.5,22.4,,4.2,1.1,5.3,.145,,3.7,-1.9,1.7,1.7,conlemi01
3985,2016-17,29,MEM,NBA,PG,69,2292,23.2,.604,.415,.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,,7.5,2.5,10.0,.209,,6.5,-0.8,5.7,4.5,conlemi01
3986,2017-18,30,MEM,NBA,PG,12,373,15.4,.520,.458,.393,0.0,8.6,4.2,22.2,1.6,0.8,8.4,25.9,,0.4,0.2,0.6,.077,,1.2,-3.5,-2.3,0.0,conlemi01
3987,1991-92,24,SEA,NBA,C,45,381,9.3,.521,.000,.317,9.8,11.1,10.4,4.3,1.2,1.2,19.0,15.7,,0.0,0.2,0.3,.037,,-3.0,-1.3,-4.3,-0.2,conloma01
3988,1992-93,25,SAC,NBA,C,46,467,15.9,.530,.023,.474,11.0,18.6,14.6,11.7,1.3,0.7,11.9,20.5,,0.6,0.4,1.0,.105,,-0.8,-1.3,-2.1,0.0,conloma01
3989,1993-94,26,TOT,NBA,C,30,579,15.0,.619,.012,.321,10.4,16.6,13.5,8.7,0.8,0.9,14.9,16.3,,1.2,0.3,1.4,.120,,0.5,-1.4,-1.0,0.2,conloma01
3990,1993-94,26,CHH,NBA,C,16,378,16.7,.648,.009,.349,10.2,15.6,13.0,10.9,0.7,1.1,15.5,16.8,,0.9,0.2,1.1,.145,,1.6,-0.7,0.9,0.3,conloma01
3991,1993-94,26,WSB,NBA,C,14,201,11.8,.559,.018,.268,10.9,18.4,14.5,4.5,1.0,0.3,13.8,15.5,,0.3,0.1,0.3,.073,,-1.8,-2.7,-4.5,-0.1,conloma01
3992,1994-95,27,MIL,NBA,C,82,2064,13.6,.556,.045,.300,9.1,16.0,12.4,9.0,1.1,0.6,14.4,18.3,,2.0,1.2,3.1,.073,,-0.9,-1.0,-1.9,0.1,conloma01
3993,1995-96,28,MIL,NBA,C,74,958,12.2,.526,.092,.336,7.3,15.5,11.3,11.7,1.1,0.9,17.4,21.7,,0.1,0.5,0.6,.028,,-2.6,-1.7,-4.3,-0.6,conloma01
3994,1996-97,29,BOS,NBA,C,74,1614,12.8,.542,.022,.377,8.5,15.1,11.5,10.1,1.4,0.8,17.1,17.0,,1.3,0.5,1.8,.053,,-1.9,-1.1,-3.1,-0.4,conloma01
3995,1997-98,30,MIA,NBA,C,18,209,17.2,.541,.000,.710,9.3,16.3,12.9,9.8,2.4,1.7,11.9,20.6,,0.4,0.4,0.8,.177,,-0.9,0.9,0.0,0.1,conloma01
3996,1998-99,31,MIA,NBA,C,7,35,-3.3,.288,.000,.154,3.7,12.9,8.6,4.9,0.0,2.1,17.8,23.8,,-0.2,0.0,-0.1,-0.194,,-12.7,-2.4,-15.1,-0.1,conloma01
3997,1999-00,32,LAC,NBA,C,3,9,9.6,.500,.000,.000,12.0,12.8,12.4,0.0,0.0,0.0,0.0,9.9,,0.0,0.0,0.0,.060,,-3.9,-6.5,-10.3,0.0,conloma01
3998,2015-16,23,POR,NBA,SG,34,143,4.6,.352,.429,.102,8.3,15.9,12.1,9.9,0.7,0.0,16.3,18.7,,-0.3,0.1,-0.2,-0.076,,-5.8,-2.4,-8.2,-0.2,connapa01
3999,2016-17,24,POR,NBA,SG,39,316,11.8,.645,.458,.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,,0.4,0.2,0.6,.090,,-0.9,-1.6,-2.5,0.0,connapa01
4000,2017-18,25,POR,NBA,SG,82,1488,9.3,.539,.538,.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,,1.2,1.3,2.5,.080,,-0.9,-0.4,-1.3,0.3,connapa01
4001,1975-76,22,KEN,ABA,SG,24,240,12.2,.537,.035,.337,4.9,6.3,5.6,21.3,2.1,1.1,24.5,20.8,,0.0,0.2,0.3,.053,,-2.0,-0.5,-2.5,0.0,conneji01
4002,1982-83,23,GSW,NBA,PG,75,1416,14.0,.523,.013,.373,5.1,12.0,8.4,21.9,3.8,0.3,21.9,12.5,,1.2,1.5,2.7,.092,,-0.3,1.6,1.3,1.2,connele01
