,season,age,team_id,lg_id,pos,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,id
0,1990-91,22,POR,NBA,PF,43,290,13.1,.499,.000,.379,10.4,23.4,17.0,5.8,0.7,2.5,14.0,22.1,,0.0,0.5,0.5,.079,,-4.2,-0.7,-5.0,-0.2,abdelal01
1,1991-92,23,POR,NBA,PF,71,934,13.5,.533,.000,.280,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,,0.6,1.5,2.1,.110,,-3.0,-0.9,-3.9,-0.5,abdelal01
2,1992-93,24,TOT,NBA,PF,75,1311,13.2,.551,.002,.245,11.0,18.1,14.6,3.0,1.0,1.2,15.6,20.5,,0.7,1.3,2.0,.074,,-2.3,-1.9,-4.2,-0.7,abdelal01
3,1992-93,24,MIL,NBA,PF,12,159,11.9,.508,.018,.286,8.6,18.3,13.4,9.5,1.9,1.6,17.1,20.5,,0.0,0.2,0.1,.035,,-3.7,-0.5,-4.3,-0.1,abdelal01
4,1992-93,24,BOS,NBA,PF,63,1152,13.4,.557,.000,.240,11.3,18.1,14.8,2.2,0.8,1.2,15.4,20.5,,0.7,1.2,1.9,.079,,-2.1,-2.1,-4.1,-0.6,abdelal01
5,1993-94,25,BOS,NBA,PF,13,159,9.2,.485,.000,.455,8.5,24.2,16.3,2.7,0.6,1.2,20.5,22.6,,-0.2,0.1,-0.1,-0.032,,-7.1,-3.1,-10.2,-0.3,abdelal01
6,1994-95,26,TOT,NBA,PF,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,.027,,-4.6,-1.7,-6.3,-0.6,abdelal01
7,1994-95,26,SAC,NBA,PF,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4,abdelal01
8,1994-95,26,PHI,NBA,PF,3,30,-12.5,.091,.000,.000,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,,-0.3,0.0,-0.3,-0.466,,-21.1,-6.9,-28.0,-0.2,abdelal01
9,,22,MIL,NBA,C,82,3534,22.5,.552,,.410,,,,13.1,,,,,,9.3,4.5,13.8,.187,,,,,,abdulka01
10,,23,MIL,NBA,C,82,3288,29.0,.606,,.370,,,18.9,12.2,,,,,,17.0,5.3,22.3,.326,,,,,,abdulka01
11,,24,MIL,NBA,C,81,3583,29.9,.603,,.363,,,18.1,16.1,,,,,,18.3,7.1,25.4,.340,,,,,,abdulka01
12,,25,MIL,NBA,C,76,3254,28.5,.580,,.260,,,18.2,17.9,,,,,,14.4,7.5,21.9,.322,,,,,,abdulka01
13,,26,MIL,NBA,C,81,3548,24.4,.564,,.239,8.8,23.9,16.9,16.1,1.4,4.0,,,,10.6,7.9,18.4,.250,,4.9,3.6,8.5,9.4,abdulka01
14,,27,MIL,NBA,C,65,2747,26.4,.550,,.269,7.6,26.4,17.3,16.7,1.1,4.0,,,,8.1,4.8,12.9,.225,,5.9,2.2,8.0,7.0,abdulka01
15,,28,LAL,NBA,C,82,3379,27.2,.567,,.368,8.0,30.5,19.6,19.4,1.6,4.9,,,,9.8,7.2,17.0,.242,,6.2,4.0,10.2,10.5,abdulka01
16,,29,LAL,NBA,C,82,3016,27.8,.608,,.350,9.2,27.2,18.4,16.8,1.5,4.4,,,,11.9,5.9,17.8,.283,,7.7,3.0,10.8,9.7,abdulka01
17,1977-78,30,LAL,NBA,C,62,2265,29.2,.589,,.290,8.7,26.8,18.1,18.3,2.1,4.1,13.3,27.0,,7.7,4.4,12.1,.257,,5.5,3.6,9.0,6.3,abdulka01
18,,31,LAL,NBA,C,80,3157,25.5,.612,,.352,7.6,26.7,17.6,18.9,1.1,5.0,15.3,23.3,,8.8,5.6,14.4,.219,,3.9,3.9,7.8,7.8,abdulka01
19,,32,LAL,NBA,C,82,3143,25.3,.639,.001,.344,7.2,22.2,15.4,16.5,1.2,4.6,15.7,24.1,,9.5,5.3,14.8,.227,,4.0,2.7,6.7,6.8,abdulka01
20,,33,LAL,NBA,C,80,2976,25.5,.616,.001,.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,,9.6,4.6,14.3,.230,,3.9,1.4,5.3,5.4,abdulka01
21,,34,LAL,NBA,C,76,2677,23.4,.608,.002,.340,7.3,19.1,13.4,11.9,1.1,4.1,13.3,25.6,,6.9,3.9,10.7,.192,,2.9,1.4,4.3,4.2,abdulka01
22,,35,LAL,NBA,C,79,2554,23.6,.619,.002,.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,,8.0,2.9,10.9,.205,,3.6,0.3,3.8,3.8,abdulka01
23,,36,LAL,NBA,C,80,2622,21.3,.608,.001,.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,,5.9,3.1,8.9,.163,,2.4,0.4,2.8,3.2,abdulka01
24,,37,LAL,NBA,C,79,2630,22.9,.628,.001,.327,7.7,18.2,13.5,13.1,1.1,3.3,12.5,24.3,,7.6,3.6,11.2,.204,,3.6,1.3,4.9,4.6,abdulka01
25,,38,LAL,NBA,C,79,2629,22.7,.603,.001,.328,6.0,14.2,10.3,15.7,1.2,2.7,11.7,26.6,,7.6,3.2,10.8,.197,,3.7,0.8,4.5,4.3,abdulka01
26,,39,LAL,NBA,C,78,2441,17.9,.597,.003,.345,7.4,15.8,11.9,11.6,0.9,2.2,14.0,22.1,,4.5,3.0,7.5,.148,,1.2,0.4,1.6,2.2,abdulka01
27,,40,LAL,NBA,C,80,2308,15.8,.570,.001,.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,,2.6,2.7,5.3,.111,,-0.8,0.2,-0.6,0.8,abdulka01
28,,41,LAL,NBA,C,74,1695,12.9,.511,.005,.250,7.3,14.2,11.0,6.1,1.1,2.9,11.5,20.1,,0.9,2.0,2.9,.082,,-2.3,0.0,-2.3,-0.1,abdulka01
29,1990-91,21,DEN,NBA,PG,67,1505,12.2,.448,.099,.097,1.9,6.0,3.8,19.2,1.5,0.1,9.5,27.2,,-0.7,-0.3,-1.0,-0.031,,-1.7,-4.4,-6.1,-1.6,abdulma02
30,1991-92,22,DEN,NBA,PG,81,1538,12.6,.469,.111,.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,,-0.2,0.8,0.6,.018,,-1.7,-3.5,-5.2,-1.3,abdulma02
31,1992-93,23,DEN,NBA,PG,81,2710,15.6,.515,.140,.165,2.0,6.8,4.4,20.8,1.5,0.2,11.0,25.5,,3.0,2.2,5.1,.091,,1.1,-2.1,-1.0,0.7,abdulma02
32,1993-94,24,DEN,NBA,PG,80,2617,16.7,.521,.104,.179,1.2,5.8,3.6,24.1,1.6,0.2,9.9,24.9,,4.4,2.4,6.8,.125,,1.6,-2.1,-0.6,0.9,abdulma02
33,1994-95,25,DEN,NBA,PG,73,2082,17.8,.543,.214,.155,1.9,5.9,3.9,23.0,1.9,0.3,10.0,25.8,,3.8,1.3,5.0,.115,,2.2,-2.8,-0.6,0.7,abdulma02
34,1995-96,26,DEN,NBA,PG,57,2029,18.6,.535,.324,.164,1.5,6.4,3.9,34.7,1.6,0.1,10.1,25.1,,4.4,1.1,5.5,.131,,4.3,-3.1,1.1,1.6,abdulma02
35,1996-97,27,SAC,NBA,PG,75,2131,13.2,.524,.266,.147,0.9,5.9,3.3,15.8,1.4,0.2,10.8,23.2,,2.0,0.7,2.7,.060,,-0.2,-3.4,-3.5,-0.8,abdulma02
36,1997-98,28,SAC,NBA,PG,31,530,10.5,.405,.114,.059,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,,-0.5,0.2,-0.3,-0.025,,-3.4,-3.7,-7.1,-0.7,abdulma02
37,2000-01,31,VAN,NBA,PG,41,486,16.7,.514,.057,.118,1.2,4.7,2.9,32.7,1.0,0.1,9.1,26.8,,0.7,0.0,0.7,.070,,0.8,-5.3,-4.5,-0.3,abdulma02
38,1997-98,23,SAC,NBA,SG,59,959,10.1,.456,.053,.350,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,,-0.8,0.6,-0.2,-0.008,,-4.2,-1.7,-5.9,-0.9,abdulta01
39,1998-99,24,SAC,NBA,SG,49,1205,11.8,.486,.052,.334,6.3,9.9,8.1,6.5,2.1,0.8,13.0,19.0,,0.5,0.9,1.4,.058,,-2.4,-0.4,-2.8,-0.2,abdulta01
40,1999-00,25,TOT,NBA,SG,61,1578,13.6,.477,.036,.299,7.0,13.1,10.0,10.0,1.8,1.2,12.7,22.5,,0.4,1.8,2.2,.068,,-1.6,0.1,-1.5,0.2,abdulta01
41,1999-00,25,ORL,NBA,SG,46,1205,14.4,.484,.041,.293,7.0,14.6,10.8,9.7,2.2,0.9,13.0,23.3,,0.4,1.6,2.0,.082,,-1.3,0.4,-0.8,0.4,abdulta01
42,1999-00,25,DEN,NBA,SG,15,373,10.8,.448,.015,.321,6.9,8.2,7.6,11.0,0.8,2.2,11.3,19.7,,0.0,0.2,0.2,.023,,-2.8,-1.0,-3.8,-0.2,abdulta01
43,2000-01,26,DEN,NBA,SG,29,420,5.8,.438,.090,.324,3.6,11.8,7.6,8.1,1.7,2.1,21.1,17.1,,-0.7,0.3,-0.4,-0.049,,-5.9,0.0,-5.9,-0.4,abdulta01
44,2001-02,27,TOT,NBA,SG,24,441,9.8,.418,.014,.224,10.1,11.6,10.8,8.8,2.4,1.7,14.3,19.1,,-0.3,0.3,0.0,-0.003,,-3.5,0.3,-3.2,-0.1,abdulta01
45,2001-02,27,DEN,NBA,SG,20,417,10.3,.424,.014,.221,10.2,11.2,10.7,8.7,2.3,1.6,13.1,19.7,,-0.2,0.3,0.0,.005,,-3.2,0.0,-3.2,-0.1,abdulta01
46,2001-02,27,DAL,NBA,SG,4,24,0.3,.000,.000,.500,9.4,18.2,13.9,10.4,4.3,3.0,55.1,10.2,,-0.1,0.0,-0.1,-0.128,,-9.1,6.1,-3.0,0.0,abdulta01
47,2002-03,28,DAL,NBA,SG,14,204,12.4,.470,.017,.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,,0.2,0.2,0.4,.104,,-1.2,0.7,-0.5,0.1,abdulta01
48,1996-97,20,VAN,NBA,PF,80,2802,17.4,.518,.022,.428,8.8,14.2,11.5,12.1,1.5,2.2,13.5,27.6,,1.7,1.2,2.9,.049,,-0.8,-1.2,-2.0,0.0,abdursh01
49,1997-98,21,VAN,NBA,SF,82,2950,21.1,.562,.038,.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,,6.3,0.6,6.9,.113,,2.6,-1.4,1.2,2.3,abdursh01
50,1998-99,22,VAN,NBA,SF,50,2021,20.7,.530,.040,.492,6.5,15.4,10.9,17.6,1.8,2.0,14.6,28.9,,3.7,0.9,4.6,.108,,1.9,-0.3,1.6,1.8,abdursh01
51,1999-00,23,VAN,NBA,SF,82,3223,20.2,.547,.075,.431,8.0,22.7,15.3,15.5,1.5,1.9,14.1,25.0,,6.2,2.6,8.8,.132,,1.8,0.5,2.3,3.5,abdursh01
52,2000-01,24,VAN,NBA,SF,81,3241,19.1,.549,.050,.415,6.2,19.6,13.0,14.3,1.5,1.6,13.2,24.6,,5.6,2.9,8.5,.126,,1.3,0.9,2.2,3.5,abdursh01
53,,25,ATL,NBA,PF,77,2980,19.8,.536,.054,.403,7.6,19.2,13.3,15.1,1.7,2.0,14.1,27.0,,4.1,3.1,7.2,.116,,1.2,0.8,2.0,3.0,abdursh01
54,2002-03,26,ATL,NBA,PF,81,3087,19.9,.566,.051,.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,,7.4,2.3,9.7,.151,,2.1,-0.4,1.7,2.8,abdursh01
55,2003-04,27,TOT,NBA,PF,85,2684,19.9,.557,.032,.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,,6.1,2.0,8.1,.145,,1.3,-1.0,0.3,1.6,abdursh01
56,2003-04,27,ATL,NBA,PF,53,1956,21.2,.568,.029,.423,8.2,20.3,14.3,12.6,1.2,0.7,12.3,24.8,,5.3,1.3,6.6,.163,,2.1,-1.1,1.0,1.5,abdursh01
57,2003-04,27,POR,NBA,PF,32,728,16.5,.522,.042,.360,7.9,15.5,11.8,11.5,1.8,1.8,14.8,23.3,,0.9,0.6,1.5,.098,,-0.9,-0.5,-1.4,0.1,abdursh01
58,2004-05,28,POR,NBA,PF,54,1867,18.7,.581,.058,.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,,3.9,1.5,5.4,.139,,1.4,-0.5,0.8,1.3,abdursh01
59,2005-06,29,SAC,NBA,PF,72,1961,17.2,.588,.035,.440,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,,4.0,2.2,6.2,.152,,0.4,0.4,0.9,1.4,abdursh01
60,2006-07,30,SAC,NBA,C,80,2015,13.1,.524,.031,.358,7.0,16.4,11.6,9.2,1.3,1.5,13.3,19.5,,1.1,1.7,2.8,.067,,-2.1,0.0,-2.1,-0.1,abdursh01
61,2007-08,31,SAC,NBA,PF,6,51,5.5,.317,.000,.286,14.2,9.1,11.6,11.1,1.0,0.0,6.0,14.7,,0.0,0.0,0.0,-0.005,,-3.6,-2.1,-5.7,0.0,abdursh01
62,1976-77,22,LAL,NBA,SF,70,1378,12.7,.538,,.384,8.5,12.9,10.8,8.9,1.6,0.4,,,,1.8,1.3,3.1,.110,,-0.7,0.3,-0.4,0.5,abernto01
63,1977-78,23,LAL,NBA,SF,73,1317,15.6,.544,,.275,8.5,12.0,10.3,9.7,1.9,0.8,9.9,14.9,,2.9,1.3,4.1,.150,,1.3,0.3,1.5,1.2,abernto01
64,1978-79,24,GSW,NBA,PF,70,1219,13.6,.550,,.275,6.5,12.6,9.5,8.4,1.5,0.6,7.7,13.8,,2.3,1.3,3.7,.144,,0.1,0.4,0.5,0.8,abernto01
65,1979-80,25,GSW,NBA,PF,67,1222,11.0,.511,.003,.258,5.4,12.0,8.6,9.3,1.4,0.6,9.9,13.3,,1.2,0.8,2.0,.080,,-1.5,-0.1,-1.6,0.1,abernto01
66,1980-81,26,TOT,NBA,SF,39,298,8.0,.459,.017,.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,,0.2,0.2,0.4,.062,,-2.6,-0.7,-3.2,-0.1,abernto01
67,1980-81,26,GSW,NBA,SF,10,39,3.2,.463,.000,1.000,2.8,20.2,11.4,2.9,1.2,0.0,31.6,6.4,,0.0,0.0,0.0,-0.004,,-6.0,-0.2,-6.2,0.0,abernto01
68,1980-81,26,IND,NBA,SF,29,259,8.7,.458,.018,.339,7.8,9.1,8.4,8.8,1.1,0.7,8.5,10.9,,0.2,0.2,0.4,.072,,-2.0,-0.8,-2.8,-0.1,abernto01
69,2016-17,23,OKC,NBA,SG,68,1055,10.1,.560,.724,.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,,1.2,0.9,2.1,.096,,-0.3,-2.2,-2.5,-0.1,abrinal01
70,2017-18,24,OKC,NBA,SG,75,1134,9.0,.567,.759,.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,,1.3,1.0,2.2,.094,,-0.5,-1.7,-2.2,-0.1,abrinal01
71,2005-06,23,DET,NBA,SG,5,35,-2.4,.281,.313,.000,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,,-0.2,0.0,-0.2,-0.230,,-10.4,-1.9,-12.3,-0.1,ackeral01
72,2008-09,26,TOT,NBA,SG,25,199,10.4,.448,.263,.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,,-0.1,0.1,0.0,-0.011,,-3.6,-2.4,-6.0,-0.2,ackeral01
73,2008-09,26,DET,NBA,SG,7,20,16.0,.379,.364,.182,0.0,12.0,5.9,9.1,5.5,3.9,0.0,28.3,,0.0,0.0,0.0,.009,,-3.2,1.0,-2.3,0.0,ackeral01
74,2008-09,26,LAC,NBA,SG,18,179,9.8,.460,.246,.123,5.0,9.3,7.1,10.3,0.9,1.2,9.3,19.2,,-0.1,0.0,0.0,-0.013,,-3.6,-2.8,-6.4,-0.2,ackeral01
75,1987-88,25,BOS,NBA,C,79,1151,9.3,.570,.000,.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,,1.1,1.0,2.2,.090,,-1.0,0.0,-1.0,0.3,acresma01
76,1988-89,26,BOS,NBA,C,62,632,8.2,.507,.009,.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,,0.4,0.5,0.9,.066,,-2.1,-0.4,-2.5,-0.1,acresma01
77,1989-90,27,ORL,NBA,C,80,1691,8.3,.536,.014,.421,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,,1.1,0.6,1.6,.047,,-2.2,0.2,-2.0,0.0,acresma01
78,1990-91,28,ORL,NBA,C,68,1313,9.2,.551,.014,.472,11.3,18.7,14.9,2.5,0.9,1.1,14.0,9.3,,1.4,1.1,2.5,.090,,-2.1,0.3,-1.8,0.1,acresma01
79,1991-92,29,ORL,NBA,C,68,926,10.1,.576,.020,.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,,1.1,0.8,1.9,.097,,-2.3,0.1,-2.2,-0.1,acresma01
80,1992-93,30,TOT,NBA,C,18,269,8.9,.571,.041,.327,10.8,17.4,14.0,2.5,0.5,1.4,18.8,11.0,,0.1,0.2,0.3,.056,,-3.5,-1.3,-4.9,-0.2,acresma01
81,1992-93,30,HOU,NBA,C,6,23,-0.6,.304,.222,.222,10.5,18.6,14.8,0.0,0.0,0.0,16.8,22.8,,-0.1,0.0,-0.1,-0.165,,-12.6,-7.3,-19.9,-0.1,acresma01
82,1992-93,30,WSB,NBA,C,12,246,9.8,.628,.000,.350,10.8,17.3,14.0,2.8,0.6,1.5,19.2,9.9,,0.2,0.1,0.4,.077,,-2.7,-0.8,-3.5,-0.1,acresma01
83,2012-13,22,TOR,NBA,PF,29,342,15.9,.632,.027,.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,,0.7,0.4,1.1,.157,,-0.6,1.3,0.7,0.2,acyqu01
84,2013-14,23,TOT,NBA,SF,63,847,10.1,.520,.106,.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,,0.6,0.9,1.5,.086,,-2.5,1.4,-1.1,0.2,acyqu01
85,2013-14,23,TOR,NBA,SF,7,61,17.2,.542,.357,.571,9.5,19.2,14.3,10.1,3.4,3.9,10.2,14.5,,0.1,0.1,0.2,.188,,0.5,3.7,4.1,0.1,acyqu01
86,2013-14,23,SAC,NBA,SF,56,786,9.6,.518,.079,.354,9.5,19.5,14.4,4.4,1.2,2.4,16.0,9.8,,0.5,0.7,1.3,.078,,-2.8,1.2,-1.5,0.1,acyqu01
87,2014-15,24,NYK,NBA,PF,68,1287,11.9,.533,.181,.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,,1.0,0.7,1.7,.063,,-2.3,-0.8,-3.1,-0.3,acyqu01
88,2015-16,25,SAC,NBA,PF,59,876,14.7,.629,.229,.318,8.1,15.1,11.6,4.4,1.6,2.2,10.0,13.1,,1.8,0.7,2.5,.137,,0.2,0.0,0.2,0.5,acyqu01
89,2016-17,26,TOT,NBA,PF,38,558,11.8,.565,.529,.353,3.9,18.0,11.0,4.9,1.2,2.0,9.7,16.8,,0.5,0.5,0.9,.082,,-1.8,-1.2,-3.0,-0.1,acyqu01
90,2016-17,26,DAL,NBA,PF,6,48,-1.4,.355,.412,.176,4.6,15.2,9.7,0.0,0.0,0.0,9.8,20.0,,-0.2,0.0,-0.1,-0.133,,-10.1,-6.0,-16.2,-0.2,acyqu01
91,2016-17,26,BRK,NBA,PF,32,510,13.1,.587,.542,.373,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,,0.6,0.5,1.1,.102,,-1.1,-0.7,-1.8,0.0,acyqu01
92,2017-18,27,BRK,NBA,PF,70,1359,8.2,.525,.800,.164,3.1,17.0,10.0,6.0,1.2,1.6,13.3,14.4,,-0.1,1.1,1.0,.036,,-2.0,-0.2,-2.2,-0.1,acyqu01
93,,21,PHO,NBA,C,80,2656,21.7,.507,,.265,8.9,20.7,14.9,27.2,2.1,2.4,,,,3.3,3.9,7.2,.130,,4.3,2.4,6.7,5.8,adamsal01
94,1976-77,22,PHO,NBA,C,72,2278,20.2,.519,,.303,8.5,22.3,15.4,22.3,1.9,2.1,,,,2.3,4.0,6.3,.134,,3.1,2.6,5.7,4.4,adamsal01
95,1977-78,23,PHO,NBA,C,70,1914,17.7,.528,,.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,,1.5,3.4,4.9,.123,,0.0,1.8,1.8,1.9,adamsal01
96,1978-79,24,PHO,NBA,C,77,2364,20.4,.570,,.269,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,,3.9,3.7,7.6,.154,,2.5,2.3,4.8,4.1,adamsal01
97,1979-80,25,PHO,NBA,C,75,2168,19.2,.571,.002,.270,8.2,22.4,15.4,21.6,2.3,1.4,18.2,21.9,,3.1,3.9,7.0,.155,,1.6,2.8,4.4,3.5,adamsal01
98,1980-81,26,PHO,NBA,C,75,2054,20.3,.567,.000,.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,,3.3,4.5,7.7,.180,,2.0,3.3,5.3,3.8,adamsal01
99,1981-82,27,PHO,NBA,C,79,2393,18.6,.529,.001,.227,6.6,20.2,13.6,22.1,2.3,1.9,14.8,22.8,,2.5,4.7,7.2,.144,,0.9,2.9,3.7,3.5,adamsal01
100,1982-83,28,PHO,NBA,C,80,2447,16.8,.527,.003,.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,,2.0,4.5,6.5,.128,,0.6,2.7,3.2,3.2,adamsal01
101,1983-84,29,PHO,NBA,C,70,1452,16.6,.513,.007,.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,,1.5,1.8,3.3,.109,,0.7,1.3,2.0,1.5,adamsal01
102,1984-85,30,PHO,NBA,PF,82,2136,19.8,.578,.000,.309,8.2,18.1,13.3,21.8,2.5,1.3,15.9,23.6,,3.5,3.3,6.8,.152,,2.3,2.1,4.4,3.5,adamsal01
103,1985-86,31,PHO,NBA,C,78,2005,15.3,.547,.003,.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,,1.2,2.7,3.9,.094,,0.1,2.3,2.4,2.2,adamsal01
104,1986-87,32,PHO,NBA,C,68,1690,14.6,.546,.002,.275,6.2,16.1,11.2,18.4,1.7,1.3,16.7,20.0,,1.2,1.6,2.8,.079,,-0.4,0.7,0.3,1.0,adamsal01
105,1987-88,33,PHO,NBA,C,82,1646,13.1,.543,.004,.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,,0.6,1.6,2.2,.064,,-1.2,1.5,0.3,1.0,adamsal01
106,1970-71,23,SDR,NBA,SF,82,2374,10.8,.446,,.222,,,10.7,9.9,,,,,,-0.9,3.8,2.9,.059,,,,,,adamsdo01
107,1971-72,24,TOT,NBA,SF,73,2071,11.5,.452,,.345,,,11.8,9.2,,,,,,-0.7,1.3,0.7,.015,,,,,,adamsdo01
108,1971-72,24,HOU,NBA,SF,3,41,4.5,.327,,.105,,,8.8,9.6,,,,,,-0.2,0.1,-0.1,-0.116,,,,,,adamsdo01
109,1971-72,24,ATL,NBA,SF,70,2030,11.6,.455,,.350,,,11.9,9.2,,,,,,-0.5,1.3,0.8,.018,,,,,,adamsdo01
110,1972-73,25,TOT,NBA,SF,74,1874,10.6,.445,,.271,,,11.4,7.9,,,,,,-0.6,1.5,0.9,.024,,,,,,adamsdo01
111,1972-73,25,ATL,NBA,SF,4,76,3.9,.277,,.211,,,13.8,7.9,,,,,,-0.4,0.1,-0.3,-0.219,,,,,,adamsdo01
112,1972-73,25,DET,NBA,SF,70,1798,10.9,.454,,.275,,,11.3,7.9,,,,,,-0.2,1.5,1.3,.034,,,,,,adamsdo01
113,1973-74,26,DET,NBA,SF,74,2298,10.9,.457,,.271,6.0,14.1,10.0,8.3,2.2,0.3,,,,0.1,3.5,3.6,.076,,-2.6,1.5,-1.1,0.5,adamsdo01
114,1974-75,27,TOT,TOT,SF,67,1718,8.9,.438,.002,.242,5.3,14.3,9.8,9.8,2.3,0.7,20.0,14.9,,-0.7,1.5,0.8,.023,,-3.6,1.0,-2.7,-0.3,adamsdo01
115,1974-75,27,DET,NBA,SF,51,1376,8.4,.428,,.248,5.1,14.3,9.7,7.3,2.4,0.8,,,,-0.8,1.3,0.5,.017,,-4.0,1.3,-2.7,-0.2,adamsdo01
116,1974-75,27,SSL,ABA,SF,16,342,11.0,.469,.010,.224,6.0,14.0,9.9,19.5,1.7,0.3,20.0,14.9,,0.1,0.3,0.3,.049,,-2.2,-0.3,-2.5,0.0,adamsdo01
117,1975-76,28,TOT,TOT,SF,76,1429,10.3,.451,.005,.333,5.9,12.5,9.2,14.3,2.1,0.5,15.3,17.9,,-0.3,1.4,1.1,.037,,-2.5,0.4,-2.1,0.0,adamsdo01
118,1975-76,28,SSL,ABA,SF,20,725,11.6,.454,.008,.331,5.9,9.6,7.8,15.4,2.4,0.5,15.3,17.9,,0.1,0.6,0.8,.050,,-1.2,0.4,-0.8,0.2,adamsdo01
119,1975-76,28,BUF,NBA,SF,56,704,9.1,.446,,.335,5.8,15.4,10.8,13.2,1.9,0.5,,,,-0.5,0.8,0.3,.023,,-3.8,0.5,-3.3,-0.2,adamsdo01
120,1976-77,29,BUF,NBA,SF,77,1710,11.7,.466,,.329,7.6,14.3,10.9,12.1,1.9,0.5,,,,0.2,1.4,1.6,.046,,-2.1,0.4,-1.7,0.1,adamsdo01
121,1972-73,23,SDA,ABA,SF,60,865,13.8,.535,.022,.266,8.2,15.2,11.6,10.6,,,16.1,18.2,,1.0,1.2,2.2,.120,,,,,,adamsge01
122,1973-74,24,SDA,ABA,SF,80,1433,14.2,.531,.014,.204,7.7,14.2,10.8,11.3,1.3,0.8,17.8,17.2,,1.2,1.0,2.2,.072,,-0.8,0.3,-0.5,0.6,adamsge01
123,1974-75,25,SDA,ABA,SF,75,1605,13.9,.526,.005,.138,6.8,13.0,9.8,10.5,1.2,1.1,13.8,18.4,,1.4,0.8,2.3,.068,,-0.8,-0.6,-1.4,0.3,adamsge01
124,2006-07,22,NJN,NBA,SG,61,495,13.0,.577,.007,.267,8.4,9.9,9.2,4.5,1.8,0.6,12.7,16.3,,0.5,0.5,1.0,.095,,-2.4,-1.2,-3.6,-0.2,adamsha01
125,2008-09,24,TOR,NBA,SG,12,52,0.4,.352,.000,.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,,-0.2,0.0,-0.2,-0.144,,-10.6,-1.3,-12.0,-0.1,adamsha01
126,2014-15,20,MEM,NBA,SG,30,248,12.8,.489,.291,.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,,0.0,0.4,0.4,.073,,-1.8,1.2,-0.6,0.1,adamsjo01
127,2015-16,21,MEM,NBA,SG,2,15,17.3,.427,.167,.833,0.0,15.9,7.6,31.9,10.3,0.0,19.6,30.5,,0.0,0.0,0.0,.015,,-2.9,4.8,1.9,0.0,adamsjo01
128,1985-86,23,SAC,NBA,PG,18,139,8.0,.406,.068,.273,1.6,3.2,2.4,20.3,3.0,0.4,18.2,17.5,,-0.2,0.1,-0.1,-0.028,,-5.2,-1.9,-7.1,-0.2,adamsmi01
129,1986-87,24,WSB,NBA,PG,63,1303,14.3,.506,.260,.316,3.0,7.0,5.0,25.7,3.1,0.3,15.3,16.3,,1.2,1.5,2.7,.099,,0.6,-0.1,0.4,0.8,adamsmi01
