,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
1062,1984-85,Louisville,Metro,37,36,1262,.556,,,.370,,,,,,24.3,,thompbi01,billy-thompson-1
1063,1985-86,Louisville,Metro,39,39,1216,.610,,,.510,,,,,,22.9,,thompbi01,billy-thompson-1
1064,1978-79,UConn,Ind,29,,991,.543,,,.494,,,,,,,,thompco01,corny-thompson-1
1065,1979-80,UConn,Big East,29,28,993,.561,,,.464,,,,,,,,thompco01,corny-thompson-1
1066,1980-81,UConn,Big East,29,29,1001,.567,,,.553,,,,,,13.5,,thompco01,corny-thompson-1
1067,1981-82,UConn,Big East,27,27,977,.550,,,.392,,,,,,15.4,,thompco01,corny-thompson-1
1068,1979-80,Texas,SWC,30,30,971,.593,,,.376,,,,,,,,thompla01,lasalle-thompson-1
1069,1980-81,Texas,SWC,30,,1106,.600,,,.358,,,,,,,,thompla01,lasalle-thompson-1
1070,1981-82,Texas,SWC,27,27,1042,.560,,,.442,,,,,,13.5,,thompla01,lasalle-thompson-1
1071,1979-80,Tulane,Metro,26,,811,.492,,,.254,,,,,,14.4,,thomppa01,paul-thompson-1
1072,1980-81,Tulane,Metro,27,26,965,.497,,,.299,,,,,,12.4,,thomppa01,paul-thompson-1
1073,1981-82,Tulane,Metro,28,27,951,.528,,,.249,,,,,,14.8,,thomppa01,paul-thompson-1
1074,1982-83,Tulane,Metro,31,29,1129,.550,,,.306,,,,,,12.4,,thomppa01,paul-thompson-1
1075,1981-82,UC-Irvine,PCAA,29,,452,.553,,,.511,,,,,,28.7,,thornbo01,bob-thornton-1
1076,1982-83,UC-Irvine,PCAA,27,24,639,.598,,,.542,,,,,,15.5,,thornbo01,bob-thornton-1
1077,1983-84,UC-Irvine,PCAA,29,28,817,.628,,,.500,,,,,,16.3,,thornbo01,bob-thornton-1
1078,1980-81,Providence,Big East,26,12,668,.543,,,.392,,,,,,15.4,,thorpot01,otis-thorpe-1
1079,1981-82,Providence,Big East,27,27,942,.563,,,.406,,,,,,18.0,,thorpot01,otis-thorpe-1
1080,1982-83,Providence,Big East,31,31,1041,.645,,,.430,,,,,,17.7,,thorpot01,otis-thorpe-1
1081,1983-84,Providence,Big East,29,29,1051,.611,,,.861,,,,,,14.2,,thorpot01,otis-thorpe-1
1082,1978-79,Cleveland State,Ind,25,,,.535,,,.276,,,,,,,,tillida01,darren-tillis-1
1083,1979-80,Cleveland State,Ind,26,,,.565,,,.231,,,,,,,,tillida01,darren-tillis-1
1084,1980-81,Cleveland State,Ind,27,,,.570,,,.156,,,,,,,,tillida01,darren-tillis-1
1085,1981-82,Cleveland State,Ind,27,27,,.538,,,.253,,,,,,,,tillida01,darren-tillis-1
1086,1982-83,Oklahoma,Big 8,33,,1138,.593,,,.362,,,,,,9.8,,tisdawa01,wayman-tisdale-1
1087,1983-84,Oklahoma,Big 8,34,34,1232,.594,,,.443,,13.3,3.7,,3.8,8.0,,tisdawa01,wayman-tisdale-1
1088,1984-85,Oklahoma,Big 8,37,35,1283,.605,,,.427,,,,,,8.7,,tisdawa01,wayman-tisdale-1
1089,1977-78,Indiana,Big Ten,29,28,899,.478,,,.286,,,,,,16.9,,tolbera01,ray-tolbert-1
1090,1978-79,Indiana,Big Ten,34,32,1122,.569,,,.330,,,,,,19.2,,tolbera01,ray-tolbert-1
1091,1979-80,Indiana,Big Ten,29,28,928,.542,,,.311,,,,,,15.3,,tolbera01,ray-tolbert-1
1092,1980-81,Indiana,Big Ten,35,35,1190,.614,,,.332,,,,,,16.9,,tolbera01,ray-tolbert-1
1093,1983-84,Dayton,Ind,32,,963,.537,,,.366,,,,,,17.4,,toneyse01,sedric-toney-1
1094,1984-85,Dayton,Ind,27,,834,.533,,,.420,,,,,,19.8,,toneyse01,sedric-toney-1
1095,1977-78,Notre Dame,Ind,31,,643,.607,,,.437,,,,,,,,tripuke01,kelly-tripucka-1
1096,1978-79,Notre Dame,Ind,29,29,807,.595,,,.545,,9.7,9.6,,0.4,10.5,,tripuke01,kelly-tripucka-1
1097,1979-80,Notre Dame,Ind,23,23,691,.607,,,.559,,,,,,,,tripuke01,kelly-tripucka-1
1098,1980-81,Notre Dame,Ind,29,29,919,.607,,,.475,,,,,,,,tripuke01,kelly-tripucka-1
1099,1978-79,Minnesota,Big Ten,25,,,.486,,,.134,,,,,,,,tucketr01,trent-tucker-1
1100,1979-80,Minnesota,Big Ten,32,,960,.509,,,.148,,,,,,,,tucketr01,trent-tucker-1
1101,1980-81,Minnesota,Big Ten,29,,986,.545,,,.191,,,,,,15.6,,tucketr01,trent-tucker-1
1102,1981-82,Minnesota,Big Ten,29,,1044,.543,,,.255,,,,,,15.2,,tucketr01,trent-tucker-1
1103,1982-83,Memphis,Metro,31,,1006,.556,,,.273,,,,,,30.2,,turnean01,andre-turner-1
1104,1983-84,Memphis,Metro,33,,1052,.494,,,.372,,,,,,26.3,,turnean01,andre-turner-1
1105,1984-85,Memphis,Metro,34,,1157,.536,,,.362,,,,,,19.4,,turnean01,andre-turner-1
1106,1985-86,Memphis,Metro,34,,1137,.520,,,.234,,,,,,19.0,,turnean01,andre-turner-1
1107,1977-78,Ole Miss,SEC,27,,936,.450,,,.243,,,,,,,,turneel01,elston-turner-1
1108,1978-79,Ole Miss,SEC,27,27,1035,.530,,,.227,,,,,,,,turneel01,elston-turner-1
1109,1979-80,Ole Miss,SEC,30,,1070,.577,,,.284,,13.1,10.5,,,,,turneel01,elston-turner-1
1110,1980-81,Ole Miss,SEC,29,,1068,.544,,,.340,,,,,,14.1,,turneel01,elston-turner-1
1111,1980-81,Vanderbilt,SEC,28,,586,.452,,,.323,,,,,,29.8,,turneje01,jeff-turner-1
1112,1981-82,Vanderbilt,SEC,27,,772,.561,,,.376,,,,,,20.9,,turneje01,jeff-turner-1
1113,1982-83,Vanderbilt,SEC,33,,1008,.527,,,.268,,,,,,14.0,,turneje01,jeff-turner-1
1114,1983-84,Vanderbilt,SEC,29,29,953,.574,,,.272,,,,,,13.5,,turneje01,jeff-turner-1
1115,1980-81,Kentucky,SEC,28,0,380,.565,,,.463,,16.6,0.5,,4.6,15.3,,turpime01,melvin-turpin-1
1116,1981-82,Kentucky,SEC,30,30,912,.602,,,.385,,15.1,,,5.3,16.0,,turpime01,melvin-turpin-1
1117,1982-83,Kentucky,SEC,31,31,962,.632,,,.402,,,,,,14.9,,turpime01,melvin-turpin-1
1118,1983-84,Kentucky,SEC,34,34,1071,.613,,,.249,,12.6,6.8,,3.6,12.1,,turpime01,melvin-turpin-1
1119,1983-84,Utah,WAC,30,30,982,.566,,,.339,,,,,,16.6,,upshake01,kelvin-upshaw-1
1120,1984-85,Utah,WAC,28,29,889,.537,,,.301,,,,,,15.8,,upshake01,kelvin-upshaw-1
1121,1985-86,Utah,WAC,26,11,621,.545,,,.370,,,,,,15.4,,upshake01,kelvin-upshaw-1
1122,1977-78,Kansas,Big 8,29,27,761,.537,,,.481,,5.3,26.5,,0.4,,,valenda01,darnell-valentine-1
1123,1978-79,Kansas,Big 8,29,28,1008,.498,,,.533,,,,,,,,valenda01,darnell-valentine-1
1124,1979-80,Kansas,Big 8,28,27,951,.557,,,.612,,,,,,,,valenda01,darnell-valentine-1
1125,1980-81,Kansas,Big 8,32,32,1186,.551,,,.611,,,,,,16.5,,valenda01,darnell-valentine-1
1126,1981-82,Santa Clara,WCAC,24,1,251,.483,,,.380,,,,,,14.6,,vanosni01,nick-vanos-1
1127,1982-83,Santa Clara,WCAC,28,,509,.506,,,.458,,,,,,13.8,,vanosni01,nick-vanos-1
1128,1983-84,Santa Clara,WCAC,32,,1034,.544,,,.440,,,,,,12.9,,vanosni01,nick-vanos-1
1129,1984-85,Santa Clara,WCAC,29,28,1002,.541,,,.442,,,,,,15.8,,vanosni01,nick-vanos-1
1130,1977-78,Fresno State,PCAA,20,,,.473,,,.462,,,,,,,,verhope01,pete-verhoeven-1
1131,1978-79,Fresno State,PCAA,28,,,.587,,,.272,,,,,,,,verhope01,pete-verhoeven-1
1132,1979-80,Fresno State,PCAA,22,,,.607,,,.308,,,,,,,,verhope01,pete-verhoeven-1
1133,1980-81,Fresno State,PCAA,29,,878,.598,,,.342,,,,,,,,verhope01,pete-verhoeven-1
1134,1977-78,Michigan State,Big Ten,29,,,.588,,,.360,,,,,,,,vinceja01,jay-vincent-1
1135,1978-79,Michigan State,Big Ten,31,,939,.509,,,.271,,,,,,,,vinceja01,jay-vincent-1
1136,1979-80,Michigan State,Big Ten,27,27,965,.552,,,.357,,,,,,,,vinceja01,jay-vincent-1
1137,1980-81,Michigan State,Big Ten,27,27,1001,.517,,,.270,,,,,,,,vinceja01,jay-vincent-1
1138,1981-82,Michigan State,Big Ten,28,17,965,.504,,,.323,,,,,,,,vincesa01,sam-vincent-1
1139,1982-83,Michigan State,Big Ten,30,30,1066,.511,.455,.027,.429,,,,,,16.2,,vincesa01,sam-vincent-1
1140,1983-84,Michigan State,Big Ten,23,23,740,.563,,,.467,,5.4,19.5,,0.3,18.6,,vincesa01,sam-vincent-1
1141,1984-85,Michigan State,Big Ten,29,29,1093,.607,,,.462,,,,,,17.3,,vincesa01,sam-vincent-1
1142,1977-78,Utah,WAC,29,29,851,.557,,,.426,,,,,,11.6,,vraneda01,danny-vranes-1
1143,1978-79,Utah,WAC,28,28,867,.636,,,.507,,,,,,10.8,,vraneda01,danny-vranes-1
1144,1979-80,Utah,WAC,24,23,760,.606,,,.614,,,,,,17.2,,vraneda01,danny-vranes-1
1145,1980-81,Utah,WAC,30,30,977,.654,,,.678,,,,,,10.7,,vraneda01,danny-vranes-1
1146,1981-82,Louisville,Metro,32,0,444,.489,,,.145,,,,,,22.6,,wagnemi01,milt-wagner-1
1147,1982-83,Louisville,Metro,36,36,1111,.541,.522,.009,.197,,,,,,15.4,,wagnemi01,milt-wagner-1
1148,1983-84,Louisville,Metro,35,35,1157,.550,,,.319,,,,,,17.5,,wagnemi01,milt-wagner-1
1149,1984-85,Louisville,Metro,2,2,59,.440,,,.111,,,,,,24.0,,wagnemi01,milt-wagner-1
1150,1985-86,Louisville,Metro,39,39,1312,.555,,,.358,,,,,,19.3,,wagnemi01,milt-wagner-1
1151,1979-80,Ohio State,Big Ten,16,0,49,.545,,,.000,,,,,,35.3,,waitegr01,granville-waiters-1
1152,1980-81,Ohio State,Big Ten,26,0,232,.521,,,.200,,,,,,14.1,,waitegr01,granville-waiters-1
1153,1981-82,Ohio State,Big Ten,31,31,941,.578,,,.319,,,,,,13.2,,waitegr01,granville-waiters-1
1154,1982-83,Ohio State,Big Ten,30,30,993,.559,,,.276,,,,,,13.4,,waitegr01,granville-waiters-1
1155,1980-81,Arkansas,SWC,31,,926,.531,,,.465,,,,,,26.8,,walkeda01,darrell-walker-1
1156,1981-82,Arkansas,SWC,29,,1039,.548,,,.509,,,,,,21.6,,walkeda01,darrell-walker-1
1157,1982-83,Arkansas,SWC,30,,1105,.561,,,.636,,,,,,19.2,,walkeda01,darrell-walker-1
1158,1982-83,Kentucky,SEC,31,3,599,.629,,,.535,,,,,,16.2,,walkeke01,kenny-walker-1
1159,1983-84,Kentucky,SEC,34,33,1087,.586,,,.354,,11.5,8.0,,1.5,10.0,,walkeke01,kenny-walker-1
1160,1984-85,Kentucky,SEC,31,31,1139,.617,,,.645,,,,,,8.6,,walkeke01,kenny-walker-1
1161,1985-86,Kentucky,SEC,36,36,1254,.630,,,.588,,,,,,8.6,,walkeke01,kenny-walker-1
1162,1978-79,St. Joseph's,ECC,24,,217,.441,,,.312,,,,,,,,warribr01,bryan-warrick-1
1163,1979-80,St. Joseph's,ECC,30,,1031,.515,,,.342,,,,,,,,warribr01,bryan-warrick-1
1164,1980-81,St. Joseph's,ECC,29,,967,.483,,,.293,,,,,,,,warribr01,bryan-warrick-1
1165,1981-82,St. Joseph's,ECC,30,30,1057,.553,,,.362,,,,,,,,warribr01,bryan-warrick-1
1166,1984-85,North Carolina State,ACC,7,6,181,.473,,,.388,,,,,,17.6,,washbch01,chris-washburn-1
1167,1985-86,North Carolina State,ACC,34,34,1185,.584,,,.410,,,,,,13.8,,washbch01,chris-washburn-1
1168,1983-84,Syracuse,Big East,32,,1107,.568,,,.400,,,,,,21.5,,washipe01,pearl-washington-1
1169,1984-85,Syracuse,Big East,31,,1057,.563,,,.519,,,,,,24.8,,washipe01,pearl-washington-1
1170,1985-86,Syracuse,Big East,32,,1034,.573,,,.416,,,,,,17.8,,washipe01,pearl-washington-1
1171,1983-84,North Carolina State,ACC,33,,980,.503,,,.315,,,,,,20.9,,webbsp01,spud-webb-1
1172,1984-85,North Carolina State,ACC,33,,919,.531,,,.388,,,,,,18.3,,webbsp01,spud-webb-1
1173,1979-80,William & Mary,ECACS,27,,,.576,,,.614,,,,,,16.8,,weidnbr01,brant-weidner-1
1174,1980-81,William & Mary,ECACS,27,,,.458,,,.357,,,,,,18.0,,weidnbr01,brant-weidner-1
1175,1981-82,William & Mary,ECACS,28,,,.521,,,.302,,,,,,13.9,,weidnbr01,brant-weidner-1
1176,1982-83,William & Mary,ECACS,29,,,.515,,,.257,,,,,,13.5,,weidnbr01,brant-weidner-1
1177,1981-82,St. John's (NY),Big East,30,0,505,.479,,,.400,,,,,,16.5,,wennibi01,bill-wennington-1
1178,1982-83,St. John's (NY),Big East,33,6,656,.632,,,.553,,,,,,16.8,,wennibi01,bill-wennington-1
1179,1983-84,St. John's (NY),Big East,26,20,735,.612,,,.397,,,,,,14.8,,wennibi01,bill-wennington-1
1180,1984-85,St. John's (NY),Big East,35,,1099,.647,,,.448,,,,,,14.4,,wennibi01,bill-wennington-1
1181,1979-80,Old Dominion,ECACS,30,,679,.468,,,.191,,,,,,14.9,,westma01,mark-west-1
1182,1980-81,Old Dominion,ECACS,28,,845,.538,,,.342,,,,,,12.9,,westma01,mark-west-1
1183,1981-82,Old Dominion,ECACS,30,30,1007,.601,,,.455,,,,,,13.4,,westma01,mark-west-1
1184,1982-83,Old Dominion,Sun Belt,29,29,1005,.558,,,.549,,,,,,16.3,,westma01,mark-west-1
1185,1981-82,Alabama,SEC,31,,996,.541,,,.453,,,,,,24.6,,whatlen01,ennis-whatley-1
1186,1982-83,Alabama,SEC,32,,1109,.553,,,.429,,,,,,22.0,,whatlen01,ennis-whatley-1
1187,1977-78,South Alabama,Sun Belt,28,,538,.554,,,.289,,,,,,14.6,,whitero01,rory-white-1
1188,1978-79,South Alabama,Sun Belt,27,,856,.570,,,.265,,,,,,,,whitero01,rory-white-1
1189,1979-80,South Alabama,Sun Belt,2,,10,.606,,,.500,,,,,,,,whitero01,rory-white-1
1190,1980-81,South Alabama,Sun Belt,31,,1031,.609,,,.283,,,,,,,,whitero01,rory-white-1
1191,1981-82,South Alabama,Sun Belt,28,24,939,.587,,,.340,,,,,,13.3,,whitero01,rory-white-1
1192,1979-80,Clemson,ACC,32,0,537,.483,,,.278,,,,,,14.1,,wiggimi01,mitchell-wiggins-1
1193,1981-82,Florida State,Metro,22,,808,.599,,,.263,,,,,,,,wiggimi01,mitchell-wiggins-1
1194,1982-83,Florida State,Metro,24,,873,.567,,,.359,,,,,,11.1,,wiggimi01,mitchell-wiggins-1
1195,1979-80,Georgia,SEC,16,,508,.541,,,.144,,,,,,9.0,,wilkido01,dominique-wilkins-1
1196,1980-81,Georgia,SEC,31,,1157,.561,,,.256,,,,,,8.3,,wilkido01,dominique-wilkins-1
1197,1981-82,Georgia,SEC,31,27,1083,.547,,,.304,,,,,,9.2,,wilkido01,dominique-wilkins-1
1198,1978-79,Idaho State,Big Sky,16,0,83,.361,,,.625,,,,,,,,wilkida01,dale-wilkinson-1
1199,1979-80,Idaho State,Big Sky,25,13,430,.517,,,.474,,,,,,22.4,,wilkida01,dale-wilkinson-1
1200,1980-81,Idaho State,Big Sky,26,26,935,.585,,,.207,,,,,,15.0,,wilkida01,dale-wilkinson-1
1201,1981-82,Idaho State,Big Sky,26,23,684,.530,,,.273,,,,,,16.9,,wilkida01,dale-wilkinson-1
1202,1978-79,Maryland,ACC,30,30,906,.582,,,.529,,,,,,17.3,,willibu01,buck-williams-1
1203,1979-80,Maryland,ACC,24,23,833,.625,,,.542,,,,,,14.4,,willibu01,buck-williams-1
1204,1980-81,Maryland,ACC,31,31,1080,.652,,,.643,,,,,,16.5,,willibu01,buck-williams-1
1205,1978-79,San Francisco,WCAC,26,,664,.471,,,.181,,,,,,,,willigu02,guy-williams-1
1206,1979-80,San Francisco,WCAC,29,,725,.457,,,.240,,,,,,,,willigu02,guy-williams-1
1207,1981-82,Washington State,Pac-10,29,,900,.465,,,.209,,,,,,18.0,,willigu02,guy-williams-1
1208,1982-83,Washington State,Pac-10,15,15,481,.591,,,.286,,,,,,11.5,,willigu02,guy-williams-1
1209,1977-78,Ohio State,Big Ten,27,27,992,.502,,,.224,,15.3,5.2,,4.9,14.0,,willihe01,herb-williams-1
1210,1978-79,Ohio State,Big Ten,31,31,1212,.549,,,.344,,15.1,4.2,,4.5,14.7,,willihe01,herb-williams-1
1211,1979-80,Ohio State,Big Ten,29,27,1069,.525,,,.354,,,,,,12.1,,willihe01,herb-williams-1
1212,1980-81,Ohio State,Big Ten,27,27,1020,.516,,,.296,,,,,,14.8,,willihe01,herb-williams-1
1213,1981-82,Tulane,Metro,28,,932,.605,,,.477,,,,,,13.2,,williho01,hot-rod-williams-1
1214,1982-83,Tulane,Metro,31,,996,.516,,,.372,,,,,,15.2,,williho01,hot-rod-williams-1
1215,1983-84,Tulane,Metro,28,,1038,.615,,,.518,,,,,,14.0,,williho01,hot-rod-williams-1
1216,1984-85,Tulane,Metro,28,,1006,.611,,,.464,,,,,,15.7,,williho01,hot-rod-williams-1
1217,1984-85,LSU,SEC,29,,935,.565,,,.266,,,,,,17.7,,willijo02,john-williams-1
1218,1985-86,LSU,SEC,37,,1277,.536,,,.287,,,,,,13.4,,willijo02,john-williams-1
1219,1979-80,St. John's (NY),Big East,12,,65,.568,,,.897,,,,,,23.9,,willike01,kevin-williams-1
1220,1980-81,St. John's (NY),Big East,27,,348,.556,,,.500,,,,,,20.9,,willike01,kevin-williams-1
1221,1981-82,St. John's (NY),Big East,30,0,431,.584,,,.574,,,,,,23.8,,willike01,kevin-williams-1
1222,1982-83,St. John's (NY),Big East,33,1,727,.608,,,.424,,,,,,20.0,,willike01,kevin-williams-1
1223,1981-82,Cincinnati,Metro,26,23,753,.505,,,.381,,,,,,15.7,,willimi03,mike-williams-1
1224,1982-83,Cincinnati,Metro,11,11,316,.553,,,.207,,,,,,10.7,,willimi03,mike-williams-1
1225,1984-85,Bradley,MVC,30,29,879,.559,,,.492,,,,,,21.6,,willimi03,mike-williams-1
1226,1985-86,Bradley,MVC,35,35,1065,.607,,,.503,,,,,,17.4,,willimi03,mike-williams-1
1227,1983-84,Arizona,Pac-10,28,28,1001,.622,,,.652,,,,,,15.7,,willipe01,pete-williams-1
1228,1984-85,Arizona,Pac-10,31,,996,.603,,,.715,,,,,,13.7,,willipe01,pete-williams-1
1229,1979-80,Houston,SWC,28,27,903,.554,,,.362,,,,,,10.6,,williro02,rob-williams-1
1230,1980-81,Houston,SWC,30,30,1171,.576,,,.349,,,,,,11.8,,williro02,rob-williams-1
1231,1981-82,Houston,SWC,30,29,1055,.531,,,.383,,,,,,14.0,,williro02,rob-williams-1
1232,1978-79,Arizona State,Pac-10,30,12,500,.516,,,.504,,,,,,28.0,,willisa02,sam-williams-2
1233,1979-80,Arizona State,Pac-10,27,25,781,.589,,,.388,,,,,,15.5,,willisa02,sam-williams-2
1234,1980-81,Arizona State,Pac-10,28,28,880,.569,,,.422,,,,,,17.3,,willisa02,sam-williams-2
1235,1981-82,Michigan State,Big Ten,27,14,518,.484,,,.195,,,,,,13.4,,willike02,kevin-willis-1
1236,1982-83,Michigan State,Big Ten,27,25,865,.590,.596,.004,.257,,,,,,15.7,,willike02,kevin-willis-1
1237,1983-84,Michigan State,Big Ten,25,23,738,.513,,,.246,,16.6,1.9,,2.5,,,willike02,kevin-willis-1
1238,1978-79,Marquette,Ind,29,,844,.440,,,.259,,,,,,,,wilsomi01,michael-wilson-1
1239,1979-80,Marquette,Ind,27,25,,.481,,,.227,,,,,,,,wilsomi01,michael-wilson-1
1240,1980-81,Marquette,Ind,31,31,,.581,,,.308,,,,,,,,wilsomi01,michael-wilson-1
1241,1981-82,Marquette,Ind,32,32,1138,.548,,,.403,,,,,,,,wilsomi01,michael-wilson-1
1242,1980-81,Virginia,ACC,32,6,703,.534,,,.433,,,,,,22.7,,wilsoot01,othell-wilson-1
1243,1981-82,Virginia,ACC,32,30,920,.583,,,.337,,,,,,17.2,,wilsoot01,othell-wilson-1
1244,1982-83,Virginia,ACC,34,34,1051,.555,,,.427,,,,,,17.7,,wilsoot01,othell-wilson-1
1245,1983-84,Virginia,ACC,29,24,973,.524,,,.285,,,,,,18.4,,wilsoot01,othell-wilson-1
1246,1982-83,Georgetown,Big East,32,31,855,.489,,,.370,,,,,,16.0,,wingada01,david-wingate-1
1247,1983-84,Georgetown,Big East,37,33,1005,.481,,,.349,,,,,,14.8,,wingada01,david-wingate-1
1248,1984-85,Georgetown,Big East,38,,1128,.516,,,.334,,,,,,17.8,,wingada01,david-wingate-1
1249,1985-86,Georgetown,Big East,32,31,956,.544,,,.393,,,,,,12.4,,wingada01,david-wingate-1
1250,1981-82,Bradley,MVC,34,,731,.454,,,.162,,,,,,0.0,,wintevo01,voise-winters-1
1251,1982-83,Bradley,MVC,29,28,1025,.515,,,.182,,,,,,13.5,,wintevo01,voise-winters-1
1252,1983-84,Bradley,MVC,27,24,919,.534,,,.273,,,,,,12.2,,wintevo01,voise-winters-1
1253,1984-85,Bradley,MVC,30,30,1132,.557,,,.286,,,,,,9.3,,wintevo01,voise-winters-1
1254,1978-79,Indiana,Big Ten,34,32,1258,.560,,,.279,,,,,,25.3,,wittmra01,randy-wittman-1
1255,1979-80,Indiana,Big Ten,5,5,145,.485,,,.143,,,,,,16.7,,wittmra01,randy-wittman-1
1256,1980-81,Indiana,Big Ten,35,32,1190,.569,,,.241,,,,,,10.9,,wittmra01,randy-wittman-1
1257,1981-82,Indiana,Big Ten,29,26,986,.516,,,.261,,,,,,11.3,,wittmra01,randy-wittman-1
1258,1982-83,Indiana,Big Ten,30,30,1110,.585,.552,.041,.248,,,,,,9.0,,wittmra01,randy-wittman-1
1259,1977-78,Holy Cross,Ind,27,,,.600,,,.365,,,,,,,,wittsga01,garry-witts-1
1260,1978-79,Holy Cross,Ind,28,28,,.571,,,.343,,,,,,,,wittsga01,garry-witts-1
1261,1979-80,Holy Cross,ECACN,30,28,,.574,,,.309,,,,,,18.3,,wittsga01,garry-witts-1
1262,1980-81,Holy Cross,ECACN,30,30,1010,.601,,,.484,,,,,,17.3,,wittsga01,garry-witts-1
1263,1977-78,UNC,ACC,31,,,.618,,,.208,,,,,,,,woodal01,al-wood-1
1264,1978-79,UNC,ACC,29,,,.604,,,.341,,,,,,,,woodal01,al-wood-1
1265,1979-80,UNC,ACC,29,,944,.610,,,.407,,,,,,9.3,,woodal01,al-wood-1
1266,1980-81,UNC,ACC,37,,1238,.561,,,.299,,,,,,10.8,,woodal01,al-wood-1
1267,1977-78,Tennessee,SEC,24,,,.549,,,.409,,,,,,13.3,,woodho01,howard-wood-1
1268,1978-79,Tennessee,SEC,33,,620,.537,,,.317,,,,,,15.6,,woodho01,howard-wood-1
1269,1979-80,Tennessee,SEC,29,2,646,.568,,,.404,,,,,,10.0,,woodho01,howard-wood-1
1270,1980-81,Tennessee,SEC,29,29,985,.585,,,.502,,,,,,17.4,,woodho01,howard-wood-1
1271,1979-80,Arizona,Pac-10,24,7,221,.426,,,.234,,,,,,,,woodle01,leon-wood-1
1272,1981-82,Cal State Fullerton,PCAA,32,32,1263,.567,,,.511,,,,,,17.1,,woodle01,leon-wood-1
1273,1982-83,Cal State Fullerton,PCAA,29,29,1076,.567,.508,.167,.476,,,,,,19.6,,woodle01,leon-wood-1
1274,1983-84,Cal State Fullerton,PCAA,30,30,1170,.543,,,.476,,,,,,12.0,,woodle01,leon-wood-1
1275,1977-78,Notre Dame,Ind,24,,230,.523,,,.423,,,,,,,,woolror01,orlando-woolridge-1
1276,1978-79,Notre Dame,Ind,30,30,752,.592,,,.221,,12.1,9.7,,1.1,18.1,,woolror01,orlando-woolridge-1
1277,1979-80,Notre Dame,Ind,27,27,835,.615,,,.552,,,,,,,,woolror01,orlando-woolridge-1
1278,1980-81,Notre Dame,Ind,28,28,924,.661,,,.563,,,,,,,,woolror01,orlando-woolridge-1
1279,1979-80,UNC,ACC,14,,396,.594,,,.357,,,,,,24.2,,worthja01,james-worthy-1
1280,1980-81,UNC,ACC,36,,1214,.525,,,.361,,,,,,18.6,,worthja01,james-worthy-1
1281,1981-82,UNC,ACC,34,,1178,.601,,,.528,,,,,,17.5,,worthja01,james-worthy-1
1282,1981-82,UCLA,Pac-10,10,0,33,.547,,,.333,,,,,,10.3,,wrighbr01,brad-wright-1
1283,1982-83,UCLA,Pac-10,28,0,318,.541,,,.365,,,,,,14.7,,wrighbr01,brad-wright-1
1284,1983-84,UCLA,Pac-10,28,0,257,.559,,,1.085,,,,,,14.4,,wrighbr01,brad-wright-1
1285,1984-85,UCLA,Pac-10,33,33,1069,.551,,,.522,,,,,,18.3,,wrighbr01,brad-wright-1
1286,1980-81,Wake Forest,ACC,29,0,491,.533,,,.410,,,,,,14.7,,youngda01,danny-young-1
1287,1981-82,Wake Forest,ACC,30,30,946,.541,,,.331,,,,,,18.3,,youngda01,danny-young-1
1288,1982-83,Wake Forest,ACC,31,31,999,.537,.500,.232,.365,,,,,,13.6,,youngda01,danny-young-1
1289,1983-84,Wake Forest,ACC,32,32,1043,.492,,,.301,,,,,,15.9,,youngda01,danny-young-1
1290,1980-81,Houston,SWC,30,25,1049,.503,,,.263,,,,,,9.8,,youngmi01,michael-young-1
1291,1981-82,Houston,SWC,33,32,979,.463,,,.179,,,,,,13.2,,youngmi01,michael-young-1
1292,1982-83,Houston,SWC,34,,1116,.524,,,.170,,,,,,8.5,,youngmi01,michael-young-1
1293,1983-84,Houston,SWC,37,,1354,.519,,,.234,,,,,,8.5,,youngmi01,michael-young-1
1294,1981-82,Virginia Tech,Metro,31,22,687,.492,,,.459,,,,,,19.8,,youngpe01,perry-young-1
1295,1982-83,Virginia Tech,Metro,34,34,1214,.551,,,.411,,,,,,14.7,,youngpe01,perry-young-1
1296,1983-84,Virginia Tech,Metro,35,,1202,.600,,,.573,,,,,,14.9,,youngpe01,perry-young-1
1297,1984-85,Virginia Tech,Metro,29,,1020,.534,,,.439,,,,,,12.7,,youngpe01,perry-young-1
