,season,school_name,conf_abbr,g,gs,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,id,cbb_id
570,1982-83,Arkansas,SWC,30,,950,.556,,,.355,,,,,,18.4,,kleinjo01,joe-kleine-1
571,1983-84,Arkansas,SWC,32,32,1173,.644,,,.601,,,,,,17.8,,kleinjo01,joe-kleine-1
572,1984-85,Arkansas,SWC,35,35,1289,.638,,,.531,,,,,,12.6,,kleinjo01,joe-kleine-1
573,1981-82,SMU,SWC,27,27,745,.491,,,.397,,,,,,16.1,,koncajo01,jon-koncak-1
574,1982-83,SMU,SWC,30,,980,.557,,,.368,,,,,,13.1,,koncajo01,jon-koncak-1
575,1983-84,SMU,SWC,33,33,1162,.624,,,.426,,,,,,16.4,,koncajo01,jon-koncak-1
576,1984-85,SMU,SWC,33,,1084,.614,,,.519,,,,,,14.9,,koncajo01,jon-koncak-1
577,1982-83,Montana,Big Sky,28,2,396,.513,,,.794,,,,,,17.3,,krystla01,larry-krystkowiak-1
578,1983-84,Montana,Big Sky,30,,1068,.616,,,.621,,,,,,11.9,,krystla01,larry-krystkowiak-1
579,1984-85,Montana,Big Sky,30,,1079,.656,,,.664,,,,,,13.6,,krystla01,larry-krystkowiak-1
580,1985-86,Montana,Big Sky,32,32,1118,.626,,,.570,,,,,,9.0,,krystla01,larry-krystkowiak-1
581,1979-80,UConn,Big East,29,1,473,.511,,,.530,,,,,,,,kuczebr01,bruce-kuczenski-1
582,1980-81,UConn,Big East,29,0,317,.642,,,.725,,,,,,24.3,,kuczebr01,bruce-kuczenski-1
583,1981-82,UConn,Big East,28,4,474,.456,,,.505,,,,,,18.7,,kuczebr01,bruce-kuczenski-1
584,1982-83,UConn,Big East,28,28,826,.488,,,.336,,,,,,18.6,,kuczebr01,bruce-kuczenski-1
585,1977-78,Virginia,ACC,28,,930,.506,,,.537,,7.9,12.9,,0.1,15.4,,lampje01,jeff-lamp-1
586,1978-79,Virginia,ACC,28,,967,.554,,,.449,,7.6,11.8,,0.2,13.6,,lampje01,jeff-lamp-1
587,1979-80,Virginia,ACC,34,,1200,.572,,,.339,,,,,,17.3,,lampje01,jeff-lamp-1
588,1980-81,Virginia,ACC,33,33,1134,.612,,,.438,,,,,,11.5,,lampje01,jeff-lamp-1
589,1981-82,Memphis,Metro,29,,1041,.585,,,.481,,,,,,19.8,,leeke01,keith-lee-1
590,1982-83,Memphis,Metro,31,,1109,.559,,,.393,,,,,,14.8,,leeke01,keith-lee-1
591,1983-84,Memphis,Metro,33,,1139,.578,,,.333,,,,,,12.5,,leeke01,keith-lee-1
592,1984-85,Memphis,Metro,35,,1141,.545,,,.373,,,,,,12.6,,leeke01,keith-lee-1
593,1981-82,Cleveland State,Ind,27,24,,.526,,,.434,,,,,,,,lesji01,jim-les-1
594,1982-83,Cleveland State,Mid-Cont,4,4,,.487,,,.200,,,,,,39.0,,lesji01,jim-les-1
595,1983-84,Bradley,MVC,22,22,800,.474,,,.487,,,,,,29.7,,lesji01,jim-les-1
596,1984-85,Bradley,MVC,30,30,1126,.560,,,.386,,,,,,23.5,,lesji01,jim-les-1
597,1985-86,Bradley,MVC,35,35,1278,.527,,,.331,,,,,,16.8,,lesji01,jim-les-1
598,1978-79,Arizona State,Pac-10,29,,377,.473,,,.413,,,,,,,,leverfa01,fat-lever-1
599,1979-80,Arizona State,Pac-10,29,,974,.498,,,.468,,,,,,,,leverfa01,fat-lever-1
600,1980-81,Arizona State,Pac-10,28,,1038,.516,,,.448,,,,,,,,leverfa01,fat-lever-1
601,1981-82,Arizona State,Pac-10,27,,1032,.519,,,.401,,,,,,,,leverfa01,fat-lever-1
602,1979-80,Wichita State,MVC,29,,914,.562,,,.367,,,,,,17.8,,levincl01,cliff-levingston-1
603,1980-81,Wichita State,MVC,33,33,1108,.562,,,.429,,,,,,13.6,,levincl01,cliff-levingston-1
604,1981-82,Wichita State,MVC,29,27,902,.541,,,.401,,,,,,17.2,,levincl01,cliff-levingston-1
605,1981-82,La Salle,ECC,25,,,.512,,,.575,,,,,,,,lewisra01,ralph-lewis-1
606,1982-83,La Salle,ECC,32,32,1071,.505,,,.466,,,,,,10.2,,lewisra01,ralph-lewis-1
607,1983-84,La Salle,MAAC,31,,1147,.627,,,.545,,,,,,9.6,,lewisra01,ralph-lewis-1
608,1984-85,La Salle,MAAC,28,28,1064,.598,,,.458,,,,,,13.1,,lewisra01,ralph-lewis-1
609,1978-79,Arizona State,Pac-10,29,12,584,.512,,,.402,,,,,,26.6,,listeal01,alton-lister-1
610,1979-80,Arizona State,Pac-10,27,27,793,.517,,,.394,,,,,,21.7,,listeal01,alton-lister-1
611,1980-81,Arizona State,Pac-10,26,26,845,.589,,,.436,,,,,,16.9,,listeal01,alton-lister-1
612,1979-80,Drake,MVC,27,27,1022,.585,,,.403,,,,,,11.9,,lloydle01,lewis-lloyd-1
613,1980-81,Drake,MVC,29,29,1044,.582,,,.409,,,,,,11.7,,lloydle01,lewis-lloyd-1
614,1979-80,Auburn,SEC,28,,766,.506,,,.322,,,,,,17.9,,lockhda01,darrell-lockhart-1
615,1980-81,Auburn,SEC,27,27,845,.567,,,.193,,,,,,16.1,,lockhda01,darrell-lockhart-1
616,1981-82,Auburn,SEC,28,28,896,.578,,,.199,,,,,,18.6,,lockhda01,darrell-lockhart-1
617,1982-83,Auburn,SEC,28,28,864,.565,,,.178,,,,,,16.6,,lockhda01,darrell-lockhart-1
618,1979-80,North Carolina State,ACC,28,,628,.545,,,1.082,,,,,,25.0,,lowesi01,sidney-lowe-1
619,1980-81,North Carolina State,ACC,24,,846,.540,,,.649,,,,,,25.1,,lowesi01,sidney-lowe-1
620,1981-82,North Carolina State,ACC,32,,1169,.574,,,.559,,,,,,22.7,,lowesi01,sidney-lowe-1
621,1982-83,North Carolina State,ACC,36,,1374,.517,,,.393,,,,,,19.2,,lowesi01,sidney-lowe-1
622,1976-77,LSU,SEC,26,26,869,.537,,,.329,,,,,,,,macklru01,rudy-macklin-1
623,1977-78,LSU,SEC,27,,859,.630,,,.352,,,,,,,,macklru01,rudy-macklin-1
624,1978-79,LSU,SEC,2,,52,.626,,,.313,,,,,,,,macklru01,rudy-macklin-1
625,1979-80,LSU,SEC,32,,1038,.626,,,.366,,,,,,,,macklru01,rudy-macklin-1
626,1980-81,LSU,SEC,36,36,1147,.647,,,.504,,,,,,,,macklru01,rudy-macklin-1
627,1978-79,Kansas,Big 8,25,,303,.380,,,.216,,,,,,,,magleda01,dave-magley-1
628,1979-80,Kansas,Big 8,29,,600,.512,,,.168,,,,,,,,magleda01,dave-magley-1
629,1980-81,Kansas,Big 8,32,,986,.509,,,.243,,,,,,,,magleda01,dave-magley-1
630,1981-82,Kansas,Big 8,27,,1053,.522,,,.310,,,,,,,,magleda01,dave-magley-1
631,1979-80,Mississippi State,SEC,27,,781,.489,,,.168,,,,,,10.6,,malonje01,jeff-malone-1
632,1980-81,Mississippi State,SEC,27,,999,.535,,,.286,,,,,,9.8,,malonje01,jeff-malone-1
633,1981-82,Mississippi State,SEC,27,,1001,.566,,,.171,,,,,,8.1,,malonje01,jeff-malone-1
634,1982-83,Mississippi State,SEC,29,,1070,.568,,,.262,,,,,,6.7,,malonje01,jeff-malone-1
635,1982-83,Louisiana Tech,Southland,28,28,894,.599,,,.654,,,,,,15.7,,malonka01,karl-malone-1
636,1983-84,Louisiana Tech,Southland,32,31,1011,.608,,,.618,,,,,,16.1,,malonka01,karl-malone-1
637,1984-85,Louisiana Tech,Southland,32,32,926,.551,,,.426,,,,,,14.7,,malonka01,karl-malone-1
638,1979-80,Utah,WAC,28,0,457,.457,,,.366,,,,,,26.1,,mannipa01,pace-mannion-1
639,1980-81,Utah,WAC,28,28,902,.481,,,.485,,,,,,21.8,,mannipa01,pace-mannion-1
640,1981-82,Utah,WAC,28,28,1061,.472,,,.369,,,,,,22.6,,mannipa01,pace-mannion-1
641,1982-83,Utah,WAC,32,32,1195,.543,,,.401,,,,,,16.7,,mannipa01,pace-mannion-1
642,1981-82,Georgetown,Big East,35,0,468,.534,,,.587,,,,,,19.5,,martibi01,bill-martin-1
643,1982-83,Georgetown,Big East,32,32,917,.551,,,.392,,,,,,16.1,,martibi01,bill-martin-1
644,1983-84,Georgetown,Big East,37,6,800,.556,,,.569,,,,,,12.5,,martibi01,bill-martin-1
645,1984-85,Georgetown,Big East,38,,1147,.562,,,.324,,,,,,14.4,,martibi01,bill-martin-1
646,1981-82,Kansas,Big 8,25,3,389,.506,,,.329,,,,,,,,martibr01,brian-martin-1
647,1982-83,Kansas,Big 8,27,12,459,.524,,,.513,,,,,,,,martibr01,brian-martin-1
648,1983-84,Kansas,Big 8,32,2,542,.537,,,.429,,,,,,16.1,,martibr01,brian-martin-1
649,1982-83,St. Joseph's,A-10,28,28,934,.568,,,.562,,,,,,30.0,,martima01,maurice-martin-1
650,1983-84,St. Joseph's,A-10,28,26,928,.595,,,.249,,,,,,6.6,,martima01,maurice-martin-1
651,1984-85,St. Joseph's,A-10,28,27,917,.562,.523,.162,.359,,,,,,6.2,,martima01,maurice-martin-1
652,1985-86,St. Joseph's,A-10,30,28,997,.541,,,.453,,,,,,,,martima01,maurice-martin-1
653,1981-82,Villanova,Big East,30,,828,.615,,,.236,,,,,,19.6,,mccladw01,dwayne-mcclain-1
654,1982-83,Villanova,Big East,29,,744,.556,,,.265,,,,,,13.8,,mccladw01,dwayne-mcclain-1
655,1983-84,Villanova,Big East,31,,973,.615,,,.325,,,,,,16.4,,mccladw01,dwayne-mcclain-1
656,1984-85,Villanova,Big East,35,,1114,.611,,,.382,,,,,,16.7,,mccladw01,dwayne-mcclain-1
657,1980-81,Michigan,Big Ten,30,0,524,.576,,,.566,,,,,,23.4,,mccorti01,tim-mccormick-1
658,1982-83,Michigan,Big Ten,28,26,762,.605,,,.609,,,,,,14.5,,mccorti01,tim-mccormick-1
659,1983-84,Michigan,Big Ten,32,29,960,.614,,,.823,,,,,,14.2,,mccorti01,tim-mccormick-1
660,1979-80,Louisville,Metro,36,,1178,.570,,,.518,,,,,,27.7,,mccraro01,rodney-mccray-1
661,1980-81,Louisville,Metro,30,,917,.608,,,.464,,,,,,17.4,,mccraro01,rodney-mccray-1
662,1981-82,Louisville,Metro,33,33,961,.600,,,.429,,,,,,22.1,,mccraro01,rodney-mccray-1
663,1982-83,Louisville,Metro,36,36,1197,.623,,,.479,,,,,,18.5,,mccraro01,rodney-mccray-1
664,1978-79,Louisville,Metro,32,,954,.525,,,.416,,,,,,25.1,,mccrasc01,scooter-mccray-1
665,1979-80,Louisville,Metro,3,,58,.505,,,.545,,,,,,41.9,,mccrasc01,scooter-mccray-1
666,1980-81,Louisville,Metro,30,,682,.443,,,.382,,,,,,21.9,,mccrasc01,scooter-mccray-1
667,1981-82,Louisville,Metro,30,11,472,.437,,,.354,,,,,,27.7,,mccrasc01,scooter-mccray-1
668,1982-83,Louisville,Metro,36,36,1165,.493,,,.341,,,,,,19.3,,mccrasc01,scooter-mccray-1
669,1981-82,Wichita State,MVC,28,2,378,.524,,,.319,,,,,,13.9,,mcdanxa01,xavier-mcdaniel-1
670,1982-83,Wichita State,MVC,28,28,987,.589,,,.394,,,,,,14.7,,mcdanxa01,xavier-mcdaniel-1
671,1983-84,Wichita State,MVC,30,30,1130,.588,,,.387,,,,,,15.8,,mcdanxa01,xavier-mcdaniel-1
672,1984-85,Wichita State,MVC,31,31,1143,.575,,,.357,,,,,,11.9,,mcdanxa01,xavier-mcdaniel-1
673,1980-81,UC-Irvine,PCAA,27,,899,.536,,,.247,,,,,,16.9,,mcdonbe01,ben-mcdonald-1
674,1981-82,UC-Irvine,PCAA,30,,1012,.575,,,.286,,,,,,23.4,,mcdonbe01,ben-mcdonald-1
675,1982-83,UC-Irvine,PCAA,28,28,953,.546,,,.295,,,,,,18.2,,mcdonbe01,ben-mcdonald-1
676,1983-84,UC-Irvine,PCAA,29,29,1001,.534,,,.282,,,,,,15.4,,mcdonbe01,ben-mcdonald-1
677,1977-78,Memphis,Metro,14,,88,.676,,,.786,,,,,,,,mcdowha01,hank-mcdowell-1
678,1978-79,Memphis,Metro,28,,637,.513,,,.439,,,,,,,,mcdowha01,hank-mcdowell-1
679,1979-80,Memphis,Metro,27,,900,.476,,,.422,,,,,,,,mcdowha01,hank-mcdowell-1
680,1980-81,Memphis,Metro,27,,934,.554,,,.602,,,,,,,,mcdowha01,hank-mcdowell-1
681,1977-78,Michigan,Big Ten,27,27,890,.534,,,.278,,,,,,,,mcgeemi01,mike-mcgee-1
682,1978-79,Michigan,Big Ten,27,25,890,.488,,,.322,,9.5,7.4,,0.2,18.0,,mcgeemi01,mike-mcgee-1
683,1979-80,Michigan,Big Ten,30,30,1086,.504,,,.272,,,,,,10.7,,mcgeemi01,mike-mcgee-1
684,1980-81,Michigan,Big Ten,30,30,1070,.538,,,.282,,,,,,11.1,,mcgeemi01,mike-mcgee-1
685,1977-78,Creighton,MVC,28,,739,.493,,,.229,,,,,,18.7,,mckenke01,kevin-mckenna-1
686,1978-79,Creighton,MVC,27,,778,.497,,,.291,,,,,,17.9,,mckenke01,kevin-mckenna-1
687,1979-80,Creighton,MVC,28,28,868,.550,,,.343,,,,,,16.6,,mckenke01,kevin-mckenna-1
688,1980-81,Creighton,MVC,30,30,,.524,,,.348,,,,,,16.1,,mckenke01,kevin-mckenna-1
689,1981-82,Loyola Marymount,WCAC,27,,805,.515,,,.125,,,,,,13.8,,mckenfo01,forrest-mckenzie-1
690,1982-83,Loyola Marymount,WCAC,27,,947,.522,,,.204,,,,,,,,mckenfo01,forrest-mckenzie-1
691,1983-84,Loyola Marymount,WCAC,27,,993,.515,,,.223,,,,,,9.9,,mckenfo01,forrest-mckenzie-1
692,1985-86,Loyola Marymount,WCAC,29,28,1010,.535,,,.171,,,,,,11.5,,mckenfo01,forrest-mckenzie-1
693,1984-85,North Carolina State,ACC,33,32,973,.500,,,.459,,,,,,25.4,,mcmilna01,nate-mcmillan-1
694,1985-86,North Carolina State,ACC,34,34,1208,.525,,,.344,,,,,,24.3,,mcmilna01,nate-mcmillan-1
695,1977-78,Santa Clara,WCAC,29,,,.602,,,.428,,,,,,,,mcnamma01,mark-mcnamara-1
696,1978-79,Santa Clara,WCAC,25,,652,.581,,,.462,,,,,,,,mcnamma01,mark-mcnamara-1
697,1980-81,University of California,Pac-10,26,,868,.598,,,.569,,,,,,19.4,,mcnamma01,mark-mcnamara-1
698,1981-82,University of California,Pac-10,27,,996,.668,,,.736,,,,,,13.3,,mcnamma01,mark-mcnamara-1
699,1981-82,North Carolina State,ACC,32,,553,.554,,,1.045,,,,,,22.4,,mcqueco01,cozell-mcqueen-1
700,1982-83,North Carolina State,ACC,36,,885,.451,,,.268,,,,,,20.6,,mcqueco01,cozell-mcqueen-1
701,1983-84,North Carolina State,ACC,33,33,1072,.535,,,.561,,,,,,16.8,,mcqueco01,cozell-mcqueen-1
702,1984-85,North Carolina State,ACC,33,33,1113,.571,,,.464,,,,,,17.0,,mcqueco01,cozell-mcqueen-1
703,1982-83,Illinois,Big Ten,29,0,237,.500,.466,.000,.233,,,,,,18.2,,meentsc01,scott-meents-1
704,1983-84,Illinois,Big Ten,28,6,465,.484,,,.246,,,,,,19.4,,meentsc01,scott-meents-1
705,1984-85,Illinois,Big Ten,35,10,652,.501,,,.211,,,,,,18.9,,meentsc01,scott-meents-1
706,1985-86,Illinois,Big Ten,32,15,507,.549,,,.203,,,,,,21.7,,meentsc01,scott-meents-1
707,1979-80,Houston,SWC,27,13,468,.529,,,.496,,,,,,11.6,,michela01,larry-micheaux-1
708,1980-81,Houston,SWC,29,27,860,.596,,,.429,,,,,,16.3,,michela01,larry-micheaux-1
709,1981-82,Houston,SWC,33,33,1084,.605,,,.324,,,,,,16.3,,michela01,larry-micheaux-1
710,1982-83,Houston,SWC,34,,1006,.589,,,.445,,,,,,15.0,,michela01,larry-micheaux-1
711,1979-80,Kentucky,SEC,34,18,691,.517,,,.345,,,,,,31.2,,minnidi01,dirk-minniefield-1
712,1980-81,Kentucky,SEC,28,28,890,.599,,,.296,,5.3,30.4,,0.3,22.6,,minnidi01,dirk-minniefield-1
713,1981-82,Kentucky,SEC,30,30,1034,.560,,,.442,,5.9,,,0.1,22.3,,minnidi01,dirk-minniefield-1
714,1982-83,Kentucky,SEC,31,31,951,.577,,,.342,,,,,,32.0,,minnidi01,dirk-minniefield-1
715,1981-82,Mercer,A-Sun,27,,,.533,,,.342,,,,,,10.4,,mitchsa01,sam-mitchell-1
716,1982-83,Mercer,A-Sun,28,,964,.567,,,.391,,,,,,13.6,,mitchsa01,sam-mitchell-1
717,1983-84,Mercer,A-Sun,26,,935,.553,,,.359,,,,,,11.2,,mitchsa01,sam-mitchell-1
718,1984-85,Mercer,A-Sun,31,31,1157,.563,,,.435,,,,,,8.3,,mitchsa01,sam-mitchell-1
719,1978-79,Wake Forest,ACC,27,16,624,.600,,,.628,,,,,,12.5,,morgagu01,guy-morgan-1
720,1979-80,Wake Forest,ACC,27,26,791,.624,,,.635,,,,,,16.3,,morgagu01,guy-morgan-1
721,1980-81,Wake Forest,ACC,29,29,766,.598,,,.492,,,,,,14.0,,morgagu01,guy-morgan-1
722,1981-82,Wake Forest,ACC,30,29,767,.605,,,.876,,,,,,17.1,,morgagu01,guy-morgan-1
723,1978-79,Northeastern,Ind,26,,478,.488,,,.291,,,,,,,,mosspe01,perry-moss-1
724,1979-80,Northeastern,ECACN,27,,666,.502,,,.344,,,,,,18.9,,mosspe01,perry-moss-1
725,1980-81,Northeastern,ECACN,30,,953,.520,,,.403,,,,,,,,mosspe01,perry-moss-1
726,1981-82,Northeastern,ECACN,30,,1127,.531,,,.367,,,,,,,,mosspe01,perry-moss-1
727,1981-82,St. John's (NY),Big East,30,30,1061,.597,,,.570,,,,,,18.9,,mullich01,chris-mullin-1
728,1982-83,St. John's (NY),Big East,33,33,1210,.644,,,.499,,,,,,16.1,,mullich01,chris-mullin-1
729,1983-84,St. John's (NY),Big East,27,27,1070,.641,,,.475,,,,,,17.2,,mullich01,chris-mullin-1
730,1984-85,St. John's (NY),Big East,35,,1327,.585,,,.483,,,,,,13.2,,mullich01,chris-mullin-1
731,1980-81,Boston College,Big East,30,26,676,.549,,,.443,,,,,,15.0,,murphja01,jay-murphy-1
732,1981-82,Boston College,Big East,31,27,735,.584,,,.623,,,,,,12.3,,murphja01,jay-murphy-1
733,1982-83,Boston College,Big East,32,,957,.533,,,.347,,,,,,10.2,,murphja01,jay-murphy-1
734,1983-84,Boston College,Big East,30,,958,.526,,,.364,,,,,,7.7,,murphja01,jay-murphy-1
735,1982-83,UC-Irvine,PCAA,28,14,704,.564,,,.541,,,,,,20.9,,murphto01,tod-murphy-1
736,1983-84,UC-Irvine,PCAA,29,29,872,.629,,,.504,,,,,,14.0,,murphto01,tod-murphy-1
737,1984-85,UC-Irvine,PCAA,30,30,1047,.619,.560,.009,.450,,,,,,14.5,,murphto01,tod-murphy-1
738,1985-86,UC-Irvine,PCAA,30,,1116,.611,.560,.003,.646,,,,,,13.5,,murphto01,tod-murphy-1
739,1984-85,Little Rock,A-Sun,30,28,1037,.506,,,.465,,,,,,19.5,,myerspe01,pete-myers-1
740,1985-86,Little Rock,A-Sun,34,33,1142,.590,,,.608,,,,,,14.4,,myerspe01,pete-myers-1
741,1977-78,Clemson,ACC,25,5,273,.469,,,.227,,,,,,20.9,,nancela01,larry-nance-1
742,1978-79,Clemson,ACC,29,28,837,.537,,,.292,,,,,,20.0,,nancela01,larry-nance-1
743,1979-80,Clemson,ACC,32,32,961,.536,,,.485,,,,,,12.6,,nancela01,larry-nance-1
744,1980-81,Clemson,ACC,31,27,887,.595,,,.322,,,,,,14.1,,nancela01,larry-nance-1
745,1978-79,Kansas State,Big 8,28,24,,.477,,,.267,,,,,,,,nealyed01,ed-nealy-1
746,1979-80,Kansas State,Big 8,31,30,1002,.521,,,.434,,,,,,,,nealyed01,ed-nealy-1
747,1980-81,Kansas State,Big 8,33,33,1163,.553,,,.284,,,,,,,,nealyed01,ed-nealy-1
748,1981-82,Kansas State,Big 8,31,31,1113,.583,,,.502,,,,,,,,nealyed01,ed-nealy-1
749,1978-79,North Carolina State,ACC,19,,,.442,,,.750,,,,,,,,nevitch01,chuck-nevitt-1
750,1979-80,North Carolina State,ACC,19,,,.541,,,.435,,,,,,,,nevitch01,chuck-nevitt-1
751,1980-81,North Carolina State,ACC,21,,,.542,,,.885,,,,,,,,nevitch01,chuck-nevitt-1
752,1981-82,North Carolina State,ACC,31,,,.589,,,.479,,,,,,,,nevitch01,chuck-nevitt-1
753,1982-83,Richmond,ECACS,28,,763,.563,,,.371,,,,,,15.3,,newmajo01,johnny-newman-1
754,1983-84,Richmond,ECACS,32,,1189,.574,,,.381,,,,,,10.0,,newmajo01,johnny-newman-1
755,1984-85,Richmond,ECACS,32,,1128,.590,,,.369,,,,,,12.7,,newmajo01,johnny-newman-1
756,1985-86,Richmond,CAA,30,,1123,.577,,,.352,,,,,,9.1,,newmajo01,johnny-newman-1
757,1978-79,Jackson State,SWAC,27,,,.574,,,.552,,,,,,,,norriau01,audie-norris-1
758,1979-80,Jackson State,SWAC,28,,948,.595,,,.519,,,,,,,,norriau01,audie-norris-1
759,1980-81,Jackson State,SWAC,29,,925,.601,,,.537,,,,,,,,norriau01,audie-norris-1
760,1981-82,Jackson State,SWAC,28,28,935,.571,,,.643,,,,,,18.7,,norriau01,audie-norris-1
761,1981-82,Texas Christian,SWC,14,0,60,.472,,,.286,,,,,,11.2,,nuttde01,dennis-nutt-1
762,1982-83,Texas Christian,SWC,32,11,674,.553,,,.132,,,,,,16.8,,nuttde01,dennis-nutt-1
763,1983-84,Texas Christian,SWC,28,28,1050,.531,,,.181,,,,,,11.1,,nuttde01,dennis-nutt-1
764,1984-85,Texas Christian,SWC,28,,1010,.570,,,.211,,,,,,,,nuttde01,dennis-nutt-1
765,1981-82,Houston,SWC,29,6,529,.603,,,.687,,,,,,17.1,,olajuha01,hakeem-olajuwon-1
766,1982-83,Houston,SWC,34,,932,.614,,,.471,,,,,,17.1,,olajuha01,hakeem-olajuwon-1
767,1983-84,Houston,SWC,37,,1260,.647,,,.629,,,,,,11.3,,olajuha01,hakeem-olajuwon-1
768,1979-80,Notre Dame,Ind,27,1,459,.552,,,.632,,,,,,,,paxsojo01,john-paxson-1
769,1980-81,Notre Dame,Ind,29,29,1062,.551,,,.408,,,,,,,,paxsojo01,john-paxson-1
770,1981-82,Notre Dame,Ind,27,27,1055,.566,,,.269,,,,,,,,paxsojo01,john-paxson-1
771,1982-83,Notre Dame,Ind,29,29,1082,.558,,,.243,,,,,,,,paxsojo01,john-paxson-1
772,1980-81,UNC,ACC,37,,1115,.662,,,.645,,,,,,,,perkisa01,sam-perkins-1
773,1981-82,UNC,ACC,32,,1141,.620,,,.472,,,,,,12.6,,perkisa01,sam-perkins-1
774,1982-83,UNC,ACC,35,,1174,.595,.541,.116,.428,,,,,,12.5,,perkisa01,sam-perkins-1
775,1983-84,UNC,ACC,31,,1029,.654,,,.547,,,,,,12.8,,perkisa01,sam-perkins-1
776,1982-83,Auburn,SEC,28,20,636,.558,,,.151,,,,,,13.7,,persoch01,chuck-person-1
777,1983-84,Auburn,SEC,31,31,1079,.566,,,.243,,,,,,13.0,,persoch01,chuck-person-1
778,1984-85,Auburn,SEC,34,,1240,.562,,,.174,,,,,,10.7,,persoch01,chuck-person-1
779,1985-86,Auburn,SEC,33,33,1178,.546,,,.188,,,,,,10.2,,persoch01,chuck-person-1
780,1980-81,Minnesota,Big Ten,22,,110,.484,,,.154,,,,,,20.1,,peterji01,jim-petersen-1
781,1981-82,Minnesota,Big Ten,21,,252,.496,,,.423,,,,,,33.9,,peterji01,jim-petersen-1
782,1982-83,Minnesota,Big Ten,29,,696,.561,,,.188,,,,,,22.5,,peterji01,jim-petersen-1
783,1983-84,Minnesota,Big Ten,24,,720,.654,,,.300,,,,,,23.7,,peterji01,jim-petersen-1
784,1981-82,Alcorn State,SWAC,29,28,745,.506,,,.339,,,,,,14.1,,phelpmi01,michael-phelps-1
785,1982-83,Alcorn State,SWAC,30,,861,.518,,,.385,,,,,,,,phelpmi01,michael-phelps-1
786,1983-84,Alcorn State,SWAC,25,21,683,.584,,,.569,,,,,,15.0,,phelpmi01,michael-phelps-1
787,1984-85,Alcorn State,SWAC,30,,841,.528,,,.356,,,,,,,,phelpmi01,michael-phelps-1
788,1978-79,Alabama,SEC,33,33,1001,.619,,,.323,,,,,,12.9,,philled01,eddie-phillips-1
789,1979-80,Alabama,SEC,30,30,1064,.537,,,.478,,,,,,12.7,,philled01,eddie-phillips-1
790,1980-81,Alabama,SEC,29,29,896,.530,,,.478,,,,,,15.0,,philled01,eddie-phillips-1
791,1981-82,Alabama,SEC,30,,926,.557,,,.392,,,,,,,,philled01,eddie-phillips-1
792,1979-80,Rice,SWC,26,,878,.515,,,.311,,,,,,14.8,,piercri01,ricky-pierce-1
793,1980-81,Rice,SWC,26,,901,.543,,,.268,,,,,,,,piercri01,ricky-pierce-1
794,1981-82,Rice,SWC,30,,1104,.559,,,.363,,,,,,8.5,,piercri01,ricky-pierce-1
795,1981-82,Villanova,Big East,32,,1083,.665,,,.610,,,,,,16.9,,pincked01,ed-pinckney-1
796,1982-83,Villanova,Big East,31,,1029,.629,,,.753,,,,,,21.6,,pincked01,ed-pinckney-1
797,1983-84,Villanova,Big East,31,,1068,.640,,,.828,,,,,,14.6,,pincked01,ed-pinckney-1
798,1984-85,Villanova,Big East,35,,1186,.650,,,.892,,,,,,17.0,,pincked01,ed-pinckney-1
799,1979-80,Villanova,EAA,31,,951,.610,,,.546,,,,,,13.8,,pinonjo01,john-pinone-1
800,1980-81,Villanova,Big East,31,,1149,.617,,,.619,,,,,,17.8,,pinonjo01,john-pinone-1
801,1981-82,Villanova,Big East,32,,1142,.620,,,.697,,,,,,12.3,,pinonjo01,john-pinone-1
802,1982-83,Villanova,Big East,32,,1088,.626,,,.712,,,,,,14.3,,pinonjo01,john-pinone-1
803,1978-79,La Salle,ECC,12,,,.369,,,.750,,,,,,,,piotrto01,tom-piotrowski-1
804,1980-81,La Salle,ECC,27,,,.522,,,.285,,,,,,,,piotrto01,tom-piotrowski-1
805,1981-82,La Salle,ECC,29,,,.532,,,.337,,,,,,,,piotrto01,tom-piotrowski-1
806,1982-83,La Salle,ECC,32,26,772,.542,,,.390,,,,,,13.3,,piotrto01,tom-piotrowski-1
807,1980-81,Maryland,ACC,31,2,553,.671,,,.532,,,,,,,,pittmch01,charles-pittman-1
808,1981-82,Maryland,ACC,24,23,828,.645,,,.701,,,,,,18.9,,pittmch01,charles-pittman-1
809,1980-81,Boston University,ECACN,26,13,311,.550,,,.547,,,,,,18.9,,plummga01,gary-plummer-1
810,1981-82,Boston University,ECACN,10,10,254,.524,,,.264,,,,,,19.0,,plummga01,gary-plummer-1
811,1982-83,Boston University,ECACN,27,27,800,.512,,,.285,,,,,,16.0,,plummga01,gary-plummer-1
812,1983-84,Boston University,ECACN,27,,840,.551,,,.417,,,,,,17.1,,plummga01,gary-plummer-1
813,1981-82,UNLV,Ind,27,5,607,.564,,,.626,,,,,,,,poleedw01,dwayne-polee-1
814,1982-83,Pepperdine,WCAC,,,,,,,,,,,,,,,poleedw01,dwayne-polee-1
815,1983-84,Pepperdine,WCAC,27,,715,.548,,,.585,,,,,,17.1,,poleedw01,dwayne-polee-1
816,1984-85,Pepperdine,WCAC,32,32,1062,.543,,,.493,,,,,,17.5,,poleedw01,dwayne-polee-1
817,1985-86,Pepperdine,WCAC,30,,946,.582,,,.456,,,,,,17.7,,poleedw01,dwayne-polee-1
