,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
771,1992-93,26,SAC,NBA,SG,9,0,76,5.0,10.7,.471,0.0,0.0,,5.0,10.7,.471,6.9,9.4,.733,4.4,2.5,6.9,3.1,1.3,0.6,5.0,6.9,16.9,,101,113,askewvi01
772,1992-93,26,SEA,NBA,SG,64,4,1053,6.8,13.9,.493,0.1,0.3,.333,6.7,13.6,.497,4.5,6.4,.701,2.6,4.5,7.1,5.6,1.8,0.9,2.9,5.9,18.2,,113,107,askewvi01
773,1993-94,27,SEA,NBA,SG,80,3,1690,8.2,16.9,.481,0.2,0.9,.194,8.0,16.0,.498,5.2,6.3,.829,1.8,3.7,5.5,5.8,2.2,0.6,2.1,4.3,21.7,,118,105,askewvi01
774,1994-95,28,SEA,NBA,SG,71,1,1721,7.2,14.7,.492,0.9,2.7,.330,6.3,12.0,.529,5.1,7.0,.739,1.9,3.4,5.3,5.1,1.4,0.4,2.5,5.6,20.5,,118,111,askewvi01
775,1995-96,29,SEA,NBA,SG,69,2,1725,6.4,12.9,.493,0.9,2.6,.337,5.5,10.4,.531,3.6,4.8,.764,1.9,4.5,6.5,4.8,1.4,0.4,2.8,5.3,17.3,,112,106,askewvi01
776,1996-97,30,TOT,NBA,SG,43,0,838,5.2,12.0,.435,0.5,1.5,.292,4.8,10.4,.457,4.5,5.7,.795,1.6,4.7,6.3,5.8,1.1,0.4,3.0,7.9,15.4,,107,108,askewvi01
777,1996-97,30,NJN,NBA,SG,1,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,,,119,askewvi01
778,1996-97,30,IND,NBA,SG,41,0,822,5.2,12.0,.432,0.5,1.6,.292,4.7,10.4,.453,4.5,5.6,.791,1.6,4.8,6.4,5.9,1.1,0.4,2.8,8.0,15.3,,109,108,askewvi01
779,1996-97,30,DEN,NBA,SG,1,0,9,11.5,17.3,.667,0.0,0.0,,11.5,17.3,.667,11.5,11.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,34.6,,66,120,askewvi01
780,1997-98,31,POR,NBA,SG,30,5,443,2.3,6.5,.352,0.0,0.2,.000,2.3,6.3,.365,3.4,4.7,.718,2.5,5.7,8.2,4.6,2.3,0.6,4.2,4.7,7.9,,85,102,askewvi01
781,1990-91,23,MIA,NBA,SF,39,1,266,6.2,14.7,.420,1.1,4.5,.240,5.1,10.2,.500,2.2,4.5,.480,5.5,6.9,12.4,3.5,2.9,2.4,2.0,8.4,15.6,,106,104,askinke01
782,1991-92,24,MIA,NBA,SF,59,4,843,4.9,12.0,.410,1.5,4.3,.342,3.4,7.7,.447,1.5,2.2,.703,3.8,4.5,8.3,2.2,2.3,0.9,2.7,6.4,12.8,,100,110,askinke01
783,1992-93,25,MIA,NBA,SF,69,1,935,4.8,11.6,.413,1.2,3.5,.338,3.6,8.0,.446,1.6,2.2,.725,4.0,6.7,10.7,1.7,1.7,1.6,2.0,7.7,12.3,,105,107,askinke01
784,1993-94,26,MIA,NBA,SF,37,0,319,5.8,14.1,.409,0.6,3.4,.190,5.1,10.7,.478,1.4,1.6,.900,5.3,7.9,13.2,2.1,1.8,0.2,3.4,9.1,13.6,,96,106,askinke01
785,1994-95,27,MIA,NBA,SF,50,5,854,4.9,12.5,.391,1.3,4.7,.269,3.6,7.8,.465,2.8,3.4,.807,5.2,6.8,12.0,2.4,2.1,1.0,1.5,6.6,13.9,,114,108,askinke01
786,1995-96,28,MIA,NBA,SF,75,14,1897,4.4,10.9,.402,2.7,6.6,.418,1.6,4.3,.377,1.2,1.6,.789,3.1,5.9,9.0,3.4,1.3,1.7,2.3,7.5,12.7,,111,104,askinke01
787,1996-97,29,MIA,NBA,SF,78,30,1773,4.2,9.8,.433,2.1,5.3,.401,2.1,4.5,.469,1.2,1.8,.672,2.6,5.7,8.3,2.3,1.6,0.6,1.8,6.0,11.8,,111,102,askinke01
788,1997-98,30,MIA,NBA,SF,46,12,681,3.1,9.8,.320,1.7,5.9,.284,1.4,3.8,.375,1.0,1.5,.632,2.2,5.9,8.1,2.3,2.2,1.0,2.1,8.6,8.9,,91,102,askinke01
789,1998-99,31,MIA,NBA,SF,33,13,415,2.7,8.5,.323,1.1,4.0,.276,1.6,4.5,.364,0.7,1.1,.625,1.4,4.6,6.0,1.4,2.3,0.4,1.8,7.9,7.2,,82,100,askinke01
790,1999-00,25,ORL,NBA,PG,82,0,1626,9.5,22.5,.424,1.7,4.9,.350,7.8,17.5,.445,2.9,4.0,.729,0.6,3.2,3.8,9.3,1.6,0.1,4.3,4.2,23.7,,100,106,atkinch01
791,2000-01,26,DET,NBA,PG,81,75,2363,8.1,20.4,.399,2.6,7.3,.357,5.6,13.1,.423,1.9,2.8,.692,0.6,3.1,3.7,7.1,1.4,0.1,3.2,3.9,20.8,,99,106,atkinch01
792,2001-02,27,DET,NBA,PG,79,62,2285,8.6,18.4,.466,3.2,7.8,.411,5.4,10.6,.507,1.9,2.8,.692,0.7,3.0,3.7,6.1,1.7,0.3,3.0,4.1,22.3,,108,106,atkinch01
793,2002-03,28,DET,NBA,PG,65,7,1398,6.6,18.4,.361,3.4,9.6,.355,3.2,8.8,.368,1.6,1.9,.816,0.8,3.0,3.8,6.9,1.1,0.2,3.0,4.3,18.3,,97,105,atkinch01
794,2003-04,29,TOT,NBA,PG,64,24,1544,6.6,16.6,.397,2.8,8.3,.336,3.8,8.3,.457,2.5,3.3,.753,0.3,2.9,3.2,7.7,1.5,0.1,3.2,3.5,18.5,,103,105,atkinch01
795,2003-04,29,DET,NBA,PG,40,0,751,6.4,17.1,.374,3.1,9.5,.323,3.3,7.6,.438,2.3,3.1,.721,0.4,3.1,3.5,6.9,1.4,0.1,3.5,4.4,18.1,,98,101,atkinch01
796,2003-04,29,BOS,NBA,PG,24,24,793,6.8,16.2,.418,2.5,7.2,.351,4.2,9.0,.471,2.7,3.5,.778,0.2,2.7,2.9,8.3,1.7,0.1,2.9,2.7,18.8,,108,108,atkinch01
797,2004-05,30,LAL,NBA,PG,82,82,2903,7.1,16.6,.426,3.2,8.3,.387,3.9,8.3,.466,3.0,3.7,.803,0.6,3.0,3.6,6.5,1.3,0.0,2.7,3.3,20.3,,112,115,atkinch01
798,2005-06,31,TOT,NBA,PG-SG,71,41,1713,7.2,18.2,.394,3.1,8.7,.354,4.1,9.5,.431,4.1,5.2,.791,0.7,3.1,3.8,6.3,1.4,0.1,2.8,4.8,21.5,,108,108,atkinch01
799,2005-06,31,WAS,NBA,SG,28,2,552,6.2,16.4,.379,3.1,8.7,.359,3.1,7.7,.402,2.1,2.9,.710,1.1,3.1,4.2,6.5,1.3,0.0,2.8,5.5,17.6,,105,111,atkinch01
800,2005-06,31,MEM,NBA,PG,43,39,1161,7.7,19.1,.401,3.1,8.7,.352,4.6,10.4,.442,5.1,6.3,.811,0.5,3.1,3.6,6.2,1.4,0.1,2.7,4.5,23.5,,109,106,atkinch01
801,2006-07,32,MEM,NBA,PG,75,23,2064,7.7,17.8,.434,2.9,7.6,.379,4.8,10.2,.474,6.3,7.7,.810,0.4,3.0,3.5,8.6,1.2,0.1,3.2,3.4,24.5,,117,116,atkinch01
802,2007-08,33,DEN,NBA,SG,24,0,352,5.7,16.7,.344,3.4,10.8,.316,2.3,5.9,.395,0.5,1.2,.444,0.4,3.8,4.2,6.4,1.2,0.1,1.4,3.7,15.4,,101,111,atkinch01
803,2008-09,34,TOT,NBA,PG,33,0,412,4.2,14.0,.301,1.9,7.1,.263,2.4,7.0,.339,1.9,2.0,.938,0.6,2.4,3.0,7.3,1.2,0.2,2.9,3.4,12.2,,91,113,atkinch01
804,2008-09,34,DEN,NBA,PG,14,0,115,4.0,12.0,.333,2.2,7.5,.294,1.8,4.4,.400,1.8,1.8,1.000,0.0,2.7,2.7,12.4,0.9,0.4,4.4,2.2,12.0,,99,113,atkinch01
805,2008-09,34,OKC,NBA,PG,19,0,297,4.3,14.8,.291,1.7,6.9,.250,2.6,7.9,.326,1.9,2.1,.917,0.9,2.2,3.1,5.4,1.4,0.2,2.2,3.8,12.3,,88,113,atkinch01
806,2009-10,35,DET,NBA,PG,40,11,644,4.8,13.2,.363,1.9,6.1,.301,2.9,7.1,.417,2.1,2.3,.926,0.4,2.0,2.4,7.7,1.4,0.0,2.7,4.5,13.6,,102,115,atkinch01
807,1991-92,23,ATL,NBA,SG,82,82,2505,8.6,17.6,.489,0.0,0.1,.167,8.6,17.5,.492,4.2,6.3,.666,3.7,4.5,8.2,3.9,2.4,0.5,3.5,3.2,21.4,,104,109,augmost01
808,1992-93,24,ATL,NBA,SG,73,66,2112,9.2,18.4,.501,0.0,0.1,.000,9.2,18.4,.504,5.3,7.2,.739,3.3,3.4,6.7,4.0,2.1,0.4,3.7,3.3,23.8,,109,112,augmost01
809,1993-94,25,ATL,NBA,SG,82,82,2605,8.6,16.8,.510,0.0,0.1,.143,8.6,16.7,.513,6.5,8.5,.764,3.5,4.2,7.7,3.7,2.9,0.9,2.9,3.5,23.7,,116,102,augmost01
810,1994-95,26,ATL,NBA,SG,76,76,2362,9.0,19.8,.453,0.2,0.6,.269,8.8,19.2,.459,5.7,7.8,.728,3.6,4.8,8.3,4.5,2.3,1.1,3.4,3.7,23.8,,106,106,augmost01
811,1995-96,27,ATL,NBA,SF,77,49,2294,8.4,17.2,.491,0.0,0.1,.250,8.4,17.1,.492,5.9,7.4,.792,3.2,3.9,7.1,3.2,2.5,0.7,3.2,4.4,22.8,,112,109,augmost01
812,1996-97,28,TOT,NBA,SG,60,10,942,6.0,12.6,.477,0.0,0.0,,6.0,12.6,.477,4.0,5.6,.711,2.7,5.2,7.9,3.2,2.4,1.0,3.7,5.0,16.0,,100,103,augmost01
813,1996-97,28,DET,NBA,SG,20,3,292,6.0,15.0,.403,0.0,0.0,,6.0,15.0,.403,5.4,8.0,.683,2.7,6.8,9.5,2.9,1.9,1.9,5.3,5.6,17.5,,87,103,augmost01
814,1996-97,28,POR,NBA,SG,40,7,650,6.0,11.6,.517,0.0,0.0,,6.0,11.6,.517,3.3,4.5,.732,2.7,4.5,7.2,3.3,2.6,0.6,3.0,4.7,15.3,,108,104,augmost01
815,1997-98,29,POR,NBA,SG,71,23,1445,5.7,13.7,.414,0.0,0.3,.143,5.6,13.5,.419,3.5,5.8,.603,3.8,4.8,8.7,3.2,2.1,1.2,3.0,5.3,14.9,,96,103,augmost01
816,1998-99,30,POR,NBA,SF,48,21,874,4.8,10.7,.448,0.0,0.1,.000,4.8,10.6,.453,3.2,4.7,.684,2.9,4.8,7.7,3.6,3.5,1.1,1.8,5.0,12.8,,108,96,augmost01
817,1999-00,31,POR,NBA,SG,59,0,692,6.4,13.5,.474,0.0,0.2,.000,6.4,13.4,.480,2.9,4.2,.673,3.2,5.7,9.0,4.1,2.1,0.8,2.9,5.3,15.7,,103,101,augmost01
818,2000-01,32,POR,NBA,SG,66,23,1182,5.8,12.1,.477,0.0,0.2,.000,5.8,11.9,.485,2.6,4.0,.655,2.7,4.5,7.2,4.5,2.2,1.0,2.2,4.8,14.2,,107,103,augmost01
819,2001-02,33,CHH,NBA,SG,77,3,1319,5.7,13.3,.427,0.0,0.1,.000,5.7,13.2,.431,3.1,4.1,.762,2.4,6.7,9.1,4.2,2.3,0.5,2.2,4.7,14.5,,102,103,augmost01
820,2002-03,34,NOH,NBA,SG,70,3,862,4.9,12.0,.411,0.0,0.4,.000,4.9,11.5,.427,3.4,4.5,.750,1.6,5.8,7.4,4.3,1.7,0.6,2.5,5.0,13.2,,99,103,augmost01
821,2003-04,35,NOH,NBA,SF,69,24,1416,5.4,13.2,.412,0.0,0.3,.143,5.4,12.9,.418,4.2,5.3,.791,2.0,4.6,6.6,3.2,2.1,0.6,2.9,4.3,15.1,,97,104,augmost01
822,2004-05,36,ORL,NBA,SF,55,7,663,5.2,12.8,.407,0.0,0.0,,5.2,12.8,.407,4.4,5.9,.740,3.4,4.1,7.6,2.8,1.8,0.6,2.4,6.3,14.8,,102,109,augmost01
823,2005-06,37,ORL,NBA,SF,36,3,385,3.5,10.3,.342,0.0,0.0,,3.5,10.3,.342,3.0,4.2,.700,2.5,4.9,7.5,3.2,1.7,0.8,1.6,5.6,10.0,,96,108,augmost01
824,2008-09,21,CHA,NBA,PG,72,12,1908,7.6,17.7,.430,3.1,7.0,.439,4.5,10.7,.424,5.9,6.6,.893,0.5,3.3,3.8,7.1,1.2,0.1,3.4,4.0,24.2,,115,110,augusdj01
825,2009-10,22,CHA,NBA,PG,80,2,1472,6.1,15.7,.386,2.5,6.4,.393,3.5,9.3,.381,3.7,4.7,.779,0.4,3.1,3.5,7.0,1.6,0.2,2.7,4.6,18.3,,106,107,augusdj01
826,2010-11,23,CHA,NBA,PG,82,82,2757,7.7,18.6,.416,2.2,6.5,.333,5.6,12.1,.461,5.2,5.8,.906,0.7,3.6,4.4,9.7,1.0,0.1,3.0,3.0,22.9,,112,112,augusdj01
827,2011-12,24,CHA,NBA,PG,48,46,1408,6.8,18.2,.376,2.3,6.7,.341,4.6,11.5,.396,3.9,4.5,.875,0.9,3.2,4.1,11.5,1.3,0.0,4.1,2.4,19.9,,100,114,augusdj01
828,2012-13,25,IND,NBA,PG,76,5,1226,4.5,12.8,.350,2.9,8.2,.353,1.6,4.5,.346,3.6,4.3,.838,0.9,3.1,4.0,7.4,1.5,0.1,3.0,2.8,15.5,,109,104,augusdj01
829,2013-14,26,TOT,NBA,PG,71,9,1939,8.2,19.7,.415,3.6,9.1,.401,4.5,10.6,.427,5.5,6.2,.885,0.4,3.2,3.6,8.6,1.5,0.1,3.4,4.0,25.5,,113,105,augusdj01
830,2013-14,26,TOR,NBA,PG,10,0,82,4.5,15.3,.292,0.6,7.0,.091,3.8,8.3,.462,3.8,3.8,1.000,0.0,2.5,2.5,6.4,0.6,0.0,5.7,4.5,13.4,,75,111,augusdj01
831,2013-14,26,CHI,NBA,PG,61,9,1857,8.3,19.9,.419,3.8,9.2,.411,4.6,10.7,.426,5.6,6.3,.882,0.4,3.2,3.6,8.7,1.5,0.1,3.3,4.0,26.0,,114,105,augusdj01
832,2014-15,27,TOT,NBA,PG,82,14,1964,6.7,16.9,.399,2.2,6.4,.337,4.6,10.4,.436,4.6,5.3,.868,0.5,3.7,4.2,9.2,1.3,0.1,3.8,2.4,20.2,,107,110,augusdj01
833,2014-15,27,DET,NBA,PG,54,13,1287,7.6,18.5,.410,2.0,6.0,.327,5.6,12.5,.450,5.9,6.8,.870,0.5,3.5,4.0,10.6,1.3,0.1,4.4,2.5,23.1,,108,110,augusdj01
834,2014-15,27,OKC,NBA,PG,28,1,677,5.1,13.8,.371,2.5,7.1,.354,2.6,6.7,.389,2.3,2.7,.861,0.5,4.0,4.5,6.5,1.2,0.1,2.6,2.4,15.0,,105,110,augusdj01
835,2015-16,28,TOT,NBA,PG,62,0,1178,6.3,14.8,.423,2.9,7.1,.405,3.4,7.7,.440,4.4,5.4,.805,0.3,3.7,4.0,8.4,1.6,0.2,3.6,3.6,19.8,,113,111,augusdj01
836,2015-16,28,OKC,NBA,PG,34,0,519,4.4,11.6,.380,2.3,5.8,.393,2.1,5.7,.367,2.5,3.3,.765,0.5,3.6,4.1,6.3,1.2,0.2,2.9,3.9,13.6,,106,110,augusdj01
837,2015-16,28,DEN,NBA,PG,28,0,659,7.8,17.4,.445,3.3,8.1,.411,4.4,9.3,.475,5.9,7.2,.819,0.2,3.7,4.0,10.0,1.9,0.2,4.1,3.3,24.7,,116,111,augusdj01
838,2016-17,29,ORL,NBA,PG,78,20,1538,6.3,16.7,.377,3.1,8.8,.347,3.2,7.8,.412,4.2,5.2,.814,0.5,3.3,3.8,6.7,1.0,0.0,2.9,3.3,19.9,,104,115,augusdj01
839,2017-18,30,ORL,NBA,PG,75,36,1760,6.8,15.0,.452,3.2,7.6,.419,3.6,7.5,.485,4.6,5.3,.868,0.8,3.6,4.5,8.0,1.5,0.0,3.4,2.6,21.3,,116,113,augusdj01
840,2006-07,22,ORL,NBA,PF,2,0,7,7.6,22.9,.333,0.0,0.0,,7.6,22.9,.333,0.0,0.0,,7.6,15.3,22.9,15.3,0.0,0.0,0.0,15.3,15.3,,112,102,augusja01
841,2007-08,23,ORL,NBA,PF,25,0,149,6.2,11.7,.529,0.0,0.0,,6.2,11.7,.529,1.4,2.8,.500,5.5,4.8,10.4,0.7,1.7,0.7,2.1,6.2,13.8,,109,106,augusja01
842,1991-92,22,UTA,NBA,C,31,0,112,9.4,20.6,.457,0.0,0.0,,9.4,20.6,.457,8.5,13.5,.633,4.9,10.8,15.7,2.2,0.9,0.9,3.6,9.0,27.4,,105,104,austiis01
843,1992-93,23,UTA,NBA,C,46,3,306,8.1,18.2,.446,0.0,0.2,.000,8.1,18.0,.450,4.7,7.1,.659,6.2,6.7,12.8,1.0,1.3,2.3,3.7,9.7,21.0,,98,107,austiis01
844,1993-94,24,PHI,NBA,C,14,0,201,7.2,16.5,.439,0.0,0.2,.000,7.2,16.2,.446,3.5,5.7,.609,6.2,11.0,17.2,4.2,1.2,2.5,4.2,7.2,18.0,,96,106,austiis01
845,1996-97,27,MIA,NBA,C,82,17,1881,9.3,18.5,.502,0.0,0.1,.000,9.3,18.4,.505,4.3,6.5,.664,3.9,9.9,13.8,2.9,1.3,1.2,4.7,7.1,22.9,,99,99,austiis01
846,1997-98,28,TOT,NBA,C,78,50,2266,9.6,20.6,.466,0.0,0.2,.000,9.6,20.4,.470,5.7,8.6,.669,4.7,8.5,13.2,4.1,1.4,1.3,4.9,5.5,24.9,,100,105,austiis01
847,1997-98,28,MIA,NBA,C,52,25,1371,10.0,21.2,.474,0.0,0.1,.000,10.0,21.1,.476,6.2,9.1,.680,4.7,8.4,13.1,3.5,1.7,1.4,4.7,6.4,26.2,,102,101,austiis01
848,1997-98,28,LAC,NBA,C,26,25,895,8.9,19.7,.454,0.0,0.3,.000,8.9,19.4,.461,5.1,7.8,.652,4.6,8.5,13.2,5.1,1.0,1.3,5.2,4.0,23.0,,97,111,austiis01
849,1998-99,29,ORL,NBA,C,49,49,1259,7.9,19.4,.408,0.1,0.3,.286,7.9,19.1,.410,4.5,6.7,.669,3.6,6.6,10.2,3.8,2.0,1.5,4.9,5.4,20.5,,89,97,austiis01
850,1999-00,30,WAS,NBA,C,59,23,1173,6.7,15.5,.429,0.0,0.2,.250,6.6,15.4,.431,4.1,6.0,.686,2.8,9.6,12.4,3.3,0.8,1.7,4.7,5.6,17.5,,89,106,austiis01
851,2000-01,31,VAN,NBA,C,52,16,845,5.9,16.7,.356,0.4,1.5,.250,5.6,15.2,.366,1.7,2.5,.700,3.1,10.7,13.8,3.6,1.2,1.4,3.3,5.8,14.0,,81,103,austiis01
852,2001-02,32,MEM,NBA,C,21,8,307,6.2,15.8,.391,0.0,0.5,.000,6.2,15.3,.404,0.7,0.7,1.000,1.9,10.3,12.2,2.2,1.5,0.9,1.9,6.2,13.0,,85,104,austiis01
853,1983-84,22,DET,NBA,SF,7,0,28,9.9,21.5,.462,0.0,0.0,,9.9,21.5,.462,0.0,0.0,,3.3,1.7,5.0,1.7,1.7,1.7,5.0,11.6,19.8,,85,110,austike01
854,1992-93,23,MIL,NBA,PF,82,78,2285,7.6,17.5,.433,0.0,0.0,.000,7.6,17.5,.434,2.4,3.8,.651,3.9,7.3,11.2,2.0,1.2,1.6,3.1,5.2,17.6,,93,110,aventan01
855,1993-94,24,TOT,NBA,PF,74,40,1371,5.5,14.7,.377,0.0,0.0,,5.5,14.7,.377,3.3,4.5,.724,5.3,7.2,12.5,2.4,1.2,1.1,3.1,5.4,14.4,,93,109,aventan01
856,1993-94,24,MIL,NBA,PF,33,20,695,6.7,16.7,.404,0.0,0.0,,6.7,16.7,.404,4.5,5.8,.772,4.4,6.9,11.3,2.4,1.2,1.5,3.1,4.4,17.9,,97,110,aventan01
857,1993-94,24,ORL,NBA,PF,41,20,676,4.3,12.7,.341,0.0,0.0,,4.3,12.7,.341,2.1,3.3,.636,6.3,7.5,13.7,2.4,1.3,0.8,3.1,6.5,10.7,,89,107,aventan01
858,1994-95,25,ORL,NBA,PF,71,3,1066,5.0,11.6,.430,0.0,0.0,,5.0,11.6,.430,2.3,3.6,.640,4.6,9.3,13.9,1.9,1.3,2.4,2.5,8.0,12.2,,100,105,aventan01
859,1995-96,26,VAN,NBA,PF,71,32,1586,6.0,15.5,.384,0.0,0.0,,6.0,15.5,.384,1.9,2.6,.740,3.6,8.2,11.8,2.3,1.0,1.4,3.6,6.7,13.8,,82,108,aventan01
860,1998-99,29,UTA,NBA,PF,5,0,44,5.0,16.3,.308,0.0,0.0,,5.0,16.3,.308,1.3,2.5,.500,10.0,5.0,15.1,1.3,2.5,0.0,8.8,7.5,11.3,,65,99,aventan01
861,1999-00,30,LAC,NBA,PF,49,3,377,3.9,13.0,.302,0.0,0.0,,3.9,13.0,.302,3.1,4.3,.719,3.1,6.9,10.0,1.5,2.2,2.0,3.3,8.4,11.0,,76,107,aventan01
862,1973-74,21,SAA,ABA,SG,74,,1639,10.6,28.1,.376,0.3,1.5,.180,10.3,26.6,.387,4.8,6.9,.696,1.4,2.4,3.7,4.1,1.9,0.2,4.2,5.1,26.2,,87,103,averibi01
863,1974-75,22,KEN,ABA,SG,84,,2031,9.7,23.4,.416,0.2,1.1,.149,9.6,22.3,.429,5.7,7.4,.778,1.2,3.1,4.3,7.4,2.0,0.3,5.4,4.9,25.4,,95,101,averibi01
864,1975-76,23,KEN,ABA,SG,78,,2272,10.9,25.4,.429,0.8,2.6,.313,10.1,22.9,.442,5.3,6.9,.769,1.1,3.2,4.3,5.9,2.1,0.4,4.4,4.2,27.9,,100,105,averibi01
865,1976-77,24,BUF,NBA,SG,75,,1136,9.2,24.4,.378,,,,9.2,24.4,.378,4.8,6.7,.716,0.8,2.3,3.1,5.3,1.2,0.2,,5.0,23.2,,,106,averibi01
866,1977-78,25,TOT,NBA,SG,55,,1085,8.2,20.0,.409,,,,8.2,20.0,.409,4.1,5.8,.709,0.7,2.7,3.4,8.1,1.6,0.4,5.9,5.1,20.5,,86,105,averibi01
867,1977-78,25,NJN,NBA,SG,21,,409,7.3,19.9,.367,,,,7.3,19.9,.367,3.8,4.8,.800,0.7,2.8,3.5,7.2,1.8,0.1,5.8,3.9,18.4,,80,104,averibi01
868,1977-78,25,BUF,NBA,SG,34,,676,8.8,20.1,.436,,,,8.8,20.1,.436,4.4,6.5,.667,0.7,2.7,3.4,8.7,1.5,0.5,6.0,5.9,21.9,,89,106,averibi01
869,1999-00,20,MIN,NBA,PG,59,1,484,6.1,19.6,.309,1.9,6.8,.286,4.1,12.8,.322,2.6,3.9,.667,0.9,3.5,4.3,9.5,1.5,0.2,4.5,6.5,16.6,,84,107,averywi01
870,2000-01,21,MIN,NBA,PG,55,0,463,6.2,16.3,.382,1.8,6.7,.271,4.4,9.6,.459,3.2,4.1,.778,0.6,2.7,3.3,8.5,1.5,0.5,5.1,5.4,17.4,,91,108,averywi01
871,2001-02,22,MIN,NBA,PG,28,0,258,5.3,18.5,.289,1.2,7.2,.171,4.1,11.3,.364,2.7,3.9,.684,0.8,4.1,4.9,7.4,1.4,0.0,3.9,3.5,14.6,,81,108,averywi01
872,1973-74,25,CHI,NBA,C,68,,756,3.9,7.4,.528,,,,3.9,7.4,.528,3.3,5.7,.574,3.0,7.6,10.5,5.2,1.3,0.8,,7.7,11.1,,,93,awtrede01
873,1974-75,26,PHO,NBA,C,82,,2837,5.5,11.7,.470,,,,5.5,11.7,.470,2.1,3.2,.677,3.9,7.5,11.4,5.5,1.0,0.8,,3.7,13.1,,,99,awtrede01
874,1975-76,27,PHO,NBA,C,74,,1376,4.7,10.0,.467,,,,4.7,10.0,.467,2.5,3.6,.688,3.1,6.6,9.7,5.3,0.7,0.7,,5.1,11.9,,,100,awtrede01
875,1976-77,28,PHO,NBA,C,72,,1760,4.1,9.5,.429,,,,4.1,9.5,.429,2.3,3.2,.722,2.8,6.3,9.1,4.7,0.6,0.8,,4.3,10.5,,,100,awtrede01
876,1977-78,29,PHO,NBA,C,81,,1623,3.0,7.0,.424,,,,3.0,7.0,.424,1.8,2.9,.633,2.6,5.4,8.0,4.3,0.5,0.7,3.4,4.1,7.8,,88,101,awtrede01
877,1978-79,30,TOT,NBA,C,63,,746,2.7,6.6,.411,,,,2.7,6.6,.411,2.5,3.5,.732,2.6,6.7,9.3,4.3,1.0,0.8,3.2,6.5,7.9,,93,103,awtrede01
878,1978-79,30,BOS,NBA,C,23,,247,3.1,8.0,.386,,,,3.1,8.0,.386,2.9,3.7,.800,2.4,6.2,8.6,3.7,0.5,1.1,3.8,6.8,9.1,,87,108,awtrede01
879,1978-79,30,SEA,NBA,C,40,,499,2.5,5.9,.429,,,,2.5,5.9,.429,2.3,3.3,.694,2.7,7.0,9.7,4.6,1.2,0.7,2.9,6.4,7.4,,97,101,awtrede01
880,1979-80,31,CHI,NBA,C,26,,560,2.3,5.0,.450,0.0,0.0,,2.3,5.0,.450,2.7,4.2,.640,2.4,7.2,9.7,3.4,1.0,1.3,2.3,5.6,7.2,,102,107,awtrede01
881,1980-81,32,SEA,NBA,C,47,,607,3.5,7.3,.473,0.0,0.0,,3.5,7.3,.473,1.1,1.6,.700,2.6,5.9,8.5,4.3,0.9,0.6,2.6,6.7,8.0,,98,106,awtrede01
